compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C15H22N1O7,267.75,4.5,634.617,Amide
Aspirin,C16H10N3O0,88.94,N/A,860.892,Nucleotide
Cholesterol,C3H38N0O1,439.06,9.86,485.795,Amide
Serotonin,C11H28N3O10,274.15,8.02,787.744,Nucleotide
Urea,C6H27N5O10,703.27,11.23,350.165,Amide
Caffeine,C17H24N2O7,833.34,5.47,746.249,Neurotransmitter
Adenosine triphosphate,C18H37N4O2,190.85,13.06,651.656,Organic Compound
Dopamine,C9H18N4O4,105.21,8.78,360.744,Lipid
Serotonin,C9H24N3O4,361.59,10.33,194.724,Organic Compound
Dopamine,C9H15N0O5,445.02,4.63,715.011,Alcohol
Dopamine,C11H14N5O4,906.84,N/A,270.586,Hormone
Glucose,C7H21N1O5,530.95,5.76,209.895,Lipid
Urea,C7H15N3O2,425.87,10.09,900.584,Organic Compound
Serotonin,C18H37N5O2,886.59,6.62,212.938,Organic Compound
Cholesterol,C1H25N2O1,892.69,12.6,601.073,Amide
Aspirin,C16H5N5O7,712.34,3.24,260.076,Alcohol
Aspirin,C14H36N1O1,503.45,8.05,681.014,Alcohol
Adenosine triphosphate,C12H15N4O9,854.82,12.13,59.857,Alkaloid
Caffeine,C4H35N3O0,975.17,10.2,809.387,Carbohydrate
Aspirin,C15H39N3O7,988.75,10.31,518.766,Amide
Ethanol,C2H3N4O7,973.51,3.23,657.394,Carbohydrate
Adrenaline,C5H38N4O1,179.91,3.07,449.896,Neurotransmitter
Caffeine,C7H27N1O4,937.85,4.41,44.458,Hormone
Urea,C5H34N4O8,502.9,11.56,499.867,Alkaloid
Adenosine triphosphate,C14H26N0O1,60.04,N/A,997.6,Nucleotide
Glucose,C7H1N3O2,686.19,4.58,191.637,Nucleotide
Aspirin,C7H36N2O9,251.25,N/A,813.063,Alkaloid
Glucose,C20H40N3O1,65.69,12.26,609.079,Neurotransmitter
Caffeine,C6H5N3O6,207.74,N/A,503.23,Nucleotide
Caffeine,C15H38N0O10,157.94,N/A,640.024,Alcohol
Dopamine,C12H29N2O7,213.35,10.82,221.326,Neurotransmitter
Serotonin,C5H38N2O1,920.71,N/A,628.068,Hormone
Urea,C6H26N3O4,888.02,N/A,403.07,Alcohol
Adrenaline,C5H35N5O1,770.22,4.88,736.548,Carbohydrate
Urea,C9H15N5O3,263.01,N/A,162.386,Nucleotide
Adenosine triphosphate,C12H21N0O4,546.15,4.9,584.822,Carbohydrate
Adenosine triphosphate,C15H7N3O9,55.69,3.56,625.149,Alkaloid
Cholesterol,C2H3N5O5,685.45,7.05,253.264,Alkaloid
Glucose,C6H21N1O3,145.55,3.09,793.994,Alcohol
Glucose,C2H6N3O10,763.36,N/A,465.818,Amide
Caffeine,C8H39N1O4,402.77,12.56,727.493,Nucleotide
Adrenaline,C6H39N4O10,669.96,N/A,945.891,Neurotransmitter
Adenosine triphosphate,C4H20N0O6,826.98,8.21,796.336,Organic Compound
Cholesterol,C7H28N1O1,367.63,8.14,603.863,Hormone
Glucose,C15H11N1O1,480.5,8.66,455.134,Alkaloid
Glucose,C17H15N3O6,460.58,6.04,352.155,Carbohydrate
Glucose,C5H25N5O1,114.07,N/A,76.21,Organic Compound
Urea,C11H3N1O7,310.25,N/A,949.925,Neurotransmitter
Urea,C20H1N2O10,545.02,6.79,112.876,Hormone
Cholesterol,C16H12N2O0,148.73,4.55,752.003,Amide
Adenosine triphosphate,C4H18N0O6,616.21,8.92,162.489,Hormone
Aspirin,C3H13N3O5,884.45,3.36,783.82,Hormone
