compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C12H40N5O4,470.88,N/A,167.142,Hormone
Caffeine,C13H11N5O6,350.49,2.74,341.563,Nucleotide
Dopamine,C17H27N1O0,696.02,2.81,99.89,Alcohol
Serotonin,C6H36N1O0,981.77,12.25,269.038,Lipid
Cholesterol,C4H21N3O0,131.6,9.19,986.39,Alkaloid
Aspirin,C13H4N1O2,506.59,6.88,122.514,Lipid
Ethanol,C11H18N5O9,294.79,4.86,834.042,Nucleotide
Glucose,C16H32N1O2,728.32,4.82,991.085,Lipid
Cholesterol,C16H20N3O9,744.8,13.15,856.947,Amide
Cholesterol,C4H18N2O7,123.78,N/A,438.629,Neurotransmitter
Caffeine,C5H6N1O7,985.94,4.48,391.407,Neurotransmitter
Dopamine,C3H29N2O8,389.35,N/A,280.854,Organic Compound
Cholesterol,C14H6N2O5,729.81,N/A,17.627,Organic Compound
Dopamine,C7H11N1O7,654.21,1.95,958.479,Hormone
Aspirin,C14H3N1O7,764.59,6.21,254.176,Organic Compound
Caffeine,C15H8N4O2,143.45,5.44,405.237,Lipid
Urea,C14H16N0O8,99.94,10.81,208.516,Alkaloid
Dopamine,C11H30N0O2,548.09,3.8,275.979,Carbohydrate
Ethanol,C18H16N0O0,944.3,2.1,923.353,Organic Compound
Serotonin,C16H1N5O6,988.42,3.28,222.053,Neurotransmitter
Dopamine,C12H3N4O2,616.71,1.96,119.292,Neurotransmitter
Aspirin,C2H12N3O4,99.46,11.88,823.642,Nucleotide
Caffeine,C9H23N4O5,344.75,1.28,447.371,Organic Compound
Ethanol,C13H27N4O10,887.38,N/A,720.589,Carbohydrate
Adenosine triphosphate,C14H15N5O0,636.19,12.12,470.961,Carbohydrate
Serotonin,C3H22N0O6,659.43,1.57,923.121,Hormone
Glucose,C3H29N0O6,994.53,5.05,193.036,Alcohol
Adenosine triphosphate,C13H5N3O8,454.08,10.98,666.596,Carbohydrate
Cholesterol,C2H6N5O4,428.08,12.79,801.491,Alcohol
Cholesterol,C15H32N4O5,237.12,12.36,699.149,Hormone
Adenosine triphosphate,C10H10N1O1,180.76,N/A,714.438,Amide
Serotonin,C18H29N4O8,668.21,4.06,864.055,Alcohol
Cholesterol,C5H32N3O9,865.21,N/A,232.0,Alcohol
Glucose,C6H7N5O1,343.29,1.16,812.936,Hormone
Aspirin,C9H19N1O7,956.26,7.92,227.553,Amide
Cholesterol,C1H21N0O0,789.38,3.84,402.131,Carbohydrate
Adenosine triphosphate,C11H30N0O10,379.79,12.26,59.179,Nucleotide
Urea,C5H35N1O8,169.24,11.9,138.538,Organic Compound
Glucose,C14H6N5O4,114.34,6.61,57.865,Nucleotide
Glucose,C3H10N4O8,947.67,1.37,854.167,Amide
Dopamine,C17H3N0O6,788.48,13.75,613.286,Neurotransmitter
Dopamine,C7H39N3O9,824.74,9.33,595.234,Carbohydrate
Cholesterol,C4H27N1O0,623.38,9.1,170.461,Alkaloid
Caffeine,C17H20N1O0,722.82,9.49,776.998,Nucleotide
Dopamine,C11H22N3O9,266.54,1.64,567.566,Hormone
Adrenaline,C17H15N3O7,676.03,6.62,807.972,Nucleotide
Ethanol,C16H39N0O5,355.13,6.69,427.027,Lipid
Glucose,C18H13N1O8,715.54,13.51,360.154,Hormone
Adrenaline,C16H30N2O2,703.24,5.8,503.35,Neurotransmitter
Serotonin,C2H2N2O9,884.19,N/A,837.011,Hormone
Glucose,C7H11N5O0,760.57,5.05,828.14,Organic Compound
Glucose,C19H7N4O3,573.03,12.84,105.308,Hormone
Cholesterol,C8H37N3O7,746.84,7.13,113.544,Nucleotide
Ethanol,C11H37N2O6,779.05,3.98,353.24,Alcohol
Adenosine triphosphate,C17H19N3O4,552.19,10.81,67.534,Amide
Glucose,C3H37N4O1,177.46,N/A,640.374,Organic Compound
Adenosine triphosphate,C19H3N0O3,914.05,12.26,794.345,Carbohydrate
Dopamine,C14H34N0O7,494.42,N/A,683.339,Hormone
Adenosine triphosphate,C16H31N4O5,614.94,13.5,301.33,Organic Compound
Dopamine,C1H29N0O1,731.63,5.13,41.273,Neurotransmitter
Serotonin,C20H20N5O10,452.21,7.87,5.039,Lipid
Aspirin,C13H28N1O0,692.75,3.33,506.312,Neurotransmitter
Adenosine triphosphate,C8H22N1O9,162.17,8.36,377.597,Amide
Adenosine triphosphate,C20H5N2O6,885.51,5.24,937.318,Nucleotide
Serotonin,C18H14N0O6,219.97,N/A,80.084,Nucleotide
Dopamine,C9H27N0O7,222.58,5.98,279.622,Nucleotide
Ethanol,C5H39N1O10,749.35,9.05,899.125,Lipid
Cholesterol,C8H30N1O10,698.32,11.63,421.909,Organic Compound
Glucose,C3H24N3O1,193.1,8.32,127.056,Hormone
Urea,C19H21N4O3,570.48,4.39,418.519,Alcohol
Dopamine,C8H32N3O9,766.65,N/A,103.883,Neurotransmitter
Caffeine,C4H2N5O5,157.53,5.25,332.986,Organic Compound
Ethanol,C15H27N2O6,923.09,7.84,168.343,Neurotransmitter
Caffeine,C10H28N5O8,328.24,N/A,309.008,Lipid
Glucose,C14H27N1O0,221.71,11.01,336.017,Amide
Serotonin,C14H3N5O5,117.58,13.66,387.613,Organic Compound
Adrenaline,C13H22N4O7,485.2,4.66,305.806,Nucleotide
Glucose,C2H30N1O1,594.93,11.23,95.227,Alcohol
Adenosine triphosphate,C19H21N2O4,220.66,4.63,97.913,Alkaloid
Glucose,C19H15N2O5,773.35,10.23,999.663,Neurotransmitter
Glucose,C12H15N0O1,497.57,1.1,871.225,Amide
Adrenaline,C12H21N3O0,272.69,10.04,371.427,Carbohydrate
Caffeine,C9H22N5O5,335.11,10.66,830.351,Lipid
Ethanol,C6H40N2O4,277.79,11.19,69.132,Alcohol
Cholesterol,C6H36N2O2,831.11,8.08,332.969,Alcohol
Aspirin,C18H25N1O10,687.42,N/A,768.601,Amide
Caffeine,C3H7N3O8,509.11,3.5,784.354,Organic Compound
Glucose,C10H31N5O9,193.69,N/A,48.217,Organic Compound
Ethanol,C2H39N3O3,470.11,4.47,478.408,Carbohydrate
Adenosine triphosphate,C14H15N3O1,333.34,N/A,696.729,Alkaloid
Glucose,C10H27N2O10,914.34,3.48,224.885,Alkaloid
Urea,C4H35N0O7,496.89,12.3,104.796,Lipid
Urea,C8H10N0O0,966.06,10.42,653.476,Hormone
Aspirin,C1H12N3O5,50.06,11.28,538.082,Amide
Urea,C13H14N4O7,384.05,N/A,473.725,Carbohydrate
Urea,C10H36N1O9,247.4,4.72,732.934,Organic Compound
Aspirin,C13H4N5O2,855.08,N/A,819.387,Hormone
Ethanol,C2H24N1O7,584.6,12.96,430.201,Alcohol
Adenosine triphosphate,C13H16N4O2,476.65,4.13,0.024,Alcohol
Caffeine,C9H5N1O0,327.21,2.0,242.77,Neurotransmitter
Dopamine,C2H12N4O1,749.04,12.95,259.845,Alcohol
Glucose,C9H16N3O6,662.41,13.3,726.947,Alcohol
Glucose,C18H33N4O2,922.76,8.21,560.101,Alkaloid
Serotonin,C17H28N3O10,81.11,N/A,683.639,Carbohydrate
