compound,formula,mw,pka,solubility_mg_ml,class
Urea,C7H19N2O10,634.29,3.24,748.555,Lipid
Adrenaline,C12H33N3O6,368.21,6.2,929.604,Lipid
Urea,C16H38N5O7,367.31,N/A,925.436,Amide
Serotonin,C19H24N3O2,404.05,10.54,905.937,Hormone
Glucose,C12H20N2O7,958.02,N/A,882.95,Organic Compound
Adrenaline,C17H9N4O7,653.72,10.43,881.443,Carbohydrate
Glucose,C3H18N4O10,718.73,7.58,708.059,Lipid
Ethanol,C5H18N0O9,547.23,N/A,343.231,Neurotransmitter
Urea,C13H14N1O0,355.6,12.26,200.457,Organic Compound
Ethanol,C9H4N5O9,257.05,8.64,75.457,Nucleotide
Adenosine triphosphate,C15H36N3O5,176.41,1.88,683.311,Nucleotide
Dopamine,C6H11N4O5,230.28,10.69,465.343,Lipid
Urea,C3H3N1O4,342.0,8.22,554.192,Alkaloid
Caffeine,C14H40N1O4,344.7,13.61,984.274,Alcohol
Ethanol,C2H19N3O3,225.52,9.49,317.832,Neurotransmitter
Aspirin,C1H21N3O6,231.51,7.26,688.236,Alcohol
Cholesterol,C19H32N4O4,464.62,13.07,171.467,Alcohol
Aspirin,C9H28N4O1,106.18,3.12,428.668,Lipid
Glucose,C1H13N5O3,574.36,N/A,446.901,Hormone
Ethanol,C1H9N4O4,153.09,8.04,346.906,Nucleotide
Urea,C13H33N1O6,902.01,6.03,993.842,Lipid
Cholesterol,C1H7N5O3,507.71,3.43,91.942,Lipid
Adrenaline,C3H14N2O4,600.1,5.98,560.477,Organic Compound
Serotonin,C10H20N2O0,298.85,N/A,543.733,Lipid
Caffeine,C9H35N5O1,777.73,N/A,727.516,Alcohol
Glucose,C1H24N5O7,240.04,5.27,127.183,Alcohol
Aspirin,C7H9N0O10,447.77,N/A,372.126,Alcohol
Aspirin,C5H8N1O6,662.58,10.73,750.316,Hormone
Aspirin,C17H21N5O3,358.41,6.64,446.764,Carbohydrate
Caffeine,C12H30N5O9,878.05,2.94,916.335,Alkaloid
Caffeine,C11H5N2O4,574.88,12.51,784.318,Alkaloid
Serotonin,C4H31N4O9,408.79,7.27,480.534,Organic Compound
Urea,C3H30N0O2,592.96,N/A,541.721,Carbohydrate
