compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C1H9N5O6,189.38,N/A,482.855,Alcohol
Aspirin,C1H22N2O7,293.68,13.11,170.771,Carbohydrate
Adrenaline,C19H39N5O10,908.61,3.88,184.087,Alkaloid
Urea,C14H18N0O1,850.44,4.2,947.847,Organic Compound
Adenosine triphosphate,C20H16N0O8,952.22,3.94,406.316,Alcohol
Glucose,C20H21N4O2,386.66,3.66,819.491,Hormone
Serotonin,C9H15N1O0,863.93,8.92,94.656,Lipid
Dopamine,C10H11N2O5,281.41,7.29,387.951,Amide
Urea,C20H20N0O3,765.37,N/A,470.202,Nucleotide
Adenosine triphosphate,C10H19N4O7,904.02,3.79,323.001,Nucleotide
Aspirin,C13H1N0O10,369.13,8.08,549.804,Carbohydrate
Aspirin,C19H13N0O0,855.56,12.29,403.993,Carbohydrate
Glucose,C8H21N1O6,946.34,3.25,528.79,Organic Compound
Caffeine,C1H28N1O4,902.92,1.37,938.1,Hormone
Adrenaline,C9H27N1O7,181.52,9.53,44.603,Lipid
Serotonin,C13H39N5O1,89.97,11.62,6.201,Carbohydrate
Cholesterol,C13H17N0O0,954.78,5.92,986.229,Amide
Caffeine,C10H20N2O10,200.71,4.72,215.127,Alcohol
Dopamine,C19H7N3O8,363.88,9.38,902.152,Alkaloid
Adenosine triphosphate,C1H2N0O8,156.86,10.17,683.011,Alcohol
Ethanol,C11H1N5O9,864.22,9.32,853.231,Lipid
Aspirin,C20H32N4O1,855.65,9.21,410.161,Alcohol
Serotonin,C17H22N3O4,925.85,N/A,80.514,Amide
Glucose,C12H3N2O5,371.43,3.07,133.446,Alcohol
Adrenaline,C1H18N0O8,159.85,8.98,638.805,Hormone
Serotonin,C7H26N1O4,912.75,2.12,771.595,Organic Compound
Serotonin,C16H3N1O5,885.03,N/A,304.096,Amide
Dopamine,C19H40N5O7,592.99,11.36,583.485,Hormone
Cholesterol,C8H13N2O10,872.65,N/A,295.938,Hormone
Dopamine,C8H17N3O7,777.7,12.84,659.113,Amide
Caffeine,C12H22N1O0,484.56,2.68,927.974,Lipid
Glucose,C18H10N5O7,641.21,N/A,877.502,Alkaloid
Cholesterol,C15H32N2O10,498.34,8.49,923.178,Hormone
Adenosine triphosphate,C13H37N2O10,660.68,5.92,767.637,Nucleotide
Dopamine,C11H19N2O5,887.28,N/A,242.952,Lipid
Cholesterol,C5H32N3O0,548.49,1.1,370.823,Alkaloid
Ethanol,C15H12N3O9,833.03,12.7,425.307,Carbohydrate
Aspirin,C11H26N4O2,228.79,8.94,632.93,Hormone
Caffeine,C20H13N4O1,58.33,10.58,931.969,Lipid
Adrenaline,C12H33N5O0,59.01,11.2,395.142,Carbohydrate
Adrenaline,C20H4N2O2,772.54,2.85,772.485,Nucleotide
Adenosine triphosphate,C5H29N0O6,197.91,2.88,793.498,Lipid
Glucose,C11H7N0O3,203.83,N/A,963.39,Amide
Adenosine triphosphate,C14H5N0O7,578.89,N/A,416.08,Lipid
Serotonin,C16H31N3O4,753.02,9.06,85.595,Amide
Adenosine triphosphate,C15H3N0O7,626.85,11.79,964.696,Alcohol
Serotonin,C15H25N3O9,127.45,13.99,683.87,Hormone
Caffeine,C18H24N0O3,352.25,11.15,456.393,Carbohydrate
Serotonin,C11H22N2O10,759.29,3.63,635.585,Carbohydrate
Ethanol,C19H19N0O8,416.01,N/A,367.683,Hormone
Dopamine,C13H24N5O6,388.34,11.66,549.436,Amide
Adenosine triphosphate,C6H33N0O7,236.84,5.2,675.93,Alcohol
Aspirin,C10H37N4O1,113.97,N/A,507.398,Lipid
Glucose,C12H10N2O9,816.68,N/A,719.964,Nucleotide
Caffeine,C6H15N4O9,318.8,N/A,324.275,Nucleotide
Ethanol,C14H14N5O8,281.2,12.59,120.083,Organic Compound
Serotonin,C13H39N5O10,743.11,N/A,231.849,Neurotransmitter
Caffeine,C17H9N1O8,615.56,8.57,449.365,Neurotransmitter
Serotonin,C15H34N0O1,580.09,4.09,386.565,Hormone
Cholesterol,C16H23N1O5,631.68,12.92,83.919,Alcohol
Aspirin,C16H20N4O3,98.9,10.75,219.953,Organic Compound
Ethanol,C15H5N1O10,408.65,N/A,954.187,Alkaloid
Dopamine,C18H15N0O9,562.59,8.26,899.817,Neurotransmitter
Cholesterol,C3H16N2O4,849.78,N/A,471.378,Hormone
Serotonin,C15H18N5O2,84.45,8.2,653.037,Lipid
Aspirin,C13H38N1O4,365.5,9.44,492.347,Organic Compound
Adenosine triphosphate,C18H4N3O10,175.69,8.9,664.499,Alkaloid
Cholesterol,C16H14N2O2,710.28,3.8,237.223,Lipid
Adenosine triphosphate,C9H32N0O6,803.54,11.83,568.76,Carbohydrate
Dopamine,C7H6N1O9,357.65,7.97,332.993,Lipid
Dopamine,C18H24N5O6,735.27,1.98,768.043,Amide
Urea,C14H20N2O7,517.16,7.24,815.861,Carbohydrate
Ethanol,C8H8N5O0,712.7,6.4,798.385,Neurotransmitter
Serotonin,C4H11N3O10,712.67,1.78,676.873,Organic Compound
Urea,C19H18N5O7,427.62,N/A,560.609,Organic Compound
Dopamine,C10H40N2O0,675.28,N/A,164.599,Alkaloid
Dopamine,C16H35N1O9,194.49,N/A,440.89,Hormone
Serotonin,C8H13N1O9,141.29,4.0,846.258,Lipid
Urea,C15H6N1O8,289.68,9.99,270.316,Amide
Ethanol,C2H10N2O8,901.77,N/A,716.057,Organic Compound
Caffeine,C5H29N0O9,461.7,N/A,863.777,Amide
Aspirin,C15H9N5O4,657.86,4.93,830.623,Neurotransmitter
Ethanol,C9H25N1O6,264.52,N/A,860.154,Alcohol
Glucose,C14H22N2O5,741.18,8.6,985.011,Amide
Ethanol,C20H34N5O1,370.38,13.88,433.459,Carbohydrate
Caffeine,C4H10N1O8,638.62,N/A,794.305,Amide
Dopamine,C10H35N2O2,177.6,N/A,252.736,Lipid
Caffeine,C8H7N0O7,154.02,11.34,188.895,Hormone
Dopamine,C16H18N0O6,817.51,5.88,776.89,Lipid
Adenosine triphosphate,C6H13N3O10,712.99,2.54,726.003,Nucleotide
Urea,C6H1N1O0,90.39,5.21,17.38,Carbohydrate
Cholesterol,C10H7N1O5,544.69,N/A,435.753,Organic Compound
Adenosine triphosphate,C17H35N1O2,503.91,N/A,26.473,Hormone
Ethanol,C20H36N4O10,997.37,1.68,928.393,Alcohol
Adenosine triphosphate,C8H1N2O0,575.59,5.55,125.269,Neurotransmitter
Aspirin,C1H27N1O1,399.13,5.84,647.158,Lipid
Urea,C11H13N4O8,258.65,10.21,773.831,Alkaloid
Ethanol,C4H20N4O4,767.91,13.23,399.436,Neurotransmitter
Serotonin,C10H7N2O2,936.33,N/A,604.545,Amide
Serotonin,C2H38N0O3,343.56,11.93,779.188,Alkaloid
Urea,C3H14N3O2,737.84,7.38,316.839,Neurotransmitter
Serotonin,C16H37N4O9,976.11,8.17,352.625,Carbohydrate
Ethanol,C5H29N5O9,656.74,N/A,664.556,Lipid
Adrenaline,C14H15N5O4,815.1,8.2,47.518,Nucleotide
Glucose,C14H38N0O7,424.06,9.13,647.843,Neurotransmitter
Glucose,C3H15N3O4,210.06,12.87,66.479,Carbohydrate
Cholesterol,C12H10N1O9,315.83,5.55,364.087,Hormone
Adrenaline,C14H35N3O10,283.18,1.16,828.645,Alcohol
Serotonin,C12H37N3O0,123.26,12.09,751.479,Neurotransmitter
Serotonin,C11H7N2O5,320.57,9.03,438.325,Alcohol
Ethanol,C19H8N0O3,806.9,N/A,164.324,Nucleotide
Aspirin,C14H15N5O6,711.11,8.16,785.835,Alkaloid
Aspirin,C6H12N5O4,948.07,13.97,788.977,Neurotransmitter
Caffeine,C14H16N1O5,462.13,1.88,654.262,Lipid
Serotonin,C16H21N2O0,460.21,5.43,390.148,Alkaloid
Glucose,C5H37N2O5,63.61,12.72,397.681,Hormone
Dopamine,C19H10N4O10,305.27,N/A,456.226,Lipid
Adrenaline,C18H4N1O6,493.09,N/A,426.3,Organic Compound
Dopamine,C13H6N1O7,914.69,11.4,928.558,Neurotransmitter
Adrenaline,C5H20N1O3,218.89,13.13,421.519,Alcohol
Ethanol,C14H15N5O2,916.56,N/A,668.206,Organic Compound
Adrenaline,C4H18N0O6,623.35,12.39,230.631,Alcohol
Ethanol,C5H17N5O8,375.02,N/A,687.371,Nucleotide
Dopamine,C2H14N4O0,599.18,N/A,253.478,Alcohol
Cholesterol,C1H29N4O1,468.28,N/A,669.509,Amide
Glucose,C15H31N5O7,835.01,13.87,906.353,Neurotransmitter
Dopamine,C13H19N1O2,442.25,4.1,288.245,Lipid
Ethanol,C11H24N1O10,538.1,6.66,39.869,Neurotransmitter
Glucose,C5H39N5O4,602.32,5.17,894.807,Alkaloid
Adrenaline,C20H32N0O7,415.85,4.64,691.398,Organic Compound
Caffeine,C20H29N4O4,935.96,10.91,582.223,Alkaloid
Dopamine,C18H25N3O4,783.7,N/A,919.694,Hormone
Glucose,C4H21N3O2,900.0,6.75,922.853,Hormone
Adenosine triphosphate,C19H7N3O3,356.52,N/A,779.611,Neurotransmitter
Aspirin,C17H35N0O9,634.22,N/A,932.073,Amide
Urea,C5H31N1O2,157.91,12.68,804.245,Lipid
Urea,C7H21N5O3,672.39,5.45,991.3,Carbohydrate
Adenosine triphosphate,C6H4N5O1,925.16,8.53,916.732,Carbohydrate
Urea,C4H20N3O9,260.71,1.03,661.516,Nucleotide
Aspirin,C13H7N4O2,944.2,N/A,129.42,Carbohydrate
Glucose,C13H17N2O9,521.2,9.57,986.151,Carbohydrate
Glucose,C7H17N2O10,940.58,3.3,827.103,Carbohydrate
Urea,C3H33N4O6,700.83,9.42,723.316,Organic Compound
Cholesterol,C16H23N2O1,716.89,2.49,530.412,Lipid
Cholesterol,C7H23N2O6,274.25,N/A,688.501,Organic Compound
Adenosine triphosphate,C13H12N5O8,554.85,5.04,247.745,Nucleotide
Aspirin,C14H14N4O6,812.62,N/A,203.869,Nucleotide
Serotonin,C15H23N1O10,397.67,9.03,108.925,Nucleotide
Glucose,C16H4N5O10,245.37,13.17,908.717,Alcohol
