compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C11H13N2O8,355.56,N/A,203.336,Nucleotide
Ethanol,C15H14N2O6,137.85,7.53,7.262,Nucleotide
Cholesterol,C13H36N1O6,869.32,12.77,525.918,Neurotransmitter
Adrenaline,C8H28N4O9,549.72,8.12,486.993,Amide
Caffeine,C5H24N4O2,662.75,6.94,752.652,Alcohol
Adenosine triphosphate,C3H30N5O1,406.23,13.31,381.482,Organic Compound
Cholesterol,C3H6N0O0,570.37,7.33,340.039,Amide
Serotonin,C13H23N3O6,67.17,3.92,311.198,Organic Compound
Ethanol,C16H31N2O5,143.05,2.42,251.897,Lipid
Ethanol,C11H17N2O6,187.92,3.39,918.702,Neurotransmitter
Adrenaline,C6H27N5O3,641.76,8.81,476.224,Neurotransmitter
Adenosine triphosphate,C15H35N0O8,692.8,N/A,295.789,Alcohol
Adrenaline,C1H2N0O3,891.97,2.43,57.242,Lipid
Ethanol,C13H27N4O10,557.71,13.47,276.765,Lipid
Ethanol,C12H1N4O9,313.18,1.11,938.001,Alkaloid
Glucose,C11H8N1O10,265.86,10.08,671.278,Alkaloid
Urea,C14H30N1O5,131.64,11.63,950.001,Alkaloid
Adrenaline,C9H25N3O10,585.58,13.77,200.132,Carbohydrate
Urea,C12H10N4O10,181.22,6.7,793.628,Nucleotide
Cholesterol,C12H1N3O3,88.31,10.07,492.244,Nucleotide
Urea,C18H16N5O3,328.85,N/A,610.56,Organic Compound
Aspirin,C13H27N3O7,563.11,11.38,850.743,Hormone
Aspirin,C2H38N0O7,299.04,13.24,557.506,Amide
Urea,C5H6N5O6,143.61,4.83,684.992,Alkaloid
Caffeine,C8H36N5O3,931.44,11.85,995.008,Neurotransmitter
Cholesterol,C16H28N0O5,720.39,6.22,452.489,Neurotransmitter
Aspirin,C20H5N1O8,318.41,8.83,370.153,Carbohydrate
Ethanol,C14H35N0O5,290.27,N/A,164.806,Alkaloid
Cholesterol,C8H12N5O10,829.34,6.36,460.894,Neurotransmitter
Caffeine,C5H26N3O6,600.78,2.91,971.958,Lipid
Ethanol,C5H8N3O8,349.9,13.25,426.244,Amide
Serotonin,C14H36N1O1,247.43,N/A,964.266,Organic Compound
Glucose,C19H37N5O6,300.53,4.75,249.702,Nucleotide
Dopamine,C15H33N2O0,217.99,2.34,709.183,Alcohol
Aspirin,C6H31N4O1,709.85,N/A,176.145,Hormone
Cholesterol,C16H29N2O10,834.38,N/A,590.215,Alcohol
Aspirin,C4H25N2O10,521.06,7.45,804.678,Organic Compound
Adenosine triphosphate,C17H37N4O3,498.03,1.66,4.619,Organic Compound
Glucose,C12H23N4O4,446.72,11.75,681.247,Organic Compound
Caffeine,C10H21N5O2,979.24,13.93,324.599,Hormone
Dopamine,C1H33N0O3,556.17,N/A,919.883,Alcohol
Ethanol,C7H1N2O4,247.45,1.76,604.016,Hormone
Urea,C15H8N4O4,868.11,N/A,533.337,Lipid
Ethanol,C16H34N1O3,907.96,8.81,376.665,Hormone
Caffeine,C8H7N1O8,84.96,9.85,903.274,Carbohydrate
Caffeine,C9H37N3O7,633.19,2.69,881.025,Alcohol
Adrenaline,C15H24N3O5,446.62,1.13,781.874,Alcohol
Adenosine triphosphate,C8H25N0O6,854.4,2.11,82.478,Neurotransmitter
Adenosine triphosphate,C16H3N1O2,285.76,N/A,213.503,Carbohydrate
Aspirin,C18H11N4O3,325.79,3.0,724.562,Amide
Serotonin,C6H10N2O2,389.57,2.64,915.13,Alkaloid
Urea,C13H21N4O0,198.26,8.64,121.356,Organic Compound
Caffeine,C15H5N4O8,544.5,2.47,212.955,Carbohydrate
Dopamine,C15H12N5O9,470.64,13.59,904.777,Amide
Adrenaline,C7H10N3O3,342.89,6.3,347.323,Lipid
Urea,C13H9N5O8,399.0,10.84,619.934,Nucleotide
Adenosine triphosphate,C13H11N1O5,737.97,N/A,70.803,Alkaloid
Ethanol,C13H38N5O6,326.96,11.01,187.457,Alkaloid
Urea,C3H38N5O10,363.15,12.32,967.513,Nucleotide
Aspirin,C4H20N0O10,777.51,10.88,699.958,Neurotransmitter
Dopamine,C11H16N5O9,261.11,7.7,226.026,Carbohydrate
Adenosine triphosphate,C18H27N4O10,591.29,3.24,874.54,Nucleotide
Ethanol,C1H40N2O2,866.45,4.95,508.119,Carbohydrate
Aspirin,C12H12N0O2,382.05,N/A,895.201,Alcohol
Caffeine,C18H32N2O7,730.71,2.86,855.495,Lipid
Dopamine,C16H12N5O1,742.0,1.01,458.802,Alkaloid
Serotonin,C17H13N2O8,455.23,8.3,414.156,Alcohol
Cholesterol,C19H5N2O2,713.19,N/A,694.622,Carbohydrate
Caffeine,C16H18N4O1,548.16,N/A,454.377,Amide
Serotonin,C19H10N4O1,720.91,N/A,27.715,Alkaloid
Urea,C16H14N0O0,960.4,N/A,798.32,Organic Compound
Urea,C14H33N4O8,626.41,8.36,75.838,Amide
