compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C18H34N0O0,120.8,2.27,300.46,Alcohol
Ethanol,C3H32N1O5,608.73,5.23,293.298,Neurotransmitter
Adenosine triphosphate,C17H38N4O4,149.23,5.84,682.877,Lipid
Dopamine,C15H1N5O8,54.81,2.61,195.415,Amide
Cholesterol,C4H32N4O10,325.14,6.27,289.437,Hormone
Dopamine,C5H1N2O2,260.4,6.77,889.747,Hormone
Adrenaline,C5H7N4O7,566.58,3.48,262.295,Organic Compound
Serotonin,C6H34N0O9,215.95,12.67,592.834,Hormone
Glucose,C16H31N2O1,732.52,11.66,298.234,Lipid
Urea,C20H7N5O6,497.87,5.38,115.226,Carbohydrate
Urea,C13H20N2O0,248.61,N/A,950.6,Lipid
Caffeine,C3H7N4O7,929.83,N/A,94.308,Alcohol
Urea,C12H26N4O5,231.11,12.01,44.508,Organic Compound
Ethanol,C11H18N3O4,926.44,N/A,223.377,Lipid
Caffeine,C14H39N4O5,814.41,4.59,278.644,Alkaloid
Caffeine,C6H31N0O2,179.47,4.81,324.657,Neurotransmitter
Ethanol,C13H25N4O1,448.04,10.25,643.016,Hormone
Ethanol,C19H26N2O3,946.63,N/A,710.539,Hormone
Caffeine,C14H22N1O4,328.22,10.77,431.399,Carbohydrate
Adrenaline,C12H33N3O1,688.27,N/A,131.872,Nucleotide
Dopamine,C13H26N3O10,371.13,1.62,329.444,Nucleotide
Serotonin,C12H37N5O4,126.86,N/A,376.386,Nucleotide
Aspirin,C17H27N0O6,884.9,10.69,780.928,Carbohydrate
Caffeine,C4H5N4O6,155.04,3.17,98.233,Nucleotide
Ethanol,C7H19N2O3,457.69,11.24,855.134,Alkaloid
Urea,C20H25N5O2,787.39,11.94,850.576,Carbohydrate
Urea,C9H18N3O9,688.28,N/A,445.015,Nucleotide
Aspirin,C18H19N3O9,643.4,1.99,136.011,Amide
Ethanol,C7H21N5O9,67.36,N/A,132.084,Nucleotide
Ethanol,C16H10N1O6,330.02,9.11,68.532,Nucleotide
Glucose,C17H32N4O3,275.94,8.32,653.124,Nucleotide
Cholesterol,C11H20N2O3,900.94,12.45,50.031,Alcohol
Dopamine,C5H14N4O5,641.99,5.95,753.886,Organic Compound
Adenosine triphosphate,C13H11N2O9,723.14,2.72,264.359,Amide
Urea,C7H10N4O2,546.39,7.71,575.935,Alcohol
Caffeine,C8H5N5O2,570.65,7.04,948.198,Amide
Adrenaline,C2H16N1O10,445.1,5.29,303.001,Hormone
Cholesterol,C20H6N2O2,795.74,10.33,489.173,Hormone
Glucose,C14H23N5O0,559.18,11.72,99.161,Amide
Cholesterol,C19H31N3O7,658.75,2.03,810.648,Organic Compound
Urea,C1H40N1O9,389.95,3.49,332.033,Alcohol
Dopamine,C13H34N1O2,452.24,11.58,870.708,Nucleotide
Dopamine,C3H11N2O7,793.38,13.36,405.781,Hormone
Adenosine triphosphate,C2H15N4O3,909.92,1.18,100.534,Organic Compound
Adenosine triphosphate,C20H23N4O2,483.86,10.25,464.25,Lipid
Serotonin,C9H38N4O9,267.0,9.63,550.865,Carbohydrate
Dopamine,C8H1N3O2,430.01,13.35,826.656,Organic Compound
Aspirin,C4H24N2O2,539.81,10.22,505.224,Carbohydrate
Cholesterol,C6H25N0O5,491.16,5.59,985.163,Alcohol
Caffeine,C11H14N0O2,937.07,5.06,883.921,Lipid
Ethanol,C10H4N1O9,591.45,7.07,398.627,Nucleotide
Caffeine,C3H7N4O5,365.78,13.54,493.161,Lipid
Adrenaline,C8H36N1O0,585.04,3.09,433.304,Hormone
Aspirin,C20H34N0O0,641.62,3.69,504.331,Hormone
Glucose,C16H16N3O5,725.01,8.6,144.713,Alkaloid
Dopamine,C11H4N2O0,605.07,5.96,249.002,Alkaloid
