compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C2H3N2O10,825.37,13.75,760.922,Alcohol
Urea,C13H35N0O10,511.49,11.45,954.93,Alkaloid
Serotonin,C15H16N1O7,436.27,8.98,759.912,Neurotransmitter
Ethanol,C18H14N4O3,638.92,9.12,342.782,Nucleotide
Adrenaline,C9H21N3O6,688.52,N/A,125.391,Hormone
Urea,C2H11N1O6,532.54,11.98,517.235,Alkaloid
Adenosine triphosphate,C18H7N2O9,206.4,N/A,447.868,Nucleotide
Glucose,C8H7N5O0,112.6,5.88,63.282,Amide
Serotonin,C20H21N5O6,135.1,N/A,390.014,Lipid
Glucose,C9H39N2O7,311.93,N/A,386.404,Neurotransmitter
Caffeine,C3H36N0O10,319.63,N/A,370.496,Carbohydrate
Ethanol,C14H5N1O8,195.75,6.59,108.755,Neurotransmitter
Urea,C20H39N4O2,295.42,10.25,335.458,Amide
Glucose,C5H27N0O0,81.63,N/A,820.637,Alcohol
Adenosine triphosphate,C6H22N2O8,498.53,13.93,502.704,Neurotransmitter
Adrenaline,C11H19N2O7,780.18,5.78,787.819,Alcohol
Caffeine,C5H22N5O3,687.83,1.58,377.235,Nucleotide
Adenosine triphosphate,C14H1N1O5,315.03,10.62,528.842,Neurotransmitter
Adenosine triphosphate,C11H15N3O9,319.19,3.94,854.286,Hormone
Cholesterol,C17H13N2O6,236.81,13.82,480.679,Lipid
Adenosine triphosphate,C14H9N4O3,767.34,10.34,547.462,Nucleotide
Aspirin,C3H32N1O2,687.96,3.87,916.36,Amide
Adenosine triphosphate,C5H1N1O8,691.63,1.28,91.432,Hormone
Adenosine triphosphate,C16H38N2O10,526.39,13.11,670.227,Lipid
Glucose,C13H32N3O7,313.14,6.08,50.121,Amide
Urea,C19H3N5O0,995.4,N/A,134.855,Nucleotide
Adenosine triphosphate,C2H36N2O10,959.53,N/A,239.799,Neurotransmitter
Ethanol,C5H15N0O2,805.09,9.52,782.845,Alcohol
Caffeine,C16H13N3O4,297.53,N/A,880.062,Amide
Aspirin,C12H32N5O9,295.67,N/A,256.039,Amide
Caffeine,C13H36N0O7,644.22,4.27,617.911,Alkaloid
Dopamine,C18H33N1O6,683.51,N/A,930.153,Neurotransmitter
Adenosine triphosphate,C11H24N4O9,538.88,N/A,331.884,Lipid
Adrenaline,C12H24N5O5,462.41,10.0,166.316,Organic Compound
Adrenaline,C16H18N0O9,788.25,N/A,749.42,Alkaloid
Dopamine,C17H28N3O4,873.76,9.32,846.87,Organic Compound
Glucose,C7H40N4O0,243.39,8.14,75.442,Alkaloid
Glucose,C4H4N4O7,666.33,10.22,659.595,Alcohol
Caffeine,C9H5N5O2,680.86,10.24,220.441,Amide
Adrenaline,C6H21N5O0,916.05,6.5,295.962,Nucleotide
Adrenaline,C17H9N3O0,847.52,N/A,514.234,Carbohydrate
Ethanol,C18H21N4O2,315.59,4.4,200.483,Organic Compound
Glucose,C19H13N0O5,614.64,N/A,991.868,Carbohydrate
Adrenaline,C8H35N0O7,594.82,N/A,371.514,Lipid
Glucose,C16H40N4O2,95.59,2.95,354.233,Neurotransmitter
Ethanol,C6H3N0O6,53.95,9.55,910.227,Lipid
Aspirin,C10H1N4O10,780.27,9.94,415.249,Organic Compound
Glucose,C10H28N3O4,745.18,11.56,9.462,Lipid
Caffeine,C15H35N4O3,465.74,4.4,992.99,Lipid
Urea,C2H9N3O6,994.32,13.68,583.464,Organic Compound
Glucose,C6H22N2O1,684.25,6.8,126.883,Carbohydrate
Dopamine,C8H17N0O1,711.83,3.51,737.113,Alcohol
Adenosine triphosphate,C4H4N4O1,469.8,11.7,768.739,Lipid
Serotonin,C2H37N3O4,529.84,1.68,254.364,Carbohydrate
Adenosine triphosphate,C20H32N5O10,634.83,10.93,134.257,Hormone
Cholesterol,C7H19N2O3,451.62,6.99,418.949,Hormone
Urea,C2H3N1O8,964.73,N/A,803.279,Lipid
Glucose,C20H34N4O10,865.81,8.54,235.26,Alcohol
Glucose,C14H19N0O7,468.04,N/A,732.978,Carbohydrate
Caffeine,C8H31N2O6,717.21,9.99,365.981,Organic Compound
Adenosine triphosphate,C4H7N3O7,131.85,11.55,783.488,Neurotransmitter
Dopamine,C17H3N1O4,156.84,10.01,838.217,Carbohydrate
Urea,C17H27N4O3,753.62,8.72,783.977,Hormone
Urea,C13H27N3O4,929.68,7.27,191.995,Carbohydrate
Urea,C2H15N1O6,344.05,6.09,63.0,Lipid
Glucose,C18H35N0O10,104.66,6.49,370.791,Organic Compound
Adenosine triphosphate,C6H39N3O2,429.93,N/A,81.37,Amide
Ethanol,C11H30N4O0,752.97,1.67,951.482,Nucleotide
Urea,C18H32N5O8,95.6,2.06,921.515,Alkaloid
Cholesterol,C16H14N0O0,506.58,2.47,254.152,Alkaloid
Adrenaline,C13H22N1O9,723.59,2.02,774.928,Hormone
Serotonin,C1H32N0O4,360.56,N/A,242.769,Organic Compound
Cholesterol,C2H12N0O7,456.67,N/A,331.705,Carbohydrate
Dopamine,C17H26N4O7,129.63,N/A,271.698,Amide
Urea,C1H5N1O1,271.56,2.26,24.793,Carbohydrate
