compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C1H30N3O0,741.46,4.73,556.725,Carbohydrate
Serotonin,C15H33N5O9,656.76,N/A,270.697,Lipid
Urea,C19H29N0O5,609.0,2.52,397.107,Hormone
Glucose,C16H27N0O6,118.69,8.24,886.171,Alcohol
Ethanol,C1H30N0O4,840.6,4.24,566.047,Neurotransmitter
Ethanol,C2H26N0O1,657.97,10.61,804.897,Lipid
Adenosine triphosphate,C4H28N4O5,218.7,12.25,174.779,Alcohol
Adrenaline,C20H39N4O9,937.99,4.26,276.747,Nucleotide
Dopamine,C14H28N0O1,805.2,13.39,874.341,Alkaloid
Dopamine,C17H4N1O5,274.71,2.06,764.678,Neurotransmitter
Adenosine triphosphate,C6H31N2O8,815.42,6.28,732.696,Nucleotide
Urea,C9H29N0O5,611.66,N/A,249.139,Lipid
Caffeine,C11H27N2O4,68.0,13.68,55.53,Neurotransmitter
Aspirin,C18H31N4O8,494.61,11.33,555.079,Neurotransmitter
Aspirin,C15H1N4O9,415.69,10.1,144.059,Lipid
Aspirin,C3H37N2O8,146.89,13.71,794.909,Amide
Caffeine,C13H8N5O3,716.68,11.18,388.323,Nucleotide
Ethanol,C20H36N4O1,897.88,N/A,955.144,Alcohol
Ethanol,C17H19N3O2,283.33,5.39,620.889,Nucleotide
Adrenaline,C7H16N0O8,90.28,12.95,469.574,Alcohol
Cholesterol,C13H31N3O6,637.41,9.33,531.102,Amide
Caffeine,C16H25N0O4,878.52,13.85,304.923,Alkaloid
Aspirin,C9H16N0O2,602.27,13.95,314.613,Alcohol
Cholesterol,C20H20N1O5,452.03,1.14,858.155,Lipid
Serotonin,C1H29N5O1,716.5,6.17,134.411,Nucleotide
Cholesterol,C12H27N4O7,297.37,6.73,177.837,Lipid
Glucose,C3H14N2O9,682.78,13.44,185.552,Hormone
Cholesterol,C18H35N3O6,923.28,N/A,456.76,Alcohol
Aspirin,C9H16N0O3,695.71,6.29,251.388,Organic Compound
Glucose,C9H5N5O0,327.07,1.41,617.804,Nucleotide
Urea,C9H35N4O9,512.75,9.59,729.117,Amide
Adenosine triphosphate,C16H3N5O2,575.04,N/A,563.359,Alcohol
Caffeine,C4H24N3O2,238.17,11.56,580.448,Carbohydrate
Adenosine triphosphate,C1H37N5O6,665.47,1.01,973.131,Lipid
Cholesterol,C19H34N1O10,797.45,N/A,701.948,Organic Compound
Serotonin,C17H34N3O1,498.92,5.93,113.602,Lipid
Serotonin,C19H31N0O9,354.08,9.97,632.252,Lipid
Urea,C16H1N4O6,200.19,5.16,372.253,Carbohydrate
Glucose,C16H40N2O3,711.59,11.96,485.045,Organic Compound
Adrenaline,C12H31N3O8,691.54,11.26,667.085,Neurotransmitter
Serotonin,C14H35N5O4,357.07,9.86,47.091,Neurotransmitter
Serotonin,C6H16N1O5,108.63,12.35,591.826,Carbohydrate
Dopamine,C12H27N3O8,618.88,7.34,461.56,Organic Compound
Cholesterol,C15H13N3O5,496.12,3.97,424.26,Neurotransmitter
Dopamine,C13H34N3O4,713.15,1.7,559.034,Organic Compound
Ethanol,C3H5N0O1,424.15,7.45,392.291,Lipid
Aspirin,C6H7N4O10,724.01,10.1,124.016,Alkaloid
Serotonin,C8H7N2O2,295.13,4.26,361.066,Alcohol
Glucose,C6H4N1O9,190.05,N/A,516.152,Lipid
Aspirin,C10H2N2O3,64.59,4.18,40.793,Alcohol
Cholesterol,C9H9N3O9,963.13,3.15,635.709,Hormone
Dopamine,C8H8N0O9,262.95,4.47,960.216,Hormone
Dopamine,C14H22N1O4,558.5,N/A,200.607,Organic Compound
Caffeine,C3H39N0O8,360.89,4.77,829.845,Neurotransmitter
Dopamine,C9H23N2O7,109.87,8.01,894.702,Neurotransmitter
Aspirin,C11H23N1O2,213.79,12.3,978.18,Hormone
Adenosine triphosphate,C14H3N2O10,161.34,1.86,443.001,Amide
Caffeine,C19H21N2O6,690.91,8.12,851.024,Amide
Glucose,C8H4N1O4,331.61,10.31,568.849,Hormone
Ethanol,C12H25N2O8,973.93,10.15,986.515,Lipid
Glucose,C3H38N2O6,213.0,N/A,225.296,Alkaloid
Serotonin,C14H12N4O10,112.98,9.5,686.977,Alkaloid
Cholesterol,C19H18N1O10,252.59,8.11,505.373,Alcohol
Serotonin,C20H26N5O1,663.82,11.16,601.41,Hormone
Urea,C4H16N2O9,832.64,10.08,805.05,Organic Compound
Cholesterol,C9H20N5O9,641.54,3.81,39.614,Neurotransmitter
Urea,C2H3N2O10,218.05,4.28,587.151,Carbohydrate
Dopamine,C5H11N3O10,471.45,1.45,641.283,Amide
Aspirin,C7H37N0O7,215.29,13.07,252.58,Alcohol
Ethanol,C8H25N1O8,828.62,6.54,817.331,Lipid
Dopamine,C11H3N0O5,570.89,8.73,718.099,Neurotransmitter
Cholesterol,C2H28N1O1,318.55,11.28,533.359,Alcohol
