compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C12H32N4O5,117.87,3.34,2.281,Carbohydrate
Adrenaline,C13H2N3O8,199.92,6.53,236.935,Carbohydrate
Ethanol,C19H38N3O3,448.03,5.26,530.528,Lipid
Glucose,C20H26N5O10,648.62,11.07,107.924,Neurotransmitter
Adrenaline,C8H36N1O3,364.32,9.99,618.763,Lipid
Aspirin,C1H23N2O5,494.94,N/A,658.844,Hormone
Ethanol,C14H17N0O5,912.13,3.21,96.68,Alcohol
Cholesterol,C4H14N0O8,441.17,8.27,899.743,Amide
Adrenaline,C20H33N4O5,967.7,2.62,586.449,Organic Compound
Aspirin,C10H5N1O7,781.9,4.75,6.203,Neurotransmitter
Urea,C14H26N4O8,390.05,12.84,604.937,Lipid
Dopamine,C3H33N3O4,132.25,12.85,152.781,Carbohydrate
Serotonin,C2H18N4O4,113.72,N/A,323.396,Nucleotide
Glucose,C2H28N5O4,542.16,11.12,46.076,Nucleotide
Aspirin,C11H15N4O0,315.44,N/A,903.497,Hormone
Glucose,C1H2N3O8,733.21,5.63,997.727,Alkaloid
Cholesterol,C7H35N3O10,410.23,9.98,309.53,Carbohydrate
Glucose,C17H14N1O0,614.31,1.79,959.388,Alcohol
Glucose,C6H28N5O4,831.12,6.82,602.082,Nucleotide
Cholesterol,C19H10N4O9,862.01,N/A,490.922,Amide
Aspirin,C2H11N2O9,282.09,N/A,993.287,Hormone
Cholesterol,C14H31N3O8,357.14,9.57,109.637,Carbohydrate
Glucose,C9H29N4O9,503.0,3.82,920.774,Organic Compound
Urea,C20H31N4O1,842.59,8.47,955.023,Carbohydrate
Dopamine,C18H36N1O1,331.22,4.51,438.867,Alkaloid
Adrenaline,C2H1N1O9,893.38,13.31,744.836,Nucleotide
Adenosine triphosphate,C11H12N4O2,341.92,3.24,989.549,Alcohol
Adrenaline,C4H26N1O8,244.85,10.27,112.977,Nucleotide
Adenosine triphosphate,C20H1N5O2,565.34,9.89,405.668,Hormone
Adrenaline,C15H17N4O7,759.69,1.64,873.046,Hormone
Caffeine,C2H27N0O9,150.24,10.95,483.74,Organic Compound
Ethanol,C10H22N4O4,705.5,10.08,597.171,Alcohol
Dopamine,C12H15N2O1,572.11,N/A,404.546,Hormone
Glucose,C11H17N5O5,215.44,3.38,717.752,Neurotransmitter
Dopamine,C3H14N5O2,99.52,7.14,7.343,Alkaloid
Urea,C3H7N1O4,909.46,2.6,470.24,Carbohydrate
Adenosine triphosphate,C6H13N5O6,444.28,4.55,604.396,Carbohydrate
Aspirin,C7H15N3O1,622.47,9.53,653.458,Alkaloid
Adrenaline,C5H9N0O2,202.69,6.22,814.811,Neurotransmitter
Serotonin,C10H23N2O2,583.74,11.06,809.7,Amide
Adenosine triphosphate,C3H15N4O6,871.31,11.95,582.124,Neurotransmitter
Urea,C5H10N1O2,144.27,5.01,587.977,Alcohol
Adenosine triphosphate,C19H37N5O8,960.29,12.11,784.962,Carbohydrate
Aspirin,C17H31N5O10,916.45,3.45,538.94,Neurotransmitter
Dopamine,C1H27N1O1,393.55,3.41,34.271,Amide
Urea,C9H39N2O0,124.5,13.32,84.39,Lipid
Glucose,C16H17N3O9,657.36,9.57,59.557,Hormone
Adrenaline,C10H17N3O3,251.06,2.96,391.906,Lipid
Dopamine,C10H33N2O1,202.36,8.88,675.687,Carbohydrate
Cholesterol,C10H29N3O1,563.21,9.1,328.56,Nucleotide
Glucose,C10H34N0O1,748.93,7.25,207.558,Alkaloid
Ethanol,C18H29N5O2,881.36,4.71,437.114,Lipid
Dopamine,C17H13N3O1,147.79,7.26,629.304,Organic Compound
Dopamine,C6H23N3O1,617.16,7.87,276.613,Hormone
Urea,C4H18N4O10,525.7,5.57,129.394,Neurotransmitter
Dopamine,C19H5N0O5,938.95,1.03,914.36,Lipid
Serotonin,C15H15N3O7,791.81,11.24,22.208,Nucleotide
Dopamine,C17H30N0O8,224.31,6.54,683.491,Alcohol
Urea,C12H14N2O4,53.3,5.79,141.017,Organic Compound
Adrenaline,C3H36N5O10,115.58,10.46,255.698,Amide
Urea,C20H24N0O4,114.91,N/A,65.375,Alcohol
Urea,C19H1N1O4,643.52,13.73,491.594,Alkaloid
Serotonin,C14H12N1O6,665.59,N/A,387.208,Amide
Adrenaline,C4H29N5O1,216.06,N/A,916.36,Amide
Glucose,C18H11N4O3,67.52,12.72,976.487,Nucleotide
Glucose,C5H13N0O5,806.6,11.98,501.495,Amide
Ethanol,C15H38N0O3,806.36,9.71,249.349,Alcohol
Caffeine,C7H18N0O4,673.97,4.25,641.543,Alkaloid
Adrenaline,C8H7N1O3,768.72,2.41,15.914,Amide
Aspirin,C6H30N0O0,368.81,1.38,92.498,Organic Compound
Glucose,C15H6N0O2,605.87,8.69,167.955,Carbohydrate
Adrenaline,C4H34N0O4,527.4,N/A,402.009,Alcohol
Adenosine triphosphate,C20H16N0O5,401.7,11.76,667.035,Alkaloid
Aspirin,C20H32N2O5,812.55,N/A,765.339,Lipid
Dopamine,C4H25N0O1,410.98,11.71,224.478,Alcohol
Glucose,C16H26N2O4,342.93,3.01,222.231,Alkaloid
Ethanol,C20H23N2O7,393.95,3.15,146.07,Hormone
Adenosine triphosphate,C2H25N3O4,474.67,9.79,863.887,Amide
Adenosine triphosphate,C7H10N3O5,731.14,N/A,5.62,Alkaloid
