compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C3H8N1O2,953.45,9.89,235.7,Organic Compound
Dopamine,C4H29N1O4,731.79,11.74,853.865,Neurotransmitter
Cholesterol,C3H31N2O10,653.43,10.91,704.164,Hormone
Adrenaline,C9H40N4O9,257.09,3.49,837.523,Organic Compound
Cholesterol,C18H17N2O2,965.33,7.11,610.966,Lipid
Aspirin,C16H23N1O5,554.74,2.54,658.3,Amide
Ethanol,C6H19N1O0,246.34,1.51,750.672,Neurotransmitter
Caffeine,C19H40N4O2,97.6,2.4,373.941,Organic Compound
Cholesterol,C11H8N5O8,505.14,N/A,938.476,Carbohydrate
Urea,C14H38N5O0,448.67,9.14,957.465,Organic Compound
Cholesterol,C1H38N2O2,849.19,11.85,797.213,Organic Compound
Urea,C17H2N0O4,407.98,7.39,767.189,Nucleotide
Urea,C4H26N5O6,158.58,1.81,13.365,Lipid
Adenosine triphosphate,C7H3N3O10,506.58,5.81,181.407,Amide
Serotonin,C2H4N5O9,397.05,13.8,94.038,Carbohydrate
Cholesterol,C3H33N5O2,453.79,12.78,471.967,Lipid
Dopamine,C7H6N0O7,921.48,N/A,427.846,Alkaloid
Glucose,C11H17N1O5,633.34,11.42,645.374,Alkaloid
Serotonin,C13H14N0O6,599.8,5.74,378.881,Neurotransmitter
Caffeine,C13H16N5O5,672.25,11.13,589.955,Amide
Aspirin,C12H15N4O0,994.07,11.08,393.586,Alkaloid
Urea,C10H7N2O6,807.84,4.32,739.888,Hormone
Adenosine triphosphate,C12H24N2O5,844.18,12.86,497.539,Alkaloid
Urea,C2H38N3O6,454.25,N/A,587.018,Amide
Glucose,C20H40N0O1,924.32,9.03,622.103,Lipid
Ethanol,C19H3N0O1,529.57,8.19,396.67,Alkaloid
Caffeine,C15H34N1O3,112.9,9.01,360.274,Neurotransmitter
Urea,C4H26N5O9,804.64,10.52,494.037,Alkaloid
Dopamine,C12H40N5O2,139.76,5.85,497.541,Alcohol
Caffeine,C9H21N3O6,332.36,7.43,182.694,Carbohydrate
Adrenaline,C17H39N5O9,603.75,3.94,135.89,Lipid
Caffeine,C15H9N4O1,832.76,8.41,373.983,Lipid
Ethanol,C10H6N1O2,777.71,13.49,929.16,Nucleotide
Urea,C20H9N4O1,230.43,9.06,287.353,Amide
Aspirin,C10H14N4O9,574.91,3.34,117.632,Amide
Aspirin,C14H33N3O5,125.24,N/A,886.96,Alcohol
Urea,C3H9N2O6,498.9,N/A,409.815,Neurotransmitter
Urea,C6H1N0O10,392.49,7.3,499.9,Alkaloid
Urea,C9H27N0O7,370.12,N/A,61.991,Nucleotide
Caffeine,C18H15N5O1,476.84,3.0,512.66,Nucleotide
Urea,C4H5N4O10,908.82,9.59,537.697,Nucleotide
Cholesterol,C20H3N0O9,751.6,8.02,176.148,Carbohydrate
Ethanol,C10H14N0O1,251.18,11.65,267.34,Nucleotide
Aspirin,C7H22N2O1,186.07,11.55,542.344,Organic Compound
Adenosine triphosphate,C14H24N1O5,289.48,12.14,40.275,Lipid
Caffeine,C8H17N1O8,444.38,N/A,595.564,Lipid
Glucose,C7H12N5O6,891.9,5.87,255.266,Carbohydrate
Adrenaline,C8H7N2O6,76.97,12.17,781.704,Alkaloid
Ethanol,C20H17N2O2,998.39,N/A,949.671,Alcohol
Ethanol,C12H27N5O3,764.41,7.42,636.488,Alkaloid
