compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C16H24N5O3,680.63,N/A,755.777,Organic Compound
Ethanol,C2H11N1O8,728.06,8.7,624.99,Lipid
Adrenaline,C7H3N0O7,193.52,10.22,449.204,Lipid
Glucose,C6H33N3O9,355.48,N/A,771.632,Amide
Serotonin,C16H5N1O2,282.64,N/A,393.373,Organic Compound
Glucose,C17H10N4O10,266.17,3.15,13.599,Carbohydrate
Cholesterol,C20H29N4O6,226.48,10.84,313.567,Amide
Adenosine triphosphate,C16H16N1O5,802.97,N/A,818.434,Carbohydrate
Adenosine triphosphate,C20H19N0O0,652.91,8.46,657.718,Neurotransmitter
Ethanol,C18H38N2O7,950.02,10.74,806.11,Hormone
Cholesterol,C4H35N5O2,929.86,5.2,13.873,Alkaloid
Caffeine,C20H19N4O3,414.02,7.34,227.911,Amide
Ethanol,C17H19N5O4,732.89,9.29,80.331,Neurotransmitter
Caffeine,C12H32N2O10,565.89,5.5,123.771,Alkaloid
Glucose,C13H1N5O7,792.36,N/A,21.587,Amide
Ethanol,C10H8N5O6,891.45,9.59,476.903,Organic Compound
Caffeine,C13H39N0O10,668.36,11.36,621.315,Alcohol
Glucose,C1H22N3O4,764.84,6.37,474.616,Lipid
Adenosine triphosphate,C17H26N0O10,895.77,6.44,607.653,Lipid
Aspirin,C19H27N2O3,182.72,5.81,597.977,Lipid
Aspirin,C8H19N3O2,948.07,N/A,246.59,Nucleotide
Adrenaline,C16H38N4O1,306.42,8.23,451.68,Carbohydrate
Urea,C6H4N3O10,518.23,N/A,480.668,Lipid
Glucose,C20H13N1O7,817.15,N/A,356.214,Organic Compound
Aspirin,C17H12N0O4,912.82,7.3,833.336,Amide
Aspirin,C19H9N4O1,971.32,5.41,785.302,Lipid
Cholesterol,C9H25N0O10,924.97,7.67,140.719,Carbohydrate
Glucose,C7H33N5O0,242.55,2.55,383.84,Hormone
Serotonin,C5H33N1O0,313.68,11.63,682.293,Amide
Cholesterol,C11H4N0O2,91.69,N/A,748.176,Hormone
Urea,C19H39N2O10,454.59,1.5,836.82,Alcohol
Aspirin,C7H34N5O6,129.21,10.52,703.646,Alkaloid
Glucose,C4H30N1O5,382.59,9.71,882.778,Amide
Caffeine,C16H11N1O1,455.78,9.7,79.303,Hormone
Aspirin,C18H32N2O6,290.54,10.88,88.925,Alcohol
Adrenaline,C20H28N4O3,873.8,8.24,205.298,Lipid
Serotonin,C9H36N0O3,582.28,12.39,429.308,Neurotransmitter
Adenosine triphosphate,C13H13N1O1,163.27,12.22,321.809,Organic Compound
Caffeine,C18H8N2O3,265.66,12.92,704.389,Nucleotide
Glucose,C2H22N2O0,120.04,13.53,314.228,Alkaloid
Dopamine,C6H29N2O0,400.55,6.17,907.049,Lipid
Ethanol,C16H31N3O5,174.5,3.44,485.088,Neurotransmitter
Ethanol,C9H25N5O4,509.55,4.92,942.991,Amide
Cholesterol,C12H37N2O3,681.8,3.73,419.556,Alkaloid
Caffeine,C11H37N4O5,709.55,12.27,598.02,Lipid
Cholesterol,C10H38N1O10,541.01,9.37,179.54,Alcohol
Adenosine triphosphate,C3H24N2O2,813.22,5.76,283.796,Organic Compound
Ethanol,C15H9N1O2,428.04,13.42,723.336,Alcohol
Ethanol,C4H30N2O4,471.46,N/A,35.55,Amide
Caffeine,C11H26N4O6,73.32,3.43,175.335,Neurotransmitter
Caffeine,C4H36N0O4,945.83,10.35,391.627,Alkaloid
Serotonin,C16H27N2O8,100.38,10.05,388.313,Alkaloid
Caffeine,C14H4N4O7,453.72,11.16,315.537,Neurotransmitter
Urea,C19H10N0O0,549.84,1.74,683.084,Alkaloid
Adenosine triphosphate,C19H11N2O9,878.17,2.32,326.495,Hormone
Serotonin,C13H4N5O1,746.3,N/A,718.997,Hormone
Ethanol,C20H34N5O9,829.38,8.88,391.253,Alcohol
Ethanol,C2H12N4O10,395.33,5.23,38.378,Alcohol
Adenosine triphosphate,C19H3N5O0,701.42,5.73,747.263,Nucleotide
Caffeine,C1H18N5O8,970.4,12.88,256.3,Neurotransmitter
Ethanol,C20H22N0O3,613.53,5.48,732.674,Hormone
Adenosine triphosphate,C4H22N5O2,162.74,9.31,620.352,Neurotransmitter
Cholesterol,C20H12N4O6,959.6,12.63,650.793,Neurotransmitter
Dopamine,C3H8N3O5,303.3,8.1,634.421,Hormone
Adrenaline,C1H36N3O10,282.11,11.01,624.117,Carbohydrate
Urea,C16H37N0O3,616.99,5.85,440.232,Nucleotide
