compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C20H6N5O10,428.95,8.92,282.96,Alcohol
Adrenaline,C7H2N1O4,433.47,4.5,202.405,Nucleotide
Caffeine,C13H12N1O1,153.44,8.06,832.32,Alkaloid
Aspirin,C20H26N4O8,848.37,5.31,249.574,Amide
Urea,C19H11N1O4,365.29,12.77,262.395,Alkaloid
Ethanol,C9H10N1O3,113.37,5.9,32.634,Neurotransmitter
Adenosine triphosphate,C17H18N2O9,964.69,5.41,709.339,Hormone
Adrenaline,C20H4N2O7,783.19,7.26,966.057,Neurotransmitter
Cholesterol,C5H39N2O8,550.67,2.45,614.688,Alcohol
Glucose,C2H5N2O8,99.25,10.84,271.522,Organic Compound
Caffeine,C12H23N5O0,172.03,6.24,710.706,Hormone
Serotonin,C1H12N3O8,370.64,N/A,694.74,Organic Compound
Dopamine,C15H11N3O2,975.94,N/A,220.99,Alcohol
Cholesterol,C14H38N3O5,349.17,11.31,984.45,Neurotransmitter
Adenosine triphosphate,C12H26N2O6,824.28,6.23,919.773,Hormone
Serotonin,C17H8N3O3,533.23,7.25,523.715,Hormone
Glucose,C15H32N5O10,107.61,N/A,286.874,Alcohol
Serotonin,C3H39N0O3,150.31,9.29,933.392,Nucleotide
Urea,C13H24N3O8,431.17,6.19,868.583,Carbohydrate
Glucose,C17H24N2O1,867.76,N/A,505.989,Alcohol
Urea,C7H13N1O7,387.43,12.17,885.497,Nucleotide
Glucose,C9H25N5O3,968.83,1.18,772.0,Nucleotide
Ethanol,C4H15N3O2,321.22,12.0,353.151,Lipid
Ethanol,C7H16N0O10,714.92,5.62,799.339,Amide
Urea,C5H30N4O2,817.75,10.75,967.403,Neurotransmitter
Aspirin,C2H28N0O9,334.46,N/A,904.492,Hormone
Adenosine triphosphate,C1H37N4O2,112.53,N/A,844.386,Alcohol
Aspirin,C15H3N4O9,207.15,13.92,204.693,Lipid
Urea,C11H39N2O0,750.48,11.12,337.094,Neurotransmitter
Serotonin,C2H2N4O2,143.35,2.88,968.129,Hormone
Adenosine triphosphate,C20H4N4O2,313.98,5.02,196.059,Alcohol
Serotonin,C11H16N3O5,578.43,N/A,350.267,Hormone
Dopamine,C16H7N5O9,542.55,11.89,779.977,Carbohydrate
Ethanol,C14H34N1O2,368.83,5.33,415.825,Alcohol
Adenosine triphosphate,C13H15N3O10,182.02,1.8,745.099,Organic Compound
Serotonin,C7H38N0O0,541.86,N/A,18.603,Alkaloid
