compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C11H39N1O7,478.85,5.58,424.466,Amide
Caffeine,C7H32N3O6,792.91,10.32,727.828,Alcohol
Glucose,C12H10N2O0,278.32,N/A,900.823,Organic Compound
Caffeine,C14H10N4O10,349.81,N/A,290.474,Hormone
Caffeine,C17H3N4O4,636.58,8.66,541.072,Nucleotide
Serotonin,C14H1N1O10,863.1,N/A,430.196,Alkaloid
Ethanol,C7H31N1O8,704.21,12.31,652.301,Alkaloid
Adrenaline,C19H24N4O9,274.47,3.52,64.602,Alcohol
Ethanol,C5H22N3O8,678.37,6.14,226.451,Neurotransmitter
Serotonin,C17H31N0O10,790.26,2.2,557.738,Organic Compound
Ethanol,C3H35N5O0,481.23,6.89,384.837,Neurotransmitter
Caffeine,C13H4N5O8,831.27,6.58,212.498,Alkaloid
Urea,C17H3N2O9,547.11,3.39,863.037,Amide
Serotonin,C20H34N3O8,107.28,1.94,265.234,Organic Compound
Dopamine,C19H33N3O9,725.13,N/A,112.525,Carbohydrate
Ethanol,C13H9N3O1,997.07,N/A,544.478,Lipid
Aspirin,C20H26N1O6,521.08,8.46,384.144,Lipid
Glucose,C17H30N0O7,425.5,4.67,799.394,Organic Compound
Dopamine,C8H28N2O6,721.78,10.84,123.941,Neurotransmitter
Dopamine,C7H35N2O6,935.19,N/A,979.71,Nucleotide
Dopamine,C2H27N3O8,189.78,1.11,689.814,Amide
Adenosine triphosphate,C2H32N1O8,201.35,7.69,409.808,Hormone
Aspirin,C10H6N4O7,881.62,7.52,713.36,Carbohydrate
Caffeine,C5H14N3O10,89.71,4.56,690.274,Nucleotide
Adenosine triphosphate,C13H15N4O0,911.58,6.32,661.951,Carbohydrate
Dopamine,C3H22N2O0,846.39,13.65,88.952,Nucleotide
Ethanol,C15H36N3O4,115.82,2.86,621.868,Organic Compound
Serotonin,C13H6N4O1,240.25,13.38,392.479,Alkaloid
Glucose,C17H21N4O6,955.9,9.95,727.648,Nucleotide
Caffeine,C5H34N2O10,136.43,3.56,451.842,Alcohol
Serotonin,C18H1N4O8,482.4,5.21,941.671,Alcohol
Adrenaline,C11H31N3O5,430.04,8.77,184.462,Neurotransmitter
Adrenaline,C18H12N4O7,350.49,8.9,754.943,Alcohol
Urea,C9H36N5O10,261.42,N/A,84.32,Carbohydrate
Glucose,C10H33N5O5,353.12,N/A,156.758,Organic Compound
Adenosine triphosphate,C1H38N2O6,686.57,13.19,789.818,Lipid
Urea,C8H18N4O0,180.95,6.3,478.75,Carbohydrate
Ethanol,C10H5N5O3,330.27,11.13,524.181,Organic Compound
Cholesterol,C1H16N2O6,928.8,N/A,218.1,Carbohydrate
Urea,C8H9N4O10,316.46,1.01,245.304,Lipid
Adenosine triphosphate,C7H13N5O2,835.18,10.51,968.975,Amide
Serotonin,C9H18N0O8,188.54,5.84,290.975,Lipid
Cholesterol,C11H11N2O2,337.35,6.58,999.343,Alkaloid
Serotonin,C4H7N3O9,219.01,N/A,102.018,Amide
Aspirin,C2H5N5O9,826.09,1.07,773.006,Hormone
Adrenaline,C13H30N5O2,947.64,5.9,345.214,Organic Compound
Cholesterol,C14H35N5O3,337.87,N/A,424.149,Alcohol
Dopamine,C17H24N4O1,438.48,5.79,433.426,Organic Compound
Glucose,C17H16N0O6,70.77,5.76,574.096,Organic Compound
Ethanol,C7H11N5O2,369.74,7.9,708.769,Alkaloid
Serotonin,C20H24N1O8,201.73,12.37,299.88,Amide
Dopamine,C9H32N5O3,972.18,1.73,526.327,Nucleotide
Aspirin,C14H28N3O6,623.04,6.92,44.107,Alcohol
Adrenaline,C1H39N1O5,249.82,9.53,356.113,Alcohol
Glucose,C4H22N0O4,788.16,12.39,731.441,Carbohydrate
Ethanol,C20H40N1O2,523.19,8.62,330.148,Lipid
Aspirin,C5H29N4O2,599.39,13.67,574.185,Neurotransmitter
Serotonin,C8H19N5O7,282.03,7.13,197.205,Carbohydrate
Dopamine,C13H30N1O8,810.86,1.78,271.869,Alkaloid
Cholesterol,C14H22N3O8,202.98,7.59,565.214,Nucleotide
Dopamine,C16H32N4O10,520.92,6.71,497.666,Hormone
Glucose,C3H22N5O5,597.07,2.11,993.659,Nucleotide
Dopamine,C20H12N2O10,588.26,13.0,352.134,Alkaloid
Urea,C15H9N5O9,490.21,7.55,777.653,Nucleotide
Adenosine triphosphate,C16H12N5O0,271.51,6.66,308.651,Amide
Aspirin,C5H14N1O4,329.34,5.52,749.81,Amide
Aspirin,C5H13N1O3,267.91,1.56,453.97,Hormone
Adenosine triphosphate,C12H11N4O4,220.5,7.24,224.729,Hormone
Urea,C3H17N0O1,931.13,N/A,174.423,Amide
Dopamine,C6H31N0O8,134.89,4.17,726.901,Amide
Adrenaline,C8H13N5O2,583.79,13.25,368.903,Alkaloid
Urea,C20H23N5O5,841.12,12.38,979.454,Carbohydrate
Adenosine triphosphate,C4H31N0O2,659.68,9.24,184.382,Lipid
Serotonin,C10H20N1O6,762.35,4.15,326.917,Alcohol
Urea,C4H11N1O8,326.06,13.25,710.774,Lipid
Adrenaline,C4H22N0O6,468.35,13.99,132.617,Carbohydrate
Ethanol,C19H26N1O4,852.24,N/A,92.932,Nucleotide
Adenosine triphosphate,C9H13N0O9,62.56,N/A,364.547,Amide
Adenosine triphosphate,C11H10N4O0,348.14,12.53,983.332,Lipid
Aspirin,C4H11N0O0,808.84,8.75,130.649,Lipid
Aspirin,C2H17N5O6,750.79,6.12,275.238,Organic Compound
Urea,C1H24N0O10,189.47,11.55,834.984,Alkaloid
Cholesterol,C20H25N5O0,60.41,8.72,39.504,Organic Compound
Adenosine triphosphate,C20H34N5O1,509.68,1.27,969.807,Nucleotide
Adrenaline,C3H15N2O5,264.23,N/A,300.768,Neurotransmitter
Glucose,C16H19N5O9,938.01,9.09,453.879,Amide
Aspirin,C4H9N4O0,71.51,10.86,136.731,Neurotransmitter
Aspirin,C9H8N1O5,634.62,11.42,586.017,Alkaloid
Urea,C19H35N2O4,901.46,12.84,510.343,Organic Compound
Adenosine triphosphate,C14H40N3O5,133.48,4.96,909.912,Neurotransmitter
Aspirin,C20H24N4O9,170.78,12.5,512.406,Organic Compound
Glucose,C20H12N4O9,497.38,5.62,193.553,Alcohol
Urea,C9H19N1O8,425.59,10.23,716.136,Alcohol
Dopamine,C8H9N4O6,777.12,12.13,436.581,Neurotransmitter
Ethanol,C11H39N5O1,84.03,N/A,171.426,Neurotransmitter
Cholesterol,C17H20N3O6,612.71,13.36,223.865,Neurotransmitter
Dopamine,C2H14N2O6,876.01,3.94,440.812,Organic Compound
Ethanol,C10H26N2O4,236.25,N/A,93.565,Alcohol
Glucose,C12H28N4O5,709.78,8.26,643.024,Hormone
Ethanol,C9H25N3O1,993.51,7.94,973.767,Amide
Ethanol,C8H37N5O5,120.51,7.17,431.842,Organic Compound
Cholesterol,C4H12N4O10,601.44,3.52,211.269,Amide
Dopamine,C14H10N5O1,674.54,6.03,3.742,Neurotransmitter
Dopamine,C17H7N3O1,539.29,12.67,373.857,Nucleotide
Glucose,C14H6N4O8,568.03,10.16,396.973,Organic Compound
Glucose,C5H36N2O2,567.15,13.74,105.785,Hormone
Serotonin,C14H27N4O4,622.51,1.07,567.982,Carbohydrate
Adenosine triphosphate,C8H36N5O10,539.7,10.17,2.195,Nucleotide
Dopamine,C6H19N1O4,628.56,2.03,256.075,Nucleotide
Caffeine,C20H40N4O6,477.04,N/A,840.732,Amide
Serotonin,C5H1N5O1,741.77,1.12,190.456,Carbohydrate
Urea,C9H10N2O5,431.72,6.98,721.351,Lipid
Adenosine triphosphate,C11H3N5O3,939.52,N/A,250.939,Amide
Cholesterol,C4H35N2O3,124.95,N/A,470.149,Neurotransmitter
Urea,C11H11N2O5,865.68,9.97,191.352,Nucleotide
Urea,C8H9N5O9,780.62,5.23,570.831,Alkaloid
Dopamine,C15H1N0O0,888.79,10.12,555.798,Carbohydrate
Ethanol,C2H8N1O0,508.24,9.49,395.167,Amide
Glucose,C8H33N4O2,930.37,12.95,897.973,Alkaloid
Caffeine,C8H8N0O6,962.76,9.05,906.879,Nucleotide
Aspirin,C11H32N2O8,135.71,3.3,977.52,Amide
Serotonin,C4H37N0O9,977.57,N/A,979.103,Nucleotide
Glucose,C6H36N0O7,711.02,7.49,900.304,Carbohydrate
Adenosine triphosphate,C1H26N1O7,374.41,3.94,623.403,Alkaloid
Urea,C14H25N0O5,344.0,N/A,763.797,Hormone
Dopamine,C9H24N0O2,738.78,4.39,973.749,Carbohydrate
Dopamine,C15H27N2O9,797.34,13.03,406.917,Alcohol
Adrenaline,C17H28N5O4,966.69,12.81,234.535,Alkaloid
Adrenaline,C3H13N2O3,176.44,7.38,835.217,Carbohydrate
Urea,C5H7N3O9,747.84,5.17,946.776,Amide
Serotonin,C13H25N5O10,382.77,6.8,311.053,Alcohol
Urea,C1H7N5O6,134.18,1.37,980.223,Nucleotide
Adrenaline,C7H23N0O3,882.51,1.69,202.026,Carbohydrate
Urea,C17H33N5O3,628.1,2.5,201.439,Hormone
Adenosine triphosphate,C3H19N3O9,981.27,6.26,994.831,Hormone
Adenosine triphosphate,C17H6N2O1,828.73,N/A,645.817,Organic Compound
Caffeine,C8H17N2O9,742.0,N/A,555.361,Alcohol
Cholesterol,C15H10N1O0,135.06,N/A,85.811,Alkaloid
Glucose,C11H22N1O1,198.9,2.98,946.313,Carbohydrate
Ethanol,C17H30N4O3,106.45,13.33,887.323,Nucleotide
Serotonin,C18H18N1O2,175.36,13.15,982.995,Lipid
Urea,C15H4N1O1,800.24,N/A,550.073,Carbohydrate
Ethanol,C8H1N3O7,133.29,6.69,208.23,Amide
Adrenaline,C11H23N5O10,133.58,3.0,994.379,Alcohol
Adrenaline,C12H17N0O2,327.1,8.58,86.174,Carbohydrate
Urea,C14H17N2O1,262.54,3.28,228.103,Carbohydrate
Glucose,C7H6N2O5,660.61,2.9,871.432,Hormone
Aspirin,C4H35N1O7,52.15,11.26,232.232,Carbohydrate
Adrenaline,C19H33N4O8,973.07,6.16,200.799,Hormone
Adenosine triphosphate,C10H30N2O7,515.55,3.74,884.97,Alcohol
Adenosine triphosphate,C14H7N4O10,205.63,7.98,392.678,Neurotransmitter
Ethanol,C11H40N4O2,486.29,8.01,448.819,Carbohydrate
Caffeine,C11H26N5O7,857.5,1.73,120.611,Hormone
Caffeine,C8H9N1O6,56.1,9.6,478.386,Alcohol
Caffeine,C15H27N4O5,888.98,7.09,726.635,Alcohol
Caffeine,C11H9N1O9,476.1,9.26,816.933,Lipid
Glucose,C19H2N1O7,371.69,9.96,908.23,Lipid
Urea,C13H17N3O2,885.65,N/A,356.277,Amide
Aspirin,C7H30N1O0,497.85,11.74,742.971,Carbohydrate
Caffeine,C2H28N1O9,837.9,9.36,136.788,Lipid
Cholesterol,C8H37N2O0,805.07,11.12,787.581,Neurotransmitter
Caffeine,C12H11N1O4,944.86,7.87,935.205,Nucleotide
Adenosine triphosphate,C2H7N0O8,938.1,12.1,766.239,Hormone
Cholesterol,C17H38N2O4,188.09,3.0,569.095,Hormone
Adrenaline,C10H33N2O5,301.85,13.23,564.628,Organic Compound
Ethanol,C10H38N2O10,443.69,N/A,742.78,Organic Compound
Dopamine,C3H14N3O5,91.24,13.03,682.77,Nucleotide
Serotonin,C10H20N2O9,282.57,N/A,858.552,Alkaloid
Glucose,C20H29N4O2,694.32,7.1,499.563,Neurotransmitter
Dopamine,C8H20N5O4,703.94,9.24,841.17,Alkaloid
Aspirin,C7H39N5O0,487.44,4.17,30.635,Nucleotide
Serotonin,C1H19N2O3,252.94,10.17,897.352,Nucleotide
Serotonin,C18H10N3O10,680.26,12.93,724.169,Alcohol
Glucose,C15H15N4O4,751.86,8.6,758.487,Alcohol
Urea,C7H28N5O10,898.04,10.39,181.837,Alkaloid
Ethanol,C3H26N4O5,538.51,4.13,700.033,Amide
Cholesterol,C1H31N0O5,408.36,10.59,545.267,Neurotransmitter
Dopamine,C7H2N3O6,169.19,N/A,407.066,Neurotransmitter
Ethanol,C1H22N0O1,854.49,4.03,346.764,Organic Compound
Aspirin,C4H30N5O2,945.34,13.59,731.573,Neurotransmitter
Serotonin,C18H35N1O8,881.52,13.65,642.07,Nucleotide
Adrenaline,C1H38N1O9,288.76,4.8,987.877,Hormone
Dopamine,C14H22N2O9,916.51,1.45,808.324,Carbohydrate
Aspirin,C10H7N4O2,164.85,N/A,193.981,Nucleotide
Urea,C18H16N4O3,142.63,3.58,574.128,Carbohydrate
Adenosine triphosphate,C10H23N0O8,266.65,6.22,31.187,Carbohydrate
Urea,C17H1N3O8,110.26,13.25,541.416,Hormone
Glucose,C1H13N1O4,256.04,7.18,401.695,Organic Compound
Dopamine,C11H4N0O4,918.36,9.41,11.708,Carbohydrate
Cholesterol,C15H11N0O10,411.14,11.01,791.475,Organic Compound
Adenosine triphosphate,C4H6N4O4,930.47,N/A,333.457,Amide
Glucose,C14H12N4O1,752.63,1.16,652.237,Amide
Serotonin,C5H18N0O0,169.44,9.3,648.146,Amide
Cholesterol,C4H3N0O10,282.58,2.06,493.22,Alkaloid
Adenosine triphosphate,C16H26N1O4,524.17,5.95,519.619,Nucleotide
Urea,C1H14N4O6,682.18,6.23,260.86,Carbohydrate
Ethanol,C17H15N3O4,824.79,3.38,552.942,Neurotransmitter
Urea,C6H36N0O1,158.95,2.42,378.224,Organic Compound
Ethanol,C17H32N1O5,691.57,2.37,948.125,Amide
Serotonin,C4H14N4O1,632.03,9.03,281.439,Alcohol
Glucose,C13H27N1O1,297.71,3.46,978.414,Organic Compound
Serotonin,C5H22N1O3,517.24,12.62,964.378,Alcohol
Adenosine triphosphate,C12H20N5O3,893.92,3.75,80.302,Neurotransmitter
Urea,C18H8N0O10,541.81,1.93,732.673,Organic Compound
Ethanol,C2H8N4O7,217.91,4.96,726.749,Amide
Urea,C4H7N2O6,961.1,13.5,50.511,Lipid
Ethanol,C3H35N2O10,919.11,6.02,467.205,Nucleotide
Adrenaline,C15H19N0O7,94.45,2.01,450.471,Carbohydrate
Aspirin,C4H35N3O5,217.75,1.93,533.789,Amide
Dopamine,C19H23N2O5,675.48,N/A,334.868,Hormone
Urea,C13H10N1O5,334.82,3.12,752.864,Organic Compound
Urea,C19H35N1O4,922.24,N/A,316.264,Lipid
Caffeine,C16H19N2O6,238.87,5.12,695.511,Alkaloid
Dopamine,C3H24N3O3,556.64,11.59,464.98,Alcohol
Dopamine,C5H18N2O4,310.42,6.06,451.276,Lipid
Adrenaline,C1H37N4O4,203.57,7.45,366.391,Organic Compound
Ethanol,C3H31N5O5,901.75,4.28,555.608,Alcohol
Aspirin,C9H25N1O4,300.23,13.38,483.382,Organic Compound
Adenosine triphosphate,C2H38N2O7,328.74,N/A,470.749,Lipid
Ethanol,C9H19N3O6,648.96,6.56,691.222,Carbohydrate
Glucose,C20H25N3O10,642.04,2.61,799.616,Neurotransmitter
Adenosine triphosphate,C10H30N3O5,903.25,9.57,20.402,Neurotransmitter
Caffeine,C8H6N5O0,687.92,6.04,274.909,Hormone
Adrenaline,C18H14N3O2,728.87,4.43,836.375,Organic Compound
Adrenaline,C18H21N1O7,218.6,2.75,840.733,Nucleotide
Adenosine triphosphate,C10H3N2O9,601.53,2.66,999.356,Neurotransmitter
Adenosine triphosphate,C7H38N2O9,541.32,N/A,706.979,Alcohol
Glucose,C7H7N4O9,624.71,5.31,492.49,Carbohydrate
Glucose,C2H8N0O10,692.26,13.56,124.673,Neurotransmitter
Ethanol,C16H8N1O5,193.96,7.71,593.942,Lipid
Aspirin,C10H6N2O2,774.88,N/A,425.372,Nucleotide
Aspirin,C6H17N2O2,479.76,11.44,870.111,Alcohol
Adenosine triphosphate,C16H33N4O8,762.27,7.42,29.083,Amide
Serotonin,C13H14N5O0,858.23,7.79,85.347,Organic Compound
Cholesterol,C7H13N3O6,351.16,4.36,745.503,Hormone
Glucose,C17H36N4O6,140.78,10.45,710.762,Amide
Caffeine,C14H39N5O6,391.75,N/A,164.836,Amide
Caffeine,C14H14N1O4,710.49,2.02,850.208,Hormone
Serotonin,C6H25N0O6,916.1,13.89,324.414,Organic Compound
Caffeine,C7H4N5O8,803.85,12.12,472.155,Neurotransmitter
Urea,C13H6N2O5,569.59,7.92,950.157,Nucleotide
Serotonin,C20H31N3O5,578.31,2.93,772.121,Carbohydrate
Aspirin,C5H28N4O1,307.49,10.04,276.417,Nucleotide
Adenosine triphosphate,C1H40N1O0,388.05,7.86,387.589,Organic Compound
Caffeine,C9H23N1O2,242.3,11.49,647.436,Alcohol
Cholesterol,C12H5N3O7,689.48,12.8,43.094,Organic Compound
Serotonin,C2H28N3O5,890.73,6.06,414.077,Lipid
Adrenaline,C11H27N3O8,461.28,N/A,384.713,Lipid
Urea,C12H30N3O1,773.76,2.37,323.676,Carbohydrate
Adrenaline,C9H19N5O7,447.5,N/A,240.827,Alcohol
Glucose,C18H27N5O5,518.47,4.18,365.869,Alkaloid
Cholesterol,C4H36N5O6,862.1,1.32,431.156,Carbohydrate
Dopamine,C12H1N1O5,66.04,1.91,529.15,Lipid
Glucose,C5H25N1O10,371.26,8.27,677.933,Lipid
Urea,C14H18N4O3,595.04,9.4,830.332,Alkaloid
Adenosine triphosphate,C6H30N3O2,771.76,N/A,825.175,Alkaloid
Cholesterol,C1H29N4O2,117.32,12.37,315.768,Hormone
Urea,C3H28N4O10,624.03,7.64,971.18,Organic Compound
Adrenaline,C12H28N3O2,448.34,5.38,47.023,Nucleotide
Ethanol,C11H3N1O1,919.23,N/A,831.116,Hormone
Serotonin,C12H18N2O8,425.87,5.53,663.66,Organic Compound
Adrenaline,C1H23N1O4,622.3,3.98,127.836,Nucleotide
Caffeine,C16H31N5O4,993.38,11.34,863.831,Carbohydrate
Aspirin,C17H22N5O5,166.9,8.78,778.554,Carbohydrate
Aspirin,C10H25N3O2,821.94,11.64,351.403,Amide
Adenosine triphosphate,C15H18N1O4,624.05,13.22,192.632,Carbohydrate
