compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C16H2N0O5,203.45,7.82,176.322,Alkaloid
Serotonin,C6H14N0O5,651.62,9.82,681.147,Amide
Urea,C6H29N4O7,198.66,11.9,456.604,Alkaloid
Ethanol,C19H39N0O3,842.1,13.2,727.301,Alkaloid
Urea,C16H2N5O9,161.42,N/A,246.585,Amide
Ethanol,C17H29N3O10,386.29,N/A,330.602,Alcohol
Serotonin,C9H33N4O6,896.08,1.12,273.057,Alkaloid
Cholesterol,C2H27N0O10,260.07,N/A,397.368,Hormone
Caffeine,C6H17N5O10,175.22,3.78,326.009,Nucleotide
Ethanol,C12H17N1O1,267.6,2.66,288.934,Nucleotide
Urea,C7H36N2O10,740.28,N/A,32.184,Alkaloid
Glucose,C8H38N2O1,897.03,5.2,560.187,Organic Compound
Caffeine,C14H28N1O3,338.66,9.76,838.509,Amide
Aspirin,C5H17N5O4,414.94,5.74,866.21,Amide
Cholesterol,C12H39N1O6,616.42,13.94,289.258,Organic Compound
Ethanol,C3H24N1O2,418.85,1.6,501.734,Nucleotide
Serotonin,C17H34N2O10,911.61,7.29,247.59,Organic Compound
Adenosine triphosphate,C15H19N0O6,609.81,7.38,134.673,Amide
Dopamine,C4H37N2O4,564.33,8.37,423.719,Nucleotide
Ethanol,C1H19N3O8,107.92,6.39,411.489,Lipid
Urea,C15H1N3O9,329.5,N/A,581.985,Lipid
Aspirin,C14H31N1O10,501.66,2.83,282.476,Amide
Urea,C20H37N3O5,819.03,10.2,794.647,Lipid
Cholesterol,C12H14N1O6,292.01,10.21,673.939,Neurotransmitter
Glucose,C11H29N2O2,650.25,N/A,579.278,Alcohol
Aspirin,C1H23N2O6,390.57,1.57,914.559,Alkaloid
Aspirin,C1H25N2O6,529.35,3.63,965.63,Nucleotide
Caffeine,C13H11N1O6,728.59,2.78,885.426,Amide
Serotonin,C16H11N5O1,714.1,7.82,312.919,Nucleotide
Ethanol,C15H34N0O7,623.66,7.75,644.374,Amide
Caffeine,C14H10N4O0,788.48,N/A,24.013,Alkaloid
Caffeine,C10H8N0O1,881.24,13.55,88.516,Alcohol
Cholesterol,C8H10N5O7,367.81,N/A,274.473,Alcohol
Serotonin,C3H30N0O7,696.07,10.61,203.926,Organic Compound
Aspirin,C10H40N5O8,76.78,N/A,203.896,Hormone
Serotonin,C4H1N1O9,64.88,13.78,578.78,Hormone
Cholesterol,C9H28N2O7,203.95,2.54,543.544,Amide
Serotonin,C4H20N5O2,876.18,N/A,999.302,Lipid
Adrenaline,C15H26N2O1,121.46,8.53,570.336,Alcohol
Adrenaline,C5H28N1O3,437.0,3.32,971.056,Alcohol
Adenosine triphosphate,C15H7N4O6,620.66,3.87,248.29,Alcohol
Aspirin,C1H10N0O1,348.71,N/A,763.036,Hormone
Dopamine,C5H23N2O5,785.85,N/A,377.125,Alcohol
Serotonin,C7H38N1O0,562.45,5.75,506.019,Organic Compound
Aspirin,C18H34N4O7,885.79,8.08,522.017,Alcohol
Glucose,C18H40N0O5,434.84,1.78,110.58,Hormone
Cholesterol,C16H9N5O1,852.08,5.02,484.846,Nucleotide
Adenosine triphosphate,C12H32N4O0,508.18,9.42,851.351,Lipid
Cholesterol,C16H11N1O1,248.62,12.25,976.751,Nucleotide
Dopamine,C8H14N4O2,724.78,5.69,71.228,Hormone
Aspirin,C5H27N4O4,191.27,6.64,780.833,Lipid
Serotonin,C6H28N0O3,702.51,1.39,791.501,Alcohol
Cholesterol,C14H18N3O8,832.82,12.65,311.222,Hormone
Urea,C9H31N2O5,91.66,6.67,589.795,Carbohydrate
Glucose,C6H13N5O1,797.47,10.74,5.919,Organic Compound
Serotonin,C19H26N5O4,794.21,4.74,649.778,Hormone
Serotonin,C13H8N2O2,610.32,10.74,790.585,Neurotransmitter
Adrenaline,C18H20N3O6,276.73,2.82,230.397,Alkaloid
Adrenaline,C19H17N3O6,953.03,3.0,683.032,Lipid
Ethanol,C16H13N2O5,388.33,6.45,679.579,Amide
Caffeine,C12H26N0O1,537.81,2.05,253.675,Nucleotide
Aspirin,C7H2N0O6,329.07,7.07,362.417,Alcohol
