compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C12H7N2O10,154.75,N/A,94.892,Carbohydrate
Ethanol,C8H16N0O7,426.88,8.68,626.587,Lipid
Urea,C18H33N0O1,214.55,5.36,201.226,Carbohydrate
Adrenaline,C13H12N3O1,265.68,2.06,452.186,Nucleotide
Cholesterol,C6H7N5O9,337.9,5.28,128.892,Alkaloid
Adrenaline,C12H25N3O7,863.36,7.45,832.822,Nucleotide
Urea,C13H31N3O3,591.28,4.29,202.245,Amide
Adrenaline,C13H5N1O1,663.88,4.58,827.645,Alcohol
Serotonin,C20H25N2O1,590.31,8.51,336.432,Carbohydrate
Ethanol,C14H10N2O7,129.36,6.55,191.082,Amide
Adenosine triphosphate,C6H6N1O5,275.14,7.71,554.434,Carbohydrate
Serotonin,C20H22N5O8,99.06,5.91,621.295,Lipid
Cholesterol,C10H30N0O9,792.49,4.14,460.039,Organic Compound
Adrenaline,C15H16N4O8,459.31,10.12,718.409,Carbohydrate
Urea,C4H14N5O9,584.73,9.89,468.079,Alkaloid
Ethanol,C6H29N2O10,321.09,13.27,880.808,Alkaloid
Glucose,C9H31N2O0,360.85,5.11,893.459,Alkaloid
Ethanol,C1H5N2O0,471.2,N/A,965.119,Organic Compound
Cholesterol,C11H8N5O6,946.4,8.78,693.157,Nucleotide
Serotonin,C11H21N3O2,750.09,N/A,99.33,Neurotransmitter
Adenosine triphosphate,C10H30N0O3,593.19,5.71,743.831,Nucleotide
Urea,C1H19N0O6,177.16,9.41,727.537,Nucleotide
Adrenaline,C4H2N1O2,599.19,N/A,775.542,Neurotransmitter
Serotonin,C2H37N0O8,410.91,8.45,635.888,Alcohol
Ethanol,C8H22N3O2,70.21,10.35,75.466,Hormone
Adrenaline,C11H35N1O7,147.77,2.88,591.651,Organic Compound
Adrenaline,C17H9N2O3,69.42,1.63,228.122,Nucleotide
Adenosine triphosphate,C6H35N2O7,186.25,10.54,568.62,Carbohydrate
Glucose,C3H19N4O3,381.91,3.37,817.761,Lipid
Adenosine triphosphate,C3H5N4O1,906.22,1.57,971.173,Carbohydrate
Caffeine,C8H12N0O7,916.13,5.11,559.483,Alkaloid
Serotonin,C5H8N5O3,146.99,N/A,860.312,Neurotransmitter
Adenosine triphosphate,C16H4N3O6,612.27,4.29,12.427,Lipid
Serotonin,C6H10N2O5,870.52,1.83,422.916,Carbohydrate
Serotonin,C2H40N1O2,762.87,N/A,921.42,Alcohol
Ethanol,C8H32N3O8,858.5,6.71,377.862,Amide
Urea,C19H31N5O7,648.94,1.41,524.426,Nucleotide
Glucose,C8H14N4O0,222.69,7.39,624.137,Lipid
Glucose,C5H4N3O2,977.19,1.35,163.313,Amide
Adrenaline,C15H3N2O8,933.96,10.23,47.624,Nucleotide
Cholesterol,C1H21N2O9,224.85,N/A,580.422,Amide
Urea,C7H12N4O2,331.11,N/A,731.207,Organic Compound
Glucose,C19H10N4O4,149.5,6.8,420.558,Organic Compound
Dopamine,C8H37N4O0,500.13,5.35,22.576,Alcohol
Cholesterol,C13H2N1O1,242.37,11.1,98.9,Amide
Glucose,C13H14N0O10,577.11,1.05,655.06,Carbohydrate
Cholesterol,C17H6N1O3,284.81,N/A,368.976,Neurotransmitter
Adrenaline,C3H34N0O3,993.45,9.47,626.378,Hormone
Glucose,C8H33N4O0,904.42,12.02,971.708,Neurotransmitter
Cholesterol,C9H28N4O10,804.19,13.99,450.93,Carbohydrate
Aspirin,C13H30N3O4,781.13,N/A,905.176,Nucleotide
Dopamine,C5H32N2O7,913.4,1.78,381.459,Carbohydrate
Glucose,C15H1N3O6,602.68,N/A,737.65,Hormone
Urea,C4H36N1O1,674.31,11.15,844.954,Carbohydrate
Serotonin,C7H36N0O3,287.1,4.62,224.828,Neurotransmitter
Glucose,C1H7N5O9,673.07,13.65,964.207,Nucleotide
Cholesterol,C12H34N3O2,849.07,5.9,823.04,Amide
Serotonin,C1H10N0O1,264.43,11.11,754.088,Neurotransmitter
Aspirin,C4H1N2O1,693.43,6.04,297.351,Organic Compound
Urea,C3H9N2O10,422.86,4.44,921.068,Carbohydrate
Aspirin,C16H1N5O8,259.09,9.85,98.473,Alkaloid
Adrenaline,C18H20N3O1,328.58,N/A,786.368,Lipid
Caffeine,C15H29N5O1,840.15,6.61,941.953,Carbohydrate
Adrenaline,C5H23N3O0,979.47,11.63,39.286,Hormone
Caffeine,C15H9N4O5,444.27,N/A,946.516,Nucleotide
Adrenaline,C16H29N0O9,608.08,8.94,866.244,Amide
Ethanol,C10H35N3O2,174.96,N/A,800.075,Nucleotide
Ethanol,C16H30N1O3,470.57,12.36,703.605,Alkaloid
Aspirin,C12H27N0O6,253.21,2.08,232.721,Lipid
Adenosine triphosphate,C5H36N4O4,67.1,12.77,56.332,Alcohol
Urea,C6H7N1O4,798.87,13.05,796.855,Lipid
Caffeine,C13H29N0O10,608.36,6.39,934.813,Nucleotide
Serotonin,C3H37N3O9,68.91,4.32,243.706,Amide
Adrenaline,C18H35N4O5,117.78,N/A,952.802,Hormone
Serotonin,C13H34N2O2,185.94,2.19,922.104,Neurotransmitter
Cholesterol,C9H17N2O4,526.8,13.1,452.53,Alcohol
Caffeine,C15H1N4O8,119.51,N/A,175.582,Alkaloid
Dopamine,C16H16N0O4,577.94,N/A,320.764,Carbohydrate
Adenosine triphosphate,C16H20N0O0,823.4,8.66,922.404,Hormone
Adenosine triphosphate,C15H24N5O8,56.48,11.02,94.6,Carbohydrate
Urea,C1H21N2O0,826.06,3.37,214.755,Nucleotide
Urea,C1H22N2O0,515.49,8.6,667.668,Carbohydrate
Glucose,C10H34N4O8,487.22,13.04,357.264,Carbohydrate
Glucose,C7H16N3O6,248.12,10.58,56.96,Alcohol
