compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C15H32N0O1,611.91,N/A,422.995,Hormone
Caffeine,C15H15N4O1,855.46,8.76,229.124,Alcohol
Caffeine,C8H6N1O1,448.26,6.63,976.556,Neurotransmitter
Adenosine triphosphate,C13H12N2O7,732.36,2.42,622.773,Nucleotide
Cholesterol,C16H34N4O6,138.22,13.08,715.105,Amide
Adrenaline,C20H34N0O10,739.23,3.16,122.958,Organic Compound
Dopamine,C1H5N2O5,244.52,10.22,312.677,Amide
Serotonin,C11H13N5O8,761.14,10.36,702.023,Carbohydrate
Ethanol,C11H11N3O8,808.64,1.22,966.19,Lipid
Urea,C14H2N3O8,517.46,13.66,554.252,Lipid
Ethanol,C6H4N2O1,304.31,12.12,589.494,Alkaloid
Dopamine,C4H9N1O3,83.29,12.49,578.032,Hormone
Ethanol,C19H21N2O9,401.18,5.3,771.695,Organic Compound
Dopamine,C19H2N2O1,595.19,7.13,341.934,Hormone
Ethanol,C18H7N5O0,723.18,11.11,93.219,Alcohol
Glucose,C11H19N0O5,383.91,N/A,438.853,Nucleotide
Urea,C20H40N0O6,88.45,4.81,101.346,Lipid
Ethanol,C6H4N2O0,241.25,6.75,100.895,Alkaloid
Serotonin,C9H31N5O9,124.49,2.1,163.515,Alkaloid
Caffeine,C2H36N4O6,538.31,9.12,176.326,Hormone
Adenosine triphosphate,C5H9N4O10,979.55,12.91,59.328,Carbohydrate
Ethanol,C5H34N3O7,892.0,8.88,793.037,Nucleotide
Adenosine triphosphate,C10H30N2O8,578.07,11.32,358.539,Carbohydrate
Adrenaline,C16H27N4O3,591.96,9.29,23.401,Alcohol
Aspirin,C10H27N2O8,457.9,4.41,315.187,Alkaloid
Cholesterol,C19H13N3O5,515.65,1.36,833.461,Nucleotide
Ethanol,C1H26N1O3,152.49,1.58,975.577,Alkaloid
Adenosine triphosphate,C2H39N3O2,393.8,1.78,653.35,Hormone
Adenosine triphosphate,C8H36N5O9,946.74,12.02,256.883,Nucleotide
Urea,C1H17N0O10,836.32,N/A,891.691,Lipid
Dopamine,C8H23N1O0,744.38,10.48,938.391,Carbohydrate
Adrenaline,C13H25N5O4,121.07,9.99,906.728,Hormone
Cholesterol,C8H3N2O10,703.58,6.82,16.175,Lipid
Glucose,C15H1N2O10,786.42,N/A,82.225,Hormone
Adenosine triphosphate,C19H26N2O1,404.94,1.47,770.756,Lipid
Adenosine triphosphate,C5H9N3O4,702.15,3.3,238.998,Nucleotide
Serotonin,C20H30N4O6,412.37,2.66,939.202,Carbohydrate
Urea,C4H36N3O0,313.85,N/A,181.361,Nucleotide
Ethanol,C13H30N3O0,80.39,13.65,340.596,Carbohydrate
