compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C10H22N3O3,939.02,9.44,569.949,Neurotransmitter
Ethanol,C17H16N3O9,272.13,N/A,484.603,Amide
Dopamine,C16H21N0O8,233.06,10.59,262.707,Amide
Cholesterol,C13H9N0O10,83.92,2.01,685.311,Alcohol
Cholesterol,C3H34N4O3,417.87,1.19,117.469,Alcohol
Serotonin,C12H1N0O0,999.32,12.51,573.428,Amide
Cholesterol,C10H21N0O7,649.32,2.41,179.321,Organic Compound
Glucose,C12H20N2O7,808.54,N/A,73.437,Amide
Adenosine triphosphate,C15H36N3O7,523.95,8.83,840.271,Lipid
Adrenaline,C17H21N1O10,519.24,12.9,974.984,Alkaloid
Dopamine,C10H32N4O0,981.56,N/A,106.448,Hormone
Adrenaline,C4H6N3O5,294.26,6.32,919.083,Neurotransmitter
Adenosine triphosphate,C1H4N5O2,754.38,9.72,75.98,Alkaloid
Glucose,C19H36N3O8,75.03,10.83,410.042,Nucleotide
Adenosine triphosphate,C5H39N5O10,981.65,10.91,854.135,Alkaloid
Serotonin,C15H32N3O2,251.18,8.89,610.658,Alkaloid
Serotonin,C6H8N1O5,938.08,6.83,96.359,Alcohol
Dopamine,C1H10N5O3,159.43,N/A,774.365,Amide
Urea,C15H15N3O2,150.33,7.98,35.196,Organic Compound
Aspirin,C10H30N4O8,790.9,6.82,561.223,Alkaloid
Caffeine,C8H4N0O4,418.66,N/A,803.553,Nucleotide
Caffeine,C13H3N0O1,107.62,10.51,226.986,Neurotransmitter
Serotonin,C2H22N0O6,400.49,N/A,594.577,Nucleotide
Serotonin,C15H4N1O3,536.61,5.5,772.71,Carbohydrate
Ethanol,C14H13N4O8,919.7,3.56,724.432,Lipid
Dopamine,C15H34N0O9,762.6,N/A,715.635,Alkaloid
Adrenaline,C16H3N2O8,646.83,N/A,850.546,Carbohydrate
Serotonin,C3H39N3O0,763.29,6.53,96.232,Alkaloid
Dopamine,C6H40N1O3,488.33,13.13,366.839,Alkaloid
