compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C14H4N5O0,588.32,8.6,106.288,Neurotransmitter
Serotonin,C3H14N5O2,854.75,2.17,117.066,Amide
Aspirin,C13H6N1O8,73.35,6.72,228.787,Carbohydrate
Glucose,C6H27N5O5,643.13,5.17,260.292,Amide
Adrenaline,C13H5N2O2,534.43,9.21,104.144,Alkaloid
Serotonin,C10H3N0O7,273.62,10.66,311.52,Neurotransmitter
Adrenaline,C7H6N3O3,755.22,2.72,516.833,Nucleotide
Aspirin,C1H35N0O2,207.24,12.21,246.858,Organic Compound
Serotonin,C1H16N2O5,185.07,9.91,666.077,Neurotransmitter
Ethanol,C1H15N1O2,545.09,N/A,367.218,Alcohol
Caffeine,C14H25N0O2,468.46,13.12,148.227,Nucleotide
Cholesterol,C17H8N4O4,996.24,3.19,574.744,Alcohol
Adrenaline,C6H10N3O10,752.02,N/A,515.142,Alkaloid
Caffeine,C19H27N1O10,51.04,7.99,407.426,Nucleotide
Dopamine,C8H24N5O5,87.04,6.43,765.873,Organic Compound
Adrenaline,C9H30N4O2,373.99,6.29,757.533,Neurotransmitter
Aspirin,C2H7N4O4,928.88,5.01,986.29,Hormone
Ethanol,C10H39N2O0,713.86,1.25,389.129,Carbohydrate
Cholesterol,C10H29N5O8,89.9,N/A,363.413,Nucleotide
Cholesterol,C1H11N1O5,128.5,10.17,730.429,Alcohol
Adenosine triphosphate,C1H9N3O8,823.23,10.13,437.128,Amide
Urea,C13H34N1O9,103.12,10.18,162.003,Organic Compound
Dopamine,C1H36N4O2,881.4,12.99,280.414,Alcohol
Aspirin,C8H33N4O6,144.53,13.91,648.911,Neurotransmitter
Ethanol,C2H38N3O10,287.77,1.39,695.224,Alcohol
Adenosine triphosphate,C2H13N5O10,461.09,10.68,477.295,Carbohydrate
Dopamine,C10H14N4O3,987.7,12.1,266.156,Organic Compound
Glucose,C15H34N3O0,360.66,9.92,657.746,Lipid
Dopamine,C1H29N4O7,421.03,13.35,932.341,Alcohol
Cholesterol,C10H13N4O5,411.34,8.52,847.355,Hormone
Caffeine,C8H22N4O3,418.64,5.69,855.056,Amide
Caffeine,C6H26N2O3,574.05,3.38,528.055,Carbohydrate
Serotonin,C10H18N3O10,923.88,13.28,189.132,Carbohydrate
Aspirin,C5H8N3O10,895.41,9.29,322.038,Neurotransmitter
Dopamine,C9H19N5O10,756.74,7.95,438.203,Lipid
Adrenaline,C13H34N4O1,393.69,12.58,459.686,Carbohydrate
Cholesterol,C15H26N0O7,415.81,N/A,77.914,Nucleotide
Cholesterol,C7H19N1O6,586.17,2.14,59.423,Alcohol
Cholesterol,C4H18N0O6,146.3,5.39,394.105,Alkaloid
Adenosine triphosphate,C2H38N0O4,116.05,4.03,57.652,Lipid
Serotonin,C1H38N1O3,728.62,10.33,819.032,Carbohydrate
Cholesterol,C11H31N5O9,766.3,11.64,512.442,Hormone
Caffeine,C15H11N1O7,750.47,12.29,941.233,Nucleotide
Adrenaline,C16H13N5O10,982.13,12.97,555.184,Nucleotide
Adrenaline,C15H28N3O6,568.79,5.46,163.913,Carbohydrate
Adenosine triphosphate,C1H3N4O2,115.12,N/A,264.927,Alkaloid
Aspirin,C5H34N3O2,288.74,6.39,199.675,Amide
Caffeine,C14H29N2O0,948.13,9.55,482.585,Lipid
Glucose,C5H13N2O4,121.41,3.91,376.042,Alkaloid
Dopamine,C14H10N2O9,562.42,2.28,934.034,Hormone
Glucose,C19H32N1O4,218.21,N/A,197.103,Amide
Ethanol,C2H6N2O2,673.48,5.87,730.83,Hormone
Glucose,C3H19N4O1,365.37,2.95,969.62,Hormone
Cholesterol,C8H16N3O1,973.16,3.56,177.196,Alkaloid
Ethanol,C19H11N2O9,317.76,1.08,919.776,Nucleotide
Glucose,C16H34N1O4,506.4,N/A,879.15,Nucleotide
Cholesterol,C6H15N3O4,965.84,11.74,638.58,Organic Compound
Caffeine,C13H33N5O0,961.51,N/A,686.67,Nucleotide
Adrenaline,C13H3N2O4,230.07,1.7,872.001,Lipid
Ethanol,C8H15N5O1,563.63,12.72,861.989,Lipid
Urea,C8H18N0O3,564.94,2.25,377.925,Alcohol
Aspirin,C16H29N0O3,587.57,11.12,629.178,Carbohydrate
Caffeine,C8H35N3O3,899.65,N/A,766.053,Alcohol
Ethanol,C15H6N3O1,550.8,N/A,120.981,Nucleotide
Cholesterol,C3H8N0O9,947.13,8.42,87.844,Hormone
Adrenaline,C16H34N4O9,105.77,9.84,256.081,Alkaloid
Adrenaline,C13H10N5O1,434.0,13.38,456.144,Alkaloid
Serotonin,C19H12N5O2,823.01,4.54,321.859,Alkaloid
Adenosine triphosphate,C18H17N2O5,102.33,2.95,363.321,Alcohol
Urea,C4H19N2O3,706.12,10.46,993.14,Neurotransmitter
Aspirin,C13H36N0O0,902.15,N/A,266.3,Lipid
Caffeine,C12H17N4O5,911.18,10.27,23.703,Organic Compound
Serotonin,C8H3N4O3,653.87,8.53,136.823,Neurotransmitter
Serotonin,C12H19N3O7,323.35,N/A,64.861,Lipid
Dopamine,C18H16N2O6,493.05,13.1,870.33,Neurotransmitter
Serotonin,C17H2N2O10,794.86,6.62,976.488,Lipid
Adenosine triphosphate,C2H29N1O6,273.79,N/A,990.835,Organic Compound
Glucose,C10H37N2O8,87.9,9.37,181.339,Carbohydrate
Dopamine,C20H28N4O10,585.63,8.23,914.766,Organic Compound
Ethanol,C15H7N5O0,360.26,4.52,922.613,Lipid
Urea,C20H22N0O1,582.4,N/A,154.695,Neurotransmitter
Cholesterol,C12H30N0O9,739.59,6.72,485.756,Alkaloid
