compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C17H26N1O0,468.07,9.59,941.684,Amide
Ethanol,C3H32N0O2,645.26,N/A,165.917,Alkaloid
Caffeine,C10H33N3O0,854.86,2.54,781.81,Organic Compound
Cholesterol,C16H20N3O7,274.12,12.57,891.107,Alkaloid
Caffeine,C1H15N0O1,153.94,11.08,438.718,Organic Compound
Adrenaline,C17H40N3O6,997.4,12.77,308.396,Amide
Caffeine,C3H29N4O7,690.72,8.05,696.415,Nucleotide
Ethanol,C3H23N1O9,682.24,3.22,177.848,Carbohydrate
Adrenaline,C19H13N1O2,378.61,11.68,142.448,Alkaloid
Adenosine triphosphate,C9H29N1O9,378.93,4.65,274.898,Lipid
Glucose,C8H32N0O0,472.01,11.87,458.906,Hormone
Adrenaline,C2H8N2O1,396.06,N/A,5.2,Neurotransmitter
Cholesterol,C6H14N4O2,762.8,9.03,877.035,Neurotransmitter
Aspirin,C5H2N1O3,597.16,6.89,613.857,Alkaloid
Ethanol,C15H8N2O9,932.11,9.3,387.697,Lipid
Serotonin,C9H18N3O9,228.66,10.9,380.616,Lipid
Dopamine,C16H8N2O10,393.3,N/A,218.2,Alcohol
Cholesterol,C7H15N1O7,384.93,2.27,296.637,Alkaloid
Aspirin,C4H3N2O10,441.7,8.61,249.198,Carbohydrate
Dopamine,C18H32N5O10,988.87,5.7,873.112,Hormone
Urea,C7H23N2O6,144.41,12.97,990.001,Lipid
Urea,C16H7N4O3,914.02,3.85,50.451,Organic Compound
Adenosine triphosphate,C4H34N1O6,621.79,N/A,107.195,Alkaloid
Urea,C13H20N1O10,64.57,N/A,747.985,Lipid
Ethanol,C4H16N4O2,263.31,2.29,792.602,Alcohol
Serotonin,C9H3N2O3,746.13,9.06,280.378,Amide
Aspirin,C11H5N5O5,577.87,N/A,662.28,Neurotransmitter
Serotonin,C7H11N3O3,933.0,11.25,994.199,Amide
Caffeine,C4H32N1O10,395.19,7.77,743.687,Carbohydrate
Ethanol,C12H40N5O10,577.03,12.34,250.308,Nucleotide
Dopamine,C19H5N5O7,265.96,N/A,412.212,Hormone
Cholesterol,C10H22N0O9,255.53,1.29,423.477,Amide
Serotonin,C3H10N1O4,604.64,N/A,730.902,Hormone
Adenosine triphosphate,C8H17N1O6,716.04,6.94,771.276,Alkaloid
Serotonin,C7H14N4O8,850.91,6.97,765.357,Organic Compound
Serotonin,C9H29N3O8,632.86,N/A,598.817,Lipid
Aspirin,C9H9N1O0,210.6,12.17,558.032,Neurotransmitter
Caffeine,C11H39N4O4,215.31,4.88,427.833,Alkaloid
Serotonin,C1H15N4O6,296.38,3.38,303.261,Lipid
Aspirin,C9H23N4O9,410.81,N/A,384.321,Hormone
Caffeine,C12H2N4O2,905.34,2.64,825.073,Alcohol
Urea,C14H13N2O6,728.05,12.93,834.559,Amide
Urea,C8H16N4O9,800.87,2.6,126.898,Neurotransmitter
Aspirin,C5H29N2O5,889.88,1.13,522.331,Organic Compound
Caffeine,C8H1N3O9,705.7,N/A,280.399,Alkaloid
Caffeine,C15H27N2O0,462.48,8.26,304.958,Amide
Dopamine,C18H12N5O5,231.54,6.67,331.504,Hormone
Caffeine,C5H17N5O1,749.45,6.69,932.319,Nucleotide
Cholesterol,C2H15N0O0,681.7,5.11,263.062,Amide
Glucose,C16H31N0O0,388.92,7.64,19.495,Organic Compound
Adenosine triphosphate,C14H24N2O3,653.74,N/A,260.993,Alcohol
Adenosine triphosphate,C17H38N1O5,311.9,3.17,530.523,Organic Compound
Caffeine,C9H14N3O6,409.98,6.84,868.692,Amide
Aspirin,C7H25N0O6,611.05,N/A,880.085,Hormone
Ethanol,C9H10N4O7,796.97,N/A,984.394,Alcohol
Caffeine,C5H14N1O8,468.19,12.21,531.92,Hormone
Dopamine,C12H32N1O9,638.82,3.3,955.755,Hormone
Dopamine,C12H31N1O5,875.22,7.22,601.714,Lipid
Ethanol,C11H14N2O8,55.74,11.68,233.003,Alcohol
Dopamine,C16H13N0O6,634.25,11.58,977.885,Carbohydrate
Adrenaline,C8H11N3O2,528.47,11.63,429.242,Hormone
Ethanol,C17H38N0O1,349.18,2.59,2.814,Hormone
Adrenaline,C2H39N5O3,118.85,1.51,177.776,Amide
Ethanol,C17H9N3O6,603.84,6.3,383.946,Neurotransmitter
Caffeine,C12H37N3O7,521.02,11.54,274.701,Lipid
Adrenaline,C19H16N2O2,339.78,N/A,196.19,Alkaloid
Glucose,C10H40N1O0,920.38,2.34,759.189,Amide
Adrenaline,C14H30N4O2,603.71,2.17,113.185,Alcohol
Aspirin,C3H29N3O8,325.26,11.64,752.866,Hormone
Adrenaline,C8H12N3O6,491.99,N/A,955.049,Alcohol
Adenosine triphosphate,C2H16N2O6,335.72,5.86,261.978,Carbohydrate
Serotonin,C2H18N5O9,827.72,7.19,771.577,Amide
Cholesterol,C1H35N0O10,524.36,8.5,198.08,Alkaloid
Glucose,C12H32N5O2,783.23,5.01,990.183,Lipid
Caffeine,C6H16N3O1,346.83,9.04,728.363,Amide
Adenosine triphosphate,C14H9N0O9,855.8,9.44,132.46,Amide
Dopamine,C20H24N4O1,450.94,N/A,660.298,Alkaloid
Dopamine,C17H26N0O6,533.93,7.36,324.627,Hormone
Adrenaline,C20H28N2O5,485.82,4.91,378.179,Lipid
Urea,C17H36N0O6,637.31,2.02,864.369,Organic Compound
Dopamine,C15H17N0O5,814.31,3.67,86.487,Alkaloid
Adrenaline,C14H16N3O10,659.24,2.48,962.172,Lipid
Glucose,C11H2N0O4,651.73,4.23,727.098,Carbohydrate
Dopamine,C9H30N4O3,552.95,9.99,343.647,Alcohol
Adenosine triphosphate,C2H17N0O1,550.48,5.08,284.628,Organic Compound
Urea,C13H24N0O7,390.1,6.87,162.384,Neurotransmitter
Adrenaline,C8H5N1O5,798.07,1.12,40.839,Hormone
Adenosine triphosphate,C5H3N5O5,228.54,6.24,700.396,Alkaloid
Aspirin,C5H40N1O9,954.73,9.22,800.236,Nucleotide
Urea,C7H21N4O6,853.71,11.09,787.047,Organic Compound
Dopamine,C9H34N5O7,346.23,9.98,766.653,Alkaloid
Glucose,C16H32N1O4,237.1,6.14,754.778,Carbohydrate
Glucose,C9H38N0O5,194.09,N/A,100.923,Neurotransmitter
Urea,C9H16N1O6,641.44,12.62,474.605,Lipid
Cholesterol,C2H18N1O3,316.5,3.06,147.623,Organic Compound
Ethanol,C3H6N0O5,594.03,6.46,897.274,Carbohydrate
Serotonin,C4H29N2O1,467.33,N/A,502.898,Alkaloid
Caffeine,C3H17N0O8,441.67,12.03,595.344,Hormone
Adenosine triphosphate,C9H26N2O6,818.47,8.86,274.569,Carbohydrate
Aspirin,C4H26N1O7,178.7,8.61,501.979,Neurotransmitter
Caffeine,C15H12N0O3,498.85,N/A,639.178,Nucleotide
Caffeine,C16H34N0O5,634.86,8.71,643.638,Alcohol
Serotonin,C19H22N1O5,766.54,N/A,280.506,Carbohydrate
Glucose,C4H17N5O10,605.66,3.35,557.602,Neurotransmitter
Glucose,C5H33N5O0,857.75,N/A,42.263,Alkaloid
Caffeine,C1H3N1O9,305.51,6.33,142.177,Neurotransmitter
Adenosine triphosphate,C13H38N1O7,398.68,6.36,959.664,Amide
Dopamine,C6H40N0O1,524.81,N/A,949.737,Nucleotide
Caffeine,C6H25N0O4,552.71,12.27,237.724,Lipid
Adrenaline,C20H7N1O10,55.44,N/A,357.437,Nucleotide
Caffeine,C15H10N5O2,942.11,10.13,759.696,Organic Compound
Serotonin,C3H40N2O10,764.21,5.53,604.041,Neurotransmitter
Dopamine,C14H34N3O0,506.73,8.61,316.475,Alcohol
Aspirin,C2H15N2O4,805.5,1.06,258.842,Carbohydrate
Adrenaline,C9H10N4O10,969.3,6.84,444.678,Neurotransmitter
Adrenaline,C14H13N4O10,881.64,N/A,159.717,Amide
Urea,C10H7N1O10,914.32,12.83,240.269,Carbohydrate
Caffeine,C12H37N5O7,785.68,10.19,47.98,Alcohol
Adenosine triphosphate,C17H28N4O8,150.3,8.3,866.089,Neurotransmitter
Glucose,C9H13N2O3,602.93,8.72,564.637,Hormone
Urea,C9H16N5O6,898.27,3.28,176.941,Neurotransmitter
Glucose,C17H29N3O5,256.55,10.5,98.16,Alkaloid
Dopamine,C2H30N5O9,846.3,12.22,154.28,Neurotransmitter
Urea,C11H12N4O0,701.64,13.5,250.993,Organic Compound
Serotonin,C16H13N0O8,832.54,7.34,444.292,Nucleotide
Dopamine,C3H22N1O4,394.06,1.06,359.42,Amide
Cholesterol,C1H10N5O9,85.1,11.47,477.954,Lipid
Ethanol,C4H11N0O3,574.4,5.06,706.586,Alcohol
Ethanol,C3H20N1O9,484.73,12.86,809.606,Nucleotide
Ethanol,C19H34N5O8,719.16,2.58,830.255,Carbohydrate
Ethanol,C12H17N3O10,625.62,N/A,354.102,Alcohol
Aspirin,C6H13N2O10,979.76,7.02,326.841,Nucleotide
Serotonin,C2H12N2O5,903.44,9.31,941.682,Carbohydrate
Dopamine,C10H37N5O2,567.4,7.98,413.881,Nucleotide
Adenosine triphosphate,C18H17N1O9,213.89,12.71,844.94,Hormone
Serotonin,C12H34N3O7,80.93,6.68,971.873,Alkaloid
Adrenaline,C18H13N4O9,485.31,11.38,932.196,Alcohol
Cholesterol,C16H18N1O10,887.48,11.52,745.845,Neurotransmitter
Ethanol,C6H24N0O8,756.04,7.94,217.261,Nucleotide
Adrenaline,C20H10N2O6,529.24,11.54,838.677,Lipid
Aspirin,C6H1N3O10,427.0,8.8,255.372,Hormone
Serotonin,C6H15N3O6,338.43,N/A,728.323,Alcohol
Urea,C5H34N4O0,318.58,7.45,98.499,Amide
Adenosine triphosphate,C9H31N3O7,213.65,3.11,625.759,Amide
Ethanol,C10H37N0O10,909.96,N/A,303.71,Amide
Caffeine,C1H17N3O6,965.1,12.34,531.324,Carbohydrate
Dopamine,C6H2N3O5,858.62,2.47,104.778,Amide
Serotonin,C6H14N1O9,203.66,1.58,365.818,Alcohol
Serotonin,C5H10N5O10,398.84,7.17,795.871,Neurotransmitter
Serotonin,C7H24N3O5,803.74,N/A,868.77,Nucleotide
Adrenaline,C10H13N0O10,474.37,11.18,973.203,Organic Compound
Serotonin,C19H26N1O3,679.57,7.22,183.032,Carbohydrate
Caffeine,C14H8N3O4,472.99,3.54,736.63,Neurotransmitter
Adrenaline,C19H31N1O6,201.56,N/A,568.033,Neurotransmitter
Adrenaline,C10H23N3O10,741.45,N/A,931.571,Nucleotide
Dopamine,C13H38N1O3,284.4,3.87,270.601,Nucleotide
Glucose,C3H6N3O0,551.53,N/A,836.617,Nucleotide
Serotonin,C1H16N4O0,947.24,8.34,939.134,Hormone
Cholesterol,C18H38N3O3,194.67,N/A,743.601,Carbohydrate
Caffeine,C7H9N2O7,905.46,10.65,320.997,Carbohydrate
Serotonin,C7H31N2O1,921.75,N/A,243.444,Carbohydrate
Glucose,C8H19N0O9,376.82,10.11,400.016,Neurotransmitter
Cholesterol,C18H24N2O8,122.77,N/A,228.649,Alkaloid
Urea,C10H18N1O6,68.54,2.58,46.459,Amide
Glucose,C8H30N5O7,197.68,3.24,448.563,Amide
Dopamine,C13H24N2O10,681.66,6.54,811.717,Alcohol
Ethanol,C1H32N0O0,903.59,5.24,428.26,Hormone
Caffeine,C1H12N3O4,581.26,5.37,329.054,Hormone
Serotonin,C5H13N3O6,194.46,4.14,704.299,Hormone
Serotonin,C10H31N1O5,583.19,N/A,142.304,Carbohydrate
Caffeine,C11H24N4O5,574.23,N/A,920.159,Alcohol
Caffeine,C5H33N4O5,499.8,N/A,803.24,Neurotransmitter
Ethanol,C2H33N5O7,335.51,N/A,40.052,Alcohol
Ethanol,C13H16N5O10,981.16,1.4,783.487,Alcohol
Aspirin,C16H36N1O5,100.85,10.94,365.287,Neurotransmitter
Adenosine triphosphate,C17H17N3O4,550.78,12.91,155.926,Amide
Ethanol,C17H10N2O3,610.12,8.62,612.463,Lipid
Cholesterol,C1H38N0O2,724.4,N/A,177.57,Lipid
Serotonin,C17H2N2O7,664.63,13.17,102.788,Amide
Serotonin,C7H36N5O10,762.98,N/A,665.333,Amide
Ethanol,C10H30N3O9,928.43,9.35,467.948,Alcohol
Adrenaline,C18H21N4O5,259.51,11.34,317.437,Hormone
Ethanol,C13H5N5O5,726.87,3.56,341.175,Lipid
Glucose,C19H15N1O3,143.24,1.48,213.526,Alkaloid
Adrenaline,C8H12N0O2,950.88,7.23,436.59,Organic Compound
Glucose,C7H12N3O9,124.88,N/A,305.043,Amide
Urea,C10H35N3O8,829.39,7.54,802.405,Alcohol
Dopamine,C10H11N4O0,493.04,4.63,840.498,Neurotransmitter
Serotonin,C12H12N0O5,501.85,10.97,92.709,Lipid
Glucose,C1H25N1O2,956.63,2.2,842.245,Amide
Adrenaline,C7H10N1O5,348.11,N/A,344.914,Lipid
Dopamine,C8H8N2O0,935.02,4.71,445.321,Amide
Ethanol,C9H38N4O6,192.17,9.29,278.098,Alkaloid
