compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C4H7N2O6,634.46,4.62,664.584,Organic Compound
Adenosine triphosphate,C13H18N1O4,674.16,3.75,174.051,Carbohydrate
Adrenaline,C18H6N0O3,682.48,3.12,360.313,Nucleotide
Cholesterol,C1H8N4O1,189.68,9.87,834.92,Lipid
Cholesterol,C11H34N2O6,484.07,8.41,620.758,Alcohol
Dopamine,C2H35N5O6,639.83,11.34,773.806,Hormone
Urea,C20H7N3O9,141.38,13.26,224.692,Lipid
Dopamine,C4H3N0O3,572.76,8.94,845.698,Amide
Aspirin,C9H34N4O5,967.67,2.64,546.627,Carbohydrate
Adrenaline,C12H13N4O6,398.79,3.65,606.105,Alcohol
Aspirin,C11H1N4O9,275.54,7.5,506.069,Organic Compound
Dopamine,C2H25N1O9,423.49,2.13,566.623,Neurotransmitter
Adenosine triphosphate,C13H8N4O4,747.59,13.42,802.185,Carbohydrate
Aspirin,C14H2N3O6,853.43,4.76,458.338,Amide
Urea,C2H28N3O0,653.7,N/A,899.69,Alcohol
Caffeine,C20H26N3O5,203.22,8.05,711.585,Neurotransmitter
Dopamine,C10H35N4O3,744.96,N/A,780.314,Alkaloid
Cholesterol,C7H35N1O3,762.33,12.75,914.506,Carbohydrate
Serotonin,C12H37N5O9,634.44,12.02,244.422,Neurotransmitter
Adenosine triphosphate,C14H10N3O7,268.96,9.81,746.052,Carbohydrate
Cholesterol,C19H20N4O7,607.34,9.45,198.14,Carbohydrate
Aspirin,C16H14N2O5,219.19,11.33,900.201,Amide
Cholesterol,C9H8N1O2,213.04,N/A,252.937,Alkaloid
Aspirin,C18H20N0O2,591.07,6.43,446.474,Hormone
Caffeine,C8H26N1O3,240.58,N/A,619.471,Amide
Serotonin,C6H28N4O1,167.82,3.08,742.832,Amide
Caffeine,C10H3N2O5,993.47,6.22,179.09,Alkaloid
Ethanol,C2H13N1O6,167.95,12.02,789.308,Alcohol
Ethanol,C2H16N1O10,915.02,12.73,92.511,Organic Compound
Urea,C19H17N4O3,175.08,N/A,422.353,Lipid
Serotonin,C19H37N0O6,208.02,11.49,615.85,Hormone
Ethanol,C8H19N1O10,881.7,N/A,636.377,Alkaloid
Dopamine,C2H10N3O6,960.08,11.22,987.133,Neurotransmitter
Caffeine,C11H34N1O2,60.14,13.75,162.539,Amide
Caffeine,C13H36N1O4,93.19,10.48,97.705,Neurotransmitter
Cholesterol,C18H30N4O7,188.23,N/A,948.497,Amide
Aspirin,C14H26N1O0,498.97,N/A,139.23,Alcohol
Glucose,C18H19N4O1,683.64,N/A,638.791,Alkaloid
Aspirin,C19H22N1O6,668.69,6.6,956.412,Alkaloid
Glucose,C18H9N0O2,715.86,9.26,361.863,Neurotransmitter
Urea,C3H1N4O5,144.51,N/A,770.048,Nucleotide
Glucose,C2H27N2O3,887.08,2.01,388.124,Lipid
Urea,C12H22N3O8,344.0,11.33,854.57,Amide
Serotonin,C19H12N4O2,397.8,N/A,7.585,Amide
Dopamine,C13H9N3O5,282.71,1.96,767.643,Hormone
Aspirin,C18H13N0O1,170.78,13.44,642.287,Alcohol
Adenosine triphosphate,C14H18N3O1,458.7,2.98,813.958,Nucleotide
Ethanol,C5H9N3O4,944.44,4.03,679.746,Lipid
Urea,C19H13N3O7,721.52,6.09,466.593,Nucleotide
Adrenaline,C4H27N5O1,728.79,9.52,26.459,Lipid
Caffeine,C6H40N4O5,525.76,7.81,24.275,Organic Compound
Ethanol,C12H29N1O6,874.95,7.75,789.377,Alkaloid
Glucose,C18H40N4O0,651.58,8.27,944.22,Lipid
Glucose,C16H22N3O3,376.69,1.45,688.862,Neurotransmitter
Glucose,C11H38N5O5,452.31,5.46,827.666,Alkaloid
Serotonin,C13H16N0O7,551.8,1.92,489.161,Lipid
Urea,C9H33N5O4,445.66,3.95,839.159,Alkaloid
Ethanol,C13H6N5O2,200.76,13.67,260.241,Lipid
Serotonin,C4H32N4O3,141.7,3.99,212.647,Alkaloid
Cholesterol,C14H33N5O2,169.58,12.23,938.284,Alkaloid
Caffeine,C7H13N2O0,431.84,N/A,497.987,Hormone
Cholesterol,C7H40N3O10,156.99,9.34,422.332,Carbohydrate
Urea,C2H38N1O6,620.68,10.84,362.071,Neurotransmitter
Serotonin,C2H25N1O7,732.92,3.79,637.834,Amide
Adrenaline,C2H12N1O6,996.27,5.5,709.4,Hormone
Ethanol,C3H17N1O8,601.17,N/A,308.019,Alkaloid
Dopamine,C3H30N4O7,484.25,N/A,729.95,Amide
Caffeine,C14H18N0O8,74.83,N/A,509.404,Neurotransmitter
Cholesterol,C10H37N2O6,835.13,9.11,541.579,Alcohol
Cholesterol,C4H9N3O3,470.61,9.88,386.647,Amide
Dopamine,C15H9N5O5,431.0,5.84,658.161,Carbohydrate
Cholesterol,C16H20N5O10,192.72,7.8,202.471,Organic Compound
Adrenaline,C8H10N1O5,866.56,N/A,230.348,Amide
Adenosine triphosphate,C11H12N4O7,422.03,N/A,74.132,Lipid
Adenosine triphosphate,C12H38N2O1,626.11,4.22,967.12,Carbohydrate
Urea,C4H12N1O4,483.79,4.74,214.334,Amide
Dopamine,C4H33N5O7,850.6,7.24,192.321,Alkaloid
Adenosine triphosphate,C14H37N3O7,455.59,3.63,542.349,Lipid
Aspirin,C13H18N5O5,942.69,9.44,876.65,Hormone
Adrenaline,C12H2N3O5,976.27,11.5,16.258,Organic Compound
Adenosine triphosphate,C2H6N1O1,835.59,3.65,312.014,Hormone
Aspirin,C20H22N0O0,878.47,N/A,983.412,Carbohydrate
Dopamine,C18H26N3O6,808.91,3.25,147.248,Alcohol
Dopamine,C20H7N4O2,950.47,4.62,846.338,Carbohydrate
Aspirin,C9H29N3O3,503.47,N/A,691.753,Lipid
Ethanol,C19H14N0O3,718.62,3.41,979.681,Organic Compound
Adenosine triphosphate,C7H7N1O3,806.81,5.26,281.393,Nucleotide
Caffeine,C7H19N3O2,60.64,4.77,910.697,Amide
Cholesterol,C17H24N3O8,307.32,4.74,385.018,Nucleotide
Adrenaline,C3H31N0O2,64.59,7.81,961.439,Neurotransmitter
Caffeine,C10H21N1O0,857.57,8.08,236.152,Neurotransmitter
Serotonin,C4H12N2O3,104.1,3.43,2.761,Alkaloid
Serotonin,C16H13N0O1,920.0,9.51,826.027,Alkaloid
Ethanol,C11H5N5O4,402.77,N/A,594.365,Carbohydrate
Serotonin,C7H19N2O8,679.0,N/A,236.121,Neurotransmitter
Serotonin,C18H27N1O5,418.63,13.55,636.176,Alkaloid
Glucose,C13H30N4O3,728.91,10.83,965.202,Neurotransmitter
Cholesterol,C17H20N2O4,483.05,1.74,333.585,Lipid
Ethanol,C18H22N2O4,804.41,1.79,104.91,Nucleotide
Adenosine triphosphate,C16H23N1O2,239.74,13.17,850.492,Neurotransmitter
Aspirin,C8H35N0O8,955.38,7.35,506.681,Nucleotide
Aspirin,C4H22N2O6,977.16,N/A,34.934,Neurotransmitter
Aspirin,C17H5N0O5,342.65,3.36,747.958,Nucleotide
Urea,C7H37N1O1,361.49,4.32,80.956,Alcohol
Cholesterol,C13H39N1O10,647.69,2.31,708.598,Lipid
Adrenaline,C3H14N4O8,262.12,13.18,733.916,Carbohydrate
Caffeine,C9H22N3O8,495.17,5.17,800.599,Lipid
Urea,C18H24N0O0,529.42,6.81,912.176,Neurotransmitter
Urea,C9H31N4O0,731.83,5.74,426.523,Hormone
Cholesterol,C15H35N5O4,675.89,11.69,35.209,Nucleotide
Ethanol,C2H2N1O9,435.37,5.9,136.87,Alcohol
Aspirin,C4H16N4O4,257.08,1.07,101.356,Lipid
Urea,C13H2N3O8,407.14,9.22,790.222,Carbohydrate
Serotonin,C15H35N2O2,372.87,7.5,379.628,Alcohol
Adenosine triphosphate,C17H17N5O5,584.43,N/A,360.64,Hormone
Caffeine,C3H33N0O7,624.31,2.06,385.082,Lipid
Glucose,C6H7N4O5,230.54,N/A,940.373,Alcohol
Serotonin,C9H1N0O2,657.73,13.31,764.814,Alkaloid
Adrenaline,C15H16N4O9,337.48,10.15,322.483,Alcohol
Dopamine,C10H27N2O0,334.77,4.33,212.599,Organic Compound
Adrenaline,C3H31N5O10,234.99,13.61,151.961,Neurotransmitter
Aspirin,C10H23N2O10,91.02,12.65,249.283,Lipid
Aspirin,C9H40N1O0,551.0,13.32,817.159,Nucleotide
Adenosine triphosphate,C13H27N3O4,125.05,8.64,388.969,Alcohol
Cholesterol,C14H20N2O6,624.29,N/A,654.991,Nucleotide
Aspirin,C8H39N1O8,793.65,10.56,886.652,Organic Compound
Cholesterol,C5H11N3O1,271.4,6.09,129.45,Alcohol
Ethanol,C15H34N2O2,332.23,6.24,75.143,Neurotransmitter
Urea,C13H28N4O3,634.79,8.21,923.891,Organic Compound
Caffeine,C11H5N5O4,536.84,10.11,64.13,Alcohol
Adrenaline,C1H14N5O1,698.11,11.29,333.504,Organic Compound
Glucose,C19H37N1O8,812.43,5.08,194.01,Lipid
Cholesterol,C10H19N2O9,499.06,13.21,704.814,Alcohol
Ethanol,C18H5N5O4,203.44,4.4,200.94,Hormone
Ethanol,C18H28N2O5,426.42,7.84,119.756,Hormone
Dopamine,C7H9N5O10,627.97,5.33,772.746,Hormone
Serotonin,C3H27N1O10,104.37,14.0,654.842,Nucleotide
Caffeine,C7H20N0O1,339.51,N/A,652.09,Amide
Glucose,C18H28N0O2,488.17,N/A,601.16,Organic Compound
Urea,C8H19N4O8,785.63,11.84,112.257,Organic Compound
Serotonin,C10H31N2O9,464.88,7.99,608.131,Alcohol
Adrenaline,C12H40N5O0,161.99,5.38,499.186,Lipid
Dopamine,C10H20N0O4,104.8,5.24,444.006,Nucleotide
Urea,C12H1N3O3,490.11,3.3,32.297,Alkaloid
Urea,C1H4N3O7,657.8,2.15,337.387,Nucleotide
Ethanol,C6H9N4O2,668.48,N/A,341.886,Nucleotide
Serotonin,C11H14N5O0,908.5,3.47,873.238,Nucleotide
Adrenaline,C7H39N1O5,318.0,6.01,414.433,Amide
Urea,C10H27N5O4,882.59,N/A,49.214,Hormone
Aspirin,C20H34N0O1,672.41,13.02,265.676,Alcohol
Adrenaline,C7H24N5O5,581.52,9.58,981.925,Alkaloid
Aspirin,C5H31N4O9,83.26,2.06,586.146,Alcohol
Cholesterol,C3H2N0O10,942.57,10.0,928.988,Neurotransmitter
Ethanol,C11H3N5O8,835.33,N/A,745.279,Nucleotide
Adrenaline,C16H9N1O4,869.03,13.47,495.967,Amide
Ethanol,C10H1N0O7,573.16,8.54,976.563,Organic Compound
Dopamine,C5H19N1O6,443.71,5.75,108.633,Carbohydrate
Caffeine,C7H18N0O10,437.63,12.15,652.722,Amide
Aspirin,C4H37N2O10,927.74,11.98,505.831,Amide
Ethanol,C13H37N2O1,712.33,N/A,572.915,Alkaloid
Urea,C20H22N0O2,200.9,6.4,495.15,Hormone
Caffeine,C16H10N0O0,988.01,4.39,864.881,Amide
Cholesterol,C7H13N1O1,180.76,2.0,83.579,Nucleotide
Urea,C7H11N3O6,858.46,7.75,435.574,Hormone
Serotonin,C6H29N0O9,881.53,N/A,583.878,Alcohol
Serotonin,C16H38N4O8,771.4,7.54,230.894,Lipid
Adenosine triphosphate,C5H15N0O6,435.4,N/A,963.38,Amide
Dopamine,C19H20N3O2,112.16,4.3,125.788,Lipid
Serotonin,C12H33N3O3,443.72,5.47,504.161,Carbohydrate
Cholesterol,C15H18N0O10,175.0,N/A,603.625,Carbohydrate
Adenosine triphosphate,C8H40N5O1,411.96,12.76,814.865,Carbohydrate
Adrenaline,C2H13N2O4,267.99,N/A,683.323,Nucleotide
Glucose,C1H26N4O1,400.83,4.54,225.603,Amide
Serotonin,C7H32N1O0,672.3,N/A,658.835,Hormone
Adenosine triphosphate,C9H32N4O2,532.32,9.57,987.998,Amide
Adrenaline,C2H7N0O5,477.29,12.33,703.788,Alkaloid
Adrenaline,C18H23N5O7,974.91,11.51,484.301,Neurotransmitter
Serotonin,C1H6N2O4,658.06,2.66,456.285,Alcohol
Dopamine,C16H32N2O8,93.97,10.85,856.127,Amide
Urea,C9H30N5O7,645.41,2.05,157.396,Organic Compound
Adenosine triphosphate,C15H10N2O9,140.58,9.38,399.451,Hormone
Adenosine triphosphate,C16H18N4O5,548.78,6.97,71.685,Organic Compound
Adenosine triphosphate,C7H17N5O1,279.41,13.3,492.403,Carbohydrate
Aspirin,C13H22N5O8,604.8,4.81,52.914,Amide
Aspirin,C6H15N1O3,235.45,N/A,43.715,Hormone
Ethanol,C5H28N4O9,503.61,9.39,19.443,Nucleotide
Adenosine triphosphate,C5H24N3O7,352.9,9.08,29.103,Hormone
Urea,C8H9N2O9,934.12,11.45,36.297,Lipid
Aspirin,C2H40N2O1,346.0,5.38,754.257,Alcohol
Ethanol,C20H21N2O3,847.52,9.09,54.763,Carbohydrate
Serotonin,C17H5N4O9,981.55,N/A,772.282,Neurotransmitter
Ethanol,C14H37N1O6,399.21,9.7,448.327,Hormone
Cholesterol,C6H18N2O7,729.06,5.64,870.0,Lipid
Ethanol,C17H11N3O7,471.97,4.09,473.975,Alcohol
Serotonin,C2H8N4O0,763.6,2.6,521.523,Alkaloid
Dopamine,C2H2N3O2,885.91,8.56,628.141,Hormone
Dopamine,C17H33N3O7,53.6,13.97,430.606,Nucleotide
Cholesterol,C16H38N5O3,182.88,11.36,51.705,Hormone
Urea,C15H19N4O3,854.38,11.9,314.229,Nucleotide
Adrenaline,C9H26N2O7,816.03,13.33,261.008,Lipid
Caffeine,C20H11N1O3,74.41,9.71,299.643,Carbohydrate
Adrenaline,C10H1N2O4,101.34,N/A,424.161,Alcohol
Adrenaline,C13H32N2O8,827.36,5.97,152.105,Alkaloid
Serotonin,C1H12N3O2,565.36,N/A,16.864,Carbohydrate
Urea,C5H3N4O4,255.94,N/A,368.918,Nucleotide
Adrenaline,C20H19N4O4,452.98,7.9,750.173,Neurotransmitter
Dopamine,C12H27N3O5,947.92,4.44,54.875,Organic Compound
Urea,C17H16N3O2,136.06,N/A,598.372,Nucleotide
Adenosine triphosphate,C4H11N2O0,412.03,9.24,540.086,Lipid
Dopamine,C13H26N5O8,535.95,10.74,159.367,Alkaloid
Glucose,C10H1N1O4,236.63,3.56,641.506,Amide
Ethanol,C12H9N3O5,299.18,10.37,382.564,Alkaloid
Serotonin,C8H1N0O1,713.17,8.74,99.109,Hormone
Serotonin,C12H4N4O5,200.76,10.33,845.848,Nucleotide
Serotonin,C19H9N1O2,848.66,6.53,551.063,Alkaloid
Serotonin,C18H18N4O5,429.82,N/A,556.066,Alkaloid
Glucose,C11H9N5O8,670.75,4.23,888.7,Amide
Glucose,C11H18N0O2,323.76,3.4,52.017,Alcohol
Serotonin,C10H31N4O2,445.59,13.15,586.191,Organic Compound
Ethanol,C5H14N3O2,363.18,5.89,891.946,Alcohol
