compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C19H16N5O1,92.07,12.15,856.484,Nucleotide
Cholesterol,C5H28N4O5,765.43,11.48,639.794,Amide
Adrenaline,C1H15N2O9,854.56,N/A,780.781,Carbohydrate
Urea,C8H3N5O7,363.92,N/A,347.9,Organic Compound
Glucose,C18H8N2O1,657.16,8.97,805.364,Alcohol
Adenosine triphosphate,C4H17N3O3,910.9,N/A,303.019,Organic Compound
Adenosine triphosphate,C20H29N4O1,54.35,12.42,794.254,Nucleotide
Serotonin,C3H3N4O3,952.68,10.8,863.171,Neurotransmitter
Aspirin,C6H7N3O9,957.29,1.65,598.512,Alkaloid
Ethanol,C12H20N2O3,782.21,N/A,637.376,Organic Compound
Ethanol,C20H6N3O2,701.14,7.83,504.988,Neurotransmitter
Cholesterol,C14H12N4O0,482.76,9.89,741.69,Nucleotide
Glucose,C1H32N4O2,499.45,1.81,267.078,Alkaloid
Ethanol,C11H16N1O3,276.57,2.74,420.263,Alkaloid
Urea,C20H13N4O9,969.67,6.77,971.754,Neurotransmitter
Caffeine,C11H31N2O10,355.71,10.18,144.014,Carbohydrate
Aspirin,C17H33N1O2,414.07,N/A,657.273,Hormone
Dopamine,C17H7N3O6,331.58,6.99,946.585,Nucleotide
Glucose,C2H28N3O7,807.49,5.91,482.182,Nucleotide
Glucose,C16H17N3O3,940.73,5.05,256.207,Carbohydrate
Glucose,C1H16N3O4,792.52,8.21,852.698,Lipid
Urea,C11H20N3O5,564.34,N/A,944.922,Lipid
Dopamine,C18H5N5O8,734.29,13.21,194.787,Alcohol
Adenosine triphosphate,C11H40N4O7,619.79,12.75,808.151,Hormone
Adenosine triphosphate,C18H39N0O3,683.99,13.06,997.265,Alkaloid
Ethanol,C14H33N4O4,214.37,8.46,168.111,Hormone
Caffeine,C14H14N1O0,332.05,11.65,365.255,Alcohol
Glucose,C18H2N1O4,173.05,10.92,61.532,Neurotransmitter
Adenosine triphosphate,C9H33N2O2,427.66,9.74,357.907,Carbohydrate
Serotonin,C6H11N0O0,756.0,N/A,739.042,Alkaloid
Glucose,C16H7N4O0,617.37,11.48,731.116,Organic Compound
Ethanol,C4H31N5O9,515.37,1.56,468.042,Alcohol
Glucose,C9H6N0O9,572.22,2.57,924.694,Amide
Adrenaline,C18H32N4O6,474.1,11.86,702.049,Alkaloid
Caffeine,C6H30N2O7,373.39,2.43,259.003,Carbohydrate
Cholesterol,C10H4N0O1,158.78,N/A,969.424,Organic Compound
Glucose,C5H19N2O10,332.1,10.57,69.037,Alcohol
Dopamine,C18H36N3O9,893.13,11.32,411.069,Hormone
Adrenaline,C12H13N4O7,710.73,1.94,302.201,Organic Compound
Serotonin,C1H39N0O10,660.11,9.92,793.912,Neurotransmitter
Dopamine,C7H25N5O5,892.61,N/A,57.795,Alkaloid
Caffeine,C3H36N1O10,229.64,12.66,913.852,Amide
Adenosine triphosphate,C9H13N5O2,985.77,3.71,816.749,Organic Compound
Adenosine triphosphate,C12H19N4O8,593.13,11.06,596.827,Alkaloid
Glucose,C8H14N0O6,559.24,13.72,984.08,Nucleotide
Urea,C16H27N4O6,992.16,11.91,395.732,Carbohydrate
Adenosine triphosphate,C7H39N3O3,535.55,12.04,614.721,Amide
Adenosine triphosphate,C8H4N4O8,256.72,3.41,454.439,Neurotransmitter
Aspirin,C2H21N0O4,661.47,8.56,588.91,Alkaloid
Adenosine triphosphate,C17H40N1O9,391.72,3.0,796.345,Alkaloid
Glucose,C9H18N5O3,525.94,11.62,736.766,Alcohol
Glucose,C13H20N3O0,425.25,1.76,525.899,Lipid
Aspirin,C3H12N5O0,297.27,4.8,162.973,Nucleotide
Aspirin,C6H23N1O4,875.28,2.69,32.049,Alcohol
Ethanol,C6H19N4O2,909.1,7.12,197.828,Alkaloid
Ethanol,C12H15N5O3,113.39,10.26,574.397,Hormone
Glucose,C7H30N1O4,65.96,7.09,765.242,Organic Compound
Aspirin,C14H24N4O4,415.12,13.49,311.813,Hormone
Urea,C11H28N4O5,396.96,7.75,918.917,Amide
Aspirin,C5H23N0O9,365.44,12.07,709.689,Nucleotide
Urea,C5H6N3O6,72.02,8.75,740.899,Lipid
Cholesterol,C7H24N1O7,951.23,9.61,320.831,Lipid
Adenosine triphosphate,C4H30N4O3,320.11,7.2,562.874,Amide
Glucose,C4H5N4O8,835.8,7.78,602.872,Alcohol
Cholesterol,C7H5N4O9,570.4,6.94,746.665,Alkaloid
Ethanol,C5H5N4O8,364.25,2.7,171.736,Organic Compound
Adenosine triphosphate,C2H35N4O9,627.18,8.98,813.823,Amide
Adrenaline,C16H22N0O6,640.91,6.27,507.862,Neurotransmitter
Cholesterol,C16H6N1O8,494.52,10.93,389.464,Amide
Ethanol,C2H29N3O7,223.72,1.21,559.356,Lipid
Cholesterol,C20H22N1O3,573.33,N/A,511.135,Nucleotide
Cholesterol,C7H18N2O10,102.6,1.34,44.757,Lipid
Serotonin,C7H18N0O1,369.36,13.52,155.798,Organic Compound
Adrenaline,C1H19N5O7,788.11,8.8,934.673,Amide
Serotonin,C20H24N0O0,552.41,11.86,187.465,Organic Compound
Urea,C4H31N1O9,264.62,10.59,745.146,Organic Compound
Aspirin,C5H6N0O10,600.61,12.45,430.301,Organic Compound
Serotonin,C5H6N5O6,418.89,1.07,849.99,Nucleotide
Aspirin,C8H9N3O8,638.24,N/A,212.873,Lipid
Caffeine,C4H14N5O4,295.96,9.63,617.386,Neurotransmitter
Ethanol,C2H25N0O8,453.06,N/A,378.053,Amide
Dopamine,C8H34N0O9,226.09,10.48,650.097,Alcohol
Serotonin,C2H8N4O10,552.56,N/A,308.118,Lipid
Aspirin,C1H9N4O8,349.86,N/A,315.278,Alkaloid
Ethanol,C8H7N3O2,437.5,8.53,502.584,Organic Compound
Glucose,C20H22N2O10,455.27,N/A,81.231,Hormone
Adrenaline,C19H16N4O5,172.32,N/A,83.211,Amide
Dopamine,C3H19N4O3,998.49,N/A,549.435,Nucleotide
Glucose,C11H33N4O8,771.47,2.81,914.447,Lipid
Aspirin,C11H36N4O0,332.31,8.59,169.641,Neurotransmitter
Adenosine triphosphate,C18H5N0O9,557.92,13.86,908.399,Alcohol
Serotonin,C12H33N4O0,446.23,N/A,940.539,Carbohydrate
Dopamine,C18H2N5O9,166.01,1.12,303.103,Carbohydrate
Aspirin,C15H7N2O6,883.46,N/A,611.457,Lipid
Adrenaline,C1H20N0O2,242.68,11.66,182.717,Organic Compound
Adrenaline,C20H30N1O9,650.6,N/A,783.877,Carbohydrate
Urea,C8H12N3O5,484.33,12.14,230.234,Amide
Adrenaline,C5H24N4O9,718.68,1.03,516.153,Neurotransmitter
Dopamine,C3H12N5O10,895.64,4.85,545.642,Hormone
Serotonin,C3H28N5O2,299.85,9.45,920.707,Alkaloid
Glucose,C8H10N2O2,679.0,10.87,971.593,Alkaloid
Adrenaline,C10H31N3O1,910.92,8.34,966.003,Amide
Dopamine,C3H34N5O1,270.74,2.23,388.412,Alkaloid
Glucose,C16H28N3O5,212.52,1.96,520.989,Hormone
Aspirin,C8H34N4O2,412.06,5.02,687.908,Lipid
Adrenaline,C5H25N1O0,449.46,10.5,111.168,Carbohydrate
Ethanol,C8H32N0O9,678.73,9.29,592.251,Amide
Urea,C13H2N4O3,902.39,2.38,702.024,Alcohol
Adrenaline,C1H6N5O3,645.91,N/A,500.282,Hormone
Serotonin,C16H18N3O9,233.08,4.7,709.165,Nucleotide
Aspirin,C8H35N0O5,518.25,1.35,349.133,Carbohydrate
Glucose,C7H15N1O0,177.69,N/A,393.664,Lipid
Serotonin,C8H26N3O4,510.91,4.22,868.305,Hormone
Aspirin,C12H23N5O7,908.68,9.94,363.338,Carbohydrate
Adrenaline,C3H11N2O5,971.96,4.52,198.064,Hormone
Adenosine triphosphate,C6H24N5O4,657.21,2.78,122.705,Amide
Ethanol,C17H19N0O8,661.43,N/A,149.442,Neurotransmitter
Adenosine triphosphate,C11H30N3O7,69.76,N/A,316.107,Lipid
Urea,C10H5N4O7,579.24,7.64,626.329,Carbohydrate
Cholesterol,C18H15N0O10,574.59,N/A,148.776,Nucleotide
Adenosine triphosphate,C8H39N3O7,220.8,3.22,364.992,Carbohydrate
Urea,C8H2N2O10,378.13,9.9,332.681,Alkaloid
Ethanol,C7H14N3O1,767.98,N/A,148.268,Alcohol
Dopamine,C10H18N1O7,855.23,1.77,404.713,Nucleotide
Serotonin,C8H40N3O8,238.81,6.48,255.83,Neurotransmitter
Ethanol,C18H14N1O8,703.59,N/A,120.204,Neurotransmitter
Urea,C12H4N3O4,652.54,2.31,110.182,Nucleotide
Aspirin,C18H27N4O9,407.09,12.66,714.59,Hormone
Adrenaline,C20H21N5O5,884.1,10.25,680.573,Amide
Serotonin,C15H4N3O2,531.16,4.14,991.597,Carbohydrate
Glucose,C17H30N4O1,801.8,4.88,577.705,Alcohol
Adrenaline,C6H3N3O4,698.46,N/A,633.345,Alkaloid
Caffeine,C16H24N5O4,603.71,N/A,510.728,Alcohol
Dopamine,C7H17N2O4,173.62,11.54,810.528,Amide
Dopamine,C17H32N3O10,326.01,7.4,829.074,Neurotransmitter
Urea,C19H8N2O6,565.76,11.09,159.619,Alkaloid
Adenosine triphosphate,C1H4N5O6,985.72,11.21,806.854,Carbohydrate
Serotonin,C8H25N1O9,679.61,11.56,670.768,Alcohol
Adenosine triphosphate,C14H9N3O2,416.03,8.83,104.542,Neurotransmitter
Caffeine,C3H27N2O2,891.45,N/A,938.34,Alkaloid
Ethanol,C5H38N4O0,482.9,12.72,854.316,Alcohol
