compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C2H40N2O4,308.83,8.55,776.119,Alkaloid
Dopamine,C1H33N1O5,896.37,11.91,739.394,Neurotransmitter
Adenosine triphosphate,C17H6N2O8,140.06,13.91,202.936,Alkaloid
Dopamine,C8H33N2O0,124.69,2.87,247.896,Carbohydrate
Aspirin,C15H24N3O10,381.42,8.91,258.954,Carbohydrate
Cholesterol,C3H7N0O10,160.83,12.82,996.357,Organic Compound
Aspirin,C1H8N4O5,133.07,N/A,834.643,Neurotransmitter
Caffeine,C15H11N4O8,282.15,8.1,904.342,Alcohol
Glucose,C19H5N3O1,713.51,5.48,483.226,Alkaloid
Glucose,C1H28N1O7,664.28,11.75,106.264,Alcohol
Adrenaline,C2H21N1O10,577.58,7.08,87.208,Alkaloid
Dopamine,C1H10N3O7,966.31,N/A,534.756,Carbohydrate
Adrenaline,C11H26N1O7,332.33,8.77,844.775,Alkaloid
Aspirin,C5H26N2O7,244.62,6.41,499.024,Nucleotide
Serotonin,C7H30N5O1,390.95,1.57,369.245,Organic Compound
Adrenaline,C5H27N0O2,518.03,12.74,0.499,Carbohydrate
Urea,C16H13N2O3,296.67,N/A,187.127,Alkaloid
Caffeine,C20H4N3O3,282.94,13.2,70.255,Carbohydrate
Caffeine,C6H27N3O2,211.46,N/A,921.309,Hormone
Glucose,C12H12N3O9,390.16,9.44,359.635,Nucleotide
Adrenaline,C9H24N0O1,639.5,11.45,3.475,Alkaloid
Caffeine,C13H34N3O8,230.69,N/A,839.27,Lipid
Adenosine triphosphate,C11H29N2O7,274.83,9.13,683.98,Organic Compound
Adenosine triphosphate,C19H36N2O6,397.6,3.68,721.625,Lipid
Cholesterol,C19H12N0O8,266.18,10.52,978.757,Hormone
Dopamine,C9H28N1O10,67.24,8.55,221.537,Amide
Ethanol,C10H26N2O2,173.01,5.95,946.258,Carbohydrate
Caffeine,C2H34N2O8,768.66,13.6,537.495,Alcohol
Glucose,C14H31N3O2,881.83,2.19,587.441,Neurotransmitter
Serotonin,C10H11N4O2,607.47,4.9,307.775,Alkaloid
Caffeine,C10H24N1O7,605.28,N/A,61.592,Neurotransmitter
Cholesterol,C17H29N0O9,377.38,2.51,235.914,Amide
Ethanol,C8H22N0O0,94.81,N/A,765.94,Hormone
Adrenaline,C4H6N1O7,493.74,1.9,156.044,Lipid
Glucose,C2H30N2O5,408.82,5.73,368.776,Amide
Caffeine,C10H16N2O3,305.31,4.95,295.01,Alcohol
Aspirin,C19H25N2O9,930.67,10.0,845.819,Neurotransmitter
Serotonin,C13H26N0O8,470.7,6.4,980.658,Alcohol
Ethanol,C20H37N2O4,602.38,2.01,252.379,Alcohol
