compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C4H30N5O9,881.07,13.01,101.92,Neurotransmitter
Cholesterol,C13H39N0O3,121.39,12.05,601.069,Amide
Dopamine,C20H5N1O7,660.96,N/A,80.944,Alkaloid
Dopamine,C14H26N2O9,725.1,13.84,765.236,Lipid
Caffeine,C20H2N0O10,921.06,8.62,771.807,Hormone
Dopamine,C1H2N4O5,727.29,1.43,225.878,Carbohydrate
Cholesterol,C19H12N4O1,164.32,5.25,207.297,Alcohol
Serotonin,C5H22N3O0,445.55,13.95,575.178,Hormone
Adrenaline,C5H16N5O4,198.86,N/A,164.273,Alcohol
Ethanol,C11H4N3O9,289.99,3.98,139.414,Alcohol
Dopamine,C15H15N4O7,696.69,2.55,652.834,Hormone
Caffeine,C7H3N1O2,69.89,9.82,592.053,Nucleotide
Dopamine,C11H15N5O3,182.96,8.59,749.648,Alcohol
Aspirin,C19H32N1O3,451.69,11.52,489.735,Neurotransmitter
Dopamine,C20H15N3O3,847.77,13.99,712.22,Alcohol
Cholesterol,C19H3N0O0,144.57,8.71,120.456,Amide
Dopamine,C3H11N2O7,743.76,N/A,736.107,Organic Compound
Caffeine,C10H10N5O0,189.84,9.74,229.753,Nucleotide
Adenosine triphosphate,C17H10N3O2,585.24,13.44,381.466,Carbohydrate
Urea,C20H21N4O3,681.74,11.77,231.371,Neurotransmitter
Glucose,C7H30N4O4,491.21,9.27,391.749,Nucleotide
Serotonin,C18H28N1O8,559.56,3.92,269.384,Hormone
Dopamine,C16H18N0O4,556.7,9.4,650.782,Alcohol
Glucose,C19H40N1O2,221.69,N/A,600.687,Carbohydrate
Serotonin,C10H40N2O5,714.71,11.21,773.115,Carbohydrate
Adrenaline,C2H2N4O10,223.91,10.57,534.371,Hormone
Caffeine,C3H3N4O3,479.9,12.52,881.433,Nucleotide
Caffeine,C17H26N2O5,997.41,12.68,821.784,Amide
Cholesterol,C18H29N1O8,247.87,7.28,320.924,Organic Compound
Aspirin,C8H4N0O5,390.33,10.48,497.477,Alcohol
Cholesterol,C18H6N2O6,593.19,N/A,86.208,Alkaloid
Ethanol,C11H12N2O4,608.84,5.0,319.993,Lipid
Urea,C14H16N0O0,132.49,7.73,243.233,Hormone
Ethanol,C13H35N2O0,245.86,5.7,655.905,Carbohydrate
Caffeine,C3H29N0O9,543.98,9.18,803.402,Amide
Urea,C8H40N0O1,437.73,1.67,555.045,Neurotransmitter
Caffeine,C10H11N2O1,213.81,12.0,755.742,Neurotransmitter
Urea,C4H25N3O7,314.79,2.82,729.49,Amide
Serotonin,C19H10N0O9,325.45,8.82,786.479,Organic Compound
Glucose,C16H18N0O1,284.47,4.59,666.286,Amide
Urea,C15H23N4O6,361.18,7.88,241.988,Carbohydrate
Caffeine,C13H35N1O1,355.96,N/A,33.563,Nucleotide
Caffeine,C13H4N5O6,643.56,11.23,493.734,Nucleotide
Cholesterol,C16H5N5O10,76.86,5.4,389.153,Organic Compound
Caffeine,C18H13N0O9,587.39,8.41,205.675,Hormone
Caffeine,C4H7N2O8,627.83,N/A,437.634,Neurotransmitter
Serotonin,C3H1N1O10,484.83,11.44,715.954,Amide
Adrenaline,C8H17N5O6,720.54,8.4,459.179,Organic Compound
Aspirin,C10H31N4O7,267.79,N/A,918.931,Alkaloid
