compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C19H38N5O2,334.26,6.66,781.469,Carbohydrate
Dopamine,C18H33N3O2,776.26,8.09,804.494,Amide
Serotonin,C9H6N4O6,896.04,4.54,148.41,Hormone
Glucose,C12H17N2O9,447.04,N/A,979.251,Amide
Ethanol,C8H22N1O4,769.72,8.98,394.77,Alkaloid
Glucose,C12H30N2O4,917.53,9.66,304.228,Nucleotide
Cholesterol,C2H6N5O10,288.13,12.94,550.402,Alkaloid
Ethanol,C19H2N3O3,89.5,8.69,915.846,Lipid
Glucose,C17H27N1O5,804.28,11.38,862.019,Nucleotide
Dopamine,C6H15N1O4,616.49,N/A,223.712,Alcohol
Urea,C3H31N3O3,849.0,13.26,895.737,Nucleotide
Adenosine triphosphate,C17H33N3O9,632.1,4.73,402.869,Hormone
Glucose,C10H34N5O10,419.13,2.41,390.029,Lipid
Serotonin,C14H9N1O6,967.02,6.41,197.374,Carbohydrate
Aspirin,C1H18N4O10,651.05,2.73,687.463,Nucleotide
Dopamine,C12H11N2O1,317.32,13.3,642.824,Organic Compound
Serotonin,C9H8N4O2,957.65,8.42,603.425,Hormone
Ethanol,C17H34N2O10,941.23,13.0,951.119,Alcohol
Glucose,C9H22N4O8,578.54,5.35,444.349,Amide
Ethanol,C9H9N1O1,211.77,2.54,154.789,Neurotransmitter
Caffeine,C9H20N3O8,977.42,N/A,227.578,Alkaloid
Glucose,C13H3N2O0,478.84,N/A,238.918,Alcohol
Dopamine,C4H38N2O3,180.07,N/A,741.181,Alcohol
Aspirin,C7H20N4O10,247.0,7.96,983.616,Amide
Cholesterol,C3H24N0O5,967.12,2.74,296.396,Alcohol
Adrenaline,C13H3N1O8,882.85,N/A,123.235,Neurotransmitter
Aspirin,C9H26N4O3,359.87,10.97,735.586,Nucleotide
Caffeine,C18H12N4O5,242.0,2.37,585.316,Carbohydrate
Adenosine triphosphate,C1H34N2O5,872.96,N/A,698.529,Carbohydrate
Ethanol,C1H25N0O0,128.96,12.38,784.14,Alcohol
Glucose,C3H36N3O7,212.71,5.54,832.2,Hormone
Serotonin,C6H4N4O6,450.44,10.34,830.215,Alkaloid
Serotonin,C11H2N1O6,333.7,13.23,809.501,Lipid
Aspirin,C6H39N1O9,127.96,1.96,609.241,Alkaloid
Ethanol,C12H40N2O1,598.31,9.79,482.705,Neurotransmitter
Adenosine triphosphate,C4H11N4O5,250.17,4.56,311.012,Neurotransmitter
Caffeine,C3H26N2O2,334.81,N/A,906.393,Nucleotide
Dopamine,C15H22N0O9,551.4,N/A,861.374,Organic Compound
Urea,C4H18N4O10,601.21,9.02,88.52,Lipid
Cholesterol,C8H13N4O4,917.32,7.26,258.029,Alkaloid
Aspirin,C15H33N1O0,531.48,N/A,918.115,Carbohydrate
Glucose,C9H17N3O9,301.16,1.93,807.948,Alcohol
Ethanol,C17H20N0O9,230.62,2.63,542.664,Nucleotide
Adenosine triphosphate,C5H30N5O6,448.66,3.57,999.402,Hormone
Aspirin,C2H23N4O2,307.6,6.01,989.497,Nucleotide
Serotonin,C19H31N0O9,165.64,4.65,333.687,Organic Compound
Adrenaline,C5H30N5O8,91.26,N/A,593.667,Organic Compound
Adenosine triphosphate,C9H7N1O5,90.45,13.55,387.37,Carbohydrate
Serotonin,C9H29N3O3,235.0,N/A,889.117,Nucleotide
Caffeine,C16H3N3O2,652.2,N/A,228.894,Organic Compound
Adrenaline,C5H2N0O4,919.67,13.07,845.717,Amide
Ethanol,C3H31N3O9,594.02,6.29,614.497,Hormone
Glucose,C1H34N1O3,920.61,N/A,575.494,Alkaloid
Caffeine,C5H38N2O0,311.63,N/A,90.203,Lipid
