compound,formula,mw,pka,solubility_mg_ml,class
Dopamine,C10H26N0O10,93.44,3.88,822.724,Alkaloid
Ethanol,C14H25N2O7,971.78,5.13,374.961,Lipid
Adrenaline,C17H27N4O2,260.94,10.59,790.366,Organic Compound
Glucose,C18H38N1O1,593.98,2.48,548.518,Nucleotide
Dopamine,C1H31N2O2,737.52,7.46,376.989,Alkaloid
Adenosine triphosphate,C10H12N4O3,379.6,7.47,511.417,Amide
Urea,C14H10N5O2,890.49,6.73,675.868,Amide
Urea,C15H21N5O9,449.75,3.65,73.157,Organic Compound
Cholesterol,C3H38N4O8,542.21,13.77,346.206,Nucleotide
Cholesterol,C10H33N4O7,900.6,10.39,424.366,Neurotransmitter
Cholesterol,C19H33N0O0,138.44,N/A,27.214,Lipid
Urea,C13H4N3O6,337.39,3.79,47.863,Hormone
Glucose,C4H15N4O10,669.53,11.88,166.907,Alcohol
Adenosine triphosphate,C15H21N2O0,299.76,12.9,992.225,Alkaloid
Adrenaline,C19H16N5O6,177.9,12.96,794.209,Lipid
Urea,C9H29N2O3,190.07,6.72,717.705,Lipid
Aspirin,C18H6N3O0,373.37,N/A,657.249,Hormone
Ethanol,C14H15N0O7,972.78,7.17,617.946,Carbohydrate
Adrenaline,C6H3N4O1,475.23,13.91,631.133,Nucleotide
Urea,C12H8N5O4,846.03,9.71,407.351,Organic Compound
Ethanol,C5H25N0O6,878.64,9.7,844.959,Nucleotide
Urea,C16H4N5O5,844.24,N/A,969.009,Hormone
Serotonin,C19H37N0O4,424.31,8.23,395.589,Alcohol
Aspirin,C7H28N0O4,722.37,10.33,179.665,Neurotransmitter
Adenosine triphosphate,C12H27N4O9,683.86,11.31,670.126,Nucleotide
Glucose,C12H18N4O10,917.44,9.34,506.993,Neurotransmitter
Cholesterol,C3H27N5O5,76.91,N/A,324.767,Organic Compound
Serotonin,C1H34N1O9,419.03,11.6,611.261,Carbohydrate
Aspirin,C11H21N5O0,560.35,10.93,187.982,Hormone
Adrenaline,C7H10N1O6,994.36,11.27,507.513,Alcohol
Ethanol,C2H40N3O5,668.19,N/A,101.856,Nucleotide
Dopamine,C14H34N3O1,868.58,10.01,639.731,Lipid
Dopamine,C1H26N0O4,786.95,N/A,477.682,Neurotransmitter
Glucose,C16H30N1O3,87.29,7.97,691.299,Organic Compound
Adenosine triphosphate,C19H4N5O9,455.72,7.89,277.84,Alcohol
Ethanol,C17H25N4O2,808.95,N/A,264.047,Amide
Urea,C9H11N1O4,676.59,7.84,551.983,Lipid
Aspirin,C6H32N0O8,164.96,N/A,352.421,Organic Compound
Aspirin,C14H19N5O1,123.24,12.85,196.45,Carbohydrate
Adenosine triphosphate,C18H10N1O9,639.33,N/A,1.389,Alkaloid
Cholesterol,C11H14N4O2,994.9,6.35,569.625,Hormone
Glucose,C2H8N4O6,669.61,8.52,54.758,Hormone
Caffeine,C8H32N5O3,897.18,6.95,865.791,Amide
Caffeine,C5H28N0O1,96.47,5.52,619.545,Alcohol
Dopamine,C4H28N5O8,562.08,11.42,496.227,Alkaloid
Serotonin,C17H27N0O1,648.69,1.07,27.015,Lipid
Urea,C13H39N1O7,983.21,13.33,600.085,Neurotransmitter
Aspirin,C6H1N5O8,50.17,N/A,296.629,Amide
Ethanol,C11H3N3O4,912.97,3.12,325.179,Organic Compound
Aspirin,C7H40N0O7,612.11,6.96,83.436,Alcohol
Urea,C1H15N3O7,64.69,1.06,346.422,Nucleotide
Urea,C18H11N1O5,408.28,7.98,742.876,Amide
Caffeine,C18H37N1O7,233.9,9.65,396.071,Amide
Glucose,C13H13N2O8,163.52,4.56,317.592,Neurotransmitter
Cholesterol,C5H37N3O8,109.62,N/A,621.827,Lipid
Urea,C3H12N1O0,739.61,11.27,809.593,Lipid
Dopamine,C17H15N0O5,543.91,8.99,802.222,Lipid
