compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C14H34N3O0,846.31,12.08,675.277,Alkaloid
Aspirin,C17H16N2O7,111.88,6.9,699.392,Lipid
Adenosine triphosphate,C4H39N5O8,157.04,11.33,830.855,Lipid
Adrenaline,C11H27N1O6,728.01,2.25,628.072,Carbohydrate
Caffeine,C13H7N3O2,468.97,4.6,963.358,Alcohol
Ethanol,C10H26N1O6,877.92,8.97,400.46,Alkaloid
Aspirin,C1H14N0O4,481.73,N/A,247.882,Amide
Ethanol,C3H16N1O2,85.62,N/A,335.065,Nucleotide
Ethanol,C3H32N0O10,557.43,10.87,864.64,Amide
Cholesterol,C6H24N4O4,163.74,10.59,173.987,Nucleotide
Adrenaline,C8H25N1O0,300.13,7.75,380.092,Hormone
Adenosine triphosphate,C7H1N3O7,291.06,N/A,482.639,Organic Compound
Adenosine triphosphate,C11H18N2O3,741.25,N/A,515.19,Organic Compound
Adrenaline,C1H37N5O6,417.14,12.82,475.094,Alkaloid
Adrenaline,C6H38N1O2,467.25,N/A,214.421,Nucleotide
Adenosine triphosphate,C8H36N1O7,386.79,10.17,959.889,Neurotransmitter
Adrenaline,C18H36N3O8,292.63,N/A,728.119,Nucleotide
Caffeine,C9H6N4O4,267.69,N/A,123.964,Amide
Aspirin,C11H33N1O5,370.92,6.41,423.78,Nucleotide
Urea,C2H21N0O3,835.28,6.62,994.35,Carbohydrate
Urea,C3H28N0O6,776.17,9.33,84.082,Neurotransmitter
Caffeine,C11H7N1O8,920.24,1.15,424.029,Lipid
Adenosine triphosphate,C7H26N4O9,422.53,8.86,973.861,Alkaloid
Glucose,C5H13N2O10,444.2,N/A,691.821,Nucleotide
Glucose,C9H38N1O6,244.59,5.71,868.611,Carbohydrate
Cholesterol,C18H16N2O3,881.71,2.14,660.319,Amide
Caffeine,C17H7N4O9,251.52,N/A,303.78,Hormone
Caffeine,C10H30N3O0,282.95,N/A,898.244,Nucleotide
Adenosine triphosphate,C7H35N3O8,746.06,13.41,275.049,Alkaloid
Adenosine triphosphate,C3H24N0O6,166.4,9.05,811.49,Alcohol
Serotonin,C3H40N1O5,534.49,7.31,602.144,Nucleotide
Ethanol,C20H14N3O1,648.32,13.78,653.01,Lipid
Caffeine,C15H8N2O8,162.98,N/A,644.521,Alkaloid
Serotonin,C3H1N3O1,752.72,10.92,84.708,Amide
Urea,C9H31N3O6,921.23,10.31,179.121,Amide
Ethanol,C20H39N4O5,975.49,10.0,326.119,Amide
Serotonin,C12H21N3O7,648.22,N/A,634.12,Neurotransmitter
Adenosine triphosphate,C18H16N4O7,585.21,12.53,71.375,Amide
Ethanol,C12H6N0O8,52.7,3.2,720.857,Alkaloid
Caffeine,C10H35N2O5,838.83,7.96,667.582,Hormone
Aspirin,C5H15N3O1,485.66,N/A,846.715,Hormone
Dopamine,C19H18N2O10,358.22,N/A,127.429,Alcohol
Caffeine,C18H3N4O6,932.41,N/A,87.624,Neurotransmitter
Serotonin,C7H40N4O8,397.11,13.81,139.339,Alkaloid
Aspirin,C1H29N5O10,676.64,N/A,365.424,Alkaloid
Cholesterol,C2H12N3O0,610.14,2.12,859.01,Neurotransmitter
Serotonin,C11H21N1O3,953.67,13.78,653.76,Lipid
Aspirin,C16H37N1O7,133.26,11.84,697.86,Alcohol
Ethanol,C18H1N4O1,969.7,2.98,644.945,Hormone
Adrenaline,C9H5N3O0,417.54,4.24,86.29,Nucleotide
Dopamine,C13H38N1O2,858.29,1.26,387.142,Alkaloid
Caffeine,C1H29N1O5,705.63,9.29,783.109,Carbohydrate
Adenosine triphosphate,C15H18N1O1,945.35,3.05,574.066,Neurotransmitter
Adrenaline,C19H27N3O4,492.41,11.51,157.157,Alcohol
Urea,C13H17N2O6,106.56,6.02,336.234,Neurotransmitter
Cholesterol,C13H20N1O8,167.84,13.03,885.585,Organic Compound
Glucose,C4H5N0O6,267.41,1.11,66.096,Alcohol
Urea,C11H22N4O5,369.88,4.63,155.168,Carbohydrate
Glucose,C18H10N2O6,121.15,6.46,669.993,Hormone
Caffeine,C13H9N0O0,528.57,1.93,672.611,Alkaloid
Ethanol,C4H6N5O9,912.74,7.32,328.707,Lipid
Urea,C18H8N2O9,720.17,8.63,507.122,Alkaloid
Urea,C1H31N3O0,127.76,3.31,391.59,Neurotransmitter
Adrenaline,C4H24N0O0,307.02,3.59,141.609,Hormone
Glucose,C7H38N4O7,413.76,N/A,519.803,Organic Compound
Urea,C12H40N0O3,361.06,4.62,671.497,Organic Compound
Serotonin,C11H1N4O1,827.84,N/A,88.844,Neurotransmitter
Aspirin,C13H6N3O0,415.08,N/A,278.767,Alkaloid
Caffeine,C13H30N3O1,618.31,5.5,402.202,Hormone
Dopamine,C14H11N0O2,181.45,5.66,613.59,Nucleotide
Caffeine,C18H35N4O0,452.62,N/A,285.549,Amide
Cholesterol,C4H15N1O1,699.11,3.77,592.581,Carbohydrate
Serotonin,C18H21N1O7,768.09,7.36,454.079,Amide
Adenosine triphosphate,C10H1N4O2,479.99,4.4,286.352,Neurotransmitter
Serotonin,C1H21N4O1,831.02,5.79,460.291,Carbohydrate
Ethanol,C9H9N2O0,652.19,12.99,914.496,Carbohydrate
Ethanol,C3H39N1O7,665.35,10.91,972.789,Alkaloid
Urea,C14H35N1O5,257.4,N/A,66.068,Carbohydrate
Ethanol,C18H31N4O5,253.84,4.79,10.372,Organic Compound
Serotonin,C17H26N1O5,140.03,N/A,160.439,Neurotransmitter
Serotonin,C3H31N5O9,404.16,3.19,294.441,Alkaloid
Cholesterol,C4H17N5O4,860.03,4.27,79.777,Alkaloid
Adrenaline,C3H13N1O2,634.2,1.51,760.294,Organic Compound
Caffeine,C17H39N4O3,320.99,1.22,181.14,Amide
Cholesterol,C3H9N0O4,514.38,3.27,227.305,Carbohydrate
Aspirin,C2H38N4O5,722.81,9.58,415.409,Hormone
Ethanol,C1H6N4O4,630.89,3.39,230.121,Amide
