compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C6H3N2O0,103.11,5.37,299.908,Alkaloid
Cholesterol,C1H11N1O7,683.54,10.89,956.991,Amide
Adrenaline,C6H6N4O2,179.64,13.98,715.573,Carbohydrate
Adrenaline,C5H1N2O0,746.66,9.29,456.751,Nucleotide
Glucose,C17H39N5O6,463.08,N/A,430.996,Hormone
Aspirin,C9H9N1O1,549.47,7.29,866.442,Neurotransmitter
Caffeine,C3H15N0O2,308.56,5.98,818.866,Lipid
Adrenaline,C11H20N1O6,999.44,3.14,701.668,Nucleotide
Serotonin,C8H37N2O4,136.37,3.74,704.799,Hormone
Urea,C10H30N0O4,174.56,6.84,323.226,Alcohol
Adrenaline,C16H36N4O9,773.52,N/A,589.372,Alkaloid
Adrenaline,C2H24N2O8,61.62,5.14,116.217,Organic Compound
Serotonin,C19H34N1O0,784.93,8.59,771.629,Carbohydrate
Adenosine triphosphate,C2H35N4O10,164.65,10.64,920.047,Nucleotide
Serotonin,C2H1N0O6,948.33,7.29,73.909,Neurotransmitter
Glucose,C1H17N1O5,997.29,11.68,506.183,Carbohydrate
Serotonin,C18H26N4O7,982.29,N/A,919.124,Neurotransmitter
Serotonin,C18H9N2O7,225.47,11.47,204.18,Organic Compound
Urea,C12H21N5O3,402.09,6.85,92.161,Hormone
Aspirin,C5H23N3O7,763.44,8.08,757.749,Alcohol
Serotonin,C5H11N1O1,759.1,4.0,901.806,Neurotransmitter
Aspirin,C9H13N5O7,973.27,12.16,367.274,Alkaloid
Adrenaline,C8H26N3O4,784.85,N/A,613.598,Carbohydrate
Aspirin,C18H27N0O10,790.62,12.12,277.738,Amide
Aspirin,C10H7N4O10,584.6,8.67,444.279,Organic Compound
Cholesterol,C5H27N3O6,762.2,3.46,109.998,Neurotransmitter
Glucose,C17H33N4O7,823.87,6.78,678.462,Alkaloid
Serotonin,C3H29N0O4,932.38,8.75,743.867,Alcohol
Caffeine,C19H2N5O9,158.42,4.23,694.993,Neurotransmitter
Adenosine triphosphate,C20H11N3O7,251.59,8.87,966.858,Neurotransmitter
Cholesterol,C11H23N0O6,815.39,12.15,412.532,Neurotransmitter
Adenosine triphosphate,C4H30N3O5,167.73,4.96,830.166,Organic Compound
Ethanol,C4H12N1O0,352.2,5.81,260.418,Lipid
Adrenaline,C10H8N1O3,206.42,N/A,967.255,Organic Compound
Adenosine triphosphate,C2H3N3O2,915.78,12.14,739.79,Hormone
Adrenaline,C3H8N1O3,341.51,1.65,915.903,Carbohydrate
Ethanol,C8H31N0O7,689.31,11.07,916.143,Neurotransmitter
Urea,C12H16N2O8,171.74,7.06,712.097,Hormone
Serotonin,C14H30N5O2,468.73,12.19,336.318,Lipid
