compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C4H22N1O10,427.48,10.25,565.505,Organic Compound
Aspirin,C7H33N2O1,698.88,12.82,103.768,Hormone
Glucose,C6H10N1O1,314.85,2.3,219.32,Nucleotide
Adenosine triphosphate,C5H22N4O2,374.44,7.1,492.913,Neurotransmitter
Caffeine,C8H30N1O4,354.54,8.81,123.896,Amide
Caffeine,C4H16N3O9,365.37,N/A,493.654,Carbohydrate
Serotonin,C15H10N3O4,94.51,1.59,543.978,Carbohydrate
Aspirin,C15H26N4O4,323.9,N/A,926.864,Organic Compound
Dopamine,C12H37N0O5,145.36,13.39,195.247,Alcohol
Glucose,C18H21N3O2,482.06,11.97,311.106,Hormone
Glucose,C14H39N4O1,314.19,2.32,976.905,Neurotransmitter
Adenosine triphosphate,C13H22N4O10,800.1,N/A,311.495,Amide
Urea,C8H26N1O10,307.29,8.32,208.018,Alcohol
Serotonin,C2H6N3O10,326.42,9.78,844.724,Carbohydrate
Ethanol,C6H33N4O3,605.31,N/A,19.556,Alkaloid
Ethanol,C11H6N1O7,575.01,9.97,197.935,Carbohydrate
Adrenaline,C17H29N0O8,714.74,11.52,603.163,Hormone
Adenosine triphosphate,C4H13N4O4,821.22,10.04,603.987,Alcohol
Urea,C11H36N1O1,431.9,13.48,354.699,Lipid
Aspirin,C17H10N5O5,400.06,N/A,363.855,Lipid
Dopamine,C4H35N5O0,167.91,13.71,658.977,Neurotransmitter
Adenosine triphosphate,C19H1N0O9,504.8,3.82,861.945,Alcohol
Urea,C20H33N4O5,816.04,N/A,710.956,Amide
Adenosine triphosphate,C5H29N2O0,748.5,N/A,910.379,Neurotransmitter
Serotonin,C1H6N2O6,808.13,N/A,260.721,Lipid
Dopamine,C18H10N4O5,86.24,N/A,815.204,Lipid
Adrenaline,C5H30N3O6,334.98,8.62,980.599,Hormone
Adenosine triphosphate,C3H3N0O4,755.66,N/A,143.506,Alcohol
Glucose,C16H4N4O2,549.39,1.92,165.997,Nucleotide
Dopamine,C19H25N4O8,585.58,12.63,243.467,Alkaloid
Dopamine,C14H13N4O9,373.27,3.39,287.14,Alcohol
Dopamine,C7H33N0O7,903.53,9.74,495.366,Neurotransmitter
Dopamine,C10H38N4O6,329.3,9.82,924.863,Neurotransmitter
Adenosine triphosphate,C11H22N2O7,658.54,9.41,701.962,Lipid
Urea,C6H38N4O1,325.1,N/A,521.477,Alcohol
Urea,C15H32N0O7,737.89,3.29,571.795,Alcohol
Urea,C11H34N3O10,552.95,11.64,254.864,Amide
Serotonin,C14H12N4O2,698.87,N/A,167.882,Alkaloid
Cholesterol,C2H7N3O7,874.3,6.55,636.219,Hormone
Dopamine,C8H29N5O7,836.97,1.79,746.583,Organic Compound
Aspirin,C12H15N2O10,814.8,10.97,123.375,Carbohydrate
Ethanol,C7H31N1O9,715.6,8.4,500.712,Alkaloid
Ethanol,C7H20N1O8,163.54,10.12,390.567,Organic Compound
Dopamine,C6H26N3O4,442.86,8.17,542.782,Alcohol
Dopamine,C20H12N4O4,779.88,2.58,768.102,Hormone
Serotonin,C11H8N1O8,239.6,8.94,804.774,Nucleotide
Dopamine,C19H34N0O8,792.15,10.53,174.177,Alkaloid
