compound,formula,mw,pka,solubility_mg_ml,class
Cholesterol,C10H23N1O3,249.68,N/A,261.633,Neurotransmitter
Urea,C16H17N2O3,79.13,10.92,282.997,Organic Compound
Ethanol,C3H5N5O2,191.99,5.79,432.306,Organic Compound
Glucose,C3H12N4O1,850.4,1.81,40.384,Neurotransmitter
Caffeine,C11H38N2O5,96.75,7.56,344.807,Neurotransmitter
Ethanol,C1H39N2O9,823.73,N/A,408.805,Neurotransmitter
Dopamine,C8H39N0O7,622.2,11.07,485.19,Carbohydrate
Glucose,C8H21N2O7,507.33,8.81,494.314,Alcohol
Serotonin,C2H25N1O7,889.75,11.24,48.334,Neurotransmitter
Glucose,C7H22N1O6,313.14,N/A,564.494,Lipid
Glucose,C19H8N0O3,262.21,3.97,711.981,Hormone
Adenosine triphosphate,C4H18N0O4,439.79,12.01,920.546,Alcohol
Urea,C13H38N4O1,314.07,13.94,773.588,Alkaloid
Adenosine triphosphate,C16H28N2O3,910.62,N/A,694.513,Hormone
Adenosine triphosphate,C19H23N3O9,283.39,8.04,761.782,Carbohydrate
Ethanol,C6H40N2O2,884.88,4.67,151.93,Organic Compound
Adrenaline,C16H25N2O0,872.29,11.92,579.325,Alkaloid
Glucose,C11H15N5O9,454.1,8.11,114.327,Carbohydrate
Urea,C4H27N1O0,467.43,11.58,915.745,Neurotransmitter
Glucose,C20H20N0O4,330.83,N/A,936.476,Amide
Dopamine,C17H37N2O4,728.44,13.01,750.974,Lipid
Adenosine triphosphate,C4H28N3O1,334.78,2.91,617.379,Lipid
Aspirin,C10H4N0O10,940.83,13.1,105.507,Alcohol
Aspirin,C8H30N1O6,75.48,9.64,231.895,Carbohydrate
Ethanol,C5H31N1O1,553.8,3.63,77.013,Organic Compound
Ethanol,C9H14N4O5,516.45,10.2,924.909,Organic Compound
Caffeine,C1H19N4O10,820.41,6.49,824.028,Amide
Glucose,C4H23N0O3,276.3,10.31,40.124,Hormone
Dopamine,C13H31N1O3,656.4,13.64,542.403,Hormone
Aspirin,C8H1N3O9,211.54,3.49,641.361,Organic Compound
Glucose,C19H33N3O7,638.94,N/A,541.877,Hormone
Adrenaline,C20H14N2O4,550.08,12.79,923.969,Nucleotide
Caffeine,C20H22N1O3,392.44,4.11,61.451,Organic Compound
Cholesterol,C11H5N3O1,339.01,N/A,4.326,Alcohol
Urea,C14H31N3O2,780.03,N/A,424.688,Nucleotide
Aspirin,C17H32N4O4,748.87,8.48,767.063,Neurotransmitter
Caffeine,C12H1N4O9,160.28,4.0,872.191,Neurotransmitter
Ethanol,C13H24N2O8,538.78,2.76,69.02,Lipid
Ethanol,C8H34N3O8,56.6,11.18,108.288,Carbohydrate
Serotonin,C6H32N1O3,851.87,1.12,296.201,Organic Compound
Adrenaline,C1H24N2O7,720.57,N/A,641.882,Amide
Ethanol,C1H1N2O8,972.99,5.42,180.904,Hormone
Adenosine triphosphate,C16H6N5O2,807.53,N/A,753.761,Alcohol
Adenosine triphosphate,C14H35N4O3,402.14,7.59,29.222,Carbohydrate
Caffeine,C3H37N2O6,323.7,N/A,915.919,Carbohydrate
Dopamine,C13H3N1O6,522.69,1.57,157.292,Carbohydrate
Glucose,C6H11N0O9,874.69,11.54,645.427,Neurotransmitter
Dopamine,C15H10N3O7,545.55,12.78,73.246,Nucleotide
Adrenaline,C13H27N4O3,661.78,3.15,190.312,Neurotransmitter
Serotonin,C16H27N1O6,210.94,10.54,588.049,Neurotransmitter
Cholesterol,C13H22N4O7,405.15,3.54,681.634,Organic Compound
Cholesterol,C2H32N2O8,615.52,2.29,45.348,Amide
Adenosine triphosphate,C17H11N0O3,632.13,6.9,632.821,Organic Compound
Adrenaline,C4H15N0O6,841.4,11.37,844.497,Lipid
Adrenaline,C8H37N0O4,724.38,12.55,520.242,Neurotransmitter
Adrenaline,C6H18N1O4,233.69,11.52,596.285,Amide
Cholesterol,C16H29N1O9,337.45,5.7,174.47,Amide
Serotonin,C1H10N5O5,902.56,6.17,329.372,Hormone
Caffeine,C13H10N3O5,598.35,1.33,496.847,Neurotransmitter
Glucose,C12H13N5O0,619.97,N/A,382.279,Carbohydrate
Urea,C15H8N4O0,259.36,9.68,305.786,Hormone
Adenosine triphosphate,C20H25N3O0,912.81,N/A,119.562,Alcohol
Serotonin,C1H23N0O7,80.25,N/A,709.084,Organic Compound
Adrenaline,C8H32N5O10,710.28,3.19,876.563,Nucleotide
Cholesterol,C5H28N1O6,271.69,7.35,385.738,Carbohydrate
Aspirin,C12H4N0O10,898.2,N/A,523.474,Nucleotide
Adenosine triphosphate,C19H36N0O7,197.25,N/A,896.986,Hormone
Caffeine,C16H29N3O8,633.58,13.49,731.918,Neurotransmitter
Aspirin,C2H39N0O7,305.26,1.32,728.821,Hormone
Dopamine,C13H19N1O10,865.02,2.37,301.604,Alcohol
Dopamine,C11H10N3O0,316.25,5.4,845.884,Organic Compound
Ethanol,C12H16N0O4,581.25,12.51,906.327,Lipid
Dopamine,C12H23N3O7,972.46,5.64,403.323,Amide
Adenosine triphosphate,C18H9N1O6,192.7,3.68,275.498,Alkaloid
Adenosine triphosphate,C18H24N1O8,286.33,N/A,437.39,Alcohol
Adrenaline,C9H40N2O4,123.11,12.47,316.214,Amide
Dopamine,C8H17N1O3,298.71,12.37,553.717,Alkaloid
Ethanol,C16H32N1O1,770.0,8.9,79.885,Organic Compound
Adenosine triphosphate,C20H2N5O8,770.46,N/A,369.885,Hormone
Aspirin,C18H11N1O2,170.76,3.56,41.172,Hormone
Serotonin,C3H31N1O4,547.49,7.36,439.251,Nucleotide
Serotonin,C2H17N1O9,972.29,5.4,915.015,Alkaloid
Adrenaline,C5H39N0O5,831.89,9.63,72.633,Amide
Aspirin,C9H8N4O7,991.8,12.21,167.096,Hormone
Cholesterol,C14H3N5O9,657.31,11.55,438.603,Carbohydrate
Glucose,C20H4N3O7,300.34,11.79,440.217,Organic Compound
Urea,C5H30N3O4,642.85,N/A,897.669,Alcohol
Caffeine,C8H29N2O7,532.28,12.61,331.353,Amide
Glucose,C9H36N0O9,620.13,3.27,852.389,Alkaloid
Urea,C19H15N0O1,304.39,N/A,229.345,Alcohol
Adrenaline,C11H27N4O10,646.59,10.08,336.213,Alkaloid
Caffeine,C16H5N5O6,102.84,13.79,797.485,Neurotransmitter
Serotonin,C3H25N3O7,932.38,8.24,857.099,Hormone
Ethanol,C19H36N3O5,594.99,1.23,60.472,Lipid
Adrenaline,C8H13N4O10,266.56,12.68,825.127,Lipid
Adrenaline,C4H13N0O10,462.21,3.57,300.063,Nucleotide
Adrenaline,C14H27N0O0,600.4,N/A,196.373,Carbohydrate
Glucose,C6H39N2O1,309.56,N/A,464.053,Nucleotide
Glucose,C19H28N1O1,189.2,9.5,156.419,Neurotransmitter
Adrenaline,C14H39N0O1,505.47,7.81,156.298,Carbohydrate
Ethanol,C7H1N3O6,247.39,8.67,5.323,Nucleotide
Ethanol,C12H7N2O10,311.3,7.72,920.973,Amide
Dopamine,C5H17N3O9,856.57,9.3,153.633,Neurotransmitter
Cholesterol,C14H28N4O10,77.5,10.51,699.917,Organic Compound
Serotonin,C19H23N3O9,529.32,7.92,168.583,Alcohol
Glucose,C18H1N2O8,497.94,N/A,419.024,Hormone
Dopamine,C1H38N5O7,184.27,13.71,632.996,Neurotransmitter
Dopamine,C2H9N1O7,982.19,5.21,527.696,Neurotransmitter
Adrenaline,C9H30N3O5,344.92,N/A,872.497,Nucleotide
Dopamine,C7H5N4O2,208.64,4.13,449.421,Alcohol
Serotonin,C7H23N1O6,175.18,N/A,613.113,Neurotransmitter
Caffeine,C1H23N5O6,375.75,N/A,650.531,Neurotransmitter
Serotonin,C2H4N0O6,486.98,5.14,450.34,Lipid
Urea,C7H4N0O7,367.61,N/A,600.27,Carbohydrate
Urea,C15H28N2O5,700.89,10.84,675.593,Alcohol
Ethanol,C4H39N5O5,825.03,13.77,926.71,Alcohol
Adrenaline,C9H15N0O2,795.82,11.24,497.917,Neurotransmitter
Serotonin,C13H28N5O7,145.48,10.18,287.445,Neurotransmitter
Cholesterol,C7H14N3O7,714.5,9.96,9.234,Alcohol
Ethanol,C13H9N4O8,609.56,4.02,249.647,Alkaloid
Adenosine triphosphate,C6H37N0O8,176.86,2.82,445.851,Amide
Dopamine,C1H36N4O6,407.09,3.81,942.57,Neurotransmitter
Dopamine,C20H25N0O6,928.48,8.31,333.029,Carbohydrate
Serotonin,C15H3N2O6,338.29,6.87,398.294,Nucleotide
Adrenaline,C8H38N2O2,69.62,6.28,724.52,Nucleotide
Adrenaline,C10H6N5O1,65.29,N/A,667.268,Amide
Caffeine,C17H12N0O3,62.85,5.6,853.952,Lipid
Adenosine triphosphate,C2H33N4O9,265.48,7.91,191.346,Organic Compound
Caffeine,C12H3N0O9,459.72,3.89,248.435,Alcohol
Adenosine triphosphate,C16H40N1O4,650.65,N/A,258.005,Carbohydrate
Cholesterol,C6H40N4O2,591.9,7.6,72.365,Neurotransmitter
Serotonin,C12H38N2O0,83.93,3.98,10.837,Alkaloid
Urea,C12H5N3O1,417.16,12.08,418.199,Hormone
Glucose,C6H30N1O2,197.32,2.43,74.914,Amide
Dopamine,C12H13N1O4,394.22,N/A,540.152,Nucleotide
Adrenaline,C18H13N2O7,661.79,1.3,782.309,Organic Compound
Ethanol,C4H15N3O6,491.89,1.76,482.586,Amide
Serotonin,C12H34N4O0,971.53,13.6,658.542,Carbohydrate
Cholesterol,C10H13N3O2,607.43,7.51,824.269,Neurotransmitter
Caffeine,C19H11N0O10,533.9,8.63,292.059,Carbohydrate
Ethanol,C9H5N0O4,473.97,1.32,646.15,Lipid
Aspirin,C15H27N2O0,584.69,1.25,877.022,Hormone
Aspirin,C13H40N5O4,593.95,2.28,654.827,Nucleotide
Cholesterol,C9H39N5O2,561.85,4.21,111.416,Nucleotide
Adrenaline,C5H8N5O5,913.91,9.72,231.847,Nucleotide
Adenosine triphosphate,C12H1N1O8,870.4,3.17,483.511,Alkaloid
Serotonin,C13H28N2O4,219.13,9.3,417.434,Amide
Cholesterol,C8H32N5O6,729.93,N/A,814.73,Organic Compound
Aspirin,C16H30N4O7,53.5,7.03,646.112,Nucleotide
Adrenaline,C7H6N0O8,472.95,1.26,680.11,Carbohydrate
Serotonin,C9H12N3O0,861.35,N/A,705.392,Organic Compound
Glucose,C15H26N2O4,619.87,6.4,564.954,Nucleotide
Ethanol,C18H29N0O2,711.17,N/A,131.323,Amide
Urea,C5H23N4O0,367.97,N/A,65.259,Amide
Urea,C1H26N0O9,647.01,9.21,966.495,Lipid
Adenosine triphosphate,C13H1N4O1,990.7,1.54,412.711,Amide
Ethanol,C7H16N0O0,533.08,5.69,205.381,Nucleotide
Dopamine,C14H7N5O8,943.46,12.1,836.803,Lipid
Glucose,C2H6N3O7,451.47,7.37,147.702,Nucleotide
Adenosine triphosphate,C1H8N5O3,416.49,11.59,732.069,Amide
Serotonin,C8H27N2O1,125.06,5.14,545.229,Amide
Ethanol,C19H9N4O4,152.44,9.34,73.533,Lipid
Adrenaline,C13H39N1O10,811.83,6.46,538.284,Alkaloid
Ethanol,C7H9N5O9,713.08,7.26,328.883,Carbohydrate
Glucose,C11H26N4O2,956.62,13.24,94.124,Lipid
Ethanol,C16H7N5O6,669.9,8.63,497.008,Organic Compound
Urea,C19H22N3O4,399.14,8.44,178.73,Carbohydrate
Adrenaline,C16H16N1O1,700.71,10.23,101.632,Hormone
Glucose,C8H37N2O7,500.22,11.31,678.56,Lipid
Adenosine triphosphate,C7H14N0O1,657.74,7.58,167.153,Lipid
Ethanol,C8H11N1O4,269.31,10.47,472.718,Hormone
Cholesterol,C7H5N2O9,510.08,10.18,461.131,Neurotransmitter
Adrenaline,C1H39N0O5,920.11,12.75,428.062,Alcohol
Cholesterol,C2H21N2O3,980.27,11.53,573.473,Hormone
Glucose,C5H33N0O8,190.41,6.97,918.78,Hormone
Ethanol,C7H4N5O8,916.3,13.3,706.16,Alcohol
Aspirin,C14H5N5O4,86.03,10.03,133.44,Alkaloid
Aspirin,C2H26N4O4,928.68,11.01,781.765,Amide
Urea,C18H3N5O7,390.57,12.92,72.042,Carbohydrate
Ethanol,C17H26N5O3,467.36,13.2,996.142,Nucleotide
Adrenaline,C17H22N3O7,106.65,6.31,836.58,Organic Compound
