compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C1H22N3O2,309.75,N/A,644.399,Alkaloid
Cholesterol,C15H14N2O10,814.53,N/A,557.959,Alcohol
Urea,C12H40N4O2,980.74,7.84,881.081,Neurotransmitter
Cholesterol,C14H10N4O1,386.94,3.52,571.511,Alkaloid
Cholesterol,C7H30N4O7,907.64,10.08,267.393,Alcohol
Aspirin,C19H20N3O7,577.59,4.05,259.441,Organic Compound
Adrenaline,C4H10N3O4,654.44,10.56,40.125,Nucleotide
Adenosine triphosphate,C5H3N1O5,658.96,11.27,690.082,Alkaloid
Aspirin,C7H6N5O3,404.1,N/A,701.66,Carbohydrate
Dopamine,C17H31N1O3,754.33,N/A,953.686,Hormone
Dopamine,C8H30N5O5,827.55,N/A,298.238,Amide
Adenosine triphosphate,C4H12N3O8,325.66,4.11,964.416,Hormone
Serotonin,C17H16N5O8,905.94,8.91,478.37,Neurotransmitter
Urea,C9H33N5O1,984.85,9.27,380.576,Neurotransmitter
Urea,C5H4N4O4,119.97,6.3,228.084,Lipid
Urea,C14H2N4O3,287.77,12.59,882.347,Carbohydrate
Dopamine,C2H7N3O1,840.69,N/A,72.048,Alkaloid
Glucose,C2H24N4O2,211.15,10.06,137.748,Organic Compound
Urea,C2H9N1O2,712.22,3.65,67.224,Carbohydrate
Ethanol,C2H30N5O2,748.38,12.57,817.638,Organic Compound
Cholesterol,C1H24N1O6,278.72,13.54,826.149,Amide
Adrenaline,C1H37N1O0,306.72,N/A,936.498,Organic Compound
Adrenaline,C2H21N1O7,630.54,4.77,580.585,Alcohol
Caffeine,C4H13N5O3,181.13,N/A,57.706,Neurotransmitter
Aspirin,C5H6N2O6,175.14,N/A,572.718,Organic Compound
Serotonin,C10H11N4O9,900.6,N/A,748.151,Amide
Caffeine,C19H13N5O2,115.55,3.04,853.642,Nucleotide
Aspirin,C1H14N5O6,249.22,11.13,195.54,Carbohydrate
Urea,C9H11N2O4,596.62,N/A,306.133,Nucleotide
Cholesterol,C15H8N5O7,533.49,N/A,815.812,Neurotransmitter
Serotonin,C17H38N4O0,530.96,12.5,181.483,Amide
Caffeine,C19H27N5O3,400.58,8.36,815.992,Hormone
Dopamine,C12H17N5O2,104.45,N/A,742.192,Organic Compound
Aspirin,C3H1N4O7,963.59,N/A,334.652,Carbohydrate
Adenosine triphosphate,C19H36N1O9,803.24,7.54,408.918,Hormone
Urea,C20H11N5O1,312.98,11.66,215.476,Hormone
Cholesterol,C16H22N4O7,257.09,1.28,458.441,Hormone
Cholesterol,C19H27N1O8,184.73,13.73,675.389,Neurotransmitter
Glucose,C10H27N2O7,573.98,10.77,423.77,Amide
Urea,C4H16N4O5,627.56,4.45,724.237,Hormone
Adenosine triphosphate,C15H6N3O10,64.23,12.27,646.216,Hormone
Caffeine,C3H2N1O4,560.59,7.35,896.607,Amide
Adrenaline,C8H40N5O1,316.88,9.17,358.159,Neurotransmitter
Serotonin,C11H20N3O6,727.34,3.52,659.251,Amide
Serotonin,C10H40N1O6,242.65,4.94,473.938,Lipid
Dopamine,C10H9N0O0,683.07,7.43,137.696,Carbohydrate
Aspirin,C3H11N4O0,421.54,3.94,829.444,Alkaloid
Aspirin,C7H2N3O6,553.19,4.62,771.775,Hormone
Adenosine triphosphate,C4H27N5O6,945.59,1.23,158.043,Hormone
Dopamine,C17H15N0O7,321.4,N/A,819.347,Alcohol
Dopamine,C8H33N4O1,536.19,4.08,895.859,Hormone
Adenosine triphosphate,C4H16N3O5,74.68,7.78,280.509,Alcohol
Adenosine triphosphate,C19H3N3O1,480.07,N/A,184.235,Alcohol
Cholesterol,C20H16N0O8,624.47,N/A,558.249,Neurotransmitter
Adenosine triphosphate,C16H21N0O2,801.75,2.87,281.555,Alkaloid
Cholesterol,C3H16N4O10,790.29,N/A,520.27,Carbohydrate
Aspirin,C9H40N1O4,145.97,N/A,607.495,Neurotransmitter
Cholesterol,C4H9N2O8,232.33,12.55,55.622,Neurotransmitter
Aspirin,C8H9N2O5,142.11,9.36,204.333,Nucleotide
Adrenaline,C2H29N2O9,663.55,N/A,887.844,Nucleotide
Dopamine,C9H28N3O3,53.0,N/A,824.216,Organic Compound
Ethanol,C1H35N2O2,384.25,3.26,542.06,Lipid
Caffeine,C2H40N0O1,650.47,N/A,837.958,Lipid
Caffeine,C15H28N1O5,748.81,10.35,826.93,Nucleotide
Serotonin,C3H32N5O1,559.9,13.92,868.721,Neurotransmitter
Glucose,C20H40N1O2,496.4,4.08,393.678,Nucleotide
Urea,C6H23N0O3,513.65,1.75,380.933,Lipid
Dopamine,C9H35N4O8,456.3,10.81,452.542,Alcohol
Caffeine,C4H17N5O3,817.39,7.98,878.875,Alcohol
Adrenaline,C10H2N2O4,963.63,5.14,703.922,Alcohol
Adenosine triphosphate,C18H10N2O1,306.8,N/A,224.929,Amide
Adrenaline,C12H26N2O3,644.74,N/A,969.303,Nucleotide
Urea,C20H36N2O7,917.2,2.72,936.94,Lipid
Adenosine triphosphate,C17H15N4O2,775.04,11.72,202.106,Amide
Aspirin,C3H40N1O5,140.41,11.82,535.883,Organic Compound
Glucose,C17H32N1O7,772.25,5.63,550.428,Alcohol
Urea,C6H38N3O7,260.37,13.95,21.138,Hormone
Glucose,C12H2N0O10,923.77,13.41,814.677,Nucleotide
Caffeine,C19H32N3O6,817.26,10.93,27.673,Amide
Aspirin,C18H28N4O4,297.48,1.78,755.59,Alkaloid
Aspirin,C14H7N4O9,289.19,4.48,796.472,Amide
Aspirin,C10H1N3O5,118.5,N/A,217.75,Hormone
Glucose,C13H5N3O3,472.25,5.57,535.893,Hormone
Urea,C14H35N3O3,425.47,11.67,328.031,Organic Compound
Caffeine,C15H36N0O4,271.88,N/A,749.646,Hormone
Aspirin,C6H40N5O6,233.42,7.49,828.148,Alkaloid
Dopamine,C19H10N4O7,622.78,N/A,802.265,Amide
Aspirin,C20H11N1O5,631.38,N/A,506.278,Nucleotide
Ethanol,C6H32N3O0,881.55,5.15,704.742,Hormone
Cholesterol,C6H14N2O2,520.83,11.73,35.756,Hormone
Aspirin,C20H2N4O2,913.0,N/A,896.724,Carbohydrate
Adenosine triphosphate,C9H17N5O0,771.88,4.86,631.287,Neurotransmitter
Glucose,C18H11N5O6,465.85,2.62,553.181,Alkaloid
Glucose,C11H18N3O0,909.49,1.51,694.521,Carbohydrate
Serotonin,C7H15N2O0,394.39,10.05,161.398,Amide
Cholesterol,C12H21N4O3,183.28,N/A,626.933,Hormone
Adrenaline,C11H21N4O1,252.95,3.81,372.157,Alkaloid
Dopamine,C4H29N5O0,287.13,3.44,181.985,Amide
Glucose,C5H7N3O4,936.06,3.57,580.166,Neurotransmitter
Glucose,C6H40N2O10,461.06,N/A,456.938,Neurotransmitter
Ethanol,C2H22N3O10,176.16,2.14,403.554,Hormone
Ethanol,C15H6N5O10,986.89,N/A,261.509,Alkaloid
Urea,C14H5N2O7,633.89,1.17,905.312,Alcohol
Serotonin,C11H29N2O6,335.76,11.16,271.178,Lipid
Glucose,C12H39N4O4,588.1,11.07,529.211,Alcohol
Ethanol,C16H23N5O10,905.2,N/A,897.73,Alkaloid
Caffeine,C11H24N0O7,339.48,13.73,760.452,Carbohydrate
Dopamine,C8H11N2O9,536.95,11.08,600.892,Carbohydrate
Caffeine,C10H4N4O1,794.73,8.09,47.88,Organic Compound
Adenosine triphosphate,C8H15N0O7,464.51,2.48,78.765,Organic Compound
Serotonin,C17H38N4O4,987.36,N/A,41.651,Organic Compound
Aspirin,C8H6N2O2,823.07,13.86,974.12,Organic Compound
Glucose,C16H23N2O4,365.77,13.6,90.423,Amide
Glucose,C6H6N0O10,561.77,3.01,190.801,Hormone
Glucose,C20H26N2O9,400.02,5.38,53.733,Nucleotide
Cholesterol,C6H20N5O9,836.96,11.77,412.374,Neurotransmitter
Adenosine triphosphate,C6H21N2O0,709.62,10.46,789.672,Alcohol
Cholesterol,C8H7N0O9,725.74,6.57,178.486,Lipid
Cholesterol,C17H15N3O0,192.17,2.77,305.031,Alcohol
Adenosine triphosphate,C15H11N3O0,177.33,N/A,671.574,Alcohol
Urea,C19H7N5O4,259.6,12.21,445.427,Hormone
Cholesterol,C18H39N1O1,906.31,5.21,713.41,Alkaloid
