compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C10H30N5O0,428.79,12.12,531.25,Organic Compound
Cholesterol,C4H26N0O0,717.94,12.35,936.553,Nucleotide
Urea,C19H23N5O7,592.8,4.86,144.649,Lipid
Urea,C1H36N3O10,438.94,13.22,860.491,Alcohol
Ethanol,C15H14N1O9,256.46,11.88,619.058,Neurotransmitter
Serotonin,C12H39N4O4,748.27,11.79,198.486,Nucleotide
Caffeine,C7H37N1O0,815.39,10.77,11.068,Alcohol
Cholesterol,C4H34N3O6,339.81,9.16,703.883,Lipid
Adrenaline,C16H5N2O10,331.34,10.66,824.693,Hormone
Dopamine,C4H33N5O8,976.48,N/A,483.12,Alkaloid
Aspirin,C17H17N2O6,830.87,7.27,504.603,Organic Compound
Cholesterol,C4H37N1O3,296.41,9.95,916.186,Amide
Urea,C14H12N2O1,972.72,2.48,156.554,Hormone
Ethanol,C4H25N1O7,467.1,10.04,260.525,Nucleotide
Urea,C17H40N3O7,549.95,5.33,577.883,Amide
Urea,C17H19N3O0,337.22,N/A,361.282,Hormone
Caffeine,C5H18N3O8,273.58,10.64,528.918,Neurotransmitter
Urea,C12H24N5O2,832.42,N/A,94.264,Organic Compound
Serotonin,C4H13N3O9,490.78,7.12,937.437,Carbohydrate
Urea,C17H39N5O4,871.92,12.86,117.049,Neurotransmitter
Aspirin,C7H9N4O5,616.77,N/A,630.765,Carbohydrate
Cholesterol,C15H23N4O0,840.04,12.68,606.262,Alkaloid
Dopamine,C15H32N0O0,200.37,10.62,507.366,Alkaloid
Serotonin,C4H1N3O1,775.16,N/A,482.715,Alkaloid
Serotonin,C4H37N5O10,408.43,N/A,983.267,Alkaloid
Dopamine,C20H10N1O5,540.34,3.53,432.746,Carbohydrate
Adrenaline,C8H30N0O8,512.58,1.24,548.086,Amide
Aspirin,C13H25N5O2,950.55,9.71,805.281,Organic Compound
Cholesterol,C9H2N5O10,244.89,5.77,855.581,Neurotransmitter
Aspirin,C18H18N1O10,669.2,4.24,896.398,Hormone
Serotonin,C15H18N5O5,971.98,10.24,503.688,Neurotransmitter
Serotonin,C8H37N0O7,230.68,10.77,577.698,Amide
Ethanol,C12H2N0O1,911.19,9.6,98.937,Amide
Aspirin,C18H26N1O9,447.11,N/A,591.512,Organic Compound
Ethanol,C9H10N5O1,965.09,4.09,397.651,Carbohydrate
Dopamine,C18H5N0O1,130.1,6.56,915.507,Alcohol
Adenosine triphosphate,C3H9N2O1,90.98,5.9,549.1,Alkaloid
Urea,C5H18N1O9,778.94,11.63,552.127,Nucleotide
Urea,C16H14N5O8,331.96,10.24,876.528,Neurotransmitter
Dopamine,C12H34N5O8,106.34,1.45,913.158,Nucleotide
Dopamine,C4H15N5O5,372.82,N/A,732.929,Lipid
Glucose,C2H9N5O6,621.56,2.65,991.288,Carbohydrate
Aspirin,C6H20N5O6,165.25,11.41,227.192,Amide
Cholesterol,C11H6N0O1,534.88,N/A,921.769,Neurotransmitter
Ethanol,C20H8N0O4,455.34,5.18,439.616,Nucleotide
Aspirin,C10H9N4O8,641.87,7.09,811.204,Alkaloid
Ethanol,C11H1N0O6,864.59,7.53,756.716,Alcohol
Urea,C4H38N0O1,313.14,8.01,475.363,Amide
Adrenaline,C9H11N4O9,448.33,10.22,884.048,Alcohol
Urea,C9H32N0O6,967.07,N/A,956.023,Lipid
Ethanol,C17H35N4O4,935.99,8.69,347.931,Alcohol
Serotonin,C18H13N1O6,394.83,13.35,687.925,Alcohol
Glucose,C15H21N3O1,871.91,N/A,561.637,Hormone
Adenosine triphosphate,C19H5N1O7,885.94,N/A,721.542,Hormone
Aspirin,C3H10N2O10,158.68,1.84,643.856,Amide
Urea,C4H27N5O1,790.67,5.37,545.012,Alcohol
Urea,C10H5N0O7,829.42,N/A,138.941,Carbohydrate
Adrenaline,C19H30N0O0,646.13,9.92,28.015,Organic Compound
Cholesterol,C2H8N1O2,632.85,3.32,103.862,Organic Compound
Ethanol,C18H17N5O9,458.73,1.9,897.49,Amide
Serotonin,C19H19N4O4,97.32,13.55,161.361,Alkaloid
Urea,C3H12N0O0,141.73,6.84,833.108,Carbohydrate
Caffeine,C3H33N1O0,136.58,8.12,858.301,Amide
Glucose,C7H3N1O5,787.39,12.9,78.711,Nucleotide
Dopamine,C12H37N5O1,145.44,6.19,986.867,Carbohydrate
Caffeine,C2H13N4O8,233.05,9.97,937.034,Neurotransmitter
Ethanol,C15H10N0O2,190.38,9.32,120.89,Amide
Dopamine,C20H26N4O9,682.87,N/A,720.511,Neurotransmitter
Ethanol,C14H14N0O1,500.56,12.12,819.091,Carbohydrate
Caffeine,C10H1N4O10,588.55,8.91,552.584,Hormone
