compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C17H19N1O0,355.39,13.57,377.355,Lipid
Serotonin,C15H5N0O1,389.36,13.44,994.586,Lipid
Adenosine triphosphate,C13H14N2O0,448.76,13.75,382.202,Alkaloid
Cholesterol,C16H1N3O1,554.9,N/A,309.298,Lipid
Adenosine triphosphate,C5H32N5O1,566.49,3.58,453.211,Organic Compound
Glucose,C8H1N0O4,903.69,6.77,219.516,Alcohol
Cholesterol,C13H11N4O2,935.29,N/A,728.789,Carbohydrate
Aspirin,C18H4N0O10,816.6,7.95,5.208,Organic Compound
Glucose,C4H32N4O10,907.92,2.53,905.548,Carbohydrate
Caffeine,C16H22N0O6,445.62,9.96,341.871,Hormone
Adrenaline,C10H15N1O3,385.86,N/A,305.794,Hormone
Dopamine,C8H40N0O4,129.0,10.1,920.421,Alcohol
Urea,C1H36N0O9,577.97,N/A,895.851,Neurotransmitter
Urea,C6H27N1O1,135.88,6.04,997.074,Carbohydrate
Dopamine,C14H29N4O3,364.58,N/A,60.669,Hormone
Ethanol,C2H7N0O2,586.22,N/A,639.259,Neurotransmitter
Dopamine,C15H17N3O4,882.89,N/A,84.689,Hormone
Adrenaline,C4H13N3O6,770.82,N/A,166.799,Alkaloid
Urea,C11H19N5O3,152.02,6.85,437.312,Carbohydrate
Urea,C1H13N1O9,934.91,8.73,139.265,Carbohydrate
Caffeine,C19H21N1O10,626.94,1.94,866.158,Alkaloid
Dopamine,C12H26N1O7,449.87,N/A,630.365,Alcohol
Urea,C18H31N5O7,887.94,N/A,963.565,Neurotransmitter
Adrenaline,C12H5N0O9,530.96,1.53,472.793,Hormone
Dopamine,C3H30N2O3,985.94,N/A,822.994,Nucleotide
Adenosine triphosphate,C2H36N2O7,526.64,10.53,706.786,Hormone
Urea,C2H20N5O8,169.57,N/A,454.069,Alcohol
Cholesterol,C19H4N4O10,982.05,11.87,573.028,Amide
Dopamine,C18H4N0O3,122.7,3.03,526.54,Carbohydrate
Aspirin,C14H24N3O1,102.31,4.92,902.781,Lipid
Ethanol,C13H14N4O2,616.49,9.28,12.845,Neurotransmitter
Adrenaline,C3H38N5O5,76.63,7.99,279.56,Carbohydrate
Adenosine triphosphate,C20H18N0O1,143.22,N/A,884.553,Amide
Urea,C15H34N5O0,554.23,9.74,176.454,Alcohol
Aspirin,C15H15N2O1,862.15,9.37,128.774,Nucleotide
Serotonin,C15H7N5O5,514.09,5.12,956.98,Lipid
Glucose,C17H25N5O3,804.55,11.93,747.475,Nucleotide
Glucose,C7H14N1O7,398.77,N/A,973.093,Nucleotide
Adenosine triphosphate,C4H26N2O7,415.22,1.92,579.451,Lipid
Aspirin,C9H27N0O0,115.93,6.36,627.45,Organic Compound
Adrenaline,C4H27N0O9,484.23,1.0,267.076,Organic Compound
Urea,C9H40N1O0,250.69,2.73,506.007,Nucleotide
Aspirin,C6H39N2O4,736.63,N/A,961.81,Lipid
Adrenaline,C9H33N1O2,822.6,10.55,300.619,Alkaloid
Dopamine,C14H3N2O2,639.37,11.75,885.706,Lipid
Adrenaline,C14H8N1O8,743.54,N/A,456.688,Amide
Adrenaline,C14H24N4O7,629.82,6.72,836.171,Alcohol
Caffeine,C17H17N5O7,529.19,7.51,6.234,Lipid
Glucose,C4H37N4O2,823.62,5.13,948.388,Alkaloid
Cholesterol,C13H12N0O10,891.46,6.45,107.946,Neurotransmitter
Urea,C15H35N4O7,696.45,N/A,746.405,Neurotransmitter
Urea,C16H33N1O1,974.0,N/A,425.586,Alkaloid
Aspirin,C12H16N0O5,328.89,5.79,3.808,Lipid
Urea,C6H8N3O6,387.57,3.92,234.499,Alkaloid
Glucose,C8H22N2O4,579.97,N/A,922.122,Neurotransmitter
Ethanol,C20H9N4O8,178.94,2.71,160.742,Nucleotide
Urea,C19H29N1O2,594.42,N/A,573.28,Organic Compound
Ethanol,C20H4N1O7,876.15,13.71,416.886,Hormone
Cholesterol,C15H33N5O3,863.88,N/A,231.799,Lipid
Caffeine,C1H20N3O10,88.01,1.84,763.0,Nucleotide
Ethanol,C9H36N5O5,772.42,7.45,36.557,Alkaloid
Cholesterol,C8H29N4O0,601.38,10.82,767.659,Organic Compound
Ethanol,C6H40N1O8,654.93,10.32,328.605,Nucleotide
Adenosine triphosphate,C11H2N3O3,658.53,2.47,846.557,Carbohydrate
Ethanol,C19H24N1O6,244.2,6.88,609.166,Amide
Adenosine triphosphate,C6H12N4O2,906.92,2.53,135.831,Nucleotide
Caffeine,C10H24N3O10,72.47,13.91,790.949,Amide
Cholesterol,C16H8N1O6,218.82,1.28,921.894,Hormone
Adenosine triphosphate,C20H35N3O10,995.0,12.84,702.498,Lipid
Dopamine,C6H40N3O1,557.31,2.61,773.132,Alkaloid
Urea,C4H15N2O4,931.06,1.28,127.241,Neurotransmitter
Cholesterol,C18H12N2O9,426.88,10.72,910.649,Amide
Aspirin,C11H21N3O0,778.02,11.17,51.942,Hormone
Ethanol,C15H29N1O7,847.96,4.65,985.796,Neurotransmitter
Adenosine triphosphate,C13H14N2O0,309.05,7.48,269.077,Neurotransmitter
Serotonin,C2H20N4O8,724.67,13.32,786.039,Neurotransmitter
Caffeine,C18H28N2O2,627.36,11.96,932.57,Carbohydrate
Glucose,C11H35N1O8,408.52,N/A,517.461,Carbohydrate
Urea,C13H11N4O10,288.08,1.42,825.953,Alcohol
Ethanol,C6H12N0O5,316.26,4.3,298.203,Carbohydrate
Adrenaline,C14H29N4O4,571.0,10.33,657.914,Amide
Serotonin,C11H19N4O10,384.35,13.72,70.434,Nucleotide
Dopamine,C17H16N1O3,871.86,9.32,785.015,Carbohydrate
Serotonin,C7H30N5O4,737.81,5.77,593.602,Alcohol
Serotonin,C16H30N0O4,572.41,N/A,980.308,Carbohydrate
Urea,C4H6N4O1,439.23,6.19,359.712,Organic Compound
Dopamine,C5H34N1O8,421.14,N/A,784.19,Neurotransmitter
Adrenaline,C16H21N2O9,201.95,9.36,137.91,Lipid
Urea,C2H34N3O2,716.26,13.74,444.553,Hormone
Ethanol,C1H11N3O5,817.78,4.29,214.281,Amide
Aspirin,C14H30N5O9,715.26,N/A,452.431,Organic Compound
Adenosine triphosphate,C3H31N2O8,676.5,13.05,183.601,Amide
Caffeine,C13H24N0O7,517.05,4.86,226.061,Nucleotide
Aspirin,C17H29N5O7,427.35,4.51,573.066,Organic Compound
Adrenaline,C6H17N0O1,325.65,13.8,398.522,Nucleotide
Ethanol,C6H5N3O5,460.62,6.26,707.91,Alcohol
Urea,C2H9N4O6,403.38,3.46,801.907,Neurotransmitter
Adrenaline,C17H7N3O1,661.34,9.54,799.162,Carbohydrate
Glucose,C3H16N1O5,819.47,3.75,636.262,Nucleotide
Serotonin,C18H21N1O4,640.74,10.24,106.715,Neurotransmitter
Adrenaline,C4H8N0O0,454.08,13.8,535.044,Lipid
Dopamine,C4H8N3O0,845.62,4.51,21.296,Organic Compound
Adrenaline,C15H31N4O3,230.37,6.61,668.54,Lipid
Caffeine,C12H31N3O7,139.98,N/A,193.784,Amide
Glucose,C19H3N4O1,227.46,N/A,395.351,Alcohol
Aspirin,C14H39N3O10,800.56,13.74,44.047,Hormone
Aspirin,C5H39N3O7,513.13,1.39,998.903,Hormone
Serotonin,C6H4N0O9,478.77,N/A,51.356,Organic Compound
Urea,C20H27N4O8,760.85,9.54,148.33,Nucleotide
Dopamine,C7H2N0O6,315.46,10.2,320.665,Lipid
Adenosine triphosphate,C4H14N4O7,424.02,8.83,410.56,Neurotransmitter
Dopamine,C5H22N5O1,772.01,5.35,71.775,Carbohydrate
Cholesterol,C3H33N0O0,267.77,5.11,295.349,Carbohydrate
Dopamine,C11H37N3O8,403.7,7.33,736.392,Amide
Cholesterol,C11H30N1O2,99.82,13.41,520.78,Neurotransmitter
Adenosine triphosphate,C16H28N0O4,946.08,13.68,13.246,Amide
Ethanol,C1H19N2O3,790.12,9.28,197.234,Carbohydrate
Ethanol,C4H38N5O6,931.04,8.06,41.149,Neurotransmitter
Aspirin,C12H33N3O4,676.52,7.97,737.899,Nucleotide
Adenosine triphosphate,C12H22N4O0,245.87,5.8,126.887,Neurotransmitter
Glucose,C19H2N1O10,845.99,6.74,695.871,Lipid
Caffeine,C20H30N0O1,294.85,6.78,595.819,Hormone
Adenosine triphosphate,C2H34N3O3,679.06,11.12,547.229,Nucleotide
Urea,C3H34N2O3,77.67,7.05,643.642,Lipid
Urea,C18H1N0O5,372.34,9.4,631.109,Alkaloid
Adrenaline,C17H5N5O3,246.28,6.42,355.462,Lipid
Adrenaline,C13H11N3O3,646.82,13.01,487.622,Nucleotide
Glucose,C4H15N4O5,734.91,8.04,393.557,Alcohol
Cholesterol,C2H8N1O5,742.66,12.98,758.06,Lipid
Ethanol,C13H31N3O10,287.2,13.47,923.948,Neurotransmitter
Glucose,C5H5N0O0,250.81,N/A,119.078,Neurotransmitter
Adrenaline,C1H8N4O9,263.67,4.77,418.5,Lipid
Caffeine,C1H38N1O10,433.83,5.91,555.168,Carbohydrate
Urea,C8H34N5O10,872.57,13.4,491.735,Neurotransmitter
Cholesterol,C14H7N0O10,513.51,N/A,331.289,Amide
Caffeine,C11H5N2O3,153.11,7.48,817.856,Neurotransmitter
Glucose,C16H23N4O0,975.19,4.33,797.174,Alkaloid
Ethanol,C6H4N5O3,749.26,4.38,593.49,Organic Compound
Urea,C20H36N1O4,498.63,N/A,864.657,Alkaloid
Caffeine,C17H8N2O1,119.09,13.56,761.804,Amide
Urea,C6H11N0O4,470.38,13.24,826.297,Alcohol
Glucose,C18H15N2O2,912.44,N/A,127.601,Organic Compound
Dopamine,C15H15N1O9,599.84,9.07,546.483,Neurotransmitter
Glucose,C13H2N0O1,381.23,4.28,837.633,Hormone
Adenosine triphosphate,C19H22N1O1,162.01,9.24,207.435,Alcohol
Glucose,C14H30N2O8,898.53,3.24,379.146,Lipid
Caffeine,C20H3N2O8,239.39,6.77,943.061,Alkaloid
Aspirin,C16H28N4O7,764.08,10.98,204.067,Lipid
Aspirin,C7H22N1O9,560.08,12.7,877.207,Amide
Urea,C10H13N0O8,921.41,9.09,47.497,Lipid
Cholesterol,C10H26N3O10,271.94,3.19,852.362,Amide
Cholesterol,C17H17N2O0,790.38,13.7,840.566,Alkaloid
Adrenaline,C9H30N4O3,77.43,1.65,932.465,Organic Compound
Dopamine,C1H23N5O10,297.34,10.77,543.194,Amide
Adenosine triphosphate,C20H15N4O8,994.63,N/A,410.265,Neurotransmitter
Cholesterol,C9H14N5O4,309.55,13.47,813.403,Neurotransmitter
Cholesterol,C4H4N2O1,98.14,1.79,788.141,Hormone
Caffeine,C19H22N2O1,348.09,13.9,637.372,Hormone
Adrenaline,C20H14N4O6,827.39,3.3,787.66,Amide
Aspirin,C11H16N0O3,534.58,1.17,14.99,Carbohydrate
Dopamine,C6H18N5O10,619.57,N/A,615.789,Organic Compound
Serotonin,C17H14N4O7,163.35,N/A,771.25,Hormone
Dopamine,C5H3N5O9,194.27,2.43,939.927,Carbohydrate
Urea,C4H16N1O10,147.97,4.99,535.977,Carbohydrate
Cholesterol,C14H27N1O6,514.09,8.37,821.612,Amide
Aspirin,C19H7N2O2,632.46,12.63,722.034,Lipid
Caffeine,C5H17N0O3,749.95,N/A,577.847,Hormone
Aspirin,C18H15N2O8,838.01,11.58,488.369,Amide
Aspirin,C7H18N3O0,896.89,N/A,141.65,Lipid
Ethanol,C8H28N3O1,405.41,13.18,440.885,Alkaloid
Caffeine,C6H6N3O0,269.76,7.66,180.347,Alcohol
Serotonin,C8H19N4O8,953.36,6.78,395.262,Nucleotide
Dopamine,C19H33N4O1,691.8,5.48,878.846,Alkaloid
Caffeine,C18H34N0O4,729.7,N/A,194.12,Alcohol
Glucose,C2H36N0O3,256.01,12.78,806.634,Carbohydrate
Caffeine,C10H11N3O5,188.58,13.59,930.971,Organic Compound
Caffeine,C9H34N0O7,943.87,4.24,541.377,Lipid
Ethanol,C20H40N0O0,577.04,10.95,738.075,Hormone
Urea,C2H10N2O5,329.86,4.94,958.632,Amide
Caffeine,C4H1N2O9,872.48,5.76,478.629,Lipid
Serotonin,C20H29N5O4,716.13,N/A,186.025,Nucleotide
Serotonin,C1H29N3O4,82.86,4.67,541.248,Nucleotide
Adenosine triphosphate,C15H4N1O9,541.68,9.6,773.189,Alcohol
Adenosine triphosphate,C18H21N2O9,375.56,13.12,782.232,Organic Compound
Aspirin,C15H22N5O4,952.15,9.16,236.569,Neurotransmitter
Urea,C8H25N5O7,793.73,1.12,912.771,Alcohol
Caffeine,C1H38N2O3,270.44,9.97,540.51,Amide
Cholesterol,C15H10N4O7,323.35,10.69,729.81,Alcohol
Cholesterol,C15H18N0O1,119.39,1.08,143.4,Alcohol
Adenosine triphosphate,C15H20N1O6,59.53,3.81,534.302,Organic Compound
Adrenaline,C18H5N0O8,561.66,2.17,245.602,Neurotransmitter
Adrenaline,C8H8N2O8,659.43,8.57,617.005,Amide
Cholesterol,C13H21N2O2,377.63,10.83,672.448,Amide
Urea,C14H11N0O7,546.74,N/A,620.497,Alkaloid
