compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C6H26N2O10,160.15,N/A,78.173,Amide
Adrenaline,C13H28N3O0,500.84,9.47,148.551,Nucleotide
Caffeine,C18H3N4O2,298.01,8.07,875.698,Amide
Ethanol,C16H37N4O6,426.53,8.38,320.276,Carbohydrate
Urea,C6H23N0O1,558.02,2.84,584.049,Organic Compound
Adrenaline,C19H2N4O2,373.39,4.69,226.665,Nucleotide
Caffeine,C14H7N5O7,371.57,N/A,471.092,Hormone
Caffeine,C15H34N3O3,789.05,6.11,886.825,Alcohol
Urea,C18H10N1O4,353.78,7.86,801.533,Carbohydrate
Glucose,C8H28N3O0,193.78,1.15,25.267,Hormone
Ethanol,C16H8N4O1,913.85,4.76,555.743,Hormone
Glucose,C15H10N4O1,783.14,6.01,885.159,Amide
Cholesterol,C6H40N0O8,654.82,4.23,559.124,Hormone
Ethanol,C1H39N2O7,374.52,11.2,578.413,Amide
Urea,C3H26N3O1,318.49,4.07,937.233,Alcohol
Cholesterol,C12H6N2O0,828.57,6.26,190.24,Neurotransmitter
Glucose,C16H12N0O1,244.16,11.53,534.255,Carbohydrate
Ethanol,C6H35N1O4,903.72,3.83,531.169,Amide
Serotonin,C7H33N3O8,823.2,3.49,454.474,Nucleotide
Serotonin,C7H26N0O9,275.69,6.05,304.405,Alcohol
Ethanol,C15H12N3O7,429.75,4.38,757.708,Neurotransmitter
Adrenaline,C6H13N3O5,352.67,4.9,184.71,Hormone
Aspirin,C13H27N5O6,487.87,12.54,420.974,Alkaloid
Urea,C8H24N5O1,140.97,N/A,810.627,Nucleotide
Glucose,C5H12N2O7,863.27,13.55,266.525,Neurotransmitter
Dopamine,C2H5N3O6,215.82,1.46,91.949,Hormone
Adenosine triphosphate,C11H16N0O5,281.8,9.24,239.96,Alcohol
Urea,C11H1N1O5,820.71,6.33,62.379,Alkaloid
Glucose,C17H1N4O6,824.87,6.33,569.738,Lipid
Ethanol,C7H10N0O5,400.35,1.01,560.638,Organic Compound
Adenosine triphosphate,C10H1N2O6,532.56,6.1,598.21,Alcohol
Adrenaline,C9H40N5O2,942.25,N/A,448.029,Organic Compound
Aspirin,C10H19N5O8,496.39,1.53,804.537,Amide
Caffeine,C18H4N1O2,633.4,N/A,500.66,Carbohydrate
Adenosine triphosphate,C1H18N4O4,74.56,1.87,618.371,Alcohol
Aspirin,C4H30N2O10,465.33,1.84,651.274,Nucleotide
Glucose,C16H3N1O3,276.83,1.38,132.39,Alkaloid
Cholesterol,C8H5N1O1,201.55,7.99,754.379,Lipid
Serotonin,C3H4N5O6,96.21,2.57,893.557,Nucleotide
Aspirin,C17H12N3O0,971.48,13.86,964.343,Carbohydrate
Adenosine triphosphate,C17H22N4O1,259.13,N/A,726.784,Alcohol
Adrenaline,C8H32N2O6,801.49,8.3,920.872,Alcohol
Glucose,C16H27N3O2,953.53,12.23,213.534,Organic Compound
Urea,C19H5N2O7,144.76,11.67,61.487,Hormone
Aspirin,C5H22N4O2,91.0,N/A,6.127,Alkaloid
Adrenaline,C3H11N3O7,736.96,N/A,585.983,Hormone
Cholesterol,C7H9N1O2,241.79,2.2,459.467,Alcohol
Aspirin,C14H14N2O0,878.34,7.3,305.569,Alkaloid
Ethanol,C10H28N3O3,974.91,6.67,918.716,Alkaloid
Ethanol,C20H10N2O1,918.48,9.52,340.357,Organic Compound
Serotonin,C4H36N4O10,919.76,6.62,348.679,Organic Compound
Cholesterol,C11H36N5O10,358.03,8.42,316.132,Hormone
Urea,C6H15N1O0,407.76,5.42,888.136,Nucleotide
Serotonin,C8H25N1O1,513.19,9.36,993.136,Carbohydrate
Caffeine,C10H21N4O9,490.05,5.34,181.095,Neurotransmitter
Urea,C13H17N4O2,759.01,12.43,409.12,Alkaloid
Urea,C3H15N3O3,746.52,N/A,443.561,Hormone
Ethanol,C7H4N4O3,916.09,2.38,222.784,Carbohydrate
Serotonin,C18H15N2O5,336.3,N/A,479.672,Nucleotide
Urea,C15H26N1O7,367.07,N/A,559.15,Nucleotide
Dopamine,C16H28N1O1,888.18,3.95,119.934,Nucleotide
Cholesterol,C18H2N2O1,480.27,3.42,3.13,Nucleotide
Serotonin,C13H40N0O7,615.68,12.17,637.823,Amide
Serotonin,C5H4N3O3,963.76,8.64,505.722,Carbohydrate
Serotonin,C7H38N4O2,94.09,11.57,121.449,Carbohydrate
Serotonin,C5H18N1O0,601.54,8.12,356.023,Carbohydrate
Urea,C13H22N3O8,560.51,13.03,577.856,Neurotransmitter
Caffeine,C4H25N5O8,502.6,12.24,952.082,Alkaloid
Dopamine,C2H15N5O2,445.8,12.1,965.972,Neurotransmitter
Ethanol,C15H3N5O10,644.88,5.64,311.412,Lipid
Aspirin,C1H23N1O10,87.06,N/A,242.651,Neurotransmitter
Adenosine triphosphate,C16H18N0O3,303.48,9.01,278.905,Carbohydrate
Adenosine triphosphate,C6H40N0O3,952.17,N/A,60.917,Neurotransmitter
Caffeine,C13H13N2O4,79.57,N/A,70.814,Carbohydrate
Glucose,C7H25N4O3,825.0,1.04,485.09,Amide
Urea,C18H15N0O3,155.84,N/A,550.307,Amide
Adenosine triphosphate,C20H27N4O1,205.63,N/A,940.56,Organic Compound
Urea,C3H33N0O0,682.23,2.08,578.474,Amide
Dopamine,C9H3N3O2,794.71,12.21,783.652,Nucleotide
Cholesterol,C6H38N1O3,933.45,9.85,162.829,Lipid
Adenosine triphosphate,C1H1N5O1,312.17,4.92,677.584,Alcohol
Glucose,C12H19N3O0,803.08,11.1,896.049,Alcohol
Adrenaline,C18H5N4O2,409.63,3.78,252.957,Hormone
Ethanol,C20H9N5O8,409.45,5.55,918.901,Alkaloid
Dopamine,C19H20N0O0,527.03,10.67,848.24,Carbohydrate
Cholesterol,C1H34N2O10,650.62,9.16,531.347,Organic Compound
Aspirin,C1H21N2O10,70.07,12.21,403.517,Amide
Adrenaline,C6H40N1O10,733.47,3.19,332.494,Nucleotide
Dopamine,C6H5N0O2,59.81,11.12,692.423,Alcohol
Dopamine,C3H13N0O6,595.87,5.7,69.083,Amide
Adrenaline,C17H20N0O4,526.16,12.18,357.123,Alkaloid
Adrenaline,C3H37N0O2,611.65,N/A,779.529,Hormone
Cholesterol,C5H29N0O10,718.07,N/A,415.067,Hormone
Adenosine triphosphate,C13H38N3O2,483.62,9.83,232.187,Amide
Cholesterol,C10H6N1O8,518.68,10.04,378.727,Neurotransmitter
Glucose,C1H27N0O6,848.18,9.71,126.867,Alcohol
Serotonin,C18H13N4O3,566.41,N/A,301.233,Lipid
Dopamine,C9H14N4O5,887.34,11.99,445.423,Lipid
Dopamine,C8H32N1O5,953.52,12.75,614.382,Alkaloid
Glucose,C18H18N5O8,129.68,N/A,315.13,Amide
Glucose,C18H11N2O5,614.87,6.38,780.21,Hormone
Serotonin,C2H23N4O6,701.87,N/A,251.246,Neurotransmitter
Adenosine triphosphate,C12H33N3O8,519.73,11.66,522.714,Lipid
Urea,C3H18N0O1,983.52,13.84,184.794,Hormone
Adrenaline,C4H16N3O2,324.14,10.18,561.955,Nucleotide
Dopamine,C6H32N1O8,64.68,6.84,183.53,Lipid
Aspirin,C9H33N5O10,749.47,13.07,872.45,Hormone
Dopamine,C14H33N1O10,693.31,13.66,633.08,Neurotransmitter
Caffeine,C14H21N4O8,247.42,9.19,715.567,Carbohydrate
Ethanol,C18H7N1O10,816.25,5.73,362.446,Organic Compound
Caffeine,C10H21N5O0,326.12,12.42,499.807,Amide
Dopamine,C20H16N4O0,819.21,13.18,988.07,Organic Compound
Aspirin,C17H9N3O9,620.61,N/A,259.592,Alkaloid
Caffeine,C16H2N5O8,97.51,10.38,895.825,Carbohydrate
Urea,C5H33N4O1,993.19,10.69,11.163,Hormone
