compound,formula,mw,pka,solubility_mg_ml,class
Urea,C13H38N5O3,568.42,2.14,181.571,Lipid
Ethanol,C18H21N5O10,778.66,8.25,664.042,Carbohydrate
Serotonin,C3H21N1O6,139.24,12.97,208.791,Alcohol
Ethanol,C8H17N2O1,153.24,12.63,356.836,Alkaloid
Ethanol,C19H19N0O4,292.97,N/A,618.334,Carbohydrate
Serotonin,C20H3N5O5,974.3,N/A,477.821,Alkaloid
Dopamine,C17H26N5O1,569.89,N/A,639.839,Alkaloid
Ethanol,C3H19N1O1,133.0,10.91,881.197,Alkaloid
Serotonin,C9H26N2O8,740.5,11.66,324.187,Nucleotide
Ethanol,C12H3N4O10,801.95,N/A,890.123,Nucleotide
Cholesterol,C7H7N5O9,205.25,6.09,238.896,Alcohol
Dopamine,C2H6N5O6,774.1,N/A,790.327,Carbohydrate
Adenosine triphosphate,C19H34N4O6,446.4,10.09,298.874,Carbohydrate
Cholesterol,C15H27N4O4,908.26,5.09,591.266,Nucleotide
Caffeine,C15H5N1O7,467.74,3.23,910.978,Carbohydrate
Ethanol,C8H9N4O9,234.08,9.56,153.978,Alcohol
Ethanol,C8H21N1O8,223.77,4.55,833.295,Lipid
Adrenaline,C16H22N2O8,568.66,N/A,402.935,Nucleotide
Adrenaline,C3H35N1O10,325.62,8.61,381.326,Carbohydrate
Dopamine,C12H36N1O0,605.56,2.59,186.963,Hormone
Cholesterol,C14H6N1O6,236.82,11.35,620.608,Organic Compound
Glucose,C20H27N5O7,841.04,3.45,669.344,Neurotransmitter
Aspirin,C6H36N5O10,646.45,13.86,164.442,Alcohol
Glucose,C16H7N5O6,161.63,7.38,938.738,Neurotransmitter
Aspirin,C10H18N5O6,911.17,N/A,276.994,Lipid
Dopamine,C8H31N1O10,803.27,13.13,101.28,Alcohol
Dopamine,C3H4N5O8,864.96,5.97,512.8,Organic Compound
Adrenaline,C8H21N0O0,91.47,13.8,297.15,Hormone
Urea,C8H19N5O7,471.56,2.72,659.08,Amide
Adrenaline,C7H34N4O2,481.48,9.55,186.578,Neurotransmitter
Ethanol,C16H34N4O6,758.35,10.17,767.617,Alcohol
Adrenaline,C12H39N2O7,632.07,N/A,420.1,Alcohol
Ethanol,C9H21N3O3,492.19,1.81,60.873,Amide
Serotonin,C13H10N0O5,465.53,N/A,157.529,Alcohol
Serotonin,C14H1N1O10,390.89,12.63,226.152,Lipid
Ethanol,C3H15N0O3,785.53,6.59,710.111,Alcohol
Cholesterol,C11H38N5O4,651.98,13.16,604.704,Neurotransmitter
Adenosine triphosphate,C19H25N0O2,122.69,5.18,171.013,Amide
Ethanol,C14H11N1O6,446.43,11.38,782.265,Nucleotide
Dopamine,C16H5N3O6,276.16,13.63,418.466,Amide
Dopamine,C13H9N4O6,399.9,10.04,969.803,Alcohol
Adrenaline,C19H7N4O4,844.18,9.06,572.25,Hormone
Glucose,C12H16N4O7,255.41,5.32,964.674,Nucleotide
Adenosine triphosphate,C11H21N2O6,301.11,N/A,707.955,Hormone
Aspirin,C12H10N4O10,377.66,3.43,215.562,Nucleotide
Serotonin,C15H11N4O9,111.75,6.59,106.344,Alcohol
Glucose,C4H21N3O4,66.96,1.55,664.292,Organic Compound
Caffeine,C10H25N1O6,235.8,4.53,367.758,Alkaloid
Caffeine,C14H5N4O9,387.09,N/A,630.0,Lipid
Aspirin,C6H1N5O4,456.18,4.91,295.858,Nucleotide
Adenosine triphosphate,C18H3N3O0,636.21,6.71,166.963,Alkaloid
Caffeine,C4H39N5O5,578.73,11.24,200.147,Organic Compound
Cholesterol,C9H32N2O4,271.59,3.07,889.003,Organic Compound
Cholesterol,C17H20N5O1,217.53,N/A,227.106,Neurotransmitter
Ethanol,C5H25N1O9,539.02,6.57,892.659,Alcohol
Glucose,C18H14N5O0,308.48,5.12,617.242,Alcohol
Glucose,C20H7N1O8,929.45,10.79,21.199,Amide
Cholesterol,C19H35N1O3,52.02,10.58,627.881,Nucleotide
Caffeine,C3H39N5O3,719.7,N/A,844.238,Nucleotide
Serotonin,C1H28N3O10,407.68,4.46,972.205,Lipid
Glucose,C14H12N0O10,788.35,1.06,213.63,Hormone
Adrenaline,C13H35N0O8,167.29,N/A,326.209,Alcohol
Caffeine,C19H35N0O9,241.01,5.89,944.254,Nucleotide
Serotonin,C4H23N5O4,115.87,N/A,964.934,Nucleotide
Adenosine triphosphate,C8H30N5O0,530.52,6.03,497.758,Nucleotide
Ethanol,C6H31N4O4,231.4,N/A,721.22,Neurotransmitter
Adrenaline,C9H11N2O4,754.37,3.98,97.205,Alkaloid
Glucose,C17H8N2O9,731.55,N/A,393.055,Lipid
Adrenaline,C2H3N1O7,592.53,N/A,103.139,Nucleotide
Cholesterol,C14H25N0O5,468.33,N/A,373.566,Lipid
Cholesterol,C5H23N0O4,576.03,N/A,95.131,Hormone
Adrenaline,C17H6N5O5,302.48,4.55,291.942,Nucleotide
Ethanol,C18H35N5O6,61.6,N/A,234.994,Amide
Serotonin,C13H17N2O4,59.06,13.25,27.85,Carbohydrate
Dopamine,C16H18N5O9,84.8,11.97,192.216,Organic Compound
Adenosine triphosphate,C10H25N1O3,288.0,3.93,202.428,Carbohydrate
Ethanol,C10H29N3O8,365.48,N/A,947.267,Amide
