compound,formula,mw,pka,solubility_mg_ml,class
Urea,C19H16N4O5,963.98,4.2,535.807,Alkaloid
Adrenaline,C7H2N5O0,350.6,13.39,360.515,Organic Compound
Adrenaline,C3H11N1O2,582.03,8.9,918.46,Neurotransmitter
Serotonin,C15H16N3O6,720.86,7.51,83.536,Lipid
Urea,C6H7N4O9,983.93,12.38,778.244,Carbohydrate
Adrenaline,C9H9N3O1,377.6,8.69,862.755,Lipid
Cholesterol,C19H35N0O4,229.85,N/A,751.165,Hormone
Aspirin,C20H30N4O8,359.88,9.86,374.46,Neurotransmitter
Urea,C5H28N5O2,988.26,7.83,742.315,Alkaloid
Serotonin,C10H20N2O3,726.41,11.0,743.761,Amide
Serotonin,C4H19N0O2,159.36,N/A,552.63,Alkaloid
Caffeine,C16H40N5O1,931.46,2.83,635.15,Neurotransmitter
Glucose,C6H18N4O10,533.46,5.97,60.727,Hormone
Adenosine triphosphate,C13H36N2O8,655.93,1.51,455.853,Nucleotide
Caffeine,C13H17N4O0,421.11,4.21,504.601,Alcohol
Ethanol,C13H18N4O4,739.47,5.13,900.219,Amide
Dopamine,C15H38N5O5,641.83,N/A,231.846,Hormone
Cholesterol,C13H27N2O6,130.26,N/A,577.786,Neurotransmitter
Adenosine triphosphate,C10H11N0O8,598.23,N/A,178.291,Organic Compound
Dopamine,C7H3N2O7,555.49,4.85,24.909,Alkaloid
Adenosine triphosphate,C6H27N4O3,457.11,N/A,333.436,Hormone
Urea,C8H16N4O7,211.66,3.57,1.283,Nucleotide
Glucose,C12H3N3O3,589.28,4.46,412.766,Carbohydrate
Adenosine triphosphate,C19H8N0O6,567.95,4.2,177.883,Alcohol
Ethanol,C17H10N4O2,752.59,13.27,418.741,Alcohol
Glucose,C9H9N2O2,281.42,2.94,146.982,Nucleotide
Aspirin,C7H13N3O9,603.67,3.93,461.141,Alkaloid
Adenosine triphosphate,C10H15N3O3,437.33,5.72,818.421,Hormone
Adenosine triphosphate,C7H36N2O2,161.43,N/A,929.602,Alcohol
Aspirin,C7H17N1O0,305.41,5.54,847.777,Lipid
Urea,C18H12N4O9,624.75,N/A,247.16,Alcohol
Urea,C13H4N2O5,221.25,N/A,809.417,Nucleotide
Urea,C1H4N5O8,873.53,9.91,480.974,Alkaloid
Caffeine,C19H30N4O7,63.41,13.02,238.639,Alcohol
Aspirin,C2H3N0O0,325.08,N/A,825.085,Organic Compound
Adenosine triphosphate,C9H21N5O6,517.76,12.7,367.118,Neurotransmitter
Aspirin,C9H40N0O0,441.44,N/A,485.681,Neurotransmitter
Cholesterol,C5H15N4O8,71.24,N/A,509.232,Alkaloid
Glucose,C11H38N1O5,501.09,N/A,906.811,Neurotransmitter
Adenosine triphosphate,C18H15N5O4,275.17,N/A,525.443,Hormone
Dopamine,C5H36N5O2,978.77,5.66,209.333,Nucleotide
Urea,C13H18N0O8,767.12,10.8,269.728,Alkaloid
Glucose,C20H17N2O1,711.11,5.48,361.89,Hormone
Caffeine,C4H37N5O2,461.34,1.88,993.174,Alcohol
Urea,C10H22N4O0,355.53,11.72,375.858,Neurotransmitter
Ethanol,C3H37N3O8,117.21,N/A,122.692,Lipid
Dopamine,C2H16N5O6,587.11,N/A,659.813,Nucleotide
Glucose,C16H19N5O2,406.23,3.69,169.767,Amide
Ethanol,C14H3N2O7,697.14,3.53,155.596,Nucleotide
Urea,C20H4N2O10,761.6,6.24,454.387,Organic Compound
Dopamine,C13H11N2O8,603.42,2.58,626.304,Organic Compound
Glucose,C1H7N5O9,858.92,11.34,974.952,Lipid
Aspirin,C14H38N5O3,645.73,N/A,7.221,Hormone
Adenosine triphosphate,C17H21N5O8,727.0,9.56,763.438,Lipid
Aspirin,C3H40N1O8,732.05,11.32,996.924,Nucleotide
Glucose,C11H27N3O2,748.33,7.1,364.553,Hormone
Serotonin,C4H14N0O5,855.63,4.99,418.977,Hormone
Adrenaline,C3H38N0O8,542.36,N/A,780.714,Alcohol
Dopamine,C13H2N2O1,239.5,3.74,65.816,Hormone
Caffeine,C15H24N5O6,278.94,5.38,524.136,Alcohol
Glucose,C15H14N3O3,726.93,7.58,709.198,Organic Compound
Urea,C15H4N1O4,171.2,2.8,491.508,Carbohydrate
Caffeine,C10H21N3O0,908.24,13.5,941.862,Alcohol
Dopamine,C13H6N0O7,615.5,3.1,388.262,Alkaloid
Adenosine triphosphate,C2H9N4O3,727.66,6.55,852.896,Amide
Ethanol,C16H5N2O9,998.38,2.6,807.69,Organic Compound
Glucose,C1H25N5O10,640.32,N/A,179.799,Alkaloid
Dopamine,C15H11N3O1,763.4,11.02,397.644,Nucleotide
Dopamine,C19H4N0O2,863.17,1.78,944.924,Neurotransmitter
Glucose,C18H28N3O2,479.06,N/A,334.171,Alkaloid
Dopamine,C13H6N0O9,787.39,13.54,71.337,Hormone
Adenosine triphosphate,C8H29N2O0,281.32,7.61,563.891,Alcohol
