compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C16H34N0O2,702.32,N/A,978.03,Lipid
Ethanol,C16H5N2O6,793.37,1.88,577.545,Nucleotide
Ethanol,C11H9N4O7,430.66,2.5,111.664,Organic Compound
Adrenaline,C12H39N5O7,933.26,11.9,351.691,Nucleotide
Dopamine,C17H38N5O7,478.2,N/A,869.759,Neurotransmitter
Adrenaline,C16H16N5O2,439.11,1.93,379.839,Alkaloid
Aspirin,C10H11N4O8,662.35,2.7,205.277,Amide
Cholesterol,C15H24N3O7,833.36,3.32,70.779,Alkaloid
Urea,C12H29N3O3,317.75,N/A,519.992,Alcohol
Glucose,C8H19N2O10,649.5,10.13,312.159,Neurotransmitter
Serotonin,C6H16N1O9,768.5,1.58,533.904,Amide
Cholesterol,C17H19N3O2,743.79,8.26,217.193,Organic Compound
Adenosine triphosphate,C11H25N5O0,870.48,10.37,99.525,Alkaloid
Caffeine,C5H7N4O6,849.98,6.36,420.672,Carbohydrate
Dopamine,C10H13N5O2,161.38,1.06,504.3,Organic Compound
Serotonin,C14H31N1O4,748.55,N/A,310.366,Alcohol
Adrenaline,C13H19N4O4,559.46,4.46,931.197,Carbohydrate
Caffeine,C4H26N1O1,733.21,6.15,522.596,Carbohydrate
Ethanol,C7H12N0O7,820.61,12.36,248.616,Organic Compound
Caffeine,C11H17N3O1,361.66,12.43,132.427,Alkaloid
Adrenaline,C4H17N0O0,603.73,12.2,991.298,Alcohol
Glucose,C8H31N2O6,937.57,N/A,600.679,Hormone
Adenosine triphosphate,C5H34N4O4,211.92,4.37,80.437,Nucleotide
Adenosine triphosphate,C20H29N1O1,594.75,1.23,533.948,Organic Compound
Caffeine,C17H10N3O5,200.26,3.08,644.598,Carbohydrate
Caffeine,C19H19N5O1,823.94,N/A,750.749,Hormone
Glucose,C7H14N3O7,415.5,10.66,726.955,Amide
Adrenaline,C8H35N4O10,133.41,2.42,250.504,Alkaloid
Aspirin,C7H18N4O7,146.4,4.09,689.055,Neurotransmitter
Glucose,C2H21N5O6,773.9,N/A,368.023,Lipid
Ethanol,C9H30N5O6,334.93,2.69,965.875,Hormone
Caffeine,C17H20N4O10,417.67,N/A,742.148,Alkaloid
Serotonin,C2H7N4O0,259.11,9.32,683.731,Nucleotide
Urea,C3H31N2O1,111.57,3.16,190.004,Lipid
Cholesterol,C4H2N5O8,841.36,N/A,84.975,Alcohol
Adrenaline,C12H12N1O0,78.87,7.35,5.137,Lipid
Ethanol,C9H17N0O8,664.23,2.21,896.608,Amide
Caffeine,C6H29N2O6,780.32,5.54,827.577,Neurotransmitter
Aspirin,C14H38N2O3,968.0,9.59,572.647,Carbohydrate
Serotonin,C13H38N0O4,703.24,3.26,206.244,Nucleotide
Urea,C7H28N2O0,551.02,13.12,574.183,Carbohydrate
Ethanol,C20H21N0O9,64.37,5.27,468.771,Neurotransmitter
Caffeine,C18H14N1O5,504.07,9.2,286.427,Nucleotide
Serotonin,C2H30N1O0,547.47,N/A,508.888,Neurotransmitter
Adrenaline,C13H2N5O5,363.48,10.34,406.833,Alkaloid
Adenosine triphosphate,C7H22N3O8,305.32,11.61,196.3,Lipid
Ethanol,C3H33N5O6,361.47,6.41,207.328,Lipid
Urea,C16H18N5O3,747.03,12.99,598.369,Nucleotide
Serotonin,C15H12N5O3,797.4,11.73,865.785,Nucleotide
Adenosine triphosphate,C10H26N4O5,371.48,12.91,406.805,Neurotransmitter
Adrenaline,C2H36N4O7,807.66,7.82,362.638,Lipid
Caffeine,C18H6N5O6,299.7,N/A,685.285,Neurotransmitter
Adenosine triphosphate,C14H19N0O9,867.12,N/A,498.911,Carbohydrate
Glucose,C8H8N2O4,78.01,2.71,55.846,Lipid
Serotonin,C12H5N3O8,697.24,N/A,976.398,Alkaloid
Ethanol,C16H30N3O6,542.85,1.74,685.206,Alcohol
Adenosine triphosphate,C14H37N3O7,299.8,8.28,186.032,Hormone
Glucose,C13H4N2O10,438.89,N/A,274.919,Alcohol
Cholesterol,C2H17N1O10,862.18,4.58,374.255,Amide
Ethanol,C20H40N4O9,987.99,6.92,932.784,Neurotransmitter
Dopamine,C1H35N5O2,385.89,10.18,489.409,Nucleotide
Serotonin,C16H35N1O9,660.12,2.62,244.092,Amide
Aspirin,C6H37N3O10,279.89,6.49,844.842,Carbohydrate
Cholesterol,C17H27N1O7,546.82,4.84,212.714,Alcohol
Glucose,C3H26N2O7,799.93,12.89,940.935,Lipid
Serotonin,C16H37N4O6,469.18,5.48,640.943,Alkaloid
Glucose,C13H35N3O2,557.37,10.82,395.493,Carbohydrate
