compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C9H28N2O3,494.67,10.04,164.351,Lipid
Dopamine,C6H22N5O4,318.6,10.53,650.961,Neurotransmitter
Urea,C8H4N5O2,133.75,9.75,150.073,Hormone
Caffeine,C8H16N4O8,682.56,11.9,415.157,Amide
Adenosine triphosphate,C16H38N3O8,106.39,7.62,124.901,Amide
Caffeine,C18H2N4O9,879.75,N/A,267.896,Amide
Ethanol,C17H19N5O6,322.99,N/A,53.784,Organic Compound
Aspirin,C12H16N2O3,134.49,N/A,221.151,Neurotransmitter
Aspirin,C18H26N2O9,911.0,N/A,951.084,Alkaloid
Glucose,C18H32N5O8,760.44,6.23,461.085,Carbohydrate
Cholesterol,C12H30N1O2,386.46,3.53,574.406,Alkaloid
Adenosine triphosphate,C19H26N4O7,270.19,3.93,778.346,Alkaloid
Cholesterol,C7H17N5O0,726.32,N/A,629.0,Neurotransmitter
Aspirin,C9H18N1O6,799.75,9.77,740.958,Carbohydrate
Dopamine,C19H28N4O7,744.52,N/A,985.175,Amide
Ethanol,C17H24N0O2,646.19,12.19,865.785,Organic Compound
Cholesterol,C16H36N0O10,279.86,5.34,611.567,Alcohol
Glucose,C8H10N1O6,849.03,13.83,891.304,Amide
Ethanol,C13H21N2O0,88.0,N/A,398.525,Amide
Adrenaline,C1H39N0O0,878.67,2.95,958.331,Alkaloid
Cholesterol,C7H9N0O8,904.48,9.76,246.003,Nucleotide
Urea,C12H8N0O4,716.76,11.39,446.967,Carbohydrate
Dopamine,C12H12N2O0,695.06,N/A,911.484,Lipid
Cholesterol,C9H19N2O5,119.35,N/A,228.446,Hormone
Aspirin,C15H16N1O2,333.35,N/A,536.114,Hormone
Adrenaline,C14H10N5O8,562.89,3.59,572.376,Hormone
Dopamine,C14H37N0O5,429.01,N/A,141.489,Alcohol
Serotonin,C15H15N1O2,380.03,2.55,180.359,Organic Compound
Glucose,C13H24N5O5,853.45,6.43,40.491,Organic Compound
Caffeine,C10H21N2O6,767.89,8.19,725.484,Carbohydrate
Urea,C15H5N1O9,925.04,5.8,765.024,Nucleotide
Glucose,C3H6N4O5,703.82,N/A,208.317,Neurotransmitter
Adenosine triphosphate,C8H6N3O3,886.79,7.64,596.684,Alcohol
Glucose,C10H30N3O1,862.4,6.46,555.099,Hormone
Caffeine,C16H29N1O0,413.42,12.75,370.057,Neurotransmitter
Aspirin,C16H6N5O10,783.04,8.94,868.218,Neurotransmitter
Cholesterol,C13H35N3O7,726.82,10.16,954.892,Alkaloid
Aspirin,C5H40N1O2,243.61,5.17,883.217,Alkaloid
Serotonin,C8H16N5O0,864.17,4.76,157.765,Lipid
Adenosine triphosphate,C19H26N1O5,217.4,2.76,52.512,Amide
Dopamine,C14H38N0O0,932.15,9.31,766.75,Lipid
Adrenaline,C20H32N2O6,522.58,8.71,915.023,Nucleotide
Glucose,C15H38N5O4,107.05,8.03,827.067,Hormone
Serotonin,C7H22N1O8,452.48,2.69,36.832,Alcohol
Ethanol,C19H21N1O4,787.71,2.19,937.364,Alkaloid
Caffeine,C5H5N1O2,850.33,9.87,124.932,Neurotransmitter
Dopamine,C8H11N5O0,97.55,N/A,158.279,Hormone
Ethanol,C1H12N3O7,313.71,N/A,592.268,Amide
Caffeine,C8H37N0O1,350.12,N/A,301.97,Hormone
Cholesterol,C10H2N1O8,911.09,10.37,606.269,Nucleotide
Serotonin,C2H1N5O1,166.74,N/A,818.648,Nucleotide
Aspirin,C18H1N0O7,956.27,5.9,51.011,Carbohydrate
Aspirin,C17H7N3O9,425.03,11.13,458.404,Nucleotide
Adenosine triphosphate,C16H9N4O4,898.85,7.68,280.482,Neurotransmitter
Ethanol,C7H7N1O5,620.28,7.52,400.302,Amide
Glucose,C20H28N0O2,945.24,1.68,766.925,Organic Compound
Ethanol,C17H36N4O10,565.85,13.98,343.932,Carbohydrate
Cholesterol,C2H36N0O3,438.43,12.24,852.684,Lipid
Dopamine,C9H34N0O10,177.35,N/A,808.335,Nucleotide
Cholesterol,C3H23N5O2,564.11,5.51,469.443,Lipid
Serotonin,C7H1N3O1,147.81,N/A,772.625,Hormone
Ethanol,C2H19N4O2,920.61,13.0,639.722,Hormone
Serotonin,C20H36N3O10,956.56,N/A,860.4,Nucleotide
Serotonin,C18H14N5O1,615.25,12.37,600.419,Alkaloid
Urea,C17H34N3O8,820.78,12.69,826.143,Lipid
Dopamine,C15H13N4O6,559.86,13.81,215.263,Carbohydrate
Serotonin,C7H34N5O5,970.4,5.1,540.854,Neurotransmitter
Dopamine,C11H39N4O8,588.77,N/A,978.034,Hormone
Aspirin,C17H21N0O10,271.08,9.1,988.543,Nucleotide
Caffeine,C18H7N3O8,431.88,2.02,418.161,Organic Compound
Urea,C1H34N2O4,690.52,13.27,920.201,Alkaloid
Cholesterol,C1H34N3O1,682.97,11.99,777.241,Neurotransmitter
Adenosine triphosphate,C10H7N1O7,495.4,N/A,878.265,Hormone
Glucose,C2H13N2O0,613.1,1.72,285.093,Alcohol
Aspirin,C4H21N1O6,914.7,11.1,941.368,Neurotransmitter
Urea,C7H15N0O3,629.29,1.6,838.562,Neurotransmitter
Adrenaline,C1H23N5O3,894.4,13.88,833.407,Lipid
Ethanol,C16H29N4O2,86.82,3.54,62.291,Alkaloid
Serotonin,C12H39N3O5,301.77,4.94,840.734,Nucleotide
Urea,C2H23N4O5,417.93,6.7,113.582,Carbohydrate
Aspirin,C15H21N1O1,895.15,11.43,293.185,Neurotransmitter
Adenosine triphosphate,C20H9N1O2,956.28,3.98,758.916,Alcohol
Glucose,C15H6N4O0,775.52,1.77,631.248,Hormone
Aspirin,C8H2N0O9,904.45,6.64,197.318,Neurotransmitter
Adrenaline,C6H40N2O6,221.48,11.93,181.07,Carbohydrate
Adenosine triphosphate,C7H13N2O5,90.57,N/A,281.799,Amide
Urea,C1H19N4O2,610.42,1.83,176.17,Alkaloid
Ethanol,C16H5N2O9,644.01,5.14,76.034,Alkaloid
Serotonin,C17H24N5O6,253.04,6.45,677.826,Carbohydrate
Adenosine triphosphate,C18H24N0O4,263.6,1.81,71.419,Amide
Caffeine,C13H5N3O9,314.12,N/A,47.529,Carbohydrate
Adenosine triphosphate,C16H14N5O0,595.94,7.58,752.241,Neurotransmitter
Serotonin,C17H25N4O0,417.12,1.35,156.502,Nucleotide
Aspirin,C2H13N1O2,891.23,1.12,73.418,Carbohydrate
Aspirin,C1H40N0O10,831.99,8.29,415.321,Hormone
Adenosine triphosphate,C11H7N4O7,583.08,1.76,28.256,Nucleotide
Adenosine triphosphate,C1H11N3O6,610.31,7.0,836.618,Alkaloid
Glucose,C2H33N0O1,945.68,7.8,307.568,Organic Compound
Adenosine triphosphate,C2H10N5O5,524.45,12.55,164.379,Organic Compound
Caffeine,C10H17N5O6,391.8,1.52,194.524,Nucleotide
Caffeine,C16H32N1O8,72.09,6.86,71.535,Neurotransmitter
Serotonin,C13H6N0O3,982.84,8.85,618.847,Carbohydrate
Ethanol,C12H9N2O4,200.38,N/A,464.995,Alcohol
Adrenaline,C7H34N1O3,233.47,12.9,787.833,Organic Compound
Cholesterol,C17H27N1O5,774.78,N/A,249.051,Nucleotide
Cholesterol,C4H1N2O4,831.71,13.97,757.237,Alcohol
Adrenaline,C18H31N0O1,217.58,8.45,195.257,Organic Compound
Glucose,C10H2N0O3,383.0,13.86,321.557,Carbohydrate
Aspirin,C10H38N2O4,532.8,10.87,761.076,Hormone
Aspirin,C16H25N5O0,153.69,9.86,867.681,Hormone
Cholesterol,C12H39N3O8,984.98,12.68,335.126,Amide
Glucose,C19H35N0O5,636.92,4.11,536.915,Organic Compound
Serotonin,C8H36N2O4,101.97,8.06,199.737,Lipid
Ethanol,C3H23N1O3,271.57,9.9,529.374,Amide
Serotonin,C10H30N3O3,308.67,6.26,209.848,Hormone
Serotonin,C11H26N3O3,777.39,5.68,881.869,Nucleotide
Serotonin,C9H21N2O7,64.74,11.16,744.808,Hormone
Glucose,C12H10N2O8,885.93,10.68,129.362,Hormone
