compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C20H20N2O7,520.79,8.75,667.961,Neurotransmitter
Adenosine triphosphate,C1H7N5O0,517.65,1.54,697.1,Alcohol
Ethanol,C2H5N5O4,900.15,N/A,141.952,Hormone
Dopamine,C19H3N1O10,774.4,6.25,534.565,Alcohol
Cholesterol,C20H30N5O10,527.86,N/A,359.842,Neurotransmitter
Caffeine,C9H30N0O9,119.16,6.03,825.912,Neurotransmitter
Urea,C9H18N2O7,314.71,2.9,185.526,Lipid
Adrenaline,C5H40N2O8,858.78,9.8,559.856,Nucleotide
Caffeine,C8H40N5O0,822.34,7.62,328.583,Neurotransmitter
Dopamine,C6H27N5O2,725.6,1.68,72.317,Amide
Urea,C15H29N0O7,822.68,13.63,9.75,Carbohydrate
Aspirin,C16H8N0O4,580.55,N/A,326.424,Neurotransmitter
Urea,C3H36N4O9,662.53,N/A,989.319,Carbohydrate
Aspirin,C15H6N5O0,800.08,N/A,890.077,Alcohol
Cholesterol,C11H35N2O7,724.71,N/A,693.355,Organic Compound
Ethanol,C11H8N0O10,797.5,N/A,804.461,Alkaloid
Serotonin,C1H1N5O0,888.84,11.71,465.459,Hormone
Dopamine,C10H14N1O4,909.39,2.2,479.917,Carbohydrate
Caffeine,C13H23N5O1,509.78,3.43,739.823,Hormone
Adenosine triphosphate,C19H8N3O10,547.41,1.93,469.707,Neurotransmitter
Adrenaline,C3H15N0O9,53.73,5.34,736.854,Nucleotide
Adrenaline,C7H35N3O2,930.71,N/A,22.733,Nucleotide
Serotonin,C3H5N3O0,466.59,12.58,785.172,Lipid
Adrenaline,C1H13N3O9,136.16,N/A,223.383,Nucleotide
Aspirin,C10H3N3O6,242.93,N/A,649.527,Lipid
Aspirin,C12H25N0O3,462.6,N/A,573.546,Neurotransmitter
Ethanol,C18H34N5O9,868.8,9.55,674.502,Nucleotide
Glucose,C11H31N0O9,396.79,2.57,945.44,Hormone
Dopamine,C6H8N4O10,497.8,4.39,430.175,Organic Compound
Dopamine,C3H32N0O9,583.27,1.91,865.169,Carbohydrate
Adrenaline,C16H25N1O8,157.79,8.88,885.723,Carbohydrate
Urea,C8H10N3O5,908.7,1.28,228.636,Nucleotide
Urea,C20H6N2O7,73.19,8.68,96.892,Carbohydrate
Adrenaline,C17H6N5O4,421.47,11.51,470.172,Neurotransmitter
Cholesterol,C2H35N2O4,56.57,12.77,169.895,Neurotransmitter
Cholesterol,C6H15N4O2,621.14,13.83,1.523,Alkaloid
Cholesterol,C2H21N2O3,425.52,2.26,418.136,Carbohydrate
Dopamine,C6H34N5O0,166.75,4.34,363.977,Amide
Adenosine triphosphate,C7H18N3O5,111.0,10.67,433.147,Nucleotide
Cholesterol,C13H8N1O10,861.11,5.02,517.752,Organic Compound
Adrenaline,C19H10N0O6,884.79,12.71,122.69,Lipid
Ethanol,C7H40N1O3,317.2,N/A,448.748,Alcohol
Adrenaline,C3H8N3O7,772.75,9.02,163.765,Neurotransmitter
Caffeine,C11H1N1O8,456.58,12.96,249.729,Organic Compound
Aspirin,C19H14N4O4,971.04,6.51,289.692,Lipid
Urea,C16H6N5O1,422.61,3.19,837.241,Nucleotide
Serotonin,C5H26N4O6,598.48,13.04,278.731,Alkaloid
Cholesterol,C11H5N2O6,667.26,12.64,664.135,Alkaloid
Aspirin,C2H40N5O9,444.45,7.29,132.63,Amide
Serotonin,C18H32N2O6,536.34,5.16,193.245,Alcohol
Cholesterol,C11H19N1O3,391.47,2.8,173.275,Amide
Glucose,C2H5N1O10,716.72,7.26,443.354,Alcohol
Aspirin,C17H38N4O9,63.94,13.9,337.701,Alcohol
Caffeine,C1H34N3O9,94.82,9.3,303.749,Amide
Serotonin,C11H15N0O0,699.51,N/A,846.108,Nucleotide
Urea,C19H33N5O4,661.61,N/A,472.037,Carbohydrate
Urea,C3H19N3O9,410.51,11.37,442.638,Nucleotide
Adrenaline,C3H31N3O7,455.9,6.67,217.856,Nucleotide
Ethanol,C10H3N4O0,871.75,5.85,872.952,Alkaloid
Dopamine,C7H34N5O0,284.22,N/A,786.421,Carbohydrate
Dopamine,C5H6N5O10,111.67,N/A,961.707,Lipid
Dopamine,C8H26N2O2,299.69,N/A,333.45,Amide
Adenosine triphosphate,C19H7N3O2,420.24,11.61,810.57,Amide
Serotonin,C13H38N0O3,373.88,N/A,786.32,Neurotransmitter
