compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C11H7N2O8,725.53,N/A,208.054,Nucleotide
Cholesterol,C7H29N4O6,926.96,12.13,249.784,Neurotransmitter
Cholesterol,C18H27N3O0,761.46,10.06,882.685,Neurotransmitter
Adenosine triphosphate,C11H29N1O2,845.54,N/A,113.642,Neurotransmitter
Dopamine,C16H24N0O9,689.58,9.74,665.155,Carbohydrate
Serotonin,C3H9N1O8,474.46,4.36,474.435,Nucleotide
Serotonin,C16H13N0O4,425.23,3.18,909.441,Amide
Serotonin,C1H11N5O9,426.56,12.19,889.46,Neurotransmitter
Ethanol,C3H6N0O0,795.08,12.57,935.586,Alcohol
Glucose,C13H39N4O3,974.9,3.57,641.593,Alcohol
Dopamine,C8H24N3O1,426.36,7.04,625.278,Amide
Dopamine,C4H2N1O8,510.27,12.03,71.913,Organic Compound
Urea,C8H40N5O5,690.33,4.91,234.58,Neurotransmitter
Aspirin,C12H28N0O4,156.89,5.23,739.401,Alcohol
Cholesterol,C3H7N5O3,52.37,4.98,836.769,Hormone
Serotonin,C8H36N2O6,334.12,3.15,293.011,Lipid
Ethanol,C2H4N2O1,770.14,N/A,948.699,Hormone
Adenosine triphosphate,C17H22N1O10,300.77,3.65,249.168,Nucleotide
Dopamine,C11H10N5O9,784.29,N/A,858.902,Carbohydrate
Cholesterol,C18H40N1O3,555.43,N/A,225.132,Organic Compound
Dopamine,C2H9N4O10,279.42,9.39,378.504,Alkaloid
Aspirin,C1H35N5O3,283.62,1.54,912.579,Amide
Serotonin,C17H31N2O3,454.04,4.63,572.25,Carbohydrate
Serotonin,C5H35N3O3,767.55,12.51,874.847,Carbohydrate
Adrenaline,C2H35N2O4,600.1,4.0,905.626,Carbohydrate
Serotonin,C5H5N3O9,457.64,11.26,0.62,Organic Compound
Adrenaline,C10H30N1O1,217.64,7.83,466.658,Amide
Glucose,C3H18N1O5,391.74,9.84,842.977,Alcohol
Cholesterol,C12H16N5O6,840.53,8.11,997.999,Organic Compound
Dopamine,C9H23N4O1,468.2,8.81,669.012,Alkaloid
Aspirin,C6H16N4O2,640.98,1.84,225.074,Nucleotide
Urea,C17H12N5O6,860.09,3.05,293.398,Nucleotide
Cholesterol,C20H15N1O8,488.09,8.97,899.751,Hormone
Glucose,C8H38N0O3,503.92,N/A,372.751,Alcohol
Cholesterol,C10H21N3O2,791.21,8.78,83.319,Lipid
Cholesterol,C3H35N4O4,715.07,11.84,762.138,Amide
Ethanol,C2H32N5O3,920.44,2.24,564.919,Lipid
Urea,C11H27N1O1,915.3,N/A,634.556,Hormone
Dopamine,C9H37N2O10,901.79,3.65,867.123,Alcohol
Urea,C19H16N3O5,800.27,13.29,776.77,Alkaloid
Glucose,C15H34N0O10,348.54,9.85,734.011,Carbohydrate
Aspirin,C17H17N4O8,153.1,N/A,916.525,Nucleotide
Cholesterol,C4H40N1O6,847.96,3.78,746.531,Neurotransmitter
Adenosine triphosphate,C1H20N4O0,812.44,13.75,625.928,Neurotransmitter
Serotonin,C17H33N1O5,135.92,10.95,506.704,Alkaloid
Glucose,C18H40N1O5,322.62,10.92,40.682,Neurotransmitter
Dopamine,C3H38N5O1,912.12,2.17,471.07,Amide
Dopamine,C7H37N0O1,75.32,N/A,71.712,Carbohydrate
Urea,C12H11N1O2,369.0,4.04,575.466,Hormone
Urea,C17H40N3O6,183.0,5.21,398.745,Nucleotide
Urea,C16H8N2O10,883.48,7.07,292.499,Carbohydrate
Serotonin,C12H40N1O1,188.96,11.51,396.545,Lipid
Urea,C4H40N0O5,346.81,N/A,682.339,Organic Compound
Adrenaline,C1H14N1O8,510.21,13.31,146.026,Lipid
Cholesterol,C8H37N3O8,968.33,7.58,808.266,Amide
Urea,C7H24N4O6,110.33,N/A,827.103,Hormone
Glucose,C2H18N5O8,860.68,3.08,186.376,Carbohydrate
Aspirin,C16H35N5O5,931.81,6.4,183.014,Alcohol
Adrenaline,C8H18N4O6,119.78,7.84,190.495,Alcohol
Glucose,C19H3N0O6,988.92,5.21,236.13,Organic Compound
Adenosine triphosphate,C18H40N5O10,851.68,2.4,963.422,Neurotransmitter
Glucose,C6H39N4O3,401.27,12.87,393.33,Alkaloid
Urea,C16H6N4O1,428.47,13.04,933.945,Carbohydrate
Cholesterol,C12H29N2O1,929.02,5.85,327.456,Neurotransmitter
Glucose,C9H11N0O3,808.47,6.29,329.901,Hormone
Cholesterol,C6H11N3O10,448.02,4.99,989.889,Organic Compound
Dopamine,C13H14N2O10,829.92,4.26,858.429,Lipid
Ethanol,C16H3N4O1,367.79,4.85,102.772,Alkaloid
Adrenaline,C5H22N2O7,992.55,5.63,300.534,Amide
Serotonin,C9H18N5O4,175.69,11.48,610.555,Carbohydrate
Dopamine,C13H36N0O9,784.84,11.35,756.871,Alkaloid
Adenosine triphosphate,C15H27N5O10,673.91,2.34,805.91,Nucleotide
Dopamine,C5H40N1O8,679.35,9.34,654.321,Amide
Serotonin,C18H35N3O3,449.02,6.83,93.822,Hormone
Urea,C8H35N1O0,188.79,2.93,788.261,Alkaloid
Aspirin,C1H1N4O1,494.56,7.24,546.439,Carbohydrate
Adenosine triphosphate,C7H33N5O10,222.45,11.42,430.618,Amide
Cholesterol,C12H9N0O4,670.68,3.71,630.483,Hormone
Adrenaline,C14H37N2O3,835.55,N/A,417.476,Amide
Urea,C11H17N0O7,897.45,N/A,128.836,Amide
Adenosine triphosphate,C16H21N0O1,399.62,5.93,115.853,Nucleotide
Serotonin,C10H26N2O7,81.06,9.81,548.08,Neurotransmitter
Cholesterol,C19H11N5O9,562.99,2.55,559.399,Hormone
Serotonin,C1H25N2O10,509.24,N/A,177.913,Carbohydrate
Adenosine triphosphate,C9H21N5O6,922.33,2.41,219.157,Alcohol
Ethanol,C8H19N2O5,427.83,2.67,110.245,Lipid
Dopamine,C16H8N4O8,844.45,1.01,301.681,Alkaloid
Aspirin,C10H15N3O1,146.53,6.69,161.532,Nucleotide
Adenosine triphosphate,C6H34N3O7,662.24,13.85,24.164,Neurotransmitter
Cholesterol,C19H9N5O0,428.79,N/A,367.345,Amide
Aspirin,C7H34N4O7,451.23,1.89,975.849,Carbohydrate
Ethanol,C17H2N2O2,621.08,N/A,410.543,Lipid
Urea,C1H1N2O8,445.44,10.12,933.386,Nucleotide
Caffeine,C5H35N3O9,482.06,12.58,497.177,Amide
Adenosine triphosphate,C12H1N2O8,998.5,3.14,762.171,Amide
Ethanol,C7H11N2O4,621.5,N/A,201.204,Alkaloid
Urea,C8H23N5O6,663.08,5.95,568.135,Alkaloid
Glucose,C14H28N4O6,490.7,N/A,331.903,Amide
Caffeine,C20H11N0O5,757.39,9.68,515.94,Alcohol
Caffeine,C13H31N3O0,420.93,12.05,830.922,Organic Compound
Ethanol,C9H2N0O7,554.17,9.88,392.59,Organic Compound
Ethanol,C5H23N5O5,625.14,7.44,37.917,Alkaloid
Adrenaline,C17H7N5O2,903.2,10.9,781.598,Neurotransmitter
Adrenaline,C16H14N5O7,908.75,3.43,582.974,Hormone
Ethanol,C4H37N4O10,288.5,9.14,672.999,Alkaloid
Adrenaline,C17H5N0O3,718.22,8.49,401.147,Lipid
Caffeine,C19H15N1O10,215.42,N/A,483.805,Nucleotide
Ethanol,C5H12N5O4,452.72,11.57,911.801,Lipid
Caffeine,C4H7N0O4,949.36,1.73,52.665,Nucleotide
Glucose,C12H17N5O8,740.02,3.32,540.919,Amide
Cholesterol,C19H1N2O3,399.65,5.48,571.557,Neurotransmitter
Ethanol,C9H25N0O9,438.96,N/A,405.619,Alcohol
Ethanol,C11H20N4O7,916.29,N/A,371.805,Amide
Dopamine,C16H27N2O4,174.03,13.03,428.061,Alkaloid
Glucose,C10H32N1O5,644.03,5.6,428.139,Nucleotide
Glucose,C9H8N5O7,632.27,2.26,278.417,Organic Compound
Urea,C19H23N1O5,360.42,6.32,32.863,Alcohol
Glucose,C19H39N3O7,582.93,N/A,336.983,Amide
Dopamine,C20H40N2O3,164.09,N/A,624.339,Alcohol
Adrenaline,C2H23N2O7,360.71,2.37,387.014,Neurotransmitter
Glucose,C7H1N2O6,96.43,1.17,248.209,Carbohydrate
Glucose,C8H16N0O7,167.05,9.87,923.949,Hormone
Serotonin,C9H29N3O9,761.35,10.99,507.498,Lipid
Aspirin,C20H40N1O10,162.6,2.67,115.784,Alcohol
Ethanol,C6H12N0O9,891.6,6.8,77.386,Hormone
Urea,C15H8N5O4,713.4,9.11,407.276,Amide
Caffeine,C19H38N4O5,851.42,10.98,474.648,Amide
Ethanol,C16H3N0O9,957.67,2.83,616.193,Alkaloid
Serotonin,C12H23N5O2,227.31,6.51,530.475,Nucleotide
Adrenaline,C16H1N0O6,427.35,6.04,823.72,Hormone
Ethanol,C14H9N1O10,758.87,3.0,56.48,Neurotransmitter
Serotonin,C19H6N3O5,497.85,N/A,354.557,Alcohol
Caffeine,C18H39N3O5,328.8,N/A,705.611,Alcohol
Adenosine triphosphate,C14H18N0O2,497.72,4.9,794.915,Neurotransmitter
Adrenaline,C5H8N3O2,404.68,2.97,898.942,Alcohol
Aspirin,C5H34N3O3,800.24,3.01,780.012,Neurotransmitter
Adrenaline,C5H4N0O7,611.03,7.44,118.633,Amide
Dopamine,C14H26N0O9,408.21,2.46,475.583,Carbohydrate
Cholesterol,C3H21N0O4,811.77,4.28,368.816,Nucleotide
Urea,C5H14N5O4,833.33,8.82,453.777,Alkaloid
Aspirin,C14H37N0O3,479.57,N/A,240.345,Hormone
Caffeine,C20H21N0O0,580.8,4.83,780.477,Organic Compound
Urea,C5H11N5O10,412.36,1.62,171.464,Carbohydrate
Dopamine,C3H24N5O10,119.54,13.32,959.571,Carbohydrate
Ethanol,C3H12N1O6,629.39,11.57,511.211,Alcohol
Glucose,C18H40N2O8,97.73,4.65,843.607,Hormone
Adenosine triphosphate,C1H19N4O2,783.18,3.63,136.89,Neurotransmitter
Urea,C8H2N3O3,572.09,12.12,972.944,Carbohydrate
Glucose,C4H20N0O3,701.06,1.74,781.147,Lipid
Serotonin,C9H18N4O8,803.48,N/A,248.152,Alkaloid
Adrenaline,C18H10N3O5,114.77,7.68,596.501,Nucleotide
Adenosine triphosphate,C17H32N0O1,327.99,5.56,840.163,Nucleotide
Adenosine triphosphate,C19H27N5O0,759.46,N/A,905.192,Carbohydrate
Aspirin,C5H24N2O8,726.41,N/A,473.942,Hormone
Aspirin,C9H22N0O10,706.8,5.98,198.626,Alcohol
Urea,C5H1N5O1,908.0,9.94,598.792,Neurotransmitter
Adenosine triphosphate,C15H17N2O1,701.07,7.71,610.848,Hormone
Aspirin,C2H27N1O5,589.56,11.32,423.6,Hormone
Ethanol,C8H12N4O10,828.03,5.66,906.9,Organic Compound
Glucose,C15H20N0O7,114.61,8.09,617.194,Alkaloid
Cholesterol,C6H8N3O10,915.65,5.1,721.85,Alkaloid
Cholesterol,C14H22N4O3,755.47,3.83,967.115,Nucleotide
Caffeine,C19H34N1O0,626.24,5.06,650.435,Lipid
Dopamine,C4H17N0O5,567.78,8.43,862.746,Alkaloid
Urea,C5H15N4O9,361.9,2.92,117.963,Alkaloid
Glucose,C9H13N3O0,244.78,10.95,152.142,Hormone
Urea,C12H39N4O10,936.41,N/A,489.291,Hormone
Ethanol,C17H31N4O5,433.9,8.04,298.418,Hormone
Ethanol,C5H3N0O6,527.5,4.15,436.216,Nucleotide
Aspirin,C19H11N0O2,91.44,6.33,348.513,Carbohydrate
Dopamine,C5H19N3O0,534.56,4.93,798.127,Hormone
Adrenaline,C8H3N3O8,194.62,7.12,306.689,Alcohol
Cholesterol,C19H9N2O0,262.57,9.67,913.498,Neurotransmitter
Dopamine,C2H7N5O6,965.53,12.19,887.11,Amide
Ethanol,C7H17N0O9,440.7,8.96,635.255,Nucleotide
Adrenaline,C18H5N2O0,899.09,2.81,7.382,Carbohydrate
Cholesterol,C12H27N1O2,108.32,1.66,388.431,Lipid
Serotonin,C4H21N0O10,964.08,8.41,654.375,Amide
