compound,formula,mw,pka,solubility_mg_ml,class
Urea,C19H10N4O7,547.02,10.73,53.671,Organic Compound
Urea,C11H7N4O7,684.78,5.55,550.08,Lipid
Adenosine triphosphate,C14H19N0O1,405.85,13.42,669.007,Carbohydrate
Cholesterol,C19H34N5O5,436.37,5.45,584.029,Alkaloid
Aspirin,C11H21N4O7,551.66,N/A,234.168,Hormone
Serotonin,C8H8N0O3,512.89,7.33,85.003,Neurotransmitter
Glucose,C18H33N5O8,802.52,1.39,662.417,Alcohol
Dopamine,C17H27N0O8,73.24,13.03,936.248,Alkaloid
Adrenaline,C2H10N3O7,937.84,13.31,796.176,Neurotransmitter
Adenosine triphosphate,C8H35N3O8,148.18,9.5,67.7,Hormone
Serotonin,C5H18N1O1,268.06,9.51,35.418,Organic Compound
Glucose,C11H24N2O0,555.28,N/A,667.473,Lipid
Serotonin,C12H12N1O6,522.54,N/A,154.547,Amide
Serotonin,C16H35N1O6,208.17,3.84,63.915,Amide
Glucose,C9H25N3O8,774.89,11.63,297.471,Amide
Adenosine triphosphate,C8H10N1O2,291.09,10.07,729.548,Alkaloid
Adenosine triphosphate,C14H17N0O3,921.84,10.67,729.014,Nucleotide
Cholesterol,C20H39N0O0,887.75,4.59,863.175,Organic Compound
Caffeine,C17H38N5O9,53.41,5.01,673.025,Alcohol
Ethanol,C1H23N1O9,216.12,N/A,654.602,Hormone
Serotonin,C2H22N1O5,704.1,4.86,326.843,Organic Compound
Aspirin,C11H13N2O2,432.68,8.79,560.419,Nucleotide
Serotonin,C12H6N1O6,889.09,3.48,710.621,Carbohydrate
Adrenaline,C12H4N1O1,76.52,5.63,152.741,Alkaloid
Adrenaline,C11H6N5O0,532.0,13.2,586.968,Neurotransmitter
Glucose,C4H36N2O0,60.67,N/A,948.489,Organic Compound
Aspirin,C9H11N2O7,175.12,4.82,322.633,Organic Compound
Aspirin,C5H26N4O9,368.94,3.93,36.965,Hormone
Adenosine triphosphate,C2H36N3O0,373.49,N/A,196.219,Hormone
Urea,C4H28N3O10,542.59,3.06,241.144,Alcohol
Urea,C4H5N4O6,104.67,9.47,278.127,Alkaloid
Serotonin,C11H27N5O5,423.78,8.41,66.402,Amide
Dopamine,C7H39N3O10,172.46,8.53,925.428,Carbohydrate
Urea,C2H25N2O0,94.82,11.97,439.252,Organic Compound
Ethanol,C2H6N4O3,562.29,7.46,263.334,Hormone
Serotonin,C6H19N1O2,556.95,12.97,845.185,Nucleotide
Aspirin,C7H35N0O0,598.13,6.85,956.501,Alcohol
Adrenaline,C2H37N3O9,554.43,2.77,574.814,Organic Compound
Glucose,C17H7N4O10,599.64,13.11,164.284,Alcohol
Adenosine triphosphate,C14H3N0O5,658.15,8.5,123.281,Amide
Aspirin,C15H34N5O7,694.18,13.66,761.357,Alcohol
Aspirin,C4H39N2O9,93.99,9.69,732.888,Carbohydrate
Ethanol,C2H35N2O7,547.79,10.46,493.392,Alcohol
Ethanol,C9H32N4O8,501.94,11.49,191.37,Alcohol
Ethanol,C20H12N0O0,829.39,12.03,216.238,Organic Compound
Urea,C9H40N4O10,352.77,1.49,25.872,Organic Compound
Cholesterol,C9H14N4O5,246.96,4.1,422.384,Nucleotide
Dopamine,C15H40N1O1,343.26,N/A,4.634,Nucleotide
Aspirin,C12H20N0O6,757.54,12.93,608.52,Alcohol
Serotonin,C7H37N0O7,568.89,7.46,595.607,Nucleotide
Cholesterol,C19H34N3O2,480.7,8.85,198.06,Neurotransmitter
Cholesterol,C7H24N1O0,771.24,7.58,671.581,Hormone
Adrenaline,C14H22N0O9,589.23,N/A,746.855,Carbohydrate
Cholesterol,C12H15N1O3,536.73,3.14,893.357,Nucleotide
Caffeine,C20H2N5O4,411.75,10.8,823.242,Alcohol
Cholesterol,C14H36N3O4,816.96,1.57,962.972,Neurotransmitter
Ethanol,C4H40N1O10,990.64,N/A,793.575,Alcohol
Dopamine,C3H37N0O8,892.25,2.15,223.955,Organic Compound
Dopamine,C12H18N1O7,105.07,11.06,297.869,Carbohydrate
Cholesterol,C16H33N2O7,606.49,7.21,260.668,Hormone
Aspirin,C10H31N0O6,917.67,N/A,541.555,Carbohydrate
Serotonin,C15H6N1O3,371.64,N/A,451.36,Alcohol
Glucose,C4H11N3O8,895.18,12.13,557.32,Alkaloid
Serotonin,C6H22N1O10,129.64,N/A,51.792,Neurotransmitter
Adrenaline,C16H37N4O7,844.27,5.13,135.609,Amide
Serotonin,C7H1N2O9,95.47,12.6,383.138,Nucleotide
Urea,C10H14N5O5,327.07,N/A,272.042,Alcohol
Urea,C15H35N4O2,763.83,12.24,224.8,Alkaloid
Aspirin,C15H34N4O0,283.12,11.73,274.425,Carbohydrate
Serotonin,C17H21N5O7,598.47,N/A,562.623,Alcohol
Cholesterol,C1H30N5O3,815.38,1.56,722.432,Neurotransmitter
Adrenaline,C16H14N4O5,152.15,N/A,245.926,Lipid
Urea,C2H29N4O10,968.57,8.86,373.806,Lipid
Cholesterol,C20H8N4O8,767.25,5.75,831.089,Alcohol
Glucose,C12H2N3O3,97.1,11.12,332.97,Alkaloid
Dopamine,C1H10N3O6,761.67,1.61,17.089,Amide
Adenosine triphosphate,C10H34N0O8,747.93,10.04,958.568,Alcohol
Glucose,C10H21N3O6,473.35,8.59,358.369,Neurotransmitter
Ethanol,C18H31N1O2,67.67,1.17,820.31,Neurotransmitter
Aspirin,C1H13N3O9,195.61,3.81,587.742,Hormone
Serotonin,C8H3N3O9,143.67,10.21,598.109,Alkaloid
Adrenaline,C14H31N3O9,378.28,13.3,184.583,Lipid
Caffeine,C16H25N1O7,289.19,N/A,77.024,Hormone
Adenosine triphosphate,C1H28N3O0,107.76,12.57,601.467,Hormone
Adenosine triphosphate,C4H4N1O5,728.61,11.07,861.779,Nucleotide
Adrenaline,C8H27N3O1,275.69,12.88,300.002,Organic Compound
Glucose,C1H29N0O10,267.34,2.34,285.15,Alcohol
Cholesterol,C19H33N1O4,885.43,7.44,326.942,Alcohol
Dopamine,C4H9N3O1,351.4,10.1,780.009,Amide
Cholesterol,C19H27N2O8,389.52,N/A,370.678,Hormone
Aspirin,C3H38N3O4,854.26,13.34,961.873,Alcohol
Serotonin,C17H28N3O0,111.86,10.58,588.199,Neurotransmitter
Cholesterol,C13H33N1O1,78.03,8.59,860.63,Nucleotide
Dopamine,C16H40N0O3,189.0,N/A,550.311,Alcohol
Serotonin,C16H39N0O0,67.74,N/A,391.761,Hormone
Urea,C7H35N4O8,58.21,7.96,612.17,Amide
Serotonin,C18H6N1O2,517.21,5.82,406.399,Neurotransmitter
Urea,C9H28N3O6,920.0,N/A,816.582,Amide
Urea,C19H24N2O2,723.17,9.94,672.089,Organic Compound
Caffeine,C4H9N4O2,911.4,11.77,263.352,Hormone
Adrenaline,C1H7N0O7,778.41,3.54,336.39,Hormone
Cholesterol,C3H30N5O1,271.28,8.28,538.365,Hormone
Serotonin,C14H4N4O4,81.94,10.05,155.184,Organic Compound
Glucose,C12H35N3O7,675.51,6.3,357.976,Alcohol
Cholesterol,C19H34N3O2,766.61,7.6,999.675,Alcohol
Caffeine,C2H19N4O7,451.88,10.54,207.257,Hormone
Urea,C9H18N5O4,75.34,10.32,26.621,Lipid
Cholesterol,C20H6N1O9,776.33,13.68,425.937,Alkaloid
Adenosine triphosphate,C4H4N4O7,907.91,9.53,923.363,Alkaloid
Serotonin,C5H11N0O7,731.91,7.84,840.297,Organic Compound
Cholesterol,C7H8N1O2,719.33,12.05,904.561,Alkaloid
Adenosine triphosphate,C16H18N5O3,897.57,4.1,478.478,Nucleotide
Adenosine triphosphate,C18H38N3O9,825.68,N/A,26.507,Organic Compound
Cholesterol,C8H36N5O6,784.38,8.87,292.799,Lipid
Adrenaline,C12H16N5O10,298.58,2.53,777.883,Nucleotide
Glucose,C7H11N0O1,405.16,11.92,87.889,Alcohol
Adrenaline,C16H23N2O6,874.74,7.25,765.696,Amide
Aspirin,C9H36N1O7,197.9,13.88,458.31,Alcohol
Caffeine,C5H7N4O9,876.32,6.79,743.537,Organic Compound
Caffeine,C14H8N1O5,347.75,2.7,948.911,Neurotransmitter
Caffeine,C1H25N2O2,370.05,N/A,433.839,Amide
Urea,C19H22N1O10,837.81,13.84,956.601,Alkaloid
Glucose,C5H28N3O9,59.53,11.65,30.499,Alkaloid
Urea,C15H1N0O6,308.64,9.09,632.65,Lipid
Dopamine,C10H40N0O6,73.34,11.22,837.686,Alkaloid
Adrenaline,C13H3N0O1,396.8,12.91,19.565,Alkaloid
Ethanol,C13H38N0O2,120.31,N/A,624.726,Alcohol
