compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C13H11N4O10,872.98,8.04,502.754,Nucleotide
Adenosine triphosphate,C12H5N0O4,632.85,4.39,875.29,Nucleotide
Urea,C9H27N2O0,714.78,9.68,698.706,Amide
Dopamine,C8H2N5O9,88.61,N/A,694.122,Hormone
Glucose,C13H19N0O3,904.74,10.26,119.428,Neurotransmitter
Adrenaline,C11H19N0O10,592.78,N/A,783.051,Hormone
Caffeine,C10H36N4O10,235.43,3.6,762.896,Nucleotide
Serotonin,C19H15N5O7,877.84,N/A,448.044,Hormone
Ethanol,C9H38N1O9,188.51,5.33,501.046,Nucleotide
Adenosine triphosphate,C9H26N1O8,623.6,8.13,404.946,Nucleotide
Serotonin,C3H25N5O0,596.4,12.43,915.103,Lipid
Glucose,C7H13N2O0,617.15,7.86,880.503,Organic Compound
Adrenaline,C17H31N1O6,328.9,10.94,396.657,Organic Compound
Cholesterol,C13H15N4O2,481.58,2.74,590.324,Alkaloid
Ethanol,C15H32N5O0,661.94,9.88,714.264,Neurotransmitter
Adrenaline,C4H31N0O6,916.9,6.55,987.192,Lipid
Caffeine,C7H24N3O6,227.57,1.45,449.482,Alcohol
Adenosine triphosphate,C11H17N0O2,439.27,N/A,241.39,Alkaloid
Aspirin,C7H13N0O2,743.99,8.58,506.092,Hormone
Cholesterol,C18H7N3O2,242.02,12.48,748.994,Nucleotide
Ethanol,C19H27N1O8,460.88,6.92,739.979,Neurotransmitter
Caffeine,C1H13N1O3,236.27,11.13,650.288,Lipid
Aspirin,C15H4N3O1,541.0,N/A,250.686,Organic Compound
Aspirin,C1H1N2O2,793.26,9.18,784.113,Nucleotide
Urea,C15H39N1O6,543.13,3.13,454.414,Nucleotide
Urea,C11H21N1O3,417.11,6.81,950.88,Nucleotide
Glucose,C12H16N1O3,116.25,13.56,188.736,Hormone
Serotonin,C14H30N1O7,462.17,3.77,182.189,Organic Compound
Ethanol,C19H37N2O1,424.64,N/A,474.885,Alkaloid
Ethanol,C9H17N4O7,528.69,11.41,210.353,Alcohol
Urea,C15H37N2O5,193.21,11.73,310.21,Amide
Caffeine,C14H4N5O2,122.28,8.51,225.862,Hormone
Serotonin,C15H13N0O0,85.26,11.46,320.205,Organic Compound
Cholesterol,C19H23N0O10,707.35,7.5,930.12,Amide
Serotonin,C14H7N4O5,931.16,3.17,862.331,Neurotransmitter
Adenosine triphosphate,C7H40N4O4,761.25,9.67,772.391,Amide
Caffeine,C11H4N5O1,596.81,4.05,871.377,Nucleotide
Ethanol,C13H29N4O10,224.55,11.19,583.479,Hormone
Dopamine,C10H20N5O8,613.14,1.83,736.45,Nucleotide
Ethanol,C16H18N2O4,119.74,9.07,969.996,Carbohydrate
