compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C6H1N4O2,108.77,4.5,337.335,Carbohydrate
Adenosine triphosphate,C18H9N5O9,325.62,3.17,628.333,Carbohydrate
Urea,C14H18N0O5,607.81,11.51,101.896,Hormone
Aspirin,C18H40N4O1,64.38,10.6,403.545,Lipid
Aspirin,C12H30N1O0,386.43,1.04,694.297,Nucleotide
Adenosine triphosphate,C16H5N5O7,147.13,3.0,847.739,Carbohydrate
Glucose,C12H37N1O3,510.45,12.59,384.805,Alcohol
Urea,C17H24N3O1,747.39,2.01,415.583,Organic Compound
Dopamine,C20H29N1O10,649.97,2.26,406.602,Lipid
Serotonin,C6H39N5O0,969.77,1.84,19.034,Amide
Caffeine,C6H38N0O9,846.82,3.89,588.105,Organic Compound
Dopamine,C3H22N5O3,922.11,8.46,316.939,Lipid
Dopamine,C11H8N1O8,119.32,N/A,943.363,Neurotransmitter
Cholesterol,C6H33N4O10,507.67,5.53,621.376,Alkaloid
Aspirin,C5H40N5O2,379.8,N/A,584.416,Neurotransmitter
Ethanol,C5H35N2O0,147.09,6.98,66.925,Alcohol
Caffeine,C13H18N2O3,747.57,N/A,464.889,Neurotransmitter
Adrenaline,C3H20N5O1,539.04,N/A,924.535,Lipid
Serotonin,C18H35N2O8,952.68,13.66,61.119,Alcohol
Ethanol,C14H35N1O7,246.57,4.55,959.024,Amide
Cholesterol,C12H25N3O10,345.31,N/A,418.496,Hormone
Aspirin,C3H17N4O8,107.74,11.7,53.219,Organic Compound
Adenosine triphosphate,C12H40N4O2,159.78,11.72,187.513,Neurotransmitter
Serotonin,C1H2N1O3,708.97,2.4,78.307,Alkaloid
Caffeine,C18H14N3O8,347.74,N/A,616.808,Lipid
Glucose,C12H4N0O4,283.13,N/A,392.647,Amide
Urea,C11H37N2O4,675.48,2.09,991.596,Amide
Glucose,C6H2N3O5,407.01,1.09,404.105,Alcohol
Adrenaline,C9H39N4O6,528.18,4.92,140.134,Organic Compound
Caffeine,C7H36N2O4,899.22,3.43,219.557,Alcohol
Caffeine,C18H16N3O4,870.54,N/A,469.338,Carbohydrate
Ethanol,C16H4N4O8,355.86,8.84,807.081,Alcohol
Caffeine,C18H38N2O9,93.55,11.12,587.813,Neurotransmitter
Cholesterol,C12H20N2O7,877.09,5.22,782.559,Hormone
Ethanol,C20H40N1O5,760.03,12.36,880.338,Neurotransmitter
Dopamine,C16H23N2O4,709.47,8.77,640.639,Neurotransmitter
Urea,C16H6N1O8,698.55,12.16,487.517,Neurotransmitter
Urea,C10H26N5O1,393.03,7.84,664.477,Neurotransmitter
Serotonin,C19H38N3O3,997.55,10.06,173.062,Neurotransmitter
Caffeine,C12H36N4O1,169.29,N/A,71.908,Carbohydrate
Adenosine triphosphate,C13H24N0O1,126.28,N/A,734.335,Alkaloid
Adenosine triphosphate,C13H10N2O5,690.5,N/A,967.13,Hormone
Glucose,C3H33N1O1,634.03,2.13,700.044,Lipid
Urea,C10H37N0O0,755.04,11.85,160.005,Hormone
Ethanol,C15H36N4O3,425.82,10.98,268.78,Nucleotide
Glucose,C9H35N5O4,281.06,4.04,830.653,Amide
Serotonin,C11H6N4O4,983.8,11.68,257.938,Amide
Dopamine,C16H15N4O3,190.34,12.53,536.762,Nucleotide
Adrenaline,C9H38N3O9,540.26,8.31,704.909,Organic Compound
Urea,C8H29N4O10,859.66,N/A,715.652,Alcohol
Caffeine,C6H13N2O9,750.21,N/A,427.62,Lipid
Aspirin,C18H1N1O3,318.39,5.86,675.949,Carbohydrate
Ethanol,C6H10N2O4,349.55,8.68,557.306,Carbohydrate
Glucose,C9H14N1O6,613.09,3.07,150.702,Hormone
