compound,formula,mw,pka,solubility_mg_ml,class
Caffeine,C11H9N1O7,470.75,1.74,917.618,Alkaloid
Cholesterol,C4H4N2O2,395.89,10.48,708.751,Nucleotide
Glucose,C9H4N4O1,986.17,12.25,51.199,Neurotransmitter
Aspirin,C8H16N2O5,555.39,9.36,986.627,Nucleotide
Ethanol,C17H1N2O8,960.02,10.31,218.243,Lipid
Adenosine triphosphate,C5H38N1O10,609.77,11.57,605.27,Amide
Aspirin,C12H12N4O2,226.61,4.67,488.212,Hormone
Urea,C8H18N0O3,792.02,9.28,723.042,Organic Compound
Cholesterol,C8H3N2O4,702.47,N/A,336.458,Amide
Aspirin,C3H24N0O9,417.37,9.65,145.969,Organic Compound
Caffeine,C19H28N0O1,911.38,6.27,275.967,Neurotransmitter
Glucose,C10H23N0O1,909.69,N/A,890.234,Amide
Serotonin,C9H26N2O6,466.91,12.21,857.477,Organic Compound
Glucose,C10H30N2O5,374.13,6.29,597.045,Amide
Urea,C6H8N0O8,192.6,2.69,730.094,Organic Compound
Ethanol,C15H5N3O10,596.76,11.33,527.463,Alkaloid
Glucose,C18H14N0O5,638.15,4.67,556.519,Nucleotide
Cholesterol,C18H27N2O2,886.84,9.6,560.922,Alcohol
Aspirin,C15H28N4O3,486.57,3.09,920.165,Alcohol
Cholesterol,C8H11N1O9,968.14,6.26,850.275,Organic Compound
Urea,C15H28N3O10,593.62,9.98,328.096,Alkaloid
Ethanol,C11H19N5O10,318.7,6.91,391.238,Neurotransmitter
Dopamine,C10H34N0O0,212.9,10.55,115.472,Nucleotide
Glucose,C16H19N2O6,680.59,9.31,757.656,Neurotransmitter
Caffeine,C13H16N0O7,213.01,9.12,151.252,Carbohydrate
Aspirin,C1H33N5O10,149.44,12.28,164.851,Carbohydrate
Adrenaline,C15H25N1O3,504.22,13.0,326.396,Lipid
Caffeine,C10H19N1O7,142.9,8.91,199.338,Alcohol
Ethanol,C6H7N0O1,854.98,7.83,723.267,Nucleotide
Glucose,C14H31N5O8,462.94,N/A,7.713,Nucleotide
Aspirin,C2H11N5O0,243.51,13.87,728.252,Alkaloid
Urea,C17H23N4O3,879.85,8.1,519.468,Alkaloid
Cholesterol,C11H35N5O0,440.77,6.1,448.535,Neurotransmitter
Serotonin,C15H38N2O7,436.51,12.42,286.062,Alcohol
Serotonin,C2H40N2O9,616.74,4.85,205.176,Alcohol
Dopamine,C10H3N5O3,304.58,7.42,304.924,Amide
Ethanol,C11H10N3O6,257.73,N/A,455.585,Neurotransmitter
Adenosine triphosphate,C18H18N3O10,471.53,2.38,710.338,Lipid
Glucose,C15H32N5O6,492.79,N/A,98.291,Lipid
Urea,C8H36N5O2,249.47,N/A,624.627,Alkaloid
Glucose,C4H34N5O3,842.82,8.31,499.225,Carbohydrate
Adenosine triphosphate,C15H14N2O5,173.59,3.54,671.242,Nucleotide
Ethanol,C17H31N1O9,966.47,8.29,967.265,Amide
Adenosine triphosphate,C11H30N0O10,377.1,7.46,959.876,Neurotransmitter
Ethanol,C19H6N4O10,615.1,N/A,425.155,Lipid
Cholesterol,C10H31N1O9,471.83,1.48,198.411,Amide
Dopamine,C10H26N2O10,643.67,6.62,664.239,Neurotransmitter
Urea,C12H4N4O8,257.64,12.34,302.099,Hormone
Caffeine,C12H3N2O10,549.45,3.18,490.042,Hormone
Serotonin,C4H30N3O8,876.32,13.98,593.657,Neurotransmitter
Glucose,C3H11N0O8,427.38,4.3,25.733,Organic Compound
Serotonin,C14H19N3O1,594.12,12.82,147.542,Lipid
Dopamine,C1H16N1O9,966.03,9.87,789.669,Lipid
Glucose,C12H2N1O2,789.36,9.7,329.754,Hormone
Aspirin,C16H26N4O2,843.75,6.55,777.168,Lipid
Adenosine triphosphate,C7H10N5O5,628.29,2.42,27.636,Amide
Aspirin,C6H24N0O5,693.41,5.53,538.884,Hormone
Aspirin,C14H38N3O9,982.06,5.32,249.239,Lipid
Glucose,C2H22N0O8,723.67,11.66,579.352,Organic Compound
Aspirin,C6H19N0O9,175.66,4.86,169.453,Lipid
Dopamine,C11H22N1O9,356.01,N/A,910.455,Hormone
Serotonin,C17H36N1O8,956.84,4.47,747.89,Amide
Urea,C12H29N5O8,928.91,N/A,590.481,Carbohydrate
