compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C15H23N5O4,786.06,8.63,706.653,Alcohol
Adrenaline,C17H12N4O4,743.57,13.68,113.946,Hormone
Urea,C10H29N5O10,799.14,1.9,477.771,Amide
Aspirin,C6H11N3O4,786.24,5.64,52.232,Amide
Adrenaline,C18H12N3O8,824.5,N/A,216.966,Alkaloid
Adrenaline,C8H30N3O0,590.59,11.02,999.195,Nucleotide
Serotonin,C9H26N5O0,319.29,9.73,392.203,Lipid
Dopamine,C9H17N1O0,520.79,12.12,767.807,Organic Compound
Glucose,C9H6N5O3,271.71,4.57,151.446,Amide
Adrenaline,C18H36N0O2,360.16,7.3,936.817,Neurotransmitter
Aspirin,C8H1N1O2,914.27,N/A,778.052,Hormone
Serotonin,C8H7N0O1,448.42,6.23,368.959,Carbohydrate
Adenosine triphosphate,C10H31N3O9,993.12,4.84,461.038,Carbohydrate
Ethanol,C2H1N4O10,409.57,1.53,308.017,Organic Compound
Caffeine,C5H16N3O5,483.33,13.81,737.259,Carbohydrate
Glucose,C17H1N0O10,729.98,2.15,348.182,Lipid
Dopamine,C6H1N1O5,182.29,12.95,474.641,Alcohol
Caffeine,C15H23N2O8,364.66,10.94,284.244,Nucleotide
Caffeine,C2H19N0O5,917.25,3.37,81.748,Alcohol
Adrenaline,C18H13N1O4,384.77,7.16,645.131,Hormone
Glucose,C18H31N5O6,308.48,7.46,457.319,Lipid
Urea,C16H15N5O4,777.02,1.24,550.303,Amide
Adrenaline,C13H2N1O7,62.17,8.36,461.734,Lipid
Aspirin,C2H11N0O0,947.31,3.9,37.753,Hormone
Serotonin,C11H16N2O4,826.92,2.68,141.138,Alkaloid
Glucose,C19H25N1O2,141.7,13.33,692.648,Lipid
Urea,C2H31N2O2,478.54,7.95,798.038,Alcohol
Adenosine triphosphate,C9H40N2O2,207.06,N/A,289.059,Carbohydrate
Dopamine,C18H15N3O10,732.52,3.66,283.487,Carbohydrate
Caffeine,C7H23N3O6,409.65,2.36,198.551,Neurotransmitter
Dopamine,C6H17N0O7,75.83,5.82,939.664,Hormone
Dopamine,C14H37N5O3,568.96,10.27,600.552,Alkaloid
Cholesterol,C5H18N4O10,310.45,12.43,502.505,Organic Compound
Urea,C10H5N4O10,441.57,3.19,774.551,Alkaloid
Urea,C3H17N2O10,274.17,11.66,709.825,Alcohol
Urea,C18H33N5O2,236.91,2.51,783.439,Amide
Ethanol,C6H22N2O2,770.06,5.8,918.649,Hormone
