compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C13H11N1O0,910.06,9.59,407.934,Hormone
Dopamine,C9H20N5O10,133.58,11.88,668.297,Organic Compound
Urea,C6H12N2O8,867.39,1.0,776.659,Organic Compound
Urea,C20H16N1O5,127.2,12.23,205.244,Alcohol
Adrenaline,C3H28N2O8,254.62,2.5,304.084,Lipid
Dopamine,C14H10N4O7,723.34,8.89,139.26,Nucleotide
Serotonin,C2H11N4O5,729.13,8.03,307.916,Carbohydrate
Glucose,C4H21N4O0,412.32,3.99,844.004,Nucleotide
Dopamine,C11H40N1O6,311.17,5.76,70.523,Amide
Adrenaline,C1H23N5O0,937.69,9.19,472.074,Amide
Ethanol,C2H30N2O6,613.24,6.08,525.086,Hormone
Adenosine triphosphate,C17H17N1O6,237.01,1.7,167.08,Alkaloid
Glucose,C13H16N5O9,889.66,N/A,577.967,Neurotransmitter
Aspirin,C12H16N5O6,745.22,5.51,484.539,Hormone
Ethanol,C11H35N2O7,206.27,N/A,791.81,Carbohydrate
Adenosine triphosphate,C5H35N3O2,541.49,5.62,406.175,Alcohol
Glucose,C19H35N0O0,456.23,2.84,748.385,Amide
Caffeine,C10H3N5O0,495.66,N/A,891.083,Amide
Serotonin,C6H16N3O9,318.5,N/A,860.87,Carbohydrate
Adrenaline,C6H17N0O3,516.72,7.34,411.995,Organic Compound
Aspirin,C17H30N5O1,918.29,5.09,152.457,Organic Compound
Cholesterol,C12H3N0O7,575.58,5.14,464.961,Carbohydrate
Urea,C12H25N4O9,834.18,10.29,420.395,Alcohol
Cholesterol,C9H1N1O4,218.76,12.82,405.339,Hormone
Urea,C16H14N5O4,635.81,N/A,610.517,Hormone
Urea,C13H18N0O0,502.31,N/A,579.031,Alkaloid
Aspirin,C15H34N1O5,338.23,4.78,249.502,Lipid
Adrenaline,C5H10N1O7,518.39,9.08,267.118,Carbohydrate
Dopamine,C17H38N3O8,776.66,12.51,713.438,Alcohol
Serotonin,C1H32N1O2,134.85,7.83,962.939,Alkaloid
Serotonin,C10H18N2O7,804.69,8.93,942.419,Nucleotide
Adenosine triphosphate,C11H36N1O8,649.53,9.22,951.707,Neurotransmitter
Glucose,C1H39N0O10,800.51,13.88,484.894,Amide
Glucose,C4H17N0O6,120.92,2.04,37.261,Alkaloid
Ethanol,C8H37N3O7,474.02,N/A,38.072,Neurotransmitter
Aspirin,C2H35N2O8,556.31,8.68,87.029,Organic Compound
Caffeine,C6H25N3O4,300.61,9.51,281.281,Neurotransmitter
Adrenaline,C16H32N3O2,273.73,3.71,913.859,Neurotransmitter
Dopamine,C15H23N0O9,88.63,N/A,882.498,Hormone
Caffeine,C10H12N2O2,794.63,N/A,516.083,Carbohydrate
Adenosine triphosphate,C13H20N2O6,681.86,12.26,710.932,Neurotransmitter
Caffeine,C1H13N0O1,241.89,6.39,758.474,Organic Compound
Aspirin,C4H40N0O2,966.08,2.52,635.674,Neurotransmitter
Serotonin,C4H26N4O3,385.25,5.05,619.056,Alcohol
Urea,C13H37N5O5,669.52,1.49,732.115,Hormone
Adrenaline,C20H23N5O2,368.01,7.19,975.302,Alkaloid
Urea,C5H37N3O1,414.65,11.5,829.31,Carbohydrate
Glucose,C10H16N0O2,66.94,7.24,839.048,Carbohydrate
Dopamine,C16H18N3O6,873.41,5.76,446.623,Hormone
Glucose,C13H37N4O7,457.37,7.11,274.621,Lipid
Adenosine triphosphate,C9H18N0O4,950.59,5.64,389.105,Neurotransmitter
Urea,C7H3N0O6,60.77,N/A,626.953,Amide
Serotonin,C18H21N5O2,871.95,10.82,84.395,Carbohydrate
Serotonin,C18H38N3O0,404.99,N/A,839.972,Lipid
Glucose,C18H28N5O9,565.14,N/A,248.448,Hormone
Aspirin,C19H12N5O1,689.83,N/A,4.46,Nucleotide
Caffeine,C7H19N1O7,764.47,N/A,101.443,Alcohol
Cholesterol,C6H18N1O0,923.47,5.12,120.024,Nucleotide
Glucose,C11H25N2O1,213.36,10.86,201.409,Carbohydrate
Urea,C7H10N0O0,437.44,2.41,12.064,Alkaloid
Adenosine triphosphate,C13H17N2O2,596.92,N/A,620.362,Alcohol
Adrenaline,C2H10N2O2,134.4,5.08,403.634,Nucleotide
Serotonin,C9H9N0O6,731.83,11.54,443.195,Amide
Aspirin,C19H17N0O10,931.42,N/A,485.291,Lipid
Caffeine,C5H15N0O4,564.11,1.66,481.02,Amide
Adenosine triphosphate,C12H20N2O10,660.36,3.01,643.918,Lipid
Urea,C17H11N2O2,463.55,6.26,506.831,Amide
Adenosine triphosphate,C16H17N5O3,215.96,4.26,450.695,Alcohol
Ethanol,C17H35N1O6,452.77,3.19,636.273,Amide
Caffeine,C14H6N4O2,916.64,7.29,30.176,Alkaloid
Serotonin,C4H2N0O4,903.4,4.06,200.363,Alcohol
Cholesterol,C3H26N5O2,174.77,11.12,502.355,Carbohydrate
Adrenaline,C14H24N2O0,899.36,N/A,88.246,Carbohydrate
