compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C10H20N5O1,740.3,N/A,597.759,Neurotransmitter
Cholesterol,C11H14N1O1,659.62,8.2,24.235,Organic Compound
Aspirin,C1H5N1O4,541.68,2.32,274.809,Carbohydrate
Dopamine,C12H20N5O5,724.06,2.68,598.246,Lipid
Glucose,C17H29N3O7,777.78,2.82,766.198,Nucleotide
Serotonin,C18H37N0O5,772.53,7.08,669.695,Carbohydrate
Aspirin,C20H29N4O8,125.44,4.83,632.263,Amide
Cholesterol,C14H2N2O5,131.31,11.2,225.637,Neurotransmitter
Serotonin,C14H15N2O8,982.42,2.57,757.339,Neurotransmitter
Urea,C5H32N4O0,811.22,N/A,84.676,Lipid
Cholesterol,C18H11N0O1,741.89,8.67,627.396,Lipid
Caffeine,C18H6N4O0,896.33,6.79,807.198,Neurotransmitter
Ethanol,C7H33N0O4,562.87,1.44,601.901,Lipid
Ethanol,C13H16N5O10,833.86,10.5,347.504,Alcohol
Serotonin,C2H10N4O1,827.84,11.67,389.573,Carbohydrate
Urea,C7H28N2O5,394.54,N/A,958.415,Alcohol
Urea,C13H36N0O4,636.89,11.34,486.971,Nucleotide
Adrenaline,C10H15N5O0,370.48,10.28,495.001,Organic Compound
Serotonin,C7H5N2O6,278.82,10.65,341.231,Alkaloid
Ethanol,C2H1N3O6,947.75,2.72,926.657,Lipid
Aspirin,C17H34N2O6,718.54,3.26,512.457,Alcohol
Serotonin,C15H18N0O6,111.27,10.68,556.338,Lipid
Glucose,C14H27N2O9,307.1,8.76,754.416,Organic Compound
Ethanol,C9H29N3O9,399.21,N/A,897.572,Neurotransmitter
Glucose,C9H7N3O3,411.51,N/A,783.921,Hormone
Cholesterol,C4H16N3O1,631.03,12.76,474.904,Carbohydrate
Adenosine triphosphate,C13H37N2O9,999.46,13.41,978.965,Neurotransmitter
Aspirin,C11H4N5O3,987.98,1.35,549.165,Amide
Cholesterol,C6H10N4O8,651.58,9.59,276.649,Hormone
Dopamine,C10H10N4O6,765.91,6.33,75.066,Neurotransmitter
Ethanol,C17H28N5O6,138.91,13.64,823.737,Neurotransmitter
Adrenaline,C17H3N5O3,726.22,11.48,314.329,Lipid
Caffeine,C10H34N3O6,168.11,6.95,453.197,Carbohydrate
Adenosine triphosphate,C14H24N0O3,218.85,8.25,78.389,Amide
Adrenaline,C17H8N5O1,225.12,12.24,34.099,Carbohydrate
Cholesterol,C7H4N3O3,686.8,9.06,595.173,Lipid
