compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C4H9N5O8,787.78,8.28,248.068,Alcohol
Dopamine,C6H5N1O10,462.82,N/A,67.281,Alcohol
Ethanol,C5H31N0O1,436.28,2.85,516.95,Amide
Adrenaline,C6H5N5O2,932.35,N/A,485.801,Amide
Caffeine,C8H29N3O8,276.6,12.18,838.068,Lipid
Adrenaline,C2H34N2O8,953.69,2.82,456.809,Hormone
Cholesterol,C18H33N3O8,673.0,N/A,992.977,Carbohydrate
Serotonin,C8H38N2O3,987.24,12.0,966.379,Organic Compound
Caffeine,C12H27N3O4,963.86,2.86,899.175,Nucleotide
Cholesterol,C15H23N3O10,690.11,10.75,831.416,Carbohydrate
Adrenaline,C5H33N5O9,950.39,6.47,22.505,Amide
Adrenaline,C6H15N5O8,442.02,7.57,835.953,Organic Compound
Caffeine,C1H19N1O3,972.19,4.33,790.228,Amide
Aspirin,C13H4N0O5,774.48,N/A,247.293,Hormone
Aspirin,C18H37N2O9,154.69,5.47,372.038,Alkaloid
Dopamine,C14H38N3O2,291.47,2.17,984.654,Carbohydrate
Urea,C13H31N2O3,314.84,1.02,489.137,Lipid
Urea,C4H31N5O5,270.63,10.21,486.796,Carbohydrate
Adrenaline,C18H5N0O3,603.75,9.34,970.686,Amide
Cholesterol,C9H32N1O0,262.92,3.88,887.879,Nucleotide
Glucose,C11H11N4O1,872.5,N/A,918.926,Carbohydrate
Glucose,C6H26N5O4,632.08,13.81,670.572,Organic Compound
Aspirin,C16H11N2O0,457.77,5.24,168.758,Lipid
Cholesterol,C17H36N5O0,877.16,8.31,85.885,Carbohydrate
Cholesterol,C1H24N3O1,456.87,N/A,732.632,Lipid
Glucose,C12H9N5O2,101.86,8.98,963.352,Carbohydrate
Cholesterol,C15H14N2O10,777.83,6.74,204.903,Carbohydrate
Dopamine,C13H2N5O1,295.27,3.98,702.333,Neurotransmitter
Glucose,C19H10N1O6,204.15,1.43,405.431,Amide
Cholesterol,C12H10N3O2,756.14,12.3,516.866,Neurotransmitter
Dopamine,C10H39N1O0,605.48,10.59,386.2,Carbohydrate
Aspirin,C12H19N0O0,73.77,10.11,15.687,Carbohydrate
Glucose,C15H38N2O8,173.42,3.04,366.41,Hormone
Dopamine,C13H40N3O0,815.36,8.63,753.896,Organic Compound
Cholesterol,C8H3N2O4,721.8,6.88,214.508,Lipid
Caffeine,C14H16N4O7,621.32,13.95,815.34,Alkaloid
Dopamine,C14H1N2O5,452.23,6.32,11.382,Organic Compound
Glucose,C16H5N2O2,979.3,6.55,354.791,Nucleotide
Adrenaline,C19H28N5O9,875.61,4.18,907.101,Nucleotide
Adrenaline,C5H24N0O7,169.89,N/A,40.205,Amide
Adrenaline,C6H5N4O9,832.6,N/A,543.61,Neurotransmitter
Dopamine,C6H35N4O0,304.4,11.4,320.199,Alkaloid
Aspirin,C13H37N0O0,683.84,N/A,786.353,Lipid
Adenosine triphosphate,C1H25N1O8,806.47,1.09,767.206,Organic Compound
Ethanol,C17H12N4O10,671.92,5.44,120.328,Neurotransmitter
Aspirin,C7H20N3O7,708.12,N/A,329.741,Nucleotide
Urea,C17H22N5O0,501.6,4.59,733.628,Organic Compound
Cholesterol,C8H10N0O9,78.31,N/A,550.575,Organic Compound
Glucose,C1H36N5O5,888.74,12.7,306.983,Amide
Glucose,C20H27N3O1,160.01,N/A,501.033,Organic Compound
Adenosine triphosphate,C16H9N5O5,893.76,8.71,315.35,Lipid
Urea,C20H24N3O7,486.18,12.51,678.139,Nucleotide
Adenosine triphosphate,C20H40N4O7,520.54,13.74,645.169,Alcohol
Urea,C3H27N5O0,792.85,12.54,274.058,Lipid
Adenosine triphosphate,C2H2N4O9,397.17,5.89,754.279,Alcohol
Caffeine,C13H33N5O5,304.45,9.61,378.066,Carbohydrate
Aspirin,C4H13N5O7,174.01,3.63,986.609,Carbohydrate
Adrenaline,C9H21N4O0,205.28,13.54,77.056,Lipid
Ethanol,C11H26N3O9,293.37,12.09,562.233,Neurotransmitter
Ethanol,C3H12N1O10,906.21,10.35,6.935,Lipid
Urea,C20H5N3O0,330.57,12.92,349.551,Neurotransmitter
Adrenaline,C12H38N5O9,184.15,11.96,407.383,Organic Compound
Serotonin,C1H23N1O7,580.61,4.54,253.279,Organic Compound
Ethanol,C3H11N5O2,385.99,11.2,640.625,Amide
Ethanol,C16H36N4O4,319.96,N/A,700.882,Lipid
Adenosine triphosphate,C6H12N2O10,663.62,5.65,948.542,Neurotransmitter
Urea,C10H21N5O2,637.12,1.96,805.369,Carbohydrate
Serotonin,C18H9N0O6,608.3,8.39,928.233,Lipid
Ethanol,C1H35N4O5,883.09,11.35,643.124,Hormone
Caffeine,C6H37N3O4,73.7,N/A,353.385,Carbohydrate
Caffeine,C19H20N4O9,80.15,N/A,367.209,Carbohydrate
Glucose,C4H37N5O9,644.33,12.06,479.417,Alkaloid
Caffeine,C9H31N4O8,705.92,7.18,226.762,Organic Compound
Aspirin,C10H16N4O9,878.18,N/A,638.559,Hormone
Serotonin,C14H31N1O6,526.33,N/A,504.039,Alkaloid
Caffeine,C5H27N4O4,903.03,13.7,942.087,Organic Compound
Glucose,C14H19N4O9,445.27,6.62,260.585,Alcohol
Aspirin,C19H13N0O4,953.77,3.6,983.471,Neurotransmitter
Adrenaline,C10H28N5O3,597.9,5.82,895.6,Amide
Ethanol,C20H39N2O8,872.41,9.78,316.013,Nucleotide
Urea,C16H2N4O0,226.12,5.12,709.945,Hormone
Cholesterol,C1H12N1O5,601.19,7.09,70.463,Lipid
Adrenaline,C16H6N2O8,271.14,11.07,560.729,Alkaloid
Adrenaline,C12H7N4O2,402.57,1.32,365.195,Nucleotide
Adenosine triphosphate,C4H36N5O5,963.26,3.4,530.601,Alkaloid
Ethanol,C18H23N0O4,942.69,13.06,951.105,Neurotransmitter
Serotonin,C5H8N4O8,834.32,N/A,553.84,Amide
Urea,C1H24N2O5,491.62,N/A,139.078,Carbohydrate
Cholesterol,C10H31N2O10,823.7,2.63,908.667,Hormone
Aspirin,C19H29N5O7,748.96,N/A,991.454,Amide
Cholesterol,C16H2N2O8,398.09,6.6,720.725,Organic Compound
Adenosine triphosphate,C16H33N3O6,292.93,11.04,528.916,Neurotransmitter
Adenosine triphosphate,C5H20N0O9,330.16,1.41,382.326,Hormone
Aspirin,C17H22N0O6,892.8,9.67,786.206,Nucleotide
Serotonin,C9H6N5O0,578.26,4.04,898.986,Alcohol
Urea,C19H9N0O3,361.39,13.17,571.274,Organic Compound
Adenosine triphosphate,C5H36N5O10,401.41,13.62,125.098,Carbohydrate
Serotonin,C6H26N2O7,556.15,2.29,978.483,Organic Compound
Urea,C9H23N1O10,607.49,9.17,639.554,Alkaloid
Ethanol,C16H16N1O10,810.74,5.32,74.761,Amide
Adenosine triphosphate,C19H36N2O9,208.52,N/A,907.0,Carbohydrate
Serotonin,C1H26N0O3,388.46,3.29,101.439,Organic Compound
Glucose,C13H24N4O1,732.34,5.04,712.08,Carbohydrate
Cholesterol,C7H36N4O10,744.46,4.85,163.3,Alcohol
Serotonin,C18H7N2O6,631.46,6.6,115.626,Hormone
Glucose,C19H12N1O3,281.6,13.3,139.984,Amide
Adrenaline,C6H18N2O3,541.33,4.81,874.629,Carbohydrate
Urea,C3H19N1O4,291.5,9.78,516.432,Nucleotide
Adrenaline,C19H23N4O1,963.41,N/A,15.326,Alkaloid
Adenosine triphosphate,C15H36N1O10,548.64,8.08,580.122,Alcohol
Caffeine,C11H12N1O0,881.79,10.67,840.055,Neurotransmitter
Serotonin,C13H11N2O6,125.47,N/A,243.544,Nucleotide
Glucose,C18H8N3O9,62.92,4.13,650.298,Alkaloid
Cholesterol,C5H13N5O2,99.72,6.13,514.391,Nucleotide
Caffeine,C10H11N0O8,973.38,10.25,26.939,Alcohol
Cholesterol,C18H14N0O4,197.08,3.43,979.67,Alkaloid
Urea,C13H20N3O0,818.66,11.47,204.96,Organic Compound
Dopamine,C14H13N0O0,450.62,5.72,887.042,Neurotransmitter
Ethanol,C1H19N3O8,911.23,12.02,499.684,Amide
Adenosine triphosphate,C14H21N1O0,115.51,1.47,43.966,Organic Compound
Cholesterol,C20H8N4O1,508.16,13.56,783.694,Organic Compound
Caffeine,C1H7N1O4,280.13,1.67,486.743,Alcohol
Aspirin,C9H20N2O3,245.75,13.53,447.487,Alcohol
Aspirin,C11H19N5O9,226.18,9.25,434.916,Hormone
Adenosine triphosphate,C9H4N4O0,484.17,N/A,471.247,Hormone
Urea,C1H8N3O8,660.56,9.49,712.549,Lipid
Dopamine,C3H8N4O8,224.11,4.6,422.178,Alkaloid
Adenosine triphosphate,C15H25N1O0,552.73,N/A,637.462,Neurotransmitter
Ethanol,C14H18N2O0,439.93,2.87,552.822,Organic Compound
Adenosine triphosphate,C1H21N4O10,837.59,5.74,463.962,Alcohol
Serotonin,C6H12N4O0,470.67,2.18,763.285,Alkaloid
Aspirin,C12H12N0O5,229.71,1.97,98.048,Amide
Cholesterol,C19H17N2O2,642.3,9.19,563.189,Amide
Cholesterol,C16H21N0O0,162.54,8.05,577.463,Organic Compound
Aspirin,C17H10N3O5,539.04,5.11,709.567,Neurotransmitter
Dopamine,C2H6N3O10,413.86,9.15,336.719,Hormone
Adenosine triphosphate,C8H29N1O5,53.09,5.46,312.711,Amide
Cholesterol,C13H38N0O9,285.76,6.34,169.308,Hormone
Urea,C16H13N5O4,650.09,1.97,297.222,Nucleotide
Ethanol,C8H13N0O7,775.6,2.03,558.169,Amide
Adrenaline,C1H27N1O2,406.77,10.73,876.111,Amide
Serotonin,C1H24N2O8,492.08,8.35,297.917,Alcohol
Cholesterol,C6H27N2O9,970.34,11.54,221.996,Amide
Adrenaline,C17H13N5O2,800.4,N/A,673.547,Hormone
Dopamine,C4H5N3O5,243.2,7.55,491.945,Lipid
Cholesterol,C10H36N4O3,930.5,5.24,295.463,Hormone
Dopamine,C17H33N3O1,953.51,N/A,542.745,Organic Compound
Cholesterol,C10H26N1O3,315.45,N/A,138.932,Alcohol
Urea,C3H25N2O6,448.5,N/A,337.902,Carbohydrate
Ethanol,C6H19N5O10,425.5,7.58,920.735,Hormone
Caffeine,C8H38N2O7,66.43,12.68,668.526,Lipid
Glucose,C12H40N2O1,269.96,9.79,139.856,Nucleotide
Ethanol,C9H22N3O2,533.05,5.23,973.779,Nucleotide
Ethanol,C7H39N3O1,433.32,1.68,236.176,Amide
Glucose,C11H18N3O10,607.87,9.96,978.69,Alcohol
Dopamine,C14H20N2O7,993.21,13.63,185.24,Amide
Aspirin,C3H17N0O7,183.95,3.19,930.616,Alkaloid
Ethanol,C2H32N0O2,589.96,13.86,805.586,Organic Compound
Adenosine triphosphate,C8H11N4O8,213.81,3.59,892.449,Alkaloid
Urea,C18H3N4O7,734.68,13.09,212.17,Lipid
Adrenaline,C5H2N4O1,515.51,8.18,872.902,Lipid
