compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C17H14N4O6,805.68,3.99,399.722,Neurotransmitter
Adenosine triphosphate,C6H32N3O2,727.95,11.24,74.902,Hormone
Cholesterol,C13H6N1O0,120.64,4.01,584.39,Alkaloid
Glucose,C16H18N3O4,262.86,2.61,315.771,Hormone
Ethanol,C5H32N0O8,271.04,2.18,641.911,Neurotransmitter
Dopamine,C3H28N3O8,706.85,2.48,311.861,Neurotransmitter
Caffeine,C2H24N4O8,704.24,4.64,192.032,Carbohydrate
Aspirin,C4H21N4O6,872.87,3.2,717.721,Carbohydrate
Cholesterol,C15H16N0O5,956.99,6.83,441.144,Alkaloid
Glucose,C8H5N4O4,755.66,N/A,188.282,Alcohol
Cholesterol,C5H15N4O9,667.45,6.57,540.094,Amide
Adrenaline,C17H14N2O8,389.91,N/A,393.536,Alcohol
Caffeine,C3H38N3O10,514.72,5.26,573.49,Nucleotide
Aspirin,C16H17N1O0,718.68,12.93,786.96,Hormone
Glucose,C4H36N3O6,782.85,11.5,541.566,Alcohol
Cholesterol,C3H37N1O5,324.31,N/A,111.086,Lipid
Adenosine triphosphate,C13H34N1O1,467.11,12.46,259.119,Lipid
Caffeine,C5H35N3O1,696.09,6.14,539.711,Carbohydrate
Caffeine,C20H6N3O0,937.25,9.34,694.429,Organic Compound
Serotonin,C13H21N5O4,746.36,1.04,117.238,Amide
Adenosine triphosphate,C19H26N4O1,86.5,5.34,346.647,Carbohydrate
Dopamine,C13H37N5O1,481.08,5.71,659.508,Alcohol
Dopamine,C1H40N5O6,130.29,N/A,110.643,Alcohol
Glucose,C8H3N3O2,989.3,N/A,895.45,Hormone
Aspirin,C12H35N5O8,174.85,3.6,728.021,Alkaloid
Urea,C12H10N0O8,474.8,N/A,994.484,Hormone
Urea,C20H12N1O10,587.3,N/A,563.917,Amide
Dopamine,C1H34N1O5,152.98,9.57,725.555,Organic Compound
Dopamine,C1H20N0O4,101.02,9.28,474.562,Organic Compound
Caffeine,C6H37N1O5,708.61,10.72,299.105,Organic Compound
Aspirin,C20H20N2O10,454.17,13.02,99.082,Organic Compound
Serotonin,C4H25N2O7,297.26,8.25,620.851,Carbohydrate
Adenosine triphosphate,C10H19N4O5,928.38,10.15,650.731,Amide
Aspirin,C15H25N1O4,665.84,N/A,56.984,Hormone
Dopamine,C9H38N5O10,646.84,8.92,678.603,Neurotransmitter
Serotonin,C3H19N2O3,584.15,N/A,78.987,Hormone
Ethanol,C8H6N5O1,821.8,N/A,874.921,Hormone
Dopamine,C15H9N0O6,952.38,12.92,300.831,Organic Compound
Adrenaline,C14H36N0O5,363.15,3.14,29.394,Hormone
Adrenaline,C6H38N1O6,228.19,6.74,645.319,Hormone
Adenosine triphosphate,C14H22N3O3,796.67,9.29,583.118,Alkaloid
Glucose,C16H10N0O3,638.32,9.88,735.835,Lipid
Urea,C13H5N0O8,910.55,N/A,405.365,Hormone
Cholesterol,C5H20N0O1,53.66,7.77,966.007,Lipid
Caffeine,C3H35N3O1,959.11,11.89,993.657,Lipid
Caffeine,C12H40N2O7,180.26,2.03,174.389,Nucleotide
Caffeine,C5H38N2O5,501.22,11.93,663.115,Alkaloid
Serotonin,C20H12N5O9,625.54,N/A,895.138,Nucleotide
Dopamine,C12H15N4O9,629.65,3.11,923.342,Amide
Adenosine triphosphate,C1H37N4O9,730.76,3.87,201.257,Alcohol
Glucose,C6H32N3O1,896.18,N/A,619.451,Carbohydrate
Glucose,C3H23N5O1,575.16,N/A,829.773,Carbohydrate
Ethanol,C11H28N5O5,989.64,N/A,826.714,Organic Compound
Ethanol,C20H2N5O7,139.22,5.16,504.149,Lipid
Serotonin,C14H35N0O9,564.85,3.32,783.106,Alcohol
Serotonin,C13H26N4O7,818.97,5.04,978.335,Carbohydrate
Cholesterol,C7H40N0O10,300.89,2.8,352.856,Nucleotide
Cholesterol,C17H2N5O6,201.5,8.33,285.819,Carbohydrate
Adrenaline,C15H1N5O9,978.64,4.37,416.178,Alcohol
Cholesterol,C3H11N4O0,391.65,13.16,870.269,Nucleotide
Cholesterol,C10H30N3O0,201.42,9.79,473.449,Neurotransmitter
Ethanol,C17H18N1O4,842.23,3.65,593.563,Carbohydrate
Glucose,C20H11N0O1,845.78,N/A,58.827,Amide
Aspirin,C7H8N0O2,281.69,5.16,568.447,Organic Compound
Urea,C11H37N4O4,310.53,8.35,201.246,Organic Compound
Cholesterol,C18H33N2O3,965.5,N/A,667.769,Alcohol
Ethanol,C6H24N1O6,986.62,5.05,852.425,Alkaloid
Urea,C13H31N4O6,573.13,2.61,630.126,Lipid
