compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C20H6N4O9,912.89,N/A,268.042,Carbohydrate
Adenosine triphosphate,C16H34N2O4,263.93,3.23,784.672,Neurotransmitter
Aspirin,C2H2N3O4,982.27,N/A,172.715,Hormone
Adenosine triphosphate,C11H3N5O6,210.77,11.68,908.063,Lipid
Urea,C4H21N4O4,472.88,11.35,998.3,Organic Compound
Ethanol,C16H12N0O8,325.79,N/A,28.64,Lipid
Adrenaline,C20H21N5O3,730.15,7.6,970.398,Hormone
Aspirin,C2H14N2O3,412.86,7.54,710.0,Nucleotide
Ethanol,C8H6N2O1,205.81,4.59,719.524,Alkaloid
Aspirin,C19H16N0O8,610.09,1.28,677.907,Amide
Aspirin,C3H39N2O7,740.93,7.67,292.433,Alcohol
Glucose,C9H25N5O1,493.77,5.53,193.186,Amide
Adrenaline,C15H12N0O8,875.59,9.15,340.805,Lipid
Adrenaline,C11H8N5O10,919.87,10.26,833.716,Nucleotide
Ethanol,C3H20N3O5,890.05,3.03,255.237,Amide
Dopamine,C20H1N0O10,588.67,6.58,476.631,Hormone
Adrenaline,C18H1N0O3,651.85,1.62,712.218,Alkaloid
Aspirin,C12H27N1O1,153.99,12.27,792.707,Alkaloid
Adenosine triphosphate,C14H36N5O8,80.15,N/A,415.747,Neurotransmitter
Serotonin,C14H27N0O2,964.79,10.46,81.622,Nucleotide
Caffeine,C15H6N1O8,562.38,4.9,331.941,Organic Compound
Adrenaline,C14H24N2O2,906.66,3.5,163.416,Nucleotide
Caffeine,C6H9N2O7,967.87,N/A,550.027,Hormone
Caffeine,C17H20N5O8,838.99,4.73,43.453,Alcohol
Adenosine triphosphate,C5H38N1O3,801.19,1.79,867.635,Nucleotide
Urea,C15H29N2O3,530.18,4.71,149.232,Amide
Cholesterol,C11H32N5O8,748.92,8.62,55.581,Carbohydrate
Adenosine triphosphate,C12H18N1O2,286.6,7.17,900.057,Neurotransmitter
Cholesterol,C15H37N4O3,935.24,1.52,711.017,Neurotransmitter
Cholesterol,C8H40N0O5,858.72,4.72,214.018,Hormone
Glucose,C13H5N2O10,272.28,13.52,965.386,Alkaloid
Cholesterol,C15H3N3O2,567.3,10.76,423.164,Lipid
Ethanol,C18H24N1O2,159.48,9.58,203.73,Alkaloid
Ethanol,C16H26N0O5,230.25,8.18,0.74,Alcohol
Adrenaline,C18H2N4O2,939.5,7.18,942.91,Organic Compound
Adrenaline,C14H27N2O10,895.16,9.01,887.8,Carbohydrate
Caffeine,C5H15N0O9,682.88,3.14,285.71,Organic Compound
Cholesterol,C10H26N3O0,214.1,N/A,842.069,Alkaloid
Urea,C18H11N4O10,609.67,11.53,888.518,Neurotransmitter
Aspirin,C4H22N5O6,942.78,3.14,686.486,Alcohol
Glucose,C11H11N0O0,320.55,2.06,427.977,Lipid
Adenosine triphosphate,C9H1N0O8,556.13,5.28,562.769,Neurotransmitter
Caffeine,C13H26N5O7,531.22,11.51,564.715,Alkaloid
Adenosine triphosphate,C18H26N4O9,78.73,N/A,603.262,Neurotransmitter
Caffeine,C4H13N5O7,134.94,9.64,388.191,Hormone
Urea,C9H2N5O1,104.41,N/A,886.741,Organic Compound
Dopamine,C7H34N5O4,453.11,N/A,464.718,Neurotransmitter
Urea,C5H1N2O2,205.31,12.45,150.142,Organic Compound
Urea,C3H31N2O5,594.41,1.74,814.059,Lipid
Dopamine,C11H8N3O10,114.91,2.79,525.005,Organic Compound
Caffeine,C9H20N5O5,70.42,10.69,927.685,Lipid
Caffeine,C10H20N5O5,772.66,7.65,699.509,Alcohol
Adrenaline,C2H9N4O9,572.31,13.37,5.364,Organic Compound
Caffeine,C7H16N4O8,138.58,7.25,979.565,Amide
Ethanol,C3H34N5O5,128.75,10.67,941.839,Alcohol
Cholesterol,C1H37N2O6,197.92,13.83,38.792,Amide
Aspirin,C12H30N0O2,928.32,N/A,953.184,Nucleotide
Caffeine,C11H3N1O5,874.97,2.57,66.827,Hormone
Ethanol,C1H37N1O3,468.13,4.36,34.689,Nucleotide
Adenosine triphosphate,C5H36N2O7,392.65,6.47,409.305,Carbohydrate
Glucose,C17H40N5O1,920.57,4.81,68.002,Alcohol
Adenosine triphosphate,C15H2N3O3,62.27,5.96,291.771,Lipid
Ethanol,C4H12N1O3,691.22,N/A,329.688,Amide
Ethanol,C2H38N2O5,95.39,N/A,282.84,Amide
Dopamine,C5H32N3O5,133.42,N/A,667.103,Nucleotide
Adrenaline,C20H30N3O9,296.12,11.76,736.266,Carbohydrate
Dopamine,C7H32N1O3,996.64,9.25,787.073,Amide
Adenosine triphosphate,C5H2N0O10,567.5,11.11,844.512,Lipid
Adrenaline,C4H7N1O0,792.55,8.23,335.105,Neurotransmitter
Caffeine,C8H13N5O8,490.44,13.7,915.782,Nucleotide
Urea,C20H6N3O0,707.24,8.57,826.253,Carbohydrate
Urea,C19H24N5O8,826.92,7.03,944.458,Organic Compound
Adrenaline,C11H15N3O2,725.19,N/A,985.091,Alcohol
Aspirin,C17H13N1O3,317.79,5.51,959.842,Lipid
Cholesterol,C9H12N2O5,511.84,12.41,517.687,Organic Compound
Adenosine triphosphate,C17H31N2O6,619.2,7.59,393.726,Organic Compound
Adenosine triphosphate,C7H17N4O2,321.16,6.93,596.966,Organic Compound
Adrenaline,C17H23N1O8,876.92,11.53,918.345,Neurotransmitter
Dopamine,C3H28N0O10,290.7,5.18,927.607,Hormone
Urea,C16H20N0O10,365.79,1.04,735.432,Neurotransmitter
Dopamine,C16H28N2O9,420.12,13.92,374.728,Hormone
Urea,C3H1N4O6,744.71,N/A,920.138,Nucleotide
Urea,C15H33N5O1,796.22,4.9,109.587,Nucleotide
Caffeine,C13H1N4O1,395.35,6.83,986.662,Alcohol
Adrenaline,C3H23N5O8,412.43,N/A,342.006,Alkaloid
Cholesterol,C12H31N2O7,201.19,4.12,678.156,Organic Compound
Adenosine triphosphate,C7H14N5O8,535.03,9.14,607.263,Nucleotide
Ethanol,C18H17N0O7,95.71,7.64,715.591,Organic Compound
Aspirin,C2H5N0O5,760.51,1.51,528.34,Carbohydrate
Glucose,C1H21N3O8,918.84,6.76,558.153,Lipid
Caffeine,C11H29N3O3,310.16,5.28,267.931,Neurotransmitter
Urea,C9H29N0O8,176.33,7.71,880.147,Amide
Cholesterol,C9H40N1O2,477.08,N/A,85.273,Nucleotide
Adenosine triphosphate,C17H11N3O3,646.38,N/A,702.862,Carbohydrate
Serotonin,C5H3N3O2,315.46,N/A,756.659,Nucleotide
Ethanol,C8H24N2O8,527.0,N/A,293.026,Lipid
Adenosine triphosphate,C6H6N3O1,467.69,3.91,749.788,Carbohydrate
Aspirin,C18H30N3O1,606.52,11.85,557.771,Hormone
Aspirin,C13H19N2O0,532.53,11.21,874.177,Neurotransmitter
Glucose,C17H20N2O1,506.89,9.01,26.027,Organic Compound
Glucose,C9H14N5O4,441.67,N/A,74.551,Carbohydrate
Caffeine,C9H35N1O9,119.71,1.52,446.37,Hormone
Cholesterol,C3H27N5O5,480.28,N/A,269.215,Amide
Adenosine triphosphate,C16H1N5O8,459.68,13.65,153.703,Organic Compound
Adrenaline,C15H32N4O10,763.94,2.69,101.802,Lipid
Adenosine triphosphate,C1H28N3O3,307.86,11.1,937.548,Carbohydrate
Dopamine,C16H18N3O4,528.49,9.83,684.667,Amide
Glucose,C10H30N3O6,120.47,6.82,123.344,Nucleotide
Cholesterol,C20H24N4O8,461.93,N/A,981.733,Carbohydrate
Glucose,C15H17N2O3,992.53,13.59,479.561,Amide
Serotonin,C20H7N3O7,823.36,6.27,202.05,Lipid
Aspirin,C11H30N5O8,316.68,N/A,364.32,Organic Compound
Serotonin,C16H34N1O10,485.58,6.9,586.579,Alcohol
Cholesterol,C20H39N1O3,164.14,N/A,969.554,Carbohydrate
Serotonin,C16H12N3O9,75.95,9.32,309.237,Alkaloid
Dopamine,C7H14N5O3,509.45,6.79,780.569,Alkaloid
Cholesterol,C15H33N4O10,907.66,11.87,219.089,Neurotransmitter
Cholesterol,C3H13N4O6,798.67,3.76,619.685,Alkaloid
Dopamine,C2H39N1O9,646.46,7.22,311.135,Organic Compound
Caffeine,C12H37N4O3,593.52,9.18,172.953,Amide
Glucose,C14H8N0O7,164.72,2.11,346.935,Hormone
Dopamine,C6H19N0O7,986.93,N/A,199.309,Neurotransmitter
Serotonin,C20H28N5O7,286.55,12.32,381.749,Nucleotide
Glucose,C6H9N4O5,824.8,9.41,142.32,Alcohol
Ethanol,C3H4N3O6,345.44,13.51,422.671,Organic Compound
Caffeine,C14H3N4O10,121.29,N/A,941.998,Neurotransmitter
