compound,formula,mw,pka,solubility_mg_ml,class
Urea,C19H4N1O5,745.21,12.34,610.476,Alcohol
Glucose,C13H31N5O3,246.26,10.03,768.479,Alkaloid
Aspirin,C10H26N4O2,934.29,1.15,496.763,Nucleotide
Ethanol,C18H24N5O8,280.59,13.25,823.337,Alkaloid
Dopamine,C13H29N2O6,858.76,13.16,306.036,Nucleotide
Dopamine,C16H31N0O3,960.81,13.15,335.971,Carbohydrate
Urea,C15H39N5O10,781.48,2.61,435.145,Nucleotide
Glucose,C20H40N4O4,912.75,4.98,403.6,Alcohol
Cholesterol,C11H28N2O7,84.65,7.43,350.554,Alkaloid
Urea,C19H26N2O7,750.84,1.39,953.673,Amide
Aspirin,C17H36N0O0,230.91,5.52,105.137,Nucleotide
Adenosine triphosphate,C19H27N2O0,729.34,13.47,390.416,Organic Compound
Ethanol,C8H8N0O0,265.51,7.63,852.35,Nucleotide
Ethanol,C15H6N0O2,402.09,5.06,57.986,Organic Compound
Ethanol,C17H18N3O1,699.54,11.32,893.826,Amide
Glucose,C13H8N5O9,983.9,1.87,345.315,Nucleotide
Adrenaline,C3H22N1O5,628.48,4.72,218.024,Alcohol
Serotonin,C18H6N4O2,715.01,9.77,885.595,Alkaloid
Glucose,C18H30N5O0,945.64,8.34,404.422,Alkaloid
Dopamine,C3H17N3O3,703.09,N/A,891.105,Neurotransmitter
Cholesterol,C15H20N4O3,926.38,8.12,39.019,Hormone
Serotonin,C5H40N5O6,939.68,N/A,507.376,Nucleotide
Cholesterol,C18H40N1O10,123.42,1.57,986.881,Amide
Dopamine,C4H2N3O8,555.76,N/A,267.505,Alcohol
Caffeine,C1H36N0O9,270.07,7.31,402.862,Nucleotide
Aspirin,C11H22N3O1,766.35,2.71,719.549,Organic Compound
Glucose,C5H3N0O1,811.39,1.37,411.168,Carbohydrate
Urea,C6H30N1O0,260.42,13.91,140.838,Carbohydrate
Urea,C2H29N2O10,368.98,10.1,45.258,Amide
Caffeine,C2H39N1O9,199.09,12.19,887.11,Hormone
Cholesterol,C11H27N5O4,300.74,4.94,561.659,Neurotransmitter
Dopamine,C1H12N5O9,732.04,7.42,216.953,Organic Compound
Adenosine triphosphate,C5H17N4O8,250.35,N/A,566.726,Organic Compound
Dopamine,C18H12N2O3,621.9,7.43,202.77,Organic Compound
Glucose,C1H40N1O5,811.6,4.49,216.288,Carbohydrate
Aspirin,C10H19N5O0,99.36,10.85,820.296,Alkaloid
Cholesterol,C9H22N3O8,329.68,5.26,638.517,Carbohydrate
Serotonin,C20H4N5O7,528.44,9.57,861.191,Organic Compound
Caffeine,C7H18N4O9,339.78,13.74,775.937,Carbohydrate
Serotonin,C4H18N4O8,148.79,2.86,496.191,Alcohol
Adrenaline,C20H31N1O5,509.6,7.12,888.481,Neurotransmitter
Cholesterol,C6H15N3O4,81.81,12.76,174.225,Amide
Cholesterol,C7H26N4O7,311.89,6.8,245.637,Carbohydrate
Aspirin,C10H30N0O4,209.66,2.93,401.724,Alkaloid
Adrenaline,C1H33N2O6,744.27,13.99,700.839,Organic Compound
Ethanol,C3H38N1O3,891.99,7.75,839.763,Carbohydrate
Caffeine,C3H13N2O1,80.96,8.07,513.81,Carbohydrate
Ethanol,C18H9N2O3,701.23,1.9,666.066,Carbohydrate
Urea,C9H37N3O10,689.63,3.53,131.875,Neurotransmitter
Urea,C7H20N2O0,266.03,9.57,443.691,Alkaloid
Urea,C19H20N2O5,722.03,5.42,474.842,Amide
Adrenaline,C4H4N0O2,50.76,13.56,448.372,Alkaloid
Ethanol,C18H32N1O4,702.88,4.02,672.015,Hormone
Glucose,C1H14N1O10,832.73,8.43,753.77,Amide
Urea,C14H40N0O2,68.42,N/A,530.496,Nucleotide
Glucose,C3H13N5O1,309.29,10.55,93.958,Neurotransmitter
Ethanol,C20H17N5O0,182.53,6.8,816.457,Alkaloid
Ethanol,C10H10N4O6,789.49,4.99,30.602,Lipid
Cholesterol,C19H6N1O5,177.09,5.0,928.375,Organic Compound
Glucose,C8H38N0O3,691.8,N/A,81.865,Neurotransmitter
Urea,C4H26N2O10,86.98,8.35,922.465,Alcohol
Cholesterol,C7H4N0O6,380.31,13.54,545.662,Amide
Dopamine,C2H30N0O0,803.81,12.55,159.365,Organic Compound
Adenosine triphosphate,C14H22N2O6,254.09,6.13,486.842,Alcohol
Glucose,C12H12N3O10,763.19,9.1,137.275,Alkaloid
Ethanol,C14H30N3O10,970.3,11.2,366.039,Organic Compound
Dopamine,C18H4N2O2,886.93,N/A,343.678,Nucleotide
Adrenaline,C13H19N2O2,773.37,7.57,386.424,Carbohydrate
Urea,C16H31N5O6,212.67,N/A,576.954,Alkaloid
Adenosine triphosphate,C13H14N0O9,756.71,13.39,456.126,Hormone
Cholesterol,C7H33N2O4,572.49,13.4,703.886,Amide
Glucose,C2H16N3O0,744.5,2.28,58.104,Hormone
Dopamine,C17H21N2O6,100.22,1.75,445.176,Alcohol
