compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C14H37N5O0,785.97,N/A,627.705,Lipid
Serotonin,C14H28N3O0,267.15,N/A,605.285,Neurotransmitter
Adrenaline,C14H20N2O7,636.1,1.28,905.346,Alkaloid
Caffeine,C13H38N5O8,981.36,9.91,11.815,Lipid
Adenosine triphosphate,C6H4N4O9,620.36,N/A,890.735,Neurotransmitter
Ethanol,C10H25N1O5,138.38,9.16,151.455,Alcohol
Cholesterol,C16H7N3O5,144.51,5.54,420.252,Carbohydrate
Urea,C17H8N2O5,155.93,4.42,462.779,Alkaloid
Adrenaline,C9H37N5O2,860.41,13.16,975.529,Amide
Glucose,C7H17N3O6,968.01,7.76,300.933,Amide
Aspirin,C9H30N0O10,933.54,N/A,640.695,Hormone
Dopamine,C20H39N2O7,732.51,5.4,217.569,Alcohol
Adenosine triphosphate,C2H25N4O1,981.51,10.03,419.845,Alcohol
Caffeine,C17H12N2O9,154.1,5.09,184.009,Hormone
Dopamine,C12H21N2O5,317.48,4.7,468.104,Alcohol
Adenosine triphosphate,C5H25N0O6,461.32,N/A,543.409,Lipid
Glucose,C16H36N2O6,84.37,11.91,855.36,Alkaloid
Serotonin,C9H3N3O0,810.4,11.82,310.501,Alcohol
Dopamine,C9H13N1O2,343.44,9.2,454.624,Alkaloid
Cholesterol,C16H12N1O8,496.77,5.0,213.876,Alcohol
Ethanol,C15H25N1O3,399.72,7.43,789.073,Lipid
Aspirin,C4H18N1O10,859.33,13.13,507.548,Neurotransmitter
Cholesterol,C17H8N4O10,274.39,6.36,359.82,Lipid
Caffeine,C20H15N2O1,135.65,6.79,315.674,Carbohydrate
Urea,C8H17N0O10,110.07,5.21,232.05,Alkaloid
Dopamine,C20H35N2O5,160.81,12.19,913.988,Alcohol
Urea,C10H29N5O7,193.67,8.16,528.917,Lipid
Urea,C20H11N1O0,369.24,5.18,516.249,Lipid
Dopamine,C5H26N0O6,67.2,5.04,268.122,Nucleotide
Ethanol,C5H30N2O1,865.64,3.7,338.959,Alcohol
Adrenaline,C12H14N1O8,612.04,6.74,57.739,Alkaloid
Glucose,C14H32N3O7,474.48,N/A,811.264,Lipid
Dopamine,C5H36N1O4,637.85,N/A,880.819,Amide
Glucose,C3H29N1O9,242.69,7.17,986.354,Neurotransmitter
Glucose,C17H14N4O6,816.52,13.48,924.112,Lipid
Adenosine triphosphate,C5H37N4O1,477.85,12.08,532.083,Amide
Urea,C10H33N4O2,534.19,12.07,681.676,Nucleotide
Adenosine triphosphate,C1H2N3O10,240.04,3.18,818.908,Hormone
Ethanol,C17H18N0O0,885.37,12.97,750.672,Lipid
Glucose,C9H17N0O2,974.43,9.66,490.942,Carbohydrate
Glucose,C14H22N2O6,651.85,7.66,206.654,Carbohydrate
Glucose,C3H12N3O1,662.35,12.85,121.355,Amide
Adrenaline,C13H16N3O8,710.66,5.98,79.034,Carbohydrate
Serotonin,C4H19N1O7,162.09,12.75,165.184,Organic Compound
Ethanol,C6H6N2O0,551.12,10.14,538.115,Amide
Adenosine triphosphate,C8H38N0O10,642.41,10.84,491.513,Alcohol
Aspirin,C3H38N4O0,724.81,2.43,887.295,Hormone
Urea,C5H39N2O5,202.86,5.24,20.941,Alkaloid
Ethanol,C19H38N3O3,228.49,4.98,388.855,Carbohydrate
Ethanol,C16H3N2O10,831.82,9.43,27.047,Amide
Cholesterol,C15H39N0O2,843.86,9.0,286.88,Neurotransmitter
Urea,C8H3N2O6,163.17,1.22,319.769,Alcohol
Serotonin,C17H4N2O8,719.21,N/A,955.755,Alkaloid
Urea,C6H4N1O6,903.46,N/A,897.874,Amide
Adrenaline,C15H21N1O0,592.19,12.29,941.147,Amide
Urea,C4H14N5O2,603.0,10.35,715.514,Alkaloid
Urea,C13H36N5O5,64.98,N/A,249.66,Amide
Aspirin,C2H36N0O10,594.68,8.2,970.66,Organic Compound
Ethanol,C14H32N2O5,871.37,2.99,58.574,Neurotransmitter
Glucose,C8H16N4O2,66.08,12.87,913.627,Amide
Adenosine triphosphate,C3H34N2O2,349.2,8.73,432.971,Organic Compound
Urea,C17H4N3O8,113.87,4.9,685.711,Hormone
Adrenaline,C15H31N3O3,611.88,8.96,456.622,Nucleotide
Serotonin,C3H40N3O3,979.81,6.9,398.03,Alcohol
Glucose,C18H4N0O9,67.59,4.08,695.591,Amide
Serotonin,C16H28N3O4,99.22,6.51,1.283,Nucleotide
Cholesterol,C4H3N3O10,53.02,7.66,116.044,Hormone
Serotonin,C10H30N2O1,250.58,N/A,437.021,Neurotransmitter
Glucose,C18H4N3O4,271.22,3.52,421.248,Amide
Dopamine,C12H15N4O10,872.54,4.04,812.082,Organic Compound
Glucose,C3H12N5O1,442.78,13.23,772.87,Alcohol
Serotonin,C1H38N0O6,254.98,8.34,633.424,Hormone
Dopamine,C4H19N5O6,220.83,1.17,617.753,Amide
Glucose,C8H5N5O9,239.09,1.35,501.795,Neurotransmitter
Adenosine triphosphate,C3H26N4O8,966.6,8.26,637.213,Neurotransmitter
Adenosine triphosphate,C20H36N2O3,243.41,N/A,241.453,Lipid
Aspirin,C17H13N2O5,674.3,1.82,182.694,Organic Compound
Adenosine triphosphate,C6H14N1O6,966.47,2.44,746.499,Organic Compound
