compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C5H30N0O6,548.16,11.39,928.014,Lipid
Glucose,C4H28N5O6,655.25,8.47,784.975,Neurotransmitter
Glucose,C11H32N5O4,458.39,6.87,166.718,Carbohydrate
Glucose,C4H38N1O8,963.63,N/A,500.982,Organic Compound
Aspirin,C8H21N5O8,924.48,4.12,200.913,Amide
Serotonin,C18H39N2O5,903.11,9.17,117.213,Carbohydrate
Glucose,C17H37N3O10,679.8,9.87,250.853,Amide
Cholesterol,C16H21N5O8,232.09,11.57,101.731,Amide
Adenosine triphosphate,C10H25N0O0,440.14,5.74,868.955,Nucleotide
Glucose,C10H34N2O4,377.05,6.91,774.684,Hormone
Aspirin,C4H26N2O2,442.02,4.34,119.083,Neurotransmitter
Adrenaline,C5H24N0O5,96.31,5.97,60.951,Hormone
Adenosine triphosphate,C13H36N3O9,305.28,3.62,471.203,Amide
Aspirin,C19H15N2O9,312.95,9.59,932.816,Carbohydrate
Serotonin,C2H4N2O3,930.94,5.16,941.18,Alcohol
Aspirin,C7H38N2O0,545.5,4.63,919.622,Alcohol
Caffeine,C7H2N2O1,917.71,N/A,373.73,Carbohydrate
Serotonin,C15H24N4O7,547.94,6.37,505.148,Amide
Cholesterol,C5H37N3O0,620.42,7.74,608.01,Nucleotide
Urea,C16H35N2O8,934.96,4.7,126.143,Alcohol
Adenosine triphosphate,C15H32N5O8,492.82,N/A,201.3,Alkaloid
Cholesterol,C6H7N0O2,674.94,11.74,326.971,Neurotransmitter
Cholesterol,C19H25N1O5,649.8,N/A,964.299,Carbohydrate
Glucose,C10H22N4O4,486.09,N/A,34.98,Hormone
Ethanol,C3H8N2O4,818.06,4.55,484.596,Alcohol
Dopamine,C1H18N4O10,606.99,6.86,292.669,Lipid
Glucose,C2H40N0O4,575.84,10.2,399.741,Hormone
Glucose,C17H6N4O10,232.89,N/A,842.777,Hormone
Dopamine,C8H13N5O9,294.62,7.69,911.765,Organic Compound
Adenosine triphosphate,C20H14N0O8,671.85,4.77,269.739,Organic Compound
Adrenaline,C7H37N0O0,990.09,13.46,822.893,Alcohol
Cholesterol,C13H22N1O8,590.75,N/A,8.717,Alcohol
Adrenaline,C11H38N1O8,294.57,10.55,101.633,Hormone
Ethanol,C18H15N1O9,475.31,9.54,869.154,Organic Compound
Adrenaline,C8H3N4O0,833.03,N/A,15.455,Organic Compound
Dopamine,C11H32N0O2,467.74,9.17,110.988,Carbohydrate
Dopamine,C14H1N1O8,631.53,N/A,132.916,Nucleotide
Urea,C6H4N2O6,122.75,7.85,921.389,Organic Compound
Ethanol,C18H18N0O10,390.59,4.92,986.356,Alcohol
Adrenaline,C3H28N4O6,815.91,1.67,128.537,Nucleotide
Urea,C6H25N2O7,478.17,2.48,970.692,Nucleotide
Serotonin,C2H25N0O7,638.9,4.33,99.609,Alkaloid
Urea,C8H15N0O1,174.19,10.9,337.45,Alcohol
Dopamine,C8H33N2O3,608.83,4.69,99.893,Lipid
Aspirin,C8H29N0O4,785.23,10.98,330.654,Lipid
Aspirin,C12H8N1O5,665.12,11.66,95.104,Nucleotide
Cholesterol,C10H17N5O8,970.89,4.94,279.197,Carbohydrate
Caffeine,C10H35N5O9,677.58,9.18,330.327,Nucleotide
Glucose,C14H26N2O1,629.42,13.65,523.463,Amide
Urea,C14H38N0O9,642.23,13.2,580.188,Carbohydrate
Adrenaline,C4H21N3O10,64.23,12.53,729.844,Hormone
Adrenaline,C2H17N2O3,779.64,3.16,86.755,Carbohydrate
Dopamine,C9H22N3O6,241.19,2.38,340.196,Organic Compound
Adenosine triphosphate,C9H3N0O1,420.65,7.38,586.435,Organic Compound
Ethanol,C8H5N1O4,924.45,10.08,664.078,Hormone
Aspirin,C13H6N1O7,375.12,2.15,680.836,Alcohol
Glucose,C18H19N5O6,374.36,10.88,764.452,Alkaloid
Dopamine,C14H27N2O10,999.24,N/A,520.65,Amide
Urea,C15H27N1O4,344.12,N/A,391.551,Neurotransmitter
Glucose,C7H28N5O0,399.73,8.55,434.544,Alcohol
Adenosine triphosphate,C14H24N3O6,965.35,5.4,44.475,Hormone
Urea,C12H8N1O6,574.34,5.05,206.423,Carbohydrate
