compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C6H35N2O2,116.65,5.01,32.804,Organic Compound
Urea,C20H10N4O7,391.3,N/A,358.947,Carbohydrate
Adenosine triphosphate,C1H28N3O8,86.21,13.91,682.345,Alkaloid
Dopamine,C9H5N1O4,695.16,6.43,274.57,Organic Compound
Caffeine,C2H2N1O10,976.42,10.49,808.503,Nucleotide
Aspirin,C19H31N2O7,243.5,8.93,111.302,Alcohol
Ethanol,C19H1N3O0,206.53,3.55,705.769,Alkaloid
Aspirin,C5H8N1O8,508.29,10.1,32.666,Neurotransmitter
Aspirin,C12H38N1O7,699.03,4.83,546.236,Carbohydrate
Cholesterol,C7H37N3O10,416.21,11.51,8.266,Carbohydrate
Adrenaline,C7H30N4O6,724.82,7.36,807.637,Nucleotide
Adrenaline,C20H9N2O10,690.34,6.53,301.138,Alcohol
Aspirin,C1H33N5O6,693.05,7.81,416.264,Amide
Ethanol,C12H39N2O5,421.37,7.7,921.231,Organic Compound
Dopamine,C5H6N5O8,206.99,3.62,955.688,Hormone
Adenosine triphosphate,C15H31N2O9,516.29,10.14,30.828,Alkaloid
Urea,C5H9N0O0,560.86,6.2,951.33,Alcohol
Adrenaline,C18H10N3O6,561.33,11.63,423.332,Amide
Caffeine,C15H31N1O7,813.74,8.78,17.962,Amide
Adenosine triphosphate,C19H5N4O3,393.82,5.01,905.993,Organic Compound
Adrenaline,C9H3N2O4,128.66,2.17,325.843,Alkaloid
Dopamine,C17H32N5O3,924.11,3.44,1.612,Lipid
Ethanol,C14H14N5O2,469.07,N/A,367.82,Amide
Dopamine,C9H17N2O1,580.88,5.16,48.705,Carbohydrate
Cholesterol,C3H2N2O0,371.18,5.2,901.207,Neurotransmitter
Cholesterol,C14H21N0O8,560.87,8.87,78.994,Hormone
Urea,C18H37N0O7,385.93,8.59,19.913,Hormone
Aspirin,C4H36N1O6,270.13,3.3,653.161,Organic Compound
Caffeine,C5H36N0O5,824.02,6.95,934.281,Amide
Urea,C4H37N4O7,520.16,13.4,924.917,Alkaloid
Serotonin,C5H24N0O6,823.06,7.23,650.418,Amide
Serotonin,C18H25N0O1,101.04,3.31,334.496,Alkaloid
Glucose,C12H39N3O5,499.74,10.39,382.743,Neurotransmitter
Ethanol,C20H10N3O2,755.77,N/A,471.617,Lipid
Dopamine,C14H30N5O0,793.52,12.32,302.286,Carbohydrate
Dopamine,C4H20N1O0,947.35,4.47,558.567,Neurotransmitter
Caffeine,C6H8N1O4,52.61,12.45,424.39,Amide
Urea,C14H22N4O9,618.02,2.49,87.041,Lipid
Aspirin,C6H29N2O4,217.33,N/A,224.455,Alkaloid
Aspirin,C15H37N1O9,997.23,6.49,614.623,Alkaloid
Adrenaline,C8H1N2O2,136.59,1.21,544.635,Alcohol
Serotonin,C5H13N4O7,492.38,12.6,949.179,Alcohol
Dopamine,C17H5N5O3,356.47,4.36,440.604,Alkaloid
Urea,C18H3N3O7,300.7,2.29,996.304,Amide
Dopamine,C11H19N2O8,189.08,12.99,327.084,Neurotransmitter
Aspirin,C3H18N4O8,788.84,10.93,47.832,Amide
Aspirin,C11H25N0O9,262.59,13.85,518.719,Neurotransmitter
Urea,C6H8N2O8,685.68,13.83,111.156,Alcohol
Adenosine triphosphate,C1H8N1O6,794.35,13.5,556.649,Carbohydrate
Adrenaline,C15H29N4O8,869.45,6.89,800.499,Nucleotide
Cholesterol,C2H1N5O5,218.32,10.64,467.33,Lipid
