compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C19H20N4O3,753.73,12.29,181.689,Organic Compound
Cholesterol,C20H28N3O3,841.35,2.07,84.552,Nucleotide
Adenosine triphosphate,C16H38N5O9,261.52,1.92,99.897,Amide
Caffeine,C14H40N1O1,458.37,N/A,286.193,Nucleotide
Cholesterol,C1H32N1O2,145.79,4.1,638.648,Hormone
Adenosine triphosphate,C14H10N2O8,972.58,13.17,264.59,Amide
Glucose,C3H37N2O9,885.48,8.76,612.875,Alkaloid
Caffeine,C8H37N4O1,380.22,7.39,831.853,Carbohydrate
Urea,C13H1N4O3,849.44,13.36,543.882,Hormone
Caffeine,C13H34N4O0,849.29,13.82,378.894,Hormone
Serotonin,C1H36N0O1,151.75,12.66,986.496,Alcohol
Caffeine,C20H5N3O6,110.66,1.23,155.703,Carbohydrate
Ethanol,C2H32N1O2,559.76,8.92,523.015,Lipid
Serotonin,C20H25N0O8,299.59,N/A,293.948,Alcohol
Urea,C7H4N4O6,353.84,N/A,329.839,Amide
Caffeine,C8H5N0O5,506.74,2.19,15.36,Hormone
Dopamine,C3H14N0O8,302.52,13.07,765.115,Lipid
Serotonin,C15H37N2O5,349.06,10.87,900.931,Nucleotide
Adenosine triphosphate,C20H38N5O9,814.89,8.44,566.446,Hormone
Glucose,C18H22N0O8,84.08,8.67,231.401,Carbohydrate
Adenosine triphosphate,C3H16N4O6,575.57,11.39,310.905,Alcohol
Urea,C10H4N1O8,644.99,8.59,591.93,Neurotransmitter
Caffeine,C20H17N2O4,201.49,N/A,740.378,Nucleotide
Cholesterol,C17H19N3O8,81.37,2.52,944.212,Organic Compound
Glucose,C19H23N0O3,587.93,9.76,739.353,Alkaloid
Adrenaline,C8H26N1O5,823.55,9.56,419.608,Amide
Caffeine,C13H36N1O0,357.22,N/A,356.069,Organic Compound
Adrenaline,C11H1N3O7,304.77,11.33,177.102,Hormone
Serotonin,C3H40N3O7,834.37,12.13,440.675,Organic Compound
Aspirin,C20H5N4O4,400.43,3.44,33.43,Lipid
Aspirin,C4H21N0O4,708.59,3.42,615.937,Organic Compound
Cholesterol,C17H2N5O8,800.17,1.46,250.261,Hormone
Adrenaline,C12H16N0O8,432.63,12.54,983.636,Nucleotide
Aspirin,C16H2N2O4,145.93,8.9,972.083,Nucleotide
Cholesterol,C16H29N4O9,929.5,N/A,679.842,Nucleotide
Cholesterol,C2H27N3O5,105.53,11.56,769.251,Nucleotide
Serotonin,C11H14N2O8,793.29,4.97,195.93,Organic Compound
Ethanol,C15H15N2O1,326.16,3.36,17.105,Lipid
Adenosine triphosphate,C3H29N4O4,896.82,4.59,314.197,Hormone
Glucose,C15H18N4O7,701.76,N/A,56.043,Alkaloid
Serotonin,C14H7N4O9,65.41,N/A,332.938,Neurotransmitter
Dopamine,C19H15N5O1,837.84,6.85,288.361,Hormone
