compound,formula,mw,pka,solubility_mg_ml,class
Adenosine triphosphate,C14H15N3O10,501.08,10.26,421.296,Amide
Adrenaline,C19H4N1O9,835.46,6.95,525.399,Carbohydrate
Ethanol,C15H18N0O3,173.9,N/A,296.464,Alcohol
Adenosine triphosphate,C14H20N1O2,916.1,11.76,342.004,Lipid
Ethanol,C14H34N5O7,74.13,2.76,606.326,Neurotransmitter
Adrenaline,C17H9N2O1,659.35,5.25,885.649,Amide
Urea,C7H20N5O10,373.51,1.15,599.918,Alcohol
Dopamine,C2H36N5O2,859.63,N/A,908.663,Alkaloid
Aspirin,C11H4N0O9,169.71,2.55,598.993,Hormone
Aspirin,C7H11N3O3,815.84,10.02,169.982,Alkaloid
Serotonin,C13H28N3O3,234.18,3.78,944.377,Nucleotide
Urea,C20H30N3O9,269.65,N/A,525.712,Lipid
Cholesterol,C7H16N2O1,562.64,3.76,58.72,Lipid
Cholesterol,C10H23N5O5,845.3,1.89,184.041,Organic Compound
Serotonin,C7H21N5O6,228.49,5.72,959.445,Amide
Urea,C14H27N3O4,299.11,3.5,1.395,Neurotransmitter
Ethanol,C1H20N5O8,572.17,5.72,523.974,Organic Compound
Ethanol,C20H33N4O8,915.94,3.09,434.09,Amide
Urea,C6H31N0O1,493.48,13.46,892.585,Amide
Cholesterol,C9H28N3O6,496.39,N/A,714.837,Alkaloid
Aspirin,C9H29N2O1,115.66,N/A,29.578,Hormone
Ethanol,C11H10N4O3,409.23,9.79,446.058,Neurotransmitter
Adenosine triphosphate,C1H17N3O7,828.49,9.55,386.846,Neurotransmitter
Adenosine triphosphate,C14H23N1O7,942.19,N/A,533.089,Hormone
Cholesterol,C7H14N3O2,179.72,3.12,694.96,Amide
Cholesterol,C15H30N1O5,718.31,8.26,177.885,Alcohol
Adrenaline,C4H6N5O9,126.32,6.45,474.099,Nucleotide
Aspirin,C2H6N4O9,73.36,4.22,431.894,Carbohydrate
Dopamine,C8H7N0O8,470.49,11.24,86.993,Nucleotide
Cholesterol,C3H40N2O8,963.67,4.07,558.371,Nucleotide
Adenosine triphosphate,C1H17N5O1,313.72,9.54,450.716,Alkaloid
Ethanol,C19H14N0O4,286.06,N/A,778.406,Amide
Glucose,C20H17N2O7,224.73,6.02,448.893,Alkaloid
Urea,C11H37N3O9,195.01,12.19,133.45,Alcohol
Aspirin,C8H24N2O8,986.66,N/A,900.412,Alcohol
Aspirin,C3H29N5O8,864.52,1.96,860.429,Amide
Adrenaline,C9H32N1O2,516.82,9.47,38.401,Alcohol
Ethanol,C15H13N4O4,612.31,N/A,408.884,Alkaloid
Aspirin,C4H1N1O6,679.57,13.53,539.914,Lipid
Aspirin,C8H12N3O5,158.5,13.54,620.97,Carbohydrate
Ethanol,C8H7N2O5,826.95,13.2,775.382,Organic Compound
Aspirin,C6H23N3O2,891.42,N/A,214.398,Carbohydrate
Ethanol,C8H40N4O3,948.56,N/A,58.583,Neurotransmitter
Glucose,C6H28N5O7,625.21,13.18,777.906,Neurotransmitter
Ethanol,C6H39N4O3,153.92,4.49,37.242,Organic Compound
Ethanol,C4H13N2O2,353.64,3.59,804.486,Nucleotide
Aspirin,C1H35N2O5,874.59,N/A,844.389,Alkaloid
Adrenaline,C10H9N4O6,406.0,6.14,171.532,Alcohol
Serotonin,C8H3N0O8,242.04,1.12,630.796,Lipid
Ethanol,C6H28N3O7,717.37,9.55,850.809,Organic Compound
Aspirin,C10H35N4O6,753.47,12.25,916.338,Neurotransmitter
Adrenaline,C12H22N5O9,256.23,3.24,293.875,Nucleotide
Glucose,C4H7N2O0,886.15,N/A,679.449,Amide
Cholesterol,C14H18N2O4,806.25,N/A,459.123,Neurotransmitter
