compound,formula,mw,pka,solubility_mg_ml,class
Urea,C17H28N1O6,870.67,11.38,299.833,Lipid
Aspirin,C3H25N1O2,705.02,N/A,4.817,Organic Compound
Aspirin,C7H23N3O10,848.87,13.2,243.464,Hormone
Urea,C5H36N0O1,849.08,5.63,106.087,Hormone
Ethanol,C14H10N3O5,339.6,7.2,952.632,Organic Compound
Ethanol,C11H19N1O7,323.32,4.41,850.652,Lipid
Adrenaline,C5H33N4O4,947.98,9.31,498.122,Alcohol
Ethanol,C14H16N2O6,338.73,7.85,284.132,Amide
Glucose,C5H21N3O9,243.81,12.46,207.616,Lipid
Serotonin,C12H8N3O3,552.12,7.36,46.574,Alkaloid
Serotonin,C19H7N4O2,111.48,3.56,25.029,Carbohydrate
Aspirin,C8H20N4O2,734.31,4.7,100.191,Neurotransmitter
Adenosine triphosphate,C5H15N2O9,124.48,N/A,600.924,Alkaloid
Glucose,C17H18N4O10,827.19,13.12,864.989,Hormone
Glucose,C14H38N4O0,332.74,6.05,518.552,Hormone
Cholesterol,C4H13N3O6,846.68,5.65,74.741,Amide
Ethanol,C10H13N3O10,372.92,9.94,500.992,Organic Compound
Ethanol,C8H29N0O8,256.99,2.32,313.728,Lipid
Serotonin,C7H31N4O3,52.0,7.33,181.616,Organic Compound
Caffeine,C11H2N4O3,484.83,13.77,211.476,Organic Compound
Caffeine,C9H33N1O5,57.54,N/A,267.871,Amide
Caffeine,C9H22N3O0,988.22,11.65,258.07,Carbohydrate
Serotonin,C4H20N2O10,410.61,12.37,189.406,Carbohydrate
Serotonin,C1H2N0O3,408.52,13.07,170.863,Nucleotide
Dopamine,C2H9N1O6,934.36,N/A,106.899,Alcohol
Adrenaline,C9H40N3O9,879.76,4.89,897.747,Organic Compound
Cholesterol,C7H33N0O7,970.76,13.91,925.406,Lipid
Cholesterol,C17H35N0O8,443.92,1.86,250.631,Alcohol
Caffeine,C1H15N3O4,128.06,4.25,591.112,Organic Compound
Adenosine triphosphate,C16H30N1O10,116.14,8.75,50.676,Carbohydrate
Dopamine,C16H2N3O5,328.6,N/A,619.982,Carbohydrate
Urea,C8H37N1O8,806.96,7.02,340.229,Amide
Serotonin,C10H1N1O6,217.92,9.4,576.588,Neurotransmitter
Adrenaline,C2H15N1O5,567.8,9.67,2.602,Lipid
Serotonin,C9H36N2O10,61.66,9.23,478.463,Organic Compound
Dopamine,C17H36N0O2,647.19,8.93,328.823,Amide
Urea,C19H32N0O4,62.2,4.45,583.079,Amide
Adrenaline,C17H26N0O0,950.78,4.24,908.154,Carbohydrate
Caffeine,C18H11N3O2,984.45,12.43,811.542,Organic Compound
Caffeine,C7H37N1O1,974.3,7.76,50.281,Alkaloid
Urea,C17H23N3O2,207.13,5.34,107.449,Organic Compound
Serotonin,C13H14N2O6,276.98,2.57,490.257,Nucleotide
Ethanol,C2H25N0O10,787.39,8.9,482.993,Alcohol
Ethanol,C18H12N4O2,285.04,9.03,622.645,Hormone
Glucose,C14H30N4O8,763.05,12.07,65.745,Organic Compound
Adenosine triphosphate,C7H14N2O0,722.74,1.85,5.435,Amide
Glucose,C15H29N0O8,795.85,9.47,546.954,Alcohol
Dopamine,C6H17N2O5,636.73,7.0,814.931,Organic Compound
Glucose,C8H30N1O7,324.75,9.09,290.013,Hormone
Glucose,C16H17N4O5,921.76,4.45,322.181,Neurotransmitter
Caffeine,C3H31N1O7,364.58,8.52,637.858,Amide
Serotonin,C13H31N2O4,385.1,3.9,237.153,Nucleotide
Cholesterol,C15H29N2O2,692.52,9.03,193.149,Lipid
Caffeine,C14H23N3O0,853.26,3.43,275.475,Carbohydrate
Cholesterol,C1H8N5O5,121.99,N/A,429.48,Neurotransmitter
Cholesterol,C4H40N3O4,553.16,4.45,27.147,Amide
Serotonin,C9H10N4O3,226.69,6.4,753.356,Nucleotide
Cholesterol,C4H2N0O3,664.77,3.99,970.698,Neurotransmitter
Urea,C11H16N0O1,708.66,8.1,511.908,Amide
Caffeine,C2H39N2O1,180.08,10.43,194.218,Alcohol
Adenosine triphosphate,C6H26N1O4,866.45,5.81,692.876,Lipid
Glucose,C16H11N2O5,865.7,6.93,83.892,Organic Compound
Cholesterol,C18H23N2O5,646.01,N/A,313.501,Hormone
Aspirin,C10H25N2O4,200.08,8.66,752.832,Alkaloid
Glucose,C13H20N2O3,289.51,12.23,281.659,Nucleotide
Glucose,C20H40N5O0,715.67,12.84,351.205,Lipid
Caffeine,C19H16N4O9,620.52,3.44,59.491,Hormone
Dopamine,C13H11N4O0,154.4,13.62,313.462,Alcohol
Aspirin,C18H35N1O5,212.23,2.01,158.587,Neurotransmitter
Adrenaline,C20H21N1O6,196.26,13.04,853.217,Alkaloid
Cholesterol,C14H10N0O8,449.08,10.33,841.296,Hormone
Ethanol,C1H4N1O8,570.82,7.84,135.195,Nucleotide
Dopamine,C16H8N2O9,955.35,N/A,285.769,Hormone
Ethanol,C4H26N0O7,987.84,6.15,19.964,Lipid
Adenosine triphosphate,C17H5N3O7,299.81,7.06,644.594,Amide
Dopamine,C19H29N5O4,164.69,7.53,691.917,Alkaloid
Adenosine triphosphate,C3H37N2O7,532.43,13.22,625.976,Organic Compound
Serotonin,C4H5N2O8,696.48,N/A,31.816,Amide
Cholesterol,C3H12N3O4,158.02,N/A,534.515,Alkaloid
Urea,C9H28N2O10,370.27,N/A,75.969,Carbohydrate
Adenosine triphosphate,C20H17N0O3,987.99,2.45,836.744,Alkaloid
Ethanol,C17H4N3O5,553.29,10.99,609.172,Carbohydrate
Dopamine,C1H6N1O6,177.72,3.75,438.308,Alkaloid
Aspirin,C17H11N3O6,957.69,9.46,768.383,Lipid
Aspirin,C1H26N5O5,601.38,9.65,792.546,Alcohol
