compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C16H14N1O7,712.6,12.46,646.356,Neurotransmitter
Urea,C6H30N5O5,784.29,7.51,369.343,Alcohol
Serotonin,C2H6N4O2,514.86,1.52,641.083,Lipid
Cholesterol,C15H22N0O4,566.16,7.93,706.999,Neurotransmitter
Adrenaline,C19H18N0O1,615.78,1.15,729.58,Alkaloid
Adenosine triphosphate,C20H13N1O1,572.44,N/A,981.309,Hormone
Serotonin,C16H15N2O2,913.56,2.18,141.219,Hormone
Serotonin,C17H36N4O3,114.24,N/A,295.933,Nucleotide
Caffeine,C1H4N1O0,558.09,9.84,733.458,Carbohydrate
Urea,C8H2N0O9,343.36,N/A,383.855,Hormone
Adenosine triphosphate,C9H40N5O1,564.56,N/A,812.346,Neurotransmitter
Cholesterol,C14H10N2O4,572.21,7.1,517.517,Carbohydrate
Urea,C4H35N2O7,964.4,3.81,286.331,Alkaloid
Serotonin,C10H15N0O9,461.93,9.96,875.382,Lipid
Adrenaline,C14H14N0O7,392.13,5.1,244.361,Neurotransmitter
Cholesterol,C9H40N0O1,523.5,12.85,500.153,Nucleotide
Glucose,C11H18N4O7,505.62,N/A,556.461,Nucleotide
Cholesterol,C19H32N1O2,416.1,13.94,709.928,Carbohydrate
Ethanol,C12H15N5O1,660.83,13.0,148.7,Alkaloid
Adenosine triphosphate,C14H15N4O1,270.06,5.17,164.162,Carbohydrate
Glucose,C12H32N4O5,729.51,8.7,921.478,Neurotransmitter
Urea,C4H38N5O5,684.47,7.26,213.615,Amide
Cholesterol,C12H30N3O4,555.43,12.97,108.649,Amide
Urea,C12H35N4O9,636.66,4.23,455.573,Hormone
Serotonin,C5H39N4O5,698.36,11.5,263.624,Amide
Dopamine,C4H27N5O5,176.45,10.17,458.424,Hormone
Glucose,C2H19N3O10,463.07,6.71,495.207,Hormone
Caffeine,C16H39N1O0,243.3,8.43,496.365,Alkaloid
Urea,C4H16N3O5,600.33,N/A,651.841,Nucleotide
Caffeine,C5H35N2O8,800.27,10.81,538.178,Carbohydrate
Adenosine triphosphate,C11H1N4O10,728.45,4.89,263.068,Nucleotide
Ethanol,C11H10N0O0,999.47,9.92,936.564,Amide
Adenosine triphosphate,C18H8N5O5,594.17,N/A,340.687,Lipid
Aspirin,C9H2N0O9,734.08,3.77,262.177,Hormone
Glucose,C3H10N2O1,863.39,12.05,374.678,Organic Compound
Urea,C14H25N1O7,763.35,9.66,299.152,Carbohydrate
Aspirin,C2H4N0O0,762.25,8.43,919.774,Organic Compound
Caffeine,C10H27N1O0,879.34,13.1,829.729,Amide
Serotonin,C9H26N1O10,596.0,N/A,857.324,Amide
Urea,C18H39N1O4,614.47,9.64,720.299,Carbohydrate
Ethanol,C16H28N2O6,930.92,13.96,371.598,Hormone
Adenosine triphosphate,C10H12N4O2,100.13,6.94,472.638,Nucleotide
Aspirin,C6H39N3O9,490.71,2.86,265.016,Lipid
Serotonin,C13H28N4O5,88.99,N/A,136.281,Lipid
Ethanol,C8H28N5O9,182.42,3.04,618.594,Nucleotide
