compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C9H28N1O6,908.52,8.53,241.697,Alkaloid
Aspirin,C7H19N3O0,173.61,1.62,63.901,Organic Compound
Serotonin,C8H34N3O7,833.12,1.06,714.912,Alcohol
Cholesterol,C18H31N5O6,755.64,7.26,312.11,Neurotransmitter
Caffeine,C15H22N1O3,222.8,6.44,398.438,Alcohol
Glucose,C11H18N3O3,722.64,N/A,418.97,Neurotransmitter
Serotonin,C19H29N3O7,914.83,4.5,607.309,Alcohol
Adenosine triphosphate,C4H15N0O3,225.99,8.2,376.158,Hormone
Adenosine triphosphate,C19H39N5O8,567.52,2.52,554.853,Alkaloid
Glucose,C10H5N4O8,578.82,3.93,612.634,Carbohydrate
Glucose,C6H36N3O3,573.75,N/A,126.361,Amide
Caffeine,C11H32N2O3,54.65,10.13,128.899,Organic Compound
Adenosine triphosphate,C15H28N5O9,355.41,N/A,873.759,Carbohydrate
Glucose,C1H2N4O8,778.26,10.61,137.407,Alcohol
Adenosine triphosphate,C7H35N4O6,962.79,13.89,162.885,Amide
Urea,C16H39N3O5,598.63,13.6,984.289,Alkaloid
Serotonin,C1H1N5O8,773.84,4.85,919.745,Amide
Aspirin,C14H13N3O3,294.23,10.26,901.408,Amide
Adenosine triphosphate,C14H37N0O10,252.56,7.27,728.492,Amide
Ethanol,C8H1N2O10,371.69,N/A,755.008,Neurotransmitter
Aspirin,C1H13N1O5,483.5,9.14,712.465,Lipid
Serotonin,C18H2N2O3,580.2,2.38,231.984,Amide
Urea,C17H39N0O6,65.77,8.73,163.937,Amide
Ethanol,C8H13N0O3,987.06,8.66,539.938,Amide
Dopamine,C9H12N4O1,691.17,5.39,260.618,Alkaloid
Adrenaline,C6H7N5O0,583.36,12.72,444.74,Nucleotide
Glucose,C1H29N4O0,992.25,9.42,105.64,Neurotransmitter
Serotonin,C1H3N5O0,160.06,N/A,26.802,Neurotransmitter
Serotonin,C10H32N3O2,74.11,5.9,631.566,Neurotransmitter
Adenosine triphosphate,C19H3N4O4,901.86,2.53,665.839,Alcohol
