compound,formula,mw,pka,solubility_mg_ml,class
Aspirin,C7H21N4O10,783.05,4.52,922.352,Nucleotide
Ethanol,C5H11N1O10,352.36,9.32,640.034,Alcohol
Adenosine triphosphate,C18H18N2O7,401.38,3.08,878.706,Carbohydrate
Glucose,C5H10N3O1,802.87,5.63,278.412,Carbohydrate
Serotonin,C7H31N1O5,520.25,7.2,32.405,Alkaloid
Aspirin,C14H33N2O1,879.4,6.55,250.387,Alkaloid
Adrenaline,C4H32N5O2,700.29,12.96,940.438,Amide
Urea,C12H15N5O7,443.0,2.41,797.843,Neurotransmitter
Urea,C15H28N3O10,799.02,N/A,527.604,Alkaloid
Cholesterol,C2H21N5O9,543.02,9.44,252.363,Alkaloid
Dopamine,C1H21N4O6,437.77,7.93,447.91,Alkaloid
Aspirin,C18H7N0O4,717.47,13.84,564.896,Hormone
Ethanol,C8H21N0O8,94.48,N/A,97.088,Carbohydrate
Caffeine,C2H23N0O5,684.91,7.1,722.141,Alcohol
Urea,C7H6N5O7,166.56,9.19,770.214,Amide
Glucose,C9H38N5O8,315.64,N/A,265.307,Hormone
Dopamine,C15H29N1O10,250.54,5.07,785.879,Amide
Urea,C1H29N1O6,188.68,N/A,217.365,Amide
Dopamine,C6H32N4O5,267.82,N/A,96.978,Nucleotide
Dopamine,C19H8N0O5,108.48,12.14,432.47,Nucleotide
Adenosine triphosphate,C20H36N0O2,920.68,N/A,87.993,Hormone
Adrenaline,C19H6N4O6,864.48,7.62,412.255,Organic Compound
Serotonin,C16H25N2O0,295.14,3.27,450.953,Neurotransmitter
Ethanol,C2H27N3O7,325.22,N/A,920.347,Organic Compound
Serotonin,C19H33N5O8,146.58,N/A,936.147,Alkaloid
Glucose,C8H19N4O9,127.77,8.69,784.238,Amide
Adenosine triphosphate,C10H26N5O10,651.17,1.05,549.264,Neurotransmitter
Aspirin,C9H40N5O10,407.05,1.09,174.52,Amide
Caffeine,C5H17N5O7,126.32,2.32,324.103,Nucleotide
Glucose,C20H13N4O9,179.51,N/A,286.645,Neurotransmitter
Cholesterol,C12H2N3O8,274.95,10.15,312.419,Organic Compound
Ethanol,C20H8N2O9,175.53,8.76,718.824,Alkaloid
Adrenaline,C16H38N3O4,849.45,N/A,429.185,Alcohol
Glucose,C5H17N3O3,368.17,8.87,21.15,Alkaloid
Cholesterol,C3H13N5O2,503.05,11.21,517.699,Carbohydrate
Aspirin,C8H9N2O1,449.72,9.38,832.691,Organic Compound
Aspirin,C5H17N3O5,282.02,10.16,487.009,Alcohol
Aspirin,C17H17N2O8,225.11,8.97,384.066,Neurotransmitter
Urea,C14H11N0O3,375.99,10.79,16.503,Organic Compound
Ethanol,C12H16N0O1,331.71,4.64,159.752,Organic Compound
Urea,C15H39N4O7,67.99,4.7,341.531,Hormone
Adrenaline,C16H23N0O10,192.16,8.96,1.127,Hormone
Adrenaline,C1H38N1O2,281.38,N/A,572.967,Alkaloid
Urea,C6H26N1O7,655.77,11.9,986.978,Alkaloid
Dopamine,C14H1N1O6,225.91,4.52,342.01,Carbohydrate
Caffeine,C13H15N3O2,926.69,10.69,78.227,Organic Compound
Aspirin,C9H38N4O6,529.72,9.14,313.094,Alcohol
Serotonin,C15H30N3O1,568.2,3.39,120.347,Hormone
Urea,C9H29N1O3,323.61,4.2,196.644,Amide
Dopamine,C10H3N5O3,443.28,12.28,720.266,Organic Compound
Adenosine triphosphate,C19H4N5O2,685.28,3.81,767.159,Alkaloid
Caffeine,C3H24N4O1,453.41,N/A,721.081,Hormone
Serotonin,C18H3N1O6,921.82,4.2,615.545,Amide
Dopamine,C8H27N3O6,327.82,12.0,887.51,Organic Compound
Glucose,C12H36N4O7,841.52,7.95,613.246,Neurotransmitter
Glucose,C3H36N1O8,780.46,6.09,189.552,Hormone
Adrenaline,C20H6N4O9,651.35,8.91,174.582,Lipid
Urea,C15H26N2O9,612.65,10.2,311.369,Carbohydrate
Ethanol,C2H25N2O5,907.12,11.95,497.748,Alkaloid
Adenosine triphosphate,C5H4N4O3,852.7,5.82,214.939,Alkaloid
Serotonin,C2H8N3O6,426.04,N/A,242.783,Lipid
Dopamine,C6H29N3O0,981.48,13.45,950.783,Hormone
Adenosine triphosphate,C7H12N1O6,63.06,N/A,229.072,Amide
Dopamine,C13H17N0O8,684.12,13.56,858.515,Nucleotide
Dopamine,C2H27N5O5,75.87,5.54,357.006,Amide
Aspirin,C5H1N3O0,351.75,N/A,532.473,Hormone
Dopamine,C2H20N5O8,168.97,N/A,820.004,Lipid
Urea,C18H32N2O10,503.26,8.25,430.602,Organic Compound
Adenosine triphosphate,C17H20N0O5,692.52,N/A,290.166,Neurotransmitter
Dopamine,C14H16N1O7,675.14,N/A,501.696,Carbohydrate
Serotonin,C2H20N5O5,332.75,9.15,184.764,Carbohydrate
Cholesterol,C6H1N2O8,927.76,10.25,851.802,Lipid
Aspirin,C9H18N1O8,239.36,N/A,991.558,Hormone
Caffeine,C7H9N0O10,865.21,5.05,681.382,Alkaloid
Glucose,C19H18N3O1,145.32,5.25,561.356,Alcohol
Serotonin,C5H6N5O9,974.85,N/A,137.331,Lipid
Adenosine triphosphate,C12H13N3O2,927.96,9.59,762.029,Alkaloid
Serotonin,C12H28N4O9,487.92,5.46,898.552,Hormone
Ethanol,C6H6N0O10,484.55,5.58,632.073,Lipid
Ethanol,C9H1N4O4,312.94,13.07,405.895,Nucleotide
Dopamine,C9H29N4O8,250.0,11.64,803.778,Carbohydrate
Adenosine triphosphate,C10H34N1O4,822.64,8.97,512.549,Lipid
Caffeine,C1H37N1O0,850.46,6.47,388.597,Nucleotide
Caffeine,C10H27N1O9,57.49,5.04,200.659,Nucleotide
Glucose,C2H37N3O1,487.81,2.59,379.36,Hormone
Cholesterol,C20H22N2O0,304.41,N/A,596.665,Nucleotide
Ethanol,C7H24N5O10,247.57,N/A,839.324,Nucleotide
Glucose,C15H11N1O1,745.13,3.98,606.527,Neurotransmitter
Aspirin,C13H8N2O2,315.73,13.83,154.167,Lipid
Glucose,C18H30N5O8,620.45,N/A,115.965,Alcohol
Caffeine,C14H9N4O10,130.83,9.61,608.698,Alkaloid
Adenosine triphosphate,C20H15N5O10,434.73,1.59,652.964,Lipid
Cholesterol,C5H34N1O9,362.18,2.54,101.121,Alcohol
Aspirin,C5H16N4O0,697.31,N/A,356.061,Amide
Dopamine,C11H20N5O6,596.62,2.1,636.266,Carbohydrate
Cholesterol,C1H38N5O6,619.56,3.12,677.99,Neurotransmitter
Glucose,C9H2N1O0,81.59,4.1,744.121,Lipid
Ethanol,C19H34N5O1,142.71,N/A,122.479,Carbohydrate
Serotonin,C11H31N4O10,210.66,10.74,935.856,Hormone
Dopamine,C8H7N0O3,398.78,N/A,606.212,Amide
Cholesterol,C2H33N0O7,584.98,N/A,224.388,Nucleotide
Dopamine,C9H30N3O5,624.16,9.91,647.151,Lipid
Cholesterol,C17H29N4O2,377.75,N/A,149.456,Alkaloid
Caffeine,C2H11N0O5,588.56,11.98,431.251,Hormone
Cholesterol,C17H38N5O9,339.69,5.61,59.724,Neurotransmitter
Cholesterol,C9H32N3O2,186.9,1.32,817.006,Organic Compound
Aspirin,C16H14N4O5,96.16,N/A,550.311,Neurotransmitter
Cholesterol,C10H12N1O9,658.86,5.18,443.425,Hormone
Ethanol,C1H6N3O0,858.54,12.67,197.151,Carbohydrate
Glucose,C16H38N2O9,120.26,10.11,596.638,Hormone
Cholesterol,C1H2N5O3,989.48,10.89,459.854,Nucleotide
Cholesterol,C1H12N5O6,992.04,6.16,413.099,Neurotransmitter
Ethanol,C7H12N5O6,240.54,2.29,96.834,Hormone
Cholesterol,C14H30N2O9,693.36,4.66,632.15,Alkaloid
Adrenaline,C2H36N4O6,370.0,4.16,654.778,Alcohol
Adrenaline,C10H2N2O5,444.76,3.32,554.33,Alkaloid
Urea,C6H2N4O9,142.59,4.65,317.841,Amide
Aspirin,C17H30N5O3,309.63,2.16,472.218,Carbohydrate
Caffeine,C19H1N4O6,124.5,10.67,713.199,Organic Compound
Urea,C5H24N3O2,245.52,12.16,363.525,Alkaloid
Serotonin,C4H33N2O2,326.83,N/A,460.397,Alkaloid
Aspirin,C8H33N3O6,178.55,7.98,545.951,Alkaloid
Aspirin,C16H8N5O9,66.56,5.0,528.725,Lipid
Caffeine,C1H16N4O5,746.47,8.0,765.922,Lipid
Glucose,C14H26N3O7,473.41,12.41,994.679,Amide
Cholesterol,C17H37N0O2,796.57,N/A,784.736,Hormone
Serotonin,C10H34N5O8,273.01,4.51,360.76,Lipid
Aspirin,C18H28N5O7,632.29,N/A,667.704,Hormone
Serotonin,C8H2N4O4,660.92,12.27,769.603,Amide
Adenosine triphosphate,C2H11N1O10,477.76,7.62,302.788,Organic Compound
Adrenaline,C9H40N5O6,852.33,3.06,237.492,Organic Compound
Dopamine,C2H21N4O0,991.31,10.51,833.955,Alkaloid
Urea,C5H2N3O9,217.71,N/A,200.335,Amide
Glucose,C10H8N0O5,768.78,4.37,980.712,Carbohydrate
Serotonin,C19H7N3O7,110.64,1.04,201.124,Nucleotide
Aspirin,C15H2N2O8,364.16,7.26,294.758,Lipid
Aspirin,C3H24N0O7,199.27,7.98,53.524,Nucleotide
Cholesterol,C15H18N4O4,86.61,11.82,254.472,Hormone
Caffeine,C18H6N5O9,343.4,13.66,155.038,Alcohol
Aspirin,C10H19N0O1,297.4,9.63,734.843,Neurotransmitter
Caffeine,C4H22N3O4,884.63,8.11,43.664,Lipid
Cholesterol,C1H17N0O2,229.46,12.1,14.067,Hormone
Caffeine,C14H9N3O4,51.04,N/A,662.432,Alcohol
Serotonin,C3H22N1O1,455.42,3.08,172.09,Organic Compound
Cholesterol,C2H33N1O1,236.33,1.58,190.657,Alkaloid
