compound,formula,mw,pka,solubility_mg_ml,class
Adrenaline,C20H20N1O8,82.57,9.32,849.518,Organic Compound
Caffeine,C13H33N0O8,975.14,3.93,302.8,Nucleotide
Dopamine,C9H12N4O5,818.38,8.34,11.275,Neurotransmitter
Serotonin,C17H34N4O9,689.06,7.45,889.758,Amide
Caffeine,C9H38N5O10,332.29,N/A,771.235,Organic Compound
Caffeine,C11H24N4O8,781.42,N/A,484.541,Alcohol
Cholesterol,C16H27N4O5,307.53,4.22,54.576,Organic Compound
Caffeine,C12H15N3O3,776.74,N/A,944.715,Organic Compound
Adenosine triphosphate,C3H26N1O7,422.95,6.38,408.591,Carbohydrate
Ethanol,C19H3N0O5,733.27,12.66,128.804,Alcohol
Urea,C18H11N0O2,218.05,6.5,832.593,Organic Compound
Adrenaline,C18H26N4O8,318.04,N/A,50.508,Lipid
Adenosine triphosphate,C6H8N4O7,130.29,5.0,734.736,Organic Compound
Ethanol,C3H14N5O3,467.13,N/A,734.909,Carbohydrate
Urea,C12H7N3O2,657.14,3.26,446.12,Organic Compound
Serotonin,C19H17N0O2,609.66,11.21,266.557,Hormone
Adenosine triphosphate,C9H38N3O7,298.55,7.07,26.862,Amide
Glucose,C20H6N5O9,281.32,1.32,884.826,Amide
Cholesterol,C5H4N0O10,137.21,12.98,46.387,Alkaloid
Ethanol,C1H17N2O2,797.98,6.81,290.522,Alkaloid
Serotonin,C16H15N5O10,654.58,4.35,664.329,Carbohydrate
Dopamine,C15H37N3O7,324.69,11.86,152.219,Amide
Adenosine triphosphate,C19H40N5O0,222.69,N/A,364.415,Carbohydrate
Adrenaline,C13H17N2O1,720.16,7.71,700.024,Carbohydrate
Caffeine,C9H39N0O7,288.73,11.35,427.39,Nucleotide
Ethanol,C20H37N0O1,756.42,9.51,247.303,Hormone
Cholesterol,C16H12N3O2,230.27,2.26,668.214,Alkaloid
Aspirin,C9H10N4O10,794.63,12.12,272.366,Organic Compound
Ethanol,C15H24N2O8,955.01,11.9,635.21,Amide
Caffeine,C15H17N2O7,712.49,3.07,279.618,Alcohol
Adrenaline,C7H24N1O0,505.14,4.03,560.625,Lipid
Aspirin,C10H31N3O6,57.76,N/A,935.289,Nucleotide
Caffeine,C16H22N4O6,247.46,3.39,702.401,Alkaloid
Ethanol,C11H26N4O0,853.87,7.37,751.894,Hormone
Caffeine,C20H24N4O6,459.36,6.44,30.069,Hormone
Caffeine,C16H32N2O3,352.54,1.71,539.749,Hormone
Urea,C3H3N2O3,691.5,7.67,860.896,Neurotransmitter
Adenosine triphosphate,C5H1N4O8,947.44,8.8,306.83,Alkaloid
Cholesterol,C16H4N4O5,499.43,3.46,570.967,Hormone
Urea,C8H7N4O2,780.63,9.5,384.195,Neurotransmitter
Cholesterol,C17H18N0O2,790.73,6.6,288.649,Organic Compound
Dopamine,C6H13N0O1,330.09,10.8,511.122,Amide
Cholesterol,C12H5N4O5,580.96,N/A,974.072,Hormone
Ethanol,C18H27N2O7,362.94,N/A,672.111,Carbohydrate
Adrenaline,C13H37N1O4,712.18,10.71,601.179,Alcohol
Dopamine,C13H25N1O4,650.59,2.68,425.316,Alcohol
Adrenaline,C20H13N2O10,138.21,10.39,192.944,Hormone
Ethanol,C20H28N1O4,397.05,8.49,627.261,Hormone
Caffeine,C9H20N5O3,906.53,1.2,258.603,Neurotransmitter
Adenosine triphosphate,C20H5N2O2,557.85,2.3,679.448,Lipid
Dopamine,C2H5N3O0,678.8,N/A,442.464,Alkaloid
Cholesterol,C13H33N5O9,192.17,9.42,978.665,Nucleotide
Adenosine triphosphate,C14H7N5O9,306.27,N/A,416.126,Lipid
Serotonin,C19H14N4O10,84.59,13.26,17.743,Carbohydrate
Caffeine,C20H26N2O10,172.61,7.4,307.215,Alcohol
