compound,formula,mw,pka,solubility_mg_ml,class
Serotonin,C1H17N3O3,864.15,4.19,612.779,Neurotransmitter
Caffeine,C20H20N3O2,358.2,8.33,294.328,Alkaloid
Adenosine triphosphate,C3H32N1O9,547.37,4.83,533.084,Nucleotide
Serotonin,C17H36N1O6,547.22,N/A,581.55,Lipid
Adrenaline,C13H33N2O8,772.12,12.86,606.747,Alcohol
Dopamine,C7H35N1O7,735.6,13.19,928.707,Carbohydrate
Ethanol,C13H3N2O4,726.68,11.56,825.634,Hormone
Urea,C6H21N1O1,409.07,N/A,507.046,Hormone
Glucose,C18H24N0O0,887.54,N/A,100.973,Alkaloid
Urea,C18H30N0O0,204.97,7.98,950.777,Lipid
Dopamine,C1H16N2O7,698.23,N/A,76.318,Alkaloid
Caffeine,C3H2N5O8,276.92,8.37,549.87,Carbohydrate
Serotonin,C6H14N0O9,877.62,12.77,437.45,Carbohydrate
Caffeine,C17H33N4O9,679.2,13.11,812.894,Hormone
Caffeine,C17H35N3O1,757.36,5.59,582.738,Neurotransmitter
Ethanol,C5H28N3O8,939.53,5.14,373.605,Neurotransmitter
Adenosine triphosphate,C7H28N0O6,513.4,11.88,951.696,Lipid
Urea,C6H38N2O0,867.19,13.76,553.701,Alcohol
Caffeine,C15H3N3O6,602.52,N/A,988.452,Lipid
Urea,C2H9N0O7,484.86,7.33,818.415,Organic Compound
Glucose,C12H24N0O10,864.54,N/A,466.711,Amide
Adenosine triphosphate,C19H15N0O3,900.13,6.03,764.066,Lipid
Adenosine triphosphate,C6H19N1O7,587.16,1.45,304.36,Lipid
Dopamine,C19H25N0O2,426.92,N/A,19.093,Carbohydrate
Dopamine,C17H29N3O3,632.44,7.92,386.763,Neurotransmitter
Caffeine,C17H35N2O5,707.01,7.19,424.934,Lipid
Adenosine triphosphate,C16H3N4O3,493.93,1.19,178.705,Hormone
Serotonin,C12H34N4O4,300.3,11.62,899.059,Carbohydrate
Adenosine triphosphate,C10H18N0O5,593.73,5.31,806.643,Lipid
Urea,C4H36N1O4,748.65,N/A,967.64,Lipid
Glucose,C1H7N5O7,932.36,3.09,855.511,Amide
Adenosine triphosphate,C8H14N1O7,171.13,11.72,446.372,Hormone
Dopamine,C15H6N0O10,953.61,3.83,633.8,Hormone
Serotonin,C19H17N4O7,450.75,6.53,356.014,Alcohol
Adenosine triphosphate,C9H30N5O4,143.51,N/A,230.714,Lipid
Adrenaline,C18H38N1O8,476.38,6.45,548.757,Hormone
Adenosine triphosphate,C14H21N2O8,539.5,1.74,328.422,Neurotransmitter
Caffeine,C19H22N1O2,790.03,10.12,254.472,Amide
Glucose,C10H16N1O10,713.01,1.7,86.879,Lipid
Dopamine,C10H32N4O8,807.07,13.44,624.405,Alcohol
Adrenaline,C19H8N5O5,981.81,4.63,143.154,Nucleotide
Dopamine,C8H19N2O6,493.5,12.41,181.855,Organic Compound
Dopamine,C6H18N1O2,95.32,6.45,373.693,Alcohol
Ethanol,C8H17N1O0,270.29,3.76,249.311,Nucleotide
Adenosine triphosphate,C10H17N2O6,804.21,3.7,725.697,Lipid
Urea,C5H30N0O4,273.09,7.79,533.921,Alkaloid
Ethanol,C20H28N3O1,829.23,13.82,195.604,Neurotransmitter
Glucose,C12H9N0O9,891.3,12.94,331.917,Alcohol
Glucose,C5H27N0O9,752.57,6.03,843.702,Neurotransmitter
Aspirin,C5H21N1O6,410.36,12.41,279.122,Neurotransmitter
Dopamine,C6H3N5O10,960.99,6.08,159.953,Nucleotide
