compound,formula,mw,pka,solubility_mg_ml,class
Urea,C17H36N2O2,986.26,5.46,844.34,Hormone
Ethanol,C15H11N0O5,93.93,7.8,201.001,Neurotransmitter
Dopamine,C10H21N3O8,933.19,N/A,5.215,Neurotransmitter
Adenosine triphosphate,C18H5N4O1,596.44,13.78,306.403,Organic Compound
Urea,C20H1N5O1,475.52,N/A,871.596,Carbohydrate
Adrenaline,C5H22N0O8,789.01,5.77,259.662,Carbohydrate
Caffeine,C15H25N2O3,335.8,13.26,332.067,Carbohydrate
Glucose,C10H11N4O5,261.63,7.57,461.961,Lipid
Caffeine,C14H30N0O0,971.56,11.27,277.913,Nucleotide
Aspirin,C18H15N3O6,537.91,7.22,584.125,Lipid
Caffeine,C7H19N3O3,794.8,9.02,869.13,Hormone
Adrenaline,C13H13N4O9,911.64,9.18,736.117,Alkaloid
Adrenaline,C18H14N2O10,506.12,10.72,998.646,Lipid
Aspirin,C20H13N4O3,700.17,N/A,931.594,Alcohol
Adenosine triphosphate,C19H22N5O2,287.01,12.63,972.152,Neurotransmitter
Caffeine,C1H3N3O0,330.93,N/A,292.876,Organic Compound
Glucose,C18H7N4O3,105.06,3.73,128.72,Carbohydrate
Glucose,C10H33N4O3,408.33,3.5,759.746,Carbohydrate
Urea,C15H25N1O9,684.66,4.19,737.633,Amide
Aspirin,C7H1N0O5,360.78,11.41,280.454,Amide
Cholesterol,C3H4N1O6,778.64,3.31,409.897,Amide
Urea,C4H29N0O8,60.56,7.46,285.014,Hormone
Dopamine,C6H11N4O4,896.17,5.39,952.541,Lipid
Adrenaline,C9H7N3O0,931.29,5.7,442.336,Alcohol
Ethanol,C14H34N1O6,892.32,8.6,179.609,Nucleotide
Adenosine triphosphate,C4H2N1O4,233.09,8.82,328.025,Nucleotide
Serotonin,C2H32N2O8,447.33,5.78,700.802,Hormone
Caffeine,C17H38N3O9,204.98,5.36,5.613,Alcohol
Caffeine,C2H11N4O7,393.04,N/A,794.025,Organic Compound
Caffeine,C16H2N3O1,449.45,3.91,348.804,Organic Compound
Urea,C14H29N3O9,75.49,3.04,943.856,Alkaloid
Adrenaline,C6H29N5O0,914.08,12.8,727.666,Alcohol
Urea,C16H10N5O6,337.15,N/A,167.218,Amide
Urea,C5H32N5O3,76.83,5.61,588.397,Carbohydrate
Serotonin,C15H9N1O10,271.68,12.04,5.908,Neurotransmitter
Dopamine,C16H23N1O4,618.58,3.98,110.274,Neurotransmitter
Cholesterol,C13H16N5O9,626.32,6.96,841.779,Nucleotide
Dopamine,C7H37N0O9,305.92,10.0,271.419,Neurotransmitter
Serotonin,C5H34N1O4,601.15,6.17,694.82,Alcohol
Adrenaline,C15H36N3O7,91.59,12.22,317.962,Lipid
Cholesterol,C13H39N2O7,934.77,5.8,794.763,Lipid
Glucose,C18H24N3O0,979.85,7.26,362.137,Lipid
Urea,C18H1N2O9,195.31,N/A,76.804,Hormone
Adenosine triphosphate,C14H18N0O3,501.68,7.02,739.702,Nucleotide
Aspirin,C9H31N2O0,666.28,2.4,121.291,Hormone
Aspirin,C18H36N3O7,88.69,11.56,505.615,Alcohol
Adenosine triphosphate,C2H26N3O0,324.15,1.91,307.608,Nucleotide
Urea,C3H3N5O7,793.11,4.65,55.956,Amide
Glucose,C12H22N1O0,140.12,N/A,416.596,Amide
Ethanol,C18H38N3O4,827.33,N/A,446.671,Organic Compound
Urea,C20H14N5O10,72.78,12.67,512.18,Carbohydrate
Aspirin,C12H17N2O0,671.38,11.18,144.567,Neurotransmitter
Dopamine,C17H1N2O8,446.34,4.94,835.262,Alkaloid
