compound,formula,mw,pka,solubility_mg_ml,class
Ethanol,C5H9N3O3,694.48,6.8,416.294,Hormone
Adrenaline,C14H19N1O10,474.31,N/A,399.265,Neurotransmitter
Urea,C14H19N2O7,159.21,N/A,202.64,Alkaloid
Adenosine triphosphate,C2H28N0O0,166.58,1.93,972.91,Lipid
Dopamine,C1H12N2O9,925.09,3.52,15.356,Amide
Serotonin,C15H28N3O9,428.59,N/A,242.37,Organic Compound
Cholesterol,C17H29N2O8,66.55,5.47,497.951,Hormone
Dopamine,C7H36N2O10,834.94,13.36,464.562,Carbohydrate
Adenosine triphosphate,C15H29N4O7,829.46,5.44,348.306,Organic Compound
Aspirin,C9H25N4O1,115.21,11.28,315.653,Neurotransmitter
Aspirin,C13H33N1O1,967.64,12.93,835.467,Alcohol
Serotonin,C10H2N5O1,566.13,6.52,185.843,Alcohol
Dopamine,C10H23N3O7,131.81,7.04,728.654,Organic Compound
Cholesterol,C5H24N4O0,526.99,1.91,493.677,Hormone
Glucose,C12H36N4O5,307.0,4.44,735.289,Hormone
Urea,C12H3N3O9,512.17,2.21,225.193,Nucleotide
Ethanol,C2H32N0O5,489.41,N/A,339.036,Alcohol
Adrenaline,C19H38N2O10,344.95,3.74,275.132,Carbohydrate
Urea,C18H2N1O10,800.73,12.44,117.325,Alkaloid
Ethanol,C20H16N5O9,366.5,5.28,706.64,Hormone
Serotonin,C7H19N4O2,541.45,N/A,482.651,Neurotransmitter
Caffeine,C9H5N4O9,259.13,N/A,453.864,Lipid
Ethanol,C3H36N3O1,80.33,2.78,689.896,Carbohydrate
Adenosine triphosphate,C6H14N2O0,600.42,12.55,841.265,Organic Compound
Caffeine,C2H36N0O8,770.83,N/A,871.453,Alkaloid
Urea,C7H5N0O4,122.08,12.01,280.07,Amide
Cholesterol,C15H39N5O5,396.53,1.16,446.232,Nucleotide
Urea,C6H29N2O3,309.8,13.83,301.524,Alcohol
Ethanol,C17H39N4O4,687.8,3.94,31.437,Carbohydrate
Dopamine,C20H6N2O3,970.27,5.87,905.473,Amide
Dopamine,C11H28N5O3,786.26,1.44,583.999,Amide
Urea,C5H13N0O6,406.37,N/A,689.297,Carbohydrate
Ethanol,C10H9N1O3,734.33,6.16,800.478,Neurotransmitter
Cholesterol,C9H22N1O2,147.06,13.11,354.949,Amide
Glucose,C7H39N3O9,536.94,10.38,383.417,Neurotransmitter
Ethanol,C14H29N1O3,761.35,11.57,607.437,Alkaloid
Serotonin,C2H11N1O6,954.57,8.74,422.38,Lipid
Adenosine triphosphate,C15H19N0O5,734.42,1.33,268.135,Neurotransmitter
Adenosine triphosphate,C14H33N0O9,288.87,N/A,917.06,Lipid
Urea,C13H11N2O10,262.02,2.04,618.364,Organic Compound
Adenosine triphosphate,C2H27N4O8,796.11,N/A,902.108,Carbohydrate
Urea,C16H36N4O1,348.85,9.57,608.544,Neurotransmitter
Dopamine,C15H37N4O4,738.1,13.39,353.78,Lipid
Caffeine,C3H7N5O5,810.57,11.55,985.389,Amide
Urea,C14H32N3O1,203.7,9.79,18.779,Organic Compound
Ethanol,C16H29N0O5,483.21,3.35,234.944,Carbohydrate
Adenosine triphosphate,C3H5N0O8,358.33,3.05,531.346,Alkaloid
Ethanol,C13H39N2O4,298.9,7.43,824.566,Organic Compound
Urea,C20H4N3O2,565.71,3.52,761.836,Organic Compound
Aspirin,C17H32N1O10,609.84,1.47,481.346,Neurotransmitter
Aspirin,C10H13N4O2,678.23,9.59,824.799,Nucleotide
Cholesterol,C6H15N2O6,932.76,N/A,205.467,Alkaloid
Aspirin,C10H4N2O1,231.4,12.7,479.866,Organic Compound
Ethanol,C12H2N5O9,413.92,N/A,771.957,Neurotransmitter
Ethanol,C1H16N2O5,138.62,9.09,879.614,Lipid
Caffeine,C16H28N0O3,824.15,5.3,414.612,Lipid
Dopamine,C10H10N2O4,151.37,1.02,10.478,Carbohydrate
Glucose,C2H32N3O10,418.07,8.49,498.053,Neurotransmitter
Adenosine triphosphate,C16H37N0O0,580.99,9.6,406.201,Nucleotide
Adrenaline,C16H18N4O7,129.07,N/A,874.035,Alkaloid
Serotonin,C17H9N3O9,768.96,4.65,115.39,Organic Compound
Urea,C1H8N3O7,732.29,2.74,890.066,Lipid
Glucose,C14H24N3O1,615.35,10.49,483.754,Lipid
Serotonin,C19H20N2O2,826.78,N/A,610.67,Lipid
Ethanol,C12H12N0O8,120.04,N/A,659.893,Alkaloid
Aspirin,C13H14N5O1,657.6,6.17,239.959,Alcohol
Glucose,C5H7N3O1,370.11,1.8,285.505,Hormone
Ethanol,C9H17N3O7,516.93,6.18,567.366,Hormone
Adrenaline,C7H5N4O2,61.49,9.55,801.568,Carbohydrate
Caffeine,C8H16N4O7,264.3,3.47,224.807,Carbohydrate
Aspirin,C9H27N3O9,743.63,10.75,706.364,Carbohydrate
Aspirin,C1H12N5O10,360.36,11.22,912.333,Neurotransmitter
Aspirin,C18H25N2O8,689.42,13.55,189.087,Alkaloid
Cholesterol,C17H6N5O0,374.61,N/A,414.22,Alkaloid
Aspirin,C7H14N5O8,768.05,11.4,975.185,Organic Compound
Adrenaline,C14H3N4O7,505.75,2.69,368.675,Neurotransmitter
Adenosine triphosphate,C4H24N5O9,972.94,4.41,532.99,Alkaloid
Urea,C5H19N0O1,588.62,8.89,70.442,Hormone
Ethanol,C15H24N4O9,440.55,2.76,831.752,Carbohydrate
Adrenaline,C6H12N1O8,749.39,9.93,780.604,Hormone
Caffeine,C18H36N5O10,83.75,9.38,516.051,Organic Compound
Ethanol,C12H32N5O0,879.08,3.56,204.385,Carbohydrate
Serotonin,C15H9N0O10,141.88,10.54,996.471,Alkaloid
Serotonin,C11H13N4O9,494.46,10.28,844.677,Carbohydrate
Adenosine triphosphate,C20H39N4O9,531.95,11.62,625.42,Nucleotide
Ethanol,C9H19N5O10,414.28,N/A,476.902,Organic Compound
Serotonin,C3H12N1O9,216.5,1.96,856.512,Alcohol
Caffeine,C9H2N5O6,262.09,7.4,634.361,Hormone
Dopamine,C8H17N2O6,574.07,7.52,4.165,Alkaloid
Glucose,C16H15N3O4,462.04,N/A,472.33,Carbohydrate
Dopamine,C7H1N4O6,748.37,4.92,86.644,Organic Compound
Ethanol,C10H14N3O7,467.79,13.8,50.059,Carbohydrate
Cholesterol,C17H2N0O2,88.09,1.87,98.819,Carbohydrate
Serotonin,C18H37N1O7,453.0,4.61,928.592,Organic Compound
Adenosine triphosphate,C4H5N4O9,586.23,N/A,890.051,Alcohol
Cholesterol,C19H23N3O6,175.61,13.67,159.368,Lipid
Caffeine,C15H13N4O3,934.95,4.2,787.083,Nucleotide
Urea,C13H31N2O3,851.29,N/A,112.676,Nucleotide
Caffeine,C17H12N2O7,565.22,6.76,583.801,Lipid
Serotonin,C14H19N1O3,50.27,8.78,668.193,Organic Compound
Ethanol,C4H9N4O6,405.57,6.0,144.207,Alcohol
Cholesterol,C3H28N5O1,733.31,12.28,115.361,Amide
Glucose,C11H31N4O8,653.61,8.76,905.801,Nucleotide
Ethanol,C18H2N0O4,282.91,8.11,196.686,Carbohydrate
Urea,C12H24N4O3,96.28,9.13,798.383,Neurotransmitter
Serotonin,C10H3N2O10,633.05,N/A,186.22,Nucleotide
Dopamine,C10H34N3O9,880.11,11.69,708.981,Organic Compound
Cholesterol,C20H2N2O10,101.23,N/A,741.749,Alcohol
Serotonin,C5H33N5O7,944.92,N/A,477.936,Nucleotide
Adrenaline,C14H40N0O10,691.0,N/A,840.438,Lipid
Cholesterol,C10H3N4O8,378.59,N/A,129.976,Amide
Serotonin,C13H16N3O1,643.47,4.52,946.48,Hormone
Adenosine triphosphate,C9H7N5O5,152.97,10.12,930.168,Nucleotide
Caffeine,C8H24N1O9,969.32,4.97,512.35,Carbohydrate
Caffeine,C11H14N0O0,56.54,5.28,135.82,Carbohydrate
Caffeine,C3H5N1O6,58.41,8.61,826.281,Amide
Cholesterol,C20H26N1O9,722.44,13.91,612.255,Alkaloid
Aspirin,C11H28N1O6,903.36,3.81,786.741,Neurotransmitter
Glucose,C6H27N1O2,267.62,4.43,242.393,Hormone
Ethanol,C11H19N5O2,543.22,10.85,357.419,Neurotransmitter
Cholesterol,C4H36N3O3,281.88,12.62,518.873,Neurotransmitter
Adrenaline,C3H5N5O9,877.03,N/A,398.425,Alcohol
Dopamine,C19H38N0O9,527.8,N/A,961.237,Carbohydrate
Aspirin,C12H24N1O2,721.43,13.33,666.331,Organic Compound
Urea,C12H19N0O7,524.36,13.35,1.77,Hormone
Dopamine,C13H17N0O6,462.37,3.38,722.563,Hormone
Caffeine,C3H11N1O6,996.15,10.84,570.884,Carbohydrate
Caffeine,C19H8N2O2,793.82,8.03,650.617,Alkaloid
Aspirin,C8H1N5O6,967.29,7.36,789.595,Amide
Aspirin,C20H23N0O3,277.44,N/A,135.532,Alkaloid
Cholesterol,C1H9N3O5,173.3,2.92,313.51,Hormone
Cholesterol,C9H34N3O7,994.19,1.44,521.4,Hormone
Ethanol,C4H1N2O7,529.25,N/A,993.303,Organic Compound
Cholesterol,C7H36N4O5,384.47,N/A,109.765,Amide
Aspirin,C1H34N1O8,933.28,9.79,256.456,Alkaloid
Cholesterol,C15H10N2O0,774.3,N/A,748.995,Neurotransmitter
Glucose,C20H36N0O9,879.93,10.64,227.306,Alcohol
Dopamine,C9H29N4O8,788.17,N/A,589.073,Amide
Caffeine,C4H19N1O8,119.87,11.7,903.077,Alkaloid
Caffeine,C3H17N4O6,383.67,10.83,460.98,Neurotransmitter
Cholesterol,C14H21N3O4,783.58,10.08,317.95,Organic Compound
Caffeine,C3H11N5O1,67.2,9.89,488.046,Alkaloid
Cholesterol,C3H31N2O9,484.54,N/A,762.553,Alcohol
Urea,C6H33N2O5,290.52,6.52,451.823,Nucleotide
Serotonin,C9H22N2O4,413.22,8.39,39.047,Neurotransmitter
Adrenaline,C17H29N4O1,163.71,13.89,103.153,Carbohydrate
Aspirin,C9H2N2O8,803.15,7.06,200.538,Lipid
Dopamine,C8H32N4O10,87.79,7.53,711.769,Organic Compound
Cholesterol,C4H11N4O0,146.52,12.62,88.188,Neurotransmitter
Serotonin,C14H19N4O1,902.54,2.72,879.885,Organic Compound
Aspirin,C6H35N1O10,408.77,N/A,97.03,Lipid
Glucose,C8H14N0O7,991.8,7.46,774.996,Hormone
Caffeine,C9H9N2O9,293.95,4.51,688.516,Alkaloid
Ethanol,C3H7N3O6,691.57,8.69,168.762,Alkaloid
Dopamine,C13H37N2O8,802.67,6.48,607.634,Alkaloid
Adrenaline,C10H37N0O6,955.83,13.17,493.042,Nucleotide
Serotonin,C1H27N2O0,884.83,N/A,759.963,Amide
Aspirin,C2H23N0O6,964.4,6.93,607.409,Alkaloid
Cholesterol,C5H21N2O2,240.11,1.82,71.191,Neurotransmitter
Cholesterol,C3H23N1O0,425.27,13.25,901.688,Hormone
Adenosine triphosphate,C1H9N3O5,361.54,11.14,614.859,Alcohol
Dopamine,C12H23N2O9,730.15,N/A,767.349,Amide
Adrenaline,C3H3N4O3,548.44,2.58,259.421,Hormone
Glucose,C15H21N3O6,758.54,9.24,821.778,Alcohol
Adenosine triphosphate,C16H5N2O2,411.12,1.26,179.74,Organic Compound
Caffeine,C15H23N5O10,959.28,2.24,481.728,Lipid
Adrenaline,C18H18N4O6,388.36,13.43,324.998,Amide
Dopamine,C16H32N4O7,193.46,5.79,83.46,Alkaloid
Adrenaline,C15H15N1O2,207.47,2.71,21.447,Amide
Cholesterol,C13H12N0O0,747.72,N/A,418.603,Alkaloid
Urea,C18H1N3O5,935.92,9.26,362.003,Alcohol
Caffeine,C9H1N2O5,677.85,N/A,979.894,Neurotransmitter
Cholesterol,C5H23N1O10,793.29,N/A,675.884,Hormone
Cholesterol,C20H40N0O8,333.5,N/A,987.686,Nucleotide
Adrenaline,C13H17N5O5,866.09,N/A,603.841,Alkaloid
Ethanol,C4H38N2O8,777.88,4.47,549.176,Nucleotide
Serotonin,C10H21N3O6,713.29,3.75,805.735,Nucleotide
Serotonin,C5H36N1O4,200.14,5.04,647.633,Lipid
Aspirin,C10H38N1O3,520.01,1.82,959.323,Amide
Dopamine,C5H30N2O8,597.6,2.88,753.16,Lipid
Glucose,C20H7N3O4,930.74,13.89,308.238,Nucleotide
Caffeine,C1H14N3O0,602.36,11.41,879.636,Amide
Dopamine,C2H29N4O3,979.54,13.1,544.128,Hormone
Urea,C18H34N1O0,293.48,12.63,475.651,Carbohydrate
Adrenaline,C9H18N2O10,302.34,8.68,688.632,Neurotransmitter
Cholesterol,C10H1N0O2,296.0,9.06,364.583,Nucleotide
Caffeine,C20H39N0O2,814.31,N/A,722.447,Hormone
Ethanol,C16H26N4O0,129.24,N/A,943.048,Hormone
Aspirin,C14H9N4O10,574.27,7.63,408.112,Lipid
Serotonin,C2H28N0O2,564.72,11.57,477.793,Amide
Ethanol,C8H13N3O8,783.43,N/A,422.957,Hormone
Caffeine,C1H13N4O7,962.27,6.59,77.569,Carbohydrate
Serotonin,C12H28N5O8,229.38,12.19,348.277,Lipid
Urea,C15H36N2O2,622.98,5.39,623.768,Neurotransmitter
Adrenaline,C11H31N5O9,996.77,4.47,370.539,Lipid
Adrenaline,C5H23N2O1,424.07,4.28,805.751,Alcohol
Aspirin,C9H23N5O0,325.11,9.88,454.388,Alcohol
Aspirin,C17H15N2O7,230.93,N/A,532.076,Organic Compound
Ethanol,C7H35N1O7,487.68,5.03,650.456,Alcohol
Cholesterol,C10H7N5O6,670.24,7.51,755.845,Hormone
