compound,formula,mw,pka,solubility_mg_ml,class
Glucose,C13H33N5O10,282.49,1.86,631.31,Carbohydrate
Adrenaline,C15H33N3O7,661.97,13.38,493.113,Alkaloid
Serotonin,C14H5N3O10,356.24,N/A,478.248,Alcohol
Ethanol,C4H10N5O10,790.02,11.79,566.236,Carbohydrate
Caffeine,C7H4N0O5,526.43,1.78,480.593,Neurotransmitter
Serotonin,C13H7N3O1,729.65,4.58,819.974,Alkaloid
Adenosine triphosphate,C5H4N4O5,54.45,13.58,363.943,Amide
Ethanol,C6H21N3O1,540.34,N/A,835.248,Nucleotide
Glucose,C11H32N0O1,325.85,N/A,796.901,Alcohol
Caffeine,C12H6N3O9,332.57,5.54,725.677,Amide
Cholesterol,C20H18N4O6,361.29,N/A,206.429,Alcohol
Dopamine,C20H3N3O1,580.59,6.81,561.177,Amide
Aspirin,C7H34N2O1,509.12,9.75,240.062,Lipid
Glucose,C17H6N0O4,619.44,N/A,734.184,Carbohydrate
Dopamine,C19H2N1O8,794.37,3.13,214.739,Lipid
Caffeine,C2H35N3O7,513.49,8.42,99.279,Hormone
Dopamine,C1H12N3O8,233.96,N/A,826.859,Hormone
Ethanol,C18H39N3O2,122.29,2.52,856.58,Alkaloid
Ethanol,C7H26N3O1,369.59,3.22,927.14,Amide
Urea,C12H25N4O3,228.11,N/A,709.564,Neurotransmitter
Aspirin,C10H17N1O10,475.59,7.79,6.815,Nucleotide
Adrenaline,C5H40N0O6,229.81,1.29,678.141,Alcohol
Cholesterol,C18H25N5O3,216.88,4.98,25.168,Nucleotide
Caffeine,C8H1N4O9,212.17,N/A,371.059,Amide
Glucose,C9H19N0O7,341.98,9.22,724.602,Alcohol
Serotonin,C10H31N0O4,954.55,7.76,354.825,Lipid
Cholesterol,C2H6N1O10,584.58,5.54,218.837,Amide
Dopamine,C11H34N0O9,129.05,4.51,741.795,Carbohydrate
Cholesterol,C18H6N4O1,110.36,N/A,321.934,Amide
Adenosine triphosphate,C9H33N0O2,353.01,N/A,863.405,Organic Compound
Aspirin,C20H34N5O5,370.63,12.19,167.234,Lipid
Caffeine,C7H21N3O7,973.99,N/A,959.926,Lipid
Urea,C9H38N5O0,285.39,1.24,872.825,Nucleotide
Aspirin,C20H33N3O6,218.07,7.26,998.682,Carbohydrate
Adrenaline,C19H29N1O3,501.17,13.15,435.388,Alcohol
Urea,C7H7N1O2,198.71,10.81,144.614,Lipid
Serotonin,C2H37N3O3,625.04,8.64,264.092,Organic Compound
Adenosine triphosphate,C12H35N1O4,121.05,5.95,684.626,Lipid
Caffeine,C5H12N5O6,605.3,7.94,469.257,Alkaloid
Dopamine,C20H15N2O9,544.35,1.13,501.205,Organic Compound
Cholesterol,C20H37N0O0,346.16,N/A,868.307,Nucleotide
Aspirin,C11H24N0O10,138.18,8.91,719.72,Carbohydrate
Cholesterol,C4H8N0O9,617.33,2.22,361.374,Amide
Glucose,C5H15N0O7,453.38,3.9,755.257,Neurotransmitter
Adenosine triphosphate,C12H39N0O8,407.29,N/A,136.488,Neurotransmitter
Adenosine triphosphate,C15H24N2O3,645.98,12.66,216.27,Amide
Glucose,C14H37N4O1,244.44,11.82,643.412,Amide
Cholesterol,C8H19N4O5,849.47,7.0,358.604,Neurotransmitter
Aspirin,C17H33N5O3,296.97,N/A,303.591,Hormone
Cholesterol,C5H28N0O8,806.83,N/A,991.7,Organic Compound
Urea,C8H10N5O7,677.31,1.3,874.056,Alkaloid
Cholesterol,C19H39N4O10,923.43,5.43,454.683,Alkaloid
Cholesterol,C18H12N1O4,300.97,N/A,279.147,Lipid
Dopamine,C20H29N1O1,715.97,N/A,62.005,Hormone
Glucose,C8H7N4O8,575.64,7.95,126.891,Lipid
Glucose,C13H34N4O3,108.68,9.85,248.501,Alkaloid
Serotonin,C19H21N5O9,490.16,N/A,728.98,Neurotransmitter
Aspirin,C13H20N5O2,131.49,13.9,69.523,Organic Compound
Glucose,C3H17N0O10,437.88,1.78,489.859,Nucleotide
Caffeine,C12H21N5O10,174.16,11.38,279.118,Carbohydrate
Cholesterol,C10H31N2O4,877.47,1.2,33.46,Neurotransmitter
Adenosine triphosphate,C11H4N4O6,957.71,3.88,494.911,Lipid
Cholesterol,C6H14N0O6,745.2,6.36,256.362,Alcohol
Ethanol,C19H4N3O7,522.64,N/A,10.226,Hormone
Glucose,C11H5N2O10,866.72,11.01,826.212,Nucleotide
Dopamine,C6H3N3O3,473.7,6.43,733.762,Amide
Adenosine triphosphate,C6H2N1O5,168.76,8.13,991.169,Lipid
